code,ym,rev,yoy
1101,2019-01,9394240.0,-2.32
1101,2019-02,5085162.0,5.68
1101,2019-03,10876929.0,11.55
1101,2019-04,10596314.0,-3.87
1101,2019-05,10903967.0,-5.51
1101,2019-06,9866871.0,-8.28
1101,2019-07,10489337.0,-4.76
1101,2019-08,10228796.0,-4.46
1101,2019-09,10120251.0,-3.02
1101,2019-10,11211942.0,-4.6
1101,2019-11,11678701.0,-0.89
1101,2019-12,12349908.0,8.33
1101,2020-01,7502141.0,-20.14
1101,2020-02,5000692.0,-1.66
1101,2020-03,9473250.0,-12.9
1101,2020-04,10216799.0,-3.58
1101,2020-05,10285516.0,-5.67
1101,2020-06,9961312.0,0.95
1101,2020-07,10178622.0,-2.96
1101,2020-08,9885013.0,-3.36
1101,2020-09,9745147.0,-3.7
1101,2020-10,10293900.0,-8.18
1101,2020-11,10889658.0,-6.75
1101,2020-12,10933035.0,-11.33
1101,2021-01,8596261.0,14.58
1101,2021-02,4536849.0,-9.27
1101,2021-03,9779716.0,12.76
1101,2021-04,9672128.0,-1.69
1101,2021-05,9832764.0,-0.4
1101,2021-06,8480821.0,-8.69
1101,2021-07,8319971.0,-11.4
1101,2021-08,8964476.0,-2.62
1101,2021-09,9597804.0,6.22
1101,2021-10,9565047.0,1.03
1101,2021-11,9752687.0,-1.53
1101,2021-12,10821264.0,7.07
1101,2022-01,7517896.0,-7.0
1101,2022-02,5456068.0,30.73
1101,2022-03,9971650.0,1.96
1101,2022-04,8319342.0,-13.98
1101,2022-05,7733787.0,-21.34
1101,2022-06,9145989.0,7.84
1101,2022-07,10102468.0,21.42
1101,2022-08,10689860.0,19.24
1101,2022-09,10404901.0,8.4
1101,2022-10,11368096.0,18.85
1101,2022-11,9674576.0,-0.8
1101,2022-12,12584154.0,16.29
1101,2023-01,7325221.0,-2.56
1101,2023-02,7306069.0,33.9
1101,2023-03,11730367.0,17.63
1101,2023-04,9100119.0,9.38
1101,2023-05,9596091.0,24.08
1101,2023-06,8816109.0,-3.6
1101,2023-07,8953462.0,-11.37
1101,2023-08,9379408.0,-12.25
1101,2023-09,8735157.0,-16.04
1101,2023-10,9371746.0,-17.56
1101,2023-11,8786909.0,-9.17
1101,2023-12,9514039.0,-24.39
1101,2024-01,7237930.0,-1.19
1101,2024-02,4798581.0,-34.32
1101,2024-03,13649152.0,16.35
1101,2024-04,11626493.0,27.76
1101,2024-05,13860276.0,44.43
1101,2024-06,13659543.0,54.93
1101,2024-07,14429687.0,61.16
1101,2024-08,13004435.0,38.64
1101,2024-09,13325249.0,52.54
1101,2024-10,16272067.0,73.62
1101,2024-11,16502520.0,87.8
1101,2024-12,16543379.0,73.88
1101,2025-01,12213350.0,68.74
1101,2025-02,9123490.0,90.12
1101,2025-03,13635386.0,-0.1
1101,2025-04,12681318.0,9.07
1101,2025-05,12619495.0,-8.95
1101,2025-06,10107877.0,-26.0
1101,2025-07,13535929.0,-6.19
1101,2025-08,12214776.0,-6.07
1101,2025-09,13306676.0,-0.13
1101,2025-10,13882248.0,-14.68
1101,2025-11,13121753.0,-20.48
1101,2025-12,14219975.0,-14.04
1101,2026-01,12252892.0,0.32
1101,2026-02,8593689.0,-5.8
1101,2026-03,12412837.0,-8.96
1101,2026-04,12213195.0,-3.69
1101,2026-05,12612013.0,-0.05
1101,2026-06,13382706.0,32.39
1101,2026-07,13744103.0,1.53
1102,2019-01,7905737.0,16.77
1102,2019-02,3165899.0,-7.11
1102,2019-03,8318969.0,30.07
1102,2019-04,8434811.0,17.34
1102,2019-05,8435765.0,9.58
1102,2019-06,7536507.0,-0.17
1102,2019-07,7813300.0,11.28
1102,2019-08,7203378.0,0.32
1102,2019-09,7394901.0,-4.0
1102,2019-10,7016219.0,-8.37
1102,2019-11,8000839.0,4.91
1102,2019-12,8115203.0,23.91
1102,2020-01,5210319.0,-34.09
1102,2020-02,2851105.0,-9.94
1102,2020-03,5077457.0,-38.96
1102,2020-04,6751585.0,-19.95
1102,2020-05,7182969.0,-14.85
1102,2020-06,6752208.0,-10.4
1102,2020-07,6798878.0,-12.98
1102,2020-08,6683133.0,-7.22
1102,2020-09,7256519.0,-1.87
1102,2020-10,7433331.0,5.94
1102,2020-11,7923604.0,-0.96
1102,2020-12,8320877.0,2.53
1102,2021-01,7436331.0,42.72
1102,2021-02,3450204.0,21.01
1102,2021-03,7006606.0,37.99
1102,2021-04,7830830.0,15.98
1102,2021-05,7688883.0,7.04
1102,2021-06,6895504.0,2.12
1102,2021-07,6477630.0,-4.72
1102,2021-08,7193266.0,7.63
1102,2021-09,7831470.0,7.92
1102,2021-10,9454594.0,27.19
1102,2021-11,8985672.0,13.4
1102,2021-12,9403723.0,13.01
1102,2022-01,7420726.0,-0.2
1102,2022-02,4100676.0,18.85
1102,2022-03,8160414.0,16.46
1102,2022-04,8710220.0,11.09
1102,2022-05,8000427.0,2.58
1102,2022-06,7776413.0,9.31
1102,2022-07,7864622.0,15.34
1102,2022-08,7069221.0,-1.72
1102,2022-09,6994078.0,-10.69
1102,2022-10,7601097.0,-19.6
1102,2022-11,8306062.0,-7.56
1102,2022-12,8340507.0,-11.3
1102,2023-01,4814494.0,-35.12
1102,2023-02,6241236.0,52.2
1102,2023-03,8152982.0,-0.09
1102,2023-04,7168871.0,-17.69
1102,2023-05,7238507.0,-9.52
1102,2023-06,6671130.0,-14.21
1102,2023-07,6790125.0,-13.66
1102,2023-08,6469836.0,-8.47
1102,2023-09,6691905.0,-4.32
1102,2023-10,6706168.0,-11.77
1102,2023-11,6915817.0,-16.73
1102,2023-12,6313936.0,-24.29
1102,2024-01,6490566.0,34.81
1102,2024-02,3599986.0,-42.31
1102,2024-03,6409280.0,-21.38
1102,2024-04,5686606.0,-20.67
1102,2024-05,6459670.0,-10.75
1102,2024-06,6838497.0,2.5
1102,2024-07,6722518.0,-0.99
1102,2024-08,6734055.0,4.08
1102,2024-09,6496635.0,-2.91
1102,2024-10,6572799.0,-1.98
1102,2024-11,7193978.0,4.02
1102,2024-12,7085373.0,12.21
1102,2025-01,5877674.0,-9.44
1102,2025-02,4184371.0,16.23
1102,2025-03,6532662.0,1.92
1102,2025-04,6276269.0,10.36
1102,2025-05,6370169.0,-1.38
1102,2025-06,6019299.0,-11.97
1102,2025-07,5836590.0,-13.17
1102,2025-08,5663764.0,-15.89
1102,2025-09,6388217.0,-1.66
1102,2025-10,5833267.0,-11.25
1102,2025-11,5885302.0,-18.19
1102,2025-12,6172608.0,-12.88
1102,2026-01,5986964.0,1.85
1102,2026-02,3493115.0,-16.51
1102,2026-03,5349407.0,-18.11
1102,2026-04,5694459.0,-9.26
1102,2026-05,6296531.0,-1.15
1102,2026-06,5885972.0,-2.21
1102,2026-07,5398231.0,-7.51
1103,2019-01,177060.0,2.88
1103,2019-02,108448.0,-13.64
1103,2019-03,166883.0,-3.85
1103,2019-04,160751.0,-5.93
1103,2019-05,146479.0,-21.18
1103,2019-06,130823.0,-24.34
1103,2019-07,159044.0,2.98
1103,2019-08,162363.0,-6.49
1103,2019-09,151142.0,-9.06
1103,2019-10,176879.0,-0.85
1103,2019-11,186042.0,1.22
1103,2019-12,157879.0,-32.81
1103,2020-01,165029.0,-6.79
1103,2020-02,150813.0,39.06
1103,2020-03,179493.0,7.55
1103,2020-04,158812.0,-1.2
1103,2020-05,171405.0,17.01
1103,2020-06,166768.0,27.47
1103,2020-07,173129.0,8.85
1103,2020-08,152585.0,-6.02
1103,2020-09,163492.0,8.17
1103,2020-10,165638.0,-6.35
1103,2020-11,208929.0,12.3
1103,2020-12,200989.0,27.3
1103,2021-01,195482.0,18.45
1103,2021-02,145091.0,-3.79
1103,2021-03,203954.0,13.62
1103,2021-04,185227.0,16.63
1103,2021-05,196403.0,14.58
1103,2021-06,168756.0,1.19
1103,2021-07,192983.0,11.46
1103,2021-08,166022.0,8.8
1103,2021-09,201306.0,23.12
1103,2021-10,193141.0,16.6
1103,2021-11,197773.0,-5.33
1103,2021-12,171518.0,-14.66
1103,2022-01,158052.0,-19.14
1103,2022-02,134062.0,-7.6
1103,2022-03,220463.0,8.09
1103,2022-04,168089.0,-9.25
1103,2022-05,163521.0,-16.74
1103,2022-06,183177.0,8.54
1103,2022-07,178825.0,-7.33
1103,2022-08,182371.0,9.84
1103,2022-09,205264.0,1.96
1103,2022-10,209429.0,8.43
1103,2022-11,221763.0,12.13
1103,2022-12,228644.0,33.3
1103,2023-01,191217.0,20.98
1103,2023-02,211050.0,57.42
1103,2023-03,249135.0,13.0
1103,2023-04,220272.0,31.04
1103,2023-05,227797.0,39.3
1103,2023-06,277233.0,51.34
1103,2023-07,266631.0,49.1
1103,2023-08,238917.0,31.0
1103,2023-09,232979.0,13.5
1103,2023-10,257343.0,22.87
1103,2023-11,255428.0,15.18
1103,2023-12,283279.0,23.89
1103,2024-01,242960.0,27.05
1103,2024-02,201295.0,-4.62
1103,2024-03,254887.0,2.3
1103,2024-04,238141.0,8.11
1103,2024-05,243833.0,7.03
1103,2024-06,256328.0,-7.54
1103,2024-07,258383.0,-3.09
1103,2024-08,267388.0,11.91
1103,2024-09,249964.0,7.29
1103,2024-10,228409.0,-11.24
1103,2024-11,259190.0,1.47
1103,2024-12,284185.0,0.31
1103,2025-01,268003.0,10.3
1103,2025-02,218169.0,8.38
1103,2025-03,266282.0,4.47
1103,2025-04,271595.0,14.04
1103,2025-05,249182.0,2.19
1103,2025-06,247791.0,-3.33
1103,2025-07,251867.0,-2.52
1103,2025-08,236882.0,-11.4
1103,2025-09,234910.0,-6.02
1103,2025-10,246707.0,8.01
1103,2025-11,249102.0,-3.89
1103,2025-12,274867.0,-3.27
1103,2026-01,256819.0,-4.17
1103,2026-02,188835.0,-13.44
1103,2026-03,242715.0,-8.85
1103,2026-04,207622.0,-23.55
1103,2026-05,230485.0,-7.5
1103,2026-06,229237.0,-7.48
1103,2026-07,242322.0,-3.78
1104,2019-01,479518.0,4.13
1104,2019-02,270638.0,0.93
1104,2019-03,437140.0,-0.08
1104,2019-04,418992.0,8.82
1104,2019-05,421251.0,-1.15
1104,2019-06,353927.0,4.84
1104,2019-07,398238.0,13.49
1104,2019-08,380445.0,7.18
1104,2019-09,391206.0,-5.9
1104,2019-10,503315.0,10.07
1104,2019-11,493403.0,16.97
1104,2019-12,457657.0,-1.68
1104,2020-01,359966.0,-24.93
1104,2020-02,414075.0,52.99
1104,2020-03,479717.0,9.73
1104,2020-04,481205.0,14.84
1104,2020-05,403105.0,-4.3
1104,2020-06,453562.0,28.15
1104,2020-07,477040.0,19.78
1104,2020-08,366990.0,-3.53
1104,2020-09,450890.0,15.25
1104,2020-10,495885.0,-1.47
1104,2020-11,488513.0,-0.99
1104,2020-12,555150.0,21.3
1104,2021-01,511466.0,42.08
1104,2021-02,354013.0,-14.5
1104,2021-03,575019.0,19.86
1104,2021-04,523569.0,8.8
1104,2021-05,533814.0,32.42
1104,2021-06,407130.0,-10.23
1104,2021-07,493738.0,3.5
1104,2021-08,431224.0,17.5
1104,2021-09,528251.0,17.15
1104,2021-10,558944.0,12.71
1104,2021-11,592281.0,21.24
1104,2021-12,569625.0,2.6
1104,2022-01,592322.0,15.8
1104,2022-02,348338.0,-1.6
1104,2022-03,591593.0,2.88
1104,2022-04,638493.0,21.95
1104,2022-05,537082.0,0.61
1104,2022-06,573028.0,40.74
1104,2022-07,580420.0,17.55
1104,2022-08,605512.0,40.41
1104,2022-09,597159.0,13.04
1104,2022-10,634981.0,13.6
1104,2022-11,631827.0,6.67
1104,2022-12,725055.0,27.28
1104,2023-01,504378.0,-14.84
1104,2023-02,591525.0,69.81
1104,2023-03,739446.0,24.99
1104,2023-04,644087.0,0.87
1104,2023-05,671021.0,24.93
1104,2023-06,604263.0,5.45
1104,2023-07,637246.0,9.79
1104,2023-08,617197.0,1.92
1104,2023-09,618592.0,3.58
1104,2023-10,654514.0,3.07
1104,2023-11,777614.0,23.07
1104,2023-12,742480.0,2.4
1104,2024-01,680762.0,34.97
1104,2024-02,477355.0,-19.3
1104,2024-03,750456.0,1.48
1104,2024-04,686687.0,6.61
1104,2024-05,743116.0,10.74
1104,2024-06,662277.0,9.6
1104,2024-07,621001.0,-2.54
1104,2024-08,652544.0,5.72
1104,2024-09,599242.0,-3.12
1104,2024-10,641942.0,-1.92
1104,2024-11,682994.0,-12.16
1104,2024-12,755359.0,1.73
1104,2025-01,687804.0,1.03
1104,2025-02,538636.0,12.83
1104,2025-03,702215.0,-6.42
1104,2025-04,698668.0,1.74
1104,2025-05,643106.0,-13.45
1104,2025-06,627049.0,-5.31
1104,2025-07,575078.0,-7.39
1104,2025-08,603054.0,-7.58
1104,2025-09,707407.0,18.05
1104,2025-10,723076.0,12.63
1104,2025-11,636793.0,-6.76
1104,2025-12,779128.0,3.14
1104,2026-01,718229.0,4.42
1104,2026-02,460060.0,-14.58
1104,2026-03,580759.0,-17.29
1104,2026-04,635959.0,-8.97
1104,2026-05,655816.0,1.97
1104,2026-06,508460.0,-18.91
1104,2026-07,663235.0,15.32
1108,2019-01,353189.0,10.25
1108,2019-02,168065.0,-14.89
1108,2019-03,313093.0,-0.55
1108,2019-04,323834.0,15.36
1108,2019-05,305274.0,3.62
1108,2019-06,271998.0,-1.55
1108,2019-07,313198.0,18.48
1108,2019-08,298541.0,16.85
1108,2019-09,312444.0,21.86
1108,2019-10,348338.0,16.01
1108,2019-11,345873.0,28.12
1108,2019-12,377849.0,25.95
1108,2020-01,296395.0,-16.08
1108,2020-02,390288.0,132.22
1108,2020-03,418037.0,33.51
1108,2020-04,404198.0,24.81
1108,2020-05,357162.0,16.99
1108,2020-06,360616.0,32.58
1108,2020-07,384035.0,22.61
1108,2020-08,366847.0,22.87
1108,2020-09,380768.0,21.86
1108,2020-10,381651.0,9.56
1108,2020-11,402129.0,16.26
1108,2020-12,388124.0,2.71
1108,2021-01,417355.0,40.81
1108,2021-02,279071.0,-28.49
1108,2021-03,349527.0,-16.38
1108,2021-04,345563.0,-14.5
1108,2021-05,357039.0,-0.03
1108,2021-06,325660.0,-9.69
1108,2021-07,310860.0,-19.05
1108,2021-08,249977.0,-31.85
1108,2021-09,269964.0,-29.1
1108,2021-10,276724.0,-27.49
1108,2021-11,268037.0,-33.34
1108,2021-12,319368.0,-17.69
1108,2022-01,324664.0,-22.2
1108,2022-02,210635.0,-24.52
1108,2022-03,345612.0,-1.12
1108,2022-04,335518.0,-2.9
1108,2022-05,332258.0,-6.94
1108,2022-06,334113.0,2.59
1108,2022-07,326691.0,5.09
1108,2022-08,390053.0,56.03
1108,2022-09,346635.0,28.4
1108,2022-10,401202.0,44.98
1108,2022-11,383773.0,43.17
1108,2022-12,418326.0,31.03
1108,2023-01,294901.0,-9.16
1108,2023-02,361748.0,71.74
1108,2023-03,436030.0,26.16
1108,2023-04,396170.0,18.07
1108,2023-05,482963.0,45.35
1108,2023-06,442961.0,32.57
1108,2023-07,441143.0,35.03
1108,2023-08,430420.0,10.34
1108,2023-09,404171.0,16.59
1108,2023-10,451146.0,12.44
1108,2023-11,503715.0,31.25
1108,2023-12,449490.0,7.5
1108,2024-01,457149.0,55.01
1108,2024-02,286337.0,-20.84
1108,2024-03,449482.0,3.08
1108,2024-04,426739.0,7.71
1108,2024-05,435713.0,-9.78
1108,2024-06,354661.0,-19.93
1108,2024-07,344972.0,-21.8
1108,2024-08,382273.0,-11.18
1108,2024-09,417664.0,3.33
1108,2024-10,397720.0,-11.84
1108,2024-11,410786.0,-18.44
1108,2024-12,503627.0,12.07
1108,2025-01,448229.0,-1.95
1108,2025-02,356169.0,24.38
1108,2025-03,408312.0,-9.15
1108,2025-04,410688.0,-3.76
1108,2025-05,388571.0,-10.81
1108,2025-06,361327.0,1.87
1108,2025-07,357412.0,3.6
1108,2025-08,344143.0,-9.97
1108,2025-09,350532.0,-16.07
1108,2025-10,326009.0,-18.03
1108,2025-11,326349.0,-20.55
1108,2025-12,373043.0,-25.92
1108,2026-01,374664.0,-16.41
1108,2026-02,259157.0,-27.23
1108,2026-03,346885.0,-15.04
1108,2026-04,322871.0,-21.38
1108,2026-05,335095.0,-13.76
1108,2026-06,265297.0,-26.57
1108,2026-07,309786.0,-13.32
1109,2019-01,668892.0,40.68
1109,2019-02,149960.0,-18.02
1109,2019-03,541582.0,34.38
1109,2019-04,753252.0,38.15
1109,2019-05,800417.0,27.95
1109,2019-06,658066.0,13.96
1109,2019-07,597879.0,-3.25
1109,2019-08,727862.0,21.58
1109,2019-09,722519.0,4.59
1109,2019-10,638725.0,-12.48
1109,2019-11,870651.0,59.37
1109,2019-12,691591.0,-2.31
1109,2020-01,476715.0,-28.73
1109,2020-02,199776.0,33.21
1109,2020-03,488590.0,-9.78
1109,2020-04,772697.0,2.58
1109,2020-05,706916.0,-11.68
1109,2020-06,611254.0,-7.11
1109,2020-07,656183.0,9.75
1109,2020-08,625696.0,-14.03
1109,2020-09,675602.0,-6.49
1109,2020-10,789783.0,23.64
1109,2020-11,719102.0,-17.4
1109,2020-12,852626.0,23.28
1109,2021-01,739226.0,55.06
1109,2021-02,190339.0,-4.72
1109,2021-03,882786.0,80.68
1109,2021-04,766026.0,-0.86
1109,2021-05,627354.0,-11.25
1109,2021-06,492001.0,-19.5
1109,2021-07,492134.0,-25.0
1109,2021-08,591358.0,-5.48
1109,2021-09,376885.0,-44.21
1109,2021-10,660615.0,-16.35
1109,2021-11,781722.0,8.7
1109,2021-12,777783.0,-8.77
1109,2022-01,566897.0,-23.31
1109,2022-02,181644.0,-4.56
1109,2022-03,490643.0,-44.42
1109,2022-04,519822.0,-32.14
1109,2022-05,654002.0,4.24
1109,2022-06,591868.0,20.29
1109,2022-07,557403.0,13.26
1109,2022-08,478276.0,-19.12
1109,2022-09,634886.0,68.45
1109,2022-10,527209.0,-20.19
1109,2022-11,669587.0,-14.34
1109,2022-12,516142.0,-33.63
1109,2023-01,298010.0,-47.43
1109,2023-02,410951.0,126.23
1109,2023-03,625197.0,27.42
1109,2023-04,552377.0,6.26
1109,2023-05,627486.0,-4.05
1109,2023-06,516592.0,-12.71
1109,2023-07,562522.0,0.91
1109,2023-08,541722.0,13.26
1109,2023-09,490929.0,-22.67
1109,2023-10,531941.0,0.89
1109,2023-11,532975.0,-20.4
1109,2023-12,569161.0,10.27
1109,2024-01,466562.0,56.55
1109,2024-02,226768.0,-44.81
1109,2024-03,403740.0,-35.42
1109,2024-04,441921.0,-19.99
1109,2024-05,516800.0,-17.63
1109,2024-06,417314.0,-19.21
1109,2024-07,382035.0,-32.08
1109,2024-08,359275.0,-33.67
1109,2024-09,317761.0,-35.27
1109,2024-10,348562.0,-34.47
1109,2024-11,378299.0,-29.02
1109,2024-12,397254.0,-30.2
1109,2025-01,304555.0,-34.72
1109,2025-02,238647.0,5.23
1109,2025-03,446709.0,10.64
1109,2025-04,434011.0,-1.78
1109,2025-05,407283.0,-21.19
1109,2025-06,390871.0,-6.33
1109,2025-07,367999.0,-3.67
1109,2025-08,365337.0,1.68
1109,2025-09,379708.0,19.49
1109,2025-10,325978.0,-6.47
1109,2025-11,354802.0,-6.21
1109,2025-12,415638.0,4.62
1109,2026-01,373777.0,22.72
1109,2026-02,167550.0,-29.79
1109,2026-03,314014.0,-29.7
1109,2026-04,340192.0,-21.61
1109,2026-05,348178.0,-14.51
1109,2026-06,314135.0,-19.63
1109,2026-07,292047.0,-20.63
1110,2019-01,186293.0,21.51
1110,2019-02,82927.0,-14.74
1110,2019-03,147819.0,-8.7
1110,2019-04,118229.0,0.4
1110,2019-05,132249.0,-7.22
1110,2019-06,114080.0,-4.45
1110,2019-07,114772.0,-27.01
1110,2019-08,120521.0,21.74
1110,2019-09,121926.0,-4.54
1110,2019-10,143344.0,-19.36
1110,2019-11,151996.0,9.64
1110,2019-12,150784.0,-17.88
1110,2020-01,126262.0,-32.22
1110,2020-02,115270.0,39.0
1110,2020-03,146412.0,-0.95
1110,2020-04,145822.0,23.33
1110,2020-05,106356.0,-19.57
1110,2020-06,130369.0,14.27
1110,2020-07,124643.0,8.6
1110,2020-08,98636.0,-18.15
1110,2020-09,143254.0,17.49
1110,2020-10,143594.0,0.17
1110,2020-11,149741.0,-1.48
1110,2020-12,160628.0,6.52
1110,2021-01,137866.0,9.19
1110,2021-02,103108.0,-10.55
1110,2021-03,146368.0,-0.03
1110,2021-04,143902.0,-1.31
1110,2021-05,141730.0,33.25
1110,2021-06,262145.0,101.07
1110,2021-07,159247.0,27.76
1110,2021-08,109276.0,10.78
1110,2021-09,140017.0,-2.25
1110,2021-10,151364.0,5.41
1110,2021-11,160698.0,7.31
1110,2021-12,184874.0,15.09
1110,2022-01,166858.0,21.02
1110,2022-02,97391.0,-5.54
1110,2022-03,178972.0,22.27
1110,2022-04,114127.0,-20.69
1110,2022-05,89660.0,-36.73
1110,2022-06,115133.0,-56.08
1110,2022-07,134470.0,-15.55
1110,2022-08,176935.0,61.91
1110,2022-09,157462.0,12.45
1110,2022-10,197515.0,30.49
1110,2022-11,198316.0,23.4
1110,2022-12,167733.0,-9.27
1110,2023-01,137873.0,-17.37
1110,2023-02,174115.0,78.77
1110,2023-03,216150.0,20.77
1110,2023-04,219472.0,92.3
1110,2023-05,213937.0,138.6
1110,2023-06,181890.0,57.98
1110,2023-07,168514.0,25.31
1110,2023-08,160207.0,-9.45
1110,2023-09,169364.0,7.55
1110,2023-10,191120.0,-3.23
1110,2023-11,229619.0,15.78
1110,2023-12,211257.0,25.94
1110,2024-01,180539.0,30.94
1110,2024-02,175185.0,0.61
1110,2024-03,221172.0,2.32
1110,2024-04,207095.0,-5.63
1110,2024-05,204577.0,-4.37
1110,2024-06,192948.0,6.07
1110,2024-07,274186.0,62.7
1110,2024-08,327212.0,104.24
1110,2024-09,289245.0,70.78
1110,2024-10,249922.0,30.76
1110,2024-11,290400.0,26.47
1110,2024-12,260477.0,23.29
1110,2025-01,236789.0,31.15
1110,2025-02,228781.0,30.59
1110,2025-03,274954.0,24.31
1110,2025-04,264572.0,27.75
1110,2025-05,261492.0,27.82
1110,2025-06,222403.0,15.26
1110,2025-07,190570.0,-30.49
1110,2025-08,236226.0,-27.8
1110,2025-09,226502.0,-21.69
1110,2025-10,263053.0,5.25
1110,2025-11,210022.0,-27.67
1110,2025-12,236192.0,-9.32
1110,2026-01,198691.0,-16.08
1110,2026-02,159417.0,-30.31
1110,2026-03,224535.0,-18.33
1110,2026-04,237552.0,-10.21
1110,2026-05,233647.0,-10.64
1110,2026-06,213484.0,-4.01
1110,2026-07,261007.0,36.96
1201,2019-01,1583493.0,21.68
1201,2019-02,1358770.0,11.32
1201,2019-03,1598137.0,15.72
1201,2019-04,1695994.0,13.22
1201,2019-05,1809938.0,6.86
1201,2019-06,1728231.0,0.43
1201,2019-07,1850126.0,-2.6
1201,2019-08,2010851.0,4.33
1201,2019-09,1797271.0,-3.22
1201,2019-10,1739332.0,-1.86
1201,2019-11,1557497.0,-4.67
1201,2019-12,1499513.0,-2.42
1201,2020-01,1442127.0,-8.92
1201,2020-02,1108658.0,-18.4
1201,2020-03,1423557.0,-10.92
1201,2020-04,1473407.0,-13.12
1201,2020-05,1557936.0,-13.92
1201,2020-06,1584018.0,-8.34
1201,2020-07,1720915.0,-6.98
1201,2020-08,1860519.0,-7.47
1201,2020-09,1770907.0,-1.46
1201,2020-10,1654044.0,-4.9
1201,2020-11,1588873.0,2.01
1201,2020-12,1472723.0,-1.78
1201,2021-01,1461118.0,1.31
1201,2021-02,1401435.0,26.4
1201,2021-03,1507135.0,5.87
1201,2021-04,1567125.0,6.36
1201,2021-05,1659960.0,6.54
1201,2021-06,1717230.0,8.4
1201,2021-07,1802387.0,4.73
1201,2021-08,1917771.0,3.07
1201,2021-09,1821712.0,2.86
1201,2021-10,1709407.0,3.34
1201,2021-11,1636605.0,3.0
1201,2021-12,1614562.0,9.63
1201,2022-01,1668787.0,14.21
1201,2022-02,1291903.0,-7.81
1201,2022-03,1589975.0,5.49
1201,2022-04,1495139.0,-4.59
1201,2022-05,1662683.0,0.16
1201,2022-06,1754660.0,2.17
1201,2022-07,1907939.0,5.85
1201,2022-08,2008672.0,4.73
1201,2022-09,1834655.0,0.71
1201,2022-10,1719108.0,0.56
1201,2022-11,1596213.0,-2.46
1201,2022-12,1453858.0,-9.95
1201,2023-01,1585126.0,-5.01
1201,2023-02,1489920.0,15.32
1201,2023-03,1714224.0,7.81
1201,2023-04,1684136.0,12.64
1201,2023-05,1760630.0,5.89
1201,2023-06,1799883.0,2.57
1201,2023-07,1987063.0,4.14
1201,2023-08,2024542.0,0.79
1201,2023-09,1944806.0,6.0
1201,2023-10,1894929.0,10.22
1201,2023-11,1854759.0,16.19
1201,2023-12,1736336.0,19.42
1201,2024-01,1822467.0,14.97
1201,2024-02,1730379.0,16.13
1201,2024-03,1781603.0,3.93
1201,2024-04,1888811.0,12.15
1201,2024-05,2067265.0,17.41
1201,2024-06,1949792.0,8.32
1201,2024-07,2154021.0,8.4
1201,2024-08,2217179.0,9.51
1201,2024-09,2134895.0,9.77
1201,2024-10,2045868.0,7.96
1201,2024-11,1831315.0,-1.26
1201,2024-12,1850209.0,6.55
1201,2025-01,1913014.0,4.96
1201,2025-02,1529280.0,-11.62
1201,2025-03,1773075.0,-0.47
1201,2025-04,1856995.0,-1.68
1201,2025-05,1923030.0,-6.97
1201,2025-06,1736584.0,-10.93
1201,2025-07,1850418.0,-14.09
1201,2025-08,1974741.0,-10.93
1201,2025-09,2160653.0,1.2
1201,2025-10,1801807.0,-11.92
1201,2025-11,1651571.0,-9.81
1201,2025-12,1670916.0,-9.69
1201,2026-01,1676231.0,-12.37
1201,2026-02,1640170.0,7.25
1201,2026-03,1684666.0,-4.98
1201,2026-04,1793562.0,-3.41
1201,2026-05,1825310.0,-5.08
1201,2026-06,1825679.0,5.13
1201,2026-07,1991488.0,7.62
1203,2019-01,544108.0,9.33
1203,2019-02,443171.0,-1.97
1203,2019-03,514903.0,1.74
1203,2019-04,469207.0,-2.78
1203,2019-05,531311.0,0.98
1203,2019-06,574920.0,15.38
1203,2019-07,552813.0,15.93
1203,2019-08,573610.0,0.29
1203,2019-09,540815.0,3.81
1203,2019-10,514106.0,-0.28
1203,2019-11,585177.0,15.43
1203,2019-12,579498.0,11.2
1203,2020-01,516699.0,-5.03
1203,2020-02,502344.0,13.35
1203,2020-03,564047.0,9.54
1203,2020-04,481367.0,2.59
1203,2020-05,467509.0,-12.0
1203,2020-06,519138.0,-9.7
1203,2020-07,490401.0,-11.28
1203,2020-08,509509.0,-11.17
1203,2020-09,540372.0,-0.08
1203,2020-10,435262.0,-15.33
1203,2020-11,481337.0,-17.74
1203,2020-12,519264.0,-10.39
1203,2021-01,545268.0,5.52
1203,2021-02,442622.0,-11.88
1203,2021-03,500102.0,-11.33
1203,2021-04,470972.0,-2.15
1203,2021-05,488269.0,4.44
1203,2021-06,492972.0,-5.04
1203,2021-07,494155.0,0.76
1203,2021-08,540451.0,6.07
1203,2021-09,504898.0,-6.56
1203,2021-10,441364.0,1.4
1203,2021-11,388602.0,-19.26
1203,2021-12,507831.0,-2.2
1203,2022-01,564100.0,3.45
1203,2022-02,453678.0,2.49
1203,2022-03,517118.0,3.4
1203,2022-04,516050.0,9.57
1203,2022-05,533780.0,9.32
1203,2022-06,527809.0,7.06
1203,2022-07,514516.0,4.12
1203,2022-08,546197.0,1.06
1203,2022-09,523146.0,3.61
1203,2022-10,534997.0,21.21
1203,2022-11,538061.0,38.46
1203,2022-12,609563.0,20.03
1203,2023-01,515619.0,-8.59
1203,2023-02,515621.0,13.65
1203,2023-03,544406.0,5.27
1203,2023-04,506873.0,-1.77
1203,2023-05,552211.0,3.45
1203,2023-06,474979.0,-10.0
1203,2023-07,498272.0,-3.15
1203,2023-08,566658.0,3.74
