代碼,名稱,產業,上月實際(百萬),上月MoM%,預測(百萬),預測MoM%,預測YoY%,近3月YoY中位,加速度pp,兩法一致,基期註記,大戶週Δpp,法人5日(張)
2491,吉祥全,光電業,16.3,9.1,15.1,-7.5,10.3,6.5,19.5,✅,,1.92,-452
1536,和大,汽車工業,439.7,19.8,446.3,1.5,10.3,9.6,14.4,✅,,-0.28,-2009
2349,錸德,光電業,735.6,14.1,602.4,-18.1,10.2,-10.4,-2.8,❌,,0.01,-1443
6138,茂達,半導體業,700.1,0.8,715.3,2.2,10.2,11.1,-2.7,✅,,-0.03,-511
2233,宇隆,汽車工業,282.0,-1.0,258.6,-8.3,10.2,0.9,-1.9,❌,,-0.36,167
2069,運錩,鋼鐵工業,796.9,-13.5,822.3,3.2,10.2,10.7,23.4,✅,,0.53,413
3490,單井,光電業,30.2,39.4,28.0,-7.4,9.9,-2.1,-53.2,❌,,-2.43,-237
3062,建漢,通信網路業,362.3,7.5,278.8,-23.1,9.8,-33.0,-38.9,❌,,-0.25,319
3265,台星科,半導體業,421.4,-2.9,427.0,1.3,9.8,6.5,-18.7,✅,,-0.81,-526
6168,宏齊,光電業,205.6,0.8,205.0,-0.3,9.7,6.7,-3.4,✅,,-0.51,-1911
8182,加高,電子零組件業,262.4,5.4,253.2,-3.5,9.5,5.6,7.8,✅,,-0.4,62
1215,卜蜂,食品工業,2562.7,5.9,2546.8,-0.6,9.2,8.1,8.1,✅,,-0.4,602
6207,雷科,電子零組件業,112.9,31.9,110.7,-1.9,9.0,6.3,2.7,✅,,-4.6,-1329
6488,環球晶,半導體業,4977.8,-11.5,4825.5,-3.1,9.0,-1.6,8.5,❌,,-0.77,-4201
3219,倚強科,其他電子業,243.2,2.5,224.8,-7.6,8.9,26.1,-4.2,❌,,-1.36,437
6104,創惟,半導體業,337.9,-5.6,337.1,-0.2,8.9,4.5,8.9,✅,,-0.67,-173
4303,信立,塑膠工業,107.9,20.7,106.0,-1.8,8.6,0.4,-22.9,❌,,-2.14,-571
4919,新唐,半導體業,2566.2,-5.3,2445.5,-4.7,8.5,2.1,8.1,❌,,0.14,545
2332,友訊,通信網路業,1156.0,-10.6,1210.9,4.7,8.4,13.1,7.9,✅,,-0.63,-1636
1319,東陽,汽車工業,2035.8,12.7,1958.9,-3.8,8.1,3.0,22.9,✅,,0.14,-1019
3019,亞光,光電業,2467.3,-15.3,2664.0,8.0,8.0,14.8,2.5,❌,,1.64,-3455
2104,國際中橡,橡膠工業,1546.7,77.2,1303.3,-15.7,7.9,-12.4,3.2,❌,,-0.04,2311
1907,永豐餘,造紙工業,6450.6,-2.3,6566.1,1.8,7.9,7.5,2.4,✅,,0.05,-498
9934,成霖,居家生活,1484.0,-13.4,1510.8,1.8,7.8,7.8,1.5,✅,,-0.21,-1311
3406,玉晶光,光電業,2422.4,39.3,2910.4,20.1,7.8,4.5,-9.8,✅,,1.29,-1538
8936,國統,其他業,534.9,-0.8,533.6,-0.2,7.7,11.2,-13.4,✅,,-0.28,90
6133,金橋,電子零組件業,135.3,7.3,127.9,-5.5,7.6,7.6,6.4,✅,,1.46,-971
1308,亞聚,塑膠工業,501.7,-2.9,494.7,-1.4,7.6,10.4,26.0,✅,,0.03,1055
5371,中光電,光電業,3534.8,-2.4,3590.8,1.6,7.5,6.0,-5.6,✅,,,-1073
2412,中華電,通信網路業,19884.9,-6.8,19898.6,0.1,7.2,5.4,-2.2,✅,,0.06,17407
2892,第一金,金融保險業,7765.8,7.4,7649.8,-1.5,7.2,9.7,-9.7,✅,,0.32,57587
3317,尼克森,半導體業,235.3,-4.9,245.1,4.1,7.2,7.6,-3.2,✅,,0.29,-55
1227,佳格,食品工業,2077.9,6.6,2533.3,21.9,6.9,5.4,0.7,✅,,-0.18,-414
2417,圓剛,電腦及週邊設備業,325.1,-5.3,316.7,-2.6,6.9,5.0,-18.5,✅,,-0.41,-1451
3481,群創,光電業,18890.2,-13.0,19984.1,5.8,6.9,10.3,-1.5,✅,,0.6,36770
5880,合庫金,金融保險業,7009.7,7.5,6742.4,-3.8,6.7,20.4,2.1,❌,,0.26,24461
3045,台灣大,通信網路業,16171.1,-6.6,16489.5,2.0,6.6,6.6,4.8,✅,,0.16,11580
1515,力山,電機機械,434.6,2.4,531.0,22.2,6.6,6.4,25.6,✅,,-0.82,-451
2342,茂矽,半導體業,183.5,4.1,185.0,0.8,6.5,4.6,15.3,✅,,0.96,-948
9939,宏全,其他業,2797.8,-5.4,2818.2,0.7,6.2,10.8,14.8,✅,,0.2,-1115
3625,西勝,電腦及週邊設備業,35.9,-21.8,38.4,6.9,6.2,5.9,-2.0,✅,,0.04,-105
2912,統一超,貿易百貨業,32199.9,5.2,31927.4,-0.8,6.1,6.3,1.4,✅,,-0.27,-188
2613,中櫃,航運業,309.2,-0.8,314.9,1.9,6.1,6.0,1.2,✅,,-0.41,129
3014,聯陽,半導體業,642.5,4.8,634.8,-1.2,6.0,-1.1,3.1,❌,,0.35,-544
2208,台船,航運業,1491.5,0.1,1430.5,-4.1,5.9,14.8,-24.1,❌,,-0.33,310
8261,富鼎,半導體業,292.8,-1.1,311.2,6.3,5.8,10.3,5.0,✅,,-2.09,-179
2461,光群雷,其他電子業,479.3,6.8,473.3,-1.3,5.8,2.9,9.0,✅,,0.2,-1209
2515,中工,建材營造業,1547.2,1.0,1437.6,-7.1,5.7,-12.3,-42.5,❌,,-0.12,534
1312,國喬,塑膠工業,1422.1,11.3,1329.3,-6.5,5.6,-0.2,-15.9,❌,,-0.17,6918
1101,台泥,水泥工業,13744.1,2.7,12902.2,-6.1,5.6,1.5,7.3,✅,,-0.82,9372
2352,佳世達,電腦及週邊設備業,18193.8,-2.6,17764.4,-2.4,5.6,-0.6,1.2,❌,,0.04,2483
2812,台中銀,金融保險業,1830.2,-5.5,2048.5,11.9,5.5,16.6,4.8,❌,,0.01,-5331
2419,仲琦,通信網路業,664.7,-30.2,614.1,-7.6,5.5,-3.8,3.1,❌,,-0.31,-511
2340,台亞,半導體業,394.3,-18.4,409.8,3.9,5.3,5.7,14.6,✅,,0.43,300
4976,佳凌,光電業,97.0,1.3,92.4,-4.7,5.1,0.6,-0.3,✅,,0.14,-198
1618,合機,電器電纜,670.4,107.0,564.9,-15.7,5.0,153.2,227.3,—,⚠️換檔(YoY將失速),-0.32,128
1216,統一,食品工業,62168.6,6.6,63771.2,2.6,4.9,4.6,2.0,✅,,-0.14,7497
4746,台耀,生技醫療業,388.2,-8.0,384.1,-1.1,4.8,0.3,20.8,✅,,-2.1,245
2886,兆豐金,金融保險業,8644.0,6.8,7216.5,-16.5,4.7,4.1,-13.6,✅,,0.21,42706
2329,華泰,半導體業,1790.4,-1.7,1766.9,-1.3,4.7,3.6,-6.5,✅,,0.17,-22
1301,台塑,塑膠工業,15293.9,9.4,13709.6,-10.4,4.6,0.7,-0.9,✅,,0.98,17866
2204,中華,汽車工業,2878.9,-5.4,2432.2,-15.5,4.5,6.7,3.1,✅,,0.08,-438
1104,環泥,水泥工業,663.2,30.4,628.7,-5.2,4.2,2.0,16.6,✅,,0.55,189
1513,中興電,電機機械,2410.4,-14.9,2388.2,-0.9,4.0,3.8,-1.0,✅,,-0.98,2777
1810,和成,玻璃陶瓷,388.7,-0.7,341.3,-12.2,4.0,-6.7,5.3,❌,,-1.38,588
2633,台灣高鐵,航運業,4573.6,3.7,4936.0,7.9,3.9,3.5,-2.8,✅,,0.03,-2276
6269,台郡,電子零組件業,2045.2,19.2,2044.8,-0.0,3.7,-1.0,-1.4,✅,,-2.27,-2395
2820,華票,金融保險業,313.4,-11.3,245.2,-21.8,3.6,-2.6,-49.0,❌,,-0.02,3503
3596,智易,通信網路業,4846.7,2.3,4798.7,-1.0,3.4,4.2,3.1,✅,,-0.32,-1819
9941,裕融,其他業,3438.3,4.1,3356.1,-2.4,2.9,0.6,5.2,✅,,-0.52,111
2014,中鴻,鋼鐵工業,1250.7,-31.7,1492.0,19.3,2.9,17.2,41.7,❌,,-0.03,184
2614,東森,其他業,463.5,1.5,487.6,5.2,2.7,2.8,4.2,✅,,-0.2,-304
2023,燁輝,鋼鐵工業,5722.5,7.7,5716.9,-0.1,2.6,-1.9,6.6,✅,,0.05,1963
4128,中天,生技醫療業,152.0,-5.6,160.6,5.6,2.6,4.1,-3.6,✅,,0.12,139
9925,新保,其他業,687.1,-2.4,697.0,1.4,2.5,3.3,-0.7,✅,,-1.01,-1368
3583,辛耘,半導體業,973.3,-6.0,927.9,-4.7,2.5,1.5,-9.3,✅,,0.4,-923
1722,台肥,化學工業,986.3,20.9,1050.3,6.5,2.2,-1.0,-9.3,✅,,-0.08,-3424
6284,佳邦,電子零組件業,642.4,-2.8,672.9,4.8,2.1,0.8,15.2,✅,,-0.23,-67
3059,華晶科,光電業,793.4,-0.3,797.5,0.5,1.9,3.0,-7.8,✅,,-0.23,-457
4167,松瑞藥,生技醫療業,97.5,-4.7,97.2,-0.3,1.5,-10.4,0.4,❌,,-3.53,-718
2434,統懋,半導體業,3.5,-53.0,2.9,-16.6,1.2,-9.3,-5.3,❌,,0.0,-134
1477,聚陽,紡織纖維,2999.3,5.2,3792.3,26.4,1.2,7.8,8.9,❌,,-0.98,582
1434,福懋,紡織纖維,2152.4,0.2,2207.6,2.6,1.1,-1.4,3.7,✅,,0.0,480
3362,先進光,光電業,416.1,58.6,367.5,-11.7,1.0,-13.8,-10.0,❌,,0.88,-1176
9910,豐泰,運動休閒,7394.3,8.1,7658.0,3.6,1.0,1.0,8.7,✅,,-0.15,2467
2816,旺旺保,金融保險業,1019.4,-24.0,991.6,-2.7,0.9,5.1,-22.0,✅,,0.69,-129
1905,華紙,造紙工業,1519.7,0.1,1505.8,-0.9,0.8,1.5,6.9,✅,,0.09,-778
1313,聯成,塑膠工業,5091.8,-3.2,4984.1,-2.1,0.8,2.3,-3.2,✅,,0.21,613
1455,集盛,紡織纖維,506.5,8.9,470.8,-7.0,0.5,-4.9,16.1,❌,,0.02,369
2033,佳大,鋼鐵工業,53.1,12.5,47.0,-11.4,0.4,-16.5,-28.6,❌,,0.23,231
4716,大立,化學工業,44.3,-3.3,46.4,4.7,0.3,-0.8,1.3,✅,,-1.62,-284
6188,廣明,電腦及週邊設備業,681.7,-8.9,749.1,9.9,0.1,-1.9,18.1,✅,,-0.32,-850
9933,中鼎,其他業,6501.1,-10.9,6653.6,2.3,0.1,-2.6,21.7,✅,,-0.44,-2732
3380,明泰,通信網路業,1743.0,-23.3,1787.0,2.5,-0.0,-2.1,6.9,✅,,-0.42,-2
3289,宜特,其他電子業,400.2,-6.1,401.8,0.4,-0.2,-1.6,5.8,✅,,-0.27,120
1440,南紡,紡織纖維,1300.3,24.3,1093.1,-15.9,-0.3,-11.5,4.8,❌,,0.18,-542
9904,寶成,運動休閒,19563.4,3.2,19640.3,0.4,-0.6,-0.6,-4.5,✅,,-0.38,-19455
2511,太子,建材營造業,661.1,-44.0,577.2,-12.7,-0.9,2.0,-2.9,✅,,0.04,1630
3287,廣寰科,電腦及週邊設備業,76.1,15.8,80.5,5.9,-0.9,2.5,4.1,✅,,0.0,4
1710,東聯,化學工業,2249.8,48.6,1908.3,-15.2,-1.0,-18.2,-22.2,❌,,0.37,238
1514,亞力,電機機械,895.0,-24.0,1040.3,16.2,-1.2,6.5,-8.0,❌,,-0.08,1101
2010,春源,鋼鐵工業,2093.9,-2.8,2098.1,0.2,-1.2,-0.4,-1.5,✅,,-0.2,-730
2377,微星,電腦及週邊設備業,19342.4,8.9,18567.5,-4.0,-1.4,-9.2,2.7,❌,,0.72,2588
2903,遠百,貿易百貨業,2417.5,4.0,2587.6,7.0,-1.7,-1.7,-2.2,✅,,-0.13,206
4564,元翎,電機機械,88.6,39.8,66.0,-25.5,-2.0,-34.5,-0.8,❌,,-0.16,-606
4956,光鋐,光電業,120.2,5.8,123.3,2.6,-2.4,-0.8,-13.4,✅,,0.42,-181
3703,欣陸,建材營造業,2336.9,-10.6,2069.9,-11.4,-2.8,-5.5,3.9,✅,,-0.07,-56
3437,榮創,光電業,109.9,-16.1,118.8,8.1,-2.9,-2.9,19.2,✅,,0.02,511
6116,彩晶,光電業,872.0,-18.9,837.8,-3.9,-3.1,-3.1,-6.0,✅,,-0.59,6572
2439,美律,通信網路業,3647.9,5.4,4270.0,17.1,-3.3,0.1,-15.4,✅,,-0.49,-425
7402,邑錡,光電業,49.5,4.2,42.8,-13.5,-3.5,-17.8,-4.9,❌,,-1.55,-23
2611,志信,航運業,49.5,-42.5,50.5,2.0,-3.9,-2.1,-121.6,✅,,0.57,127
1304,台聚,塑膠工業,3340.9,16.0,3237.4,-3.1,-4.1,-4.9,-5.5,✅,,0.04,2652
9907,統一實,其他業,3747.4,0.9,3715.7,-0.8,-4.2,-6.1,13.9,✅,,0.14,360
2504,國產,建材營造業,1752.1,17.3,1708.9,-2.5,-4.4,-6.1,4.1,✅,,0.0,290
9914,美利達,運動休閒,2456.6,3.0,2361.6,-3.9,-4.4,-1.1,15.8,✅,,-0.25,-1432
1809,中釉,玻璃陶瓷,201.6,-0.6,210.5,4.4,-4.8,1.0,11.7,❌,,0.17,235
2201,裕隆,汽車工業,5943.5,0.4,5636.2,-5.2,-4.9,-3.9,-0.3,✅,,-0.57,-5541
1102,亞泥,水泥工業,5398.2,-8.3,5388.5,-0.2,-4.9,-2.2,14.3,✅,,0.06,7742
2206,三陽工業,汽車工業,5407.3,6.7,4635.2,-14.3,-5.3,-6.2,2.7,✅,,0.06,254
3630,新鉅科,光電業,170.9,-6.7,182.8,7.0,-5.4,-5.5,-19.9,✅,,0.14,-850
2409,友達,光電業,20370.1,-18.4,23163.5,13.7,-5.6,-1.4,3.1,✅,,0.85,310626
3455,由田,光電業,149.6,78.1,158.8,6.2,-5.8,-9.4,31.1,✅,,-1.53,-460
2338,光罩,半導體業,505.3,-0.7,510.7,1.1,-5.9,0.1,6.7,❌,,-0.43,-757
8033,雷虎,其他業,118.2,-47.6,94.6,-20.0,-6.0,-9.5,-14.7,✅,,-5.68,-589
8240,華宏,光電業,571.0,9.2,565.6,-0.9,-6.3,-7.7,3.9,✅,,-0.58,-1032
8105,凌巨,光電業,709.3,4.2,737.2,3.9,-6.6,-4.2,0.4,✅,,-1.1,734
8039,台虹,電子零組件業,847.2,1.4,867.6,2.4,-7.3,-6.1,-4.7,✅,,-5.7,-12059
2458,義隆,半導體業,878.3,-17.1,1081.1,23.1,-7.6,3.6,-2.7,❌,,-0.84,-145
8436,大江,生技醫療業,513.3,-14.9,492.7,-4.0,-7.8,-12.2,-12.4,✅,,-1.88,-942
1721,三晃,化學工業,100.0,-29.1,114.5,14.5,-8.0,5.2,28.1,❌,,0.24,-560
8085,福華,其他電子業,52.9,13.6,46.1,-12.8,-8.1,-16.3,-15.1,❌,,0.09,220
4903,聯光通,通信網路業,88.4,-62.7,133.5,51.1,-8.1,4.7,-39.5,❌,,0.7,-588
2466,冠西電,光電業,194.0,62.8,129.1,-33.5,-8.2,-9.8,21.2,✅,,-0.78,433
4960,誠美材,光電業,642.6,-1.9,643.5,0.2,-8.5,-7.4,14.0,✅,,-0.27,523
3008,大立光,光電業,4877.1,31.4,5459.7,11.9,-8.5,-10.5,-21.2,✅,,2.32,-1210
6533,晶心科,半導體業,120.3,-67.7,140.5,16.8,-8.5,22.2,-0.6,—,⚠️換檔(YoY將失速),-0.06,-652
2457,飛宏,電子零組件業,870.5,19.3,849.6,-2.4,-9.0,-10.1,-0.7,✅,,-0.52,122
3376,新日興,電子零組件業,811.3,-12.0,837.0,3.2,-9.3,-10.2,-0.2,✅,,0.18,-9646
3545,敦泰,半導體業,910.9,1.2,891.2,-2.2,-10.5,-14.3,0.1,✅,,0.6,65
3363,上詮,通信網路業,170.8,8.5,160.6,-6.0,-11.1,-15.7,10.0,❌,,-1.6,-1440
8111,立碁,光電業,60.7,-14.7,65.9,8.6,-11.3,-5.8,2.7,❌,,0.24,-3504
1707,葡萄王,生技醫療業,716.7,-12.6,782.6,9.2,-11.5,-5.1,0.9,❌,,0.12,90
6412,群電,電子零組件業,2531.2,-18.3,2716.1,7.3,-11.6,-10.2,1.7,✅,,-0.04,-1333
2385,群光,電子零組件業,7057.0,-10.5,7495.5,6.2,-11.6,-11.0,-1.7,✅,,-0.31,-383
2017,官田鋼,鋼鐵工業,180.7,-27.6,234.2,29.6,-11.6,-2.1,0.9,❌,,-0.04,-190
4707,磐亞,化學工業,101.3,-32.8,119.5,18.0,-12.0,-5.3,33.6,❌,,-0.31,823
3540,曜越,電腦及週邊設備業,363.8,-7.0,383.1,5.3,-12.2,-10.0,1.5,✅,,0.01,-32
8069,元太,光電業,2876.4,-28.8,2925.5,1.7,-12.3,-0.6,-1.2,❌,,-0.91,-4041
6176,瑞儀,光電業,3760.7,1.8,3851.5,2.4,-12.8,-11.7,-6.5,✅,,-0.8,-707
3622,洋華,光電業,143.9,-1.8,139.8,-2.9,-13.1,-6.0,-25.2,❌,,0.18,-649
1309,台達化,塑膠工業,1032.1,71.6,934.1,-9.5,-13.4,-20.6,-12.3,❌,,0.08,1429
3645,達邁,電子零組件業,140.6,-35.4,179.1,27.4,-13.7,-0.4,-16.8,❌,,-3.27,-4464
1569,濱川,電腦及週邊設備業,207.2,-16.5,241.3,16.4,-13.7,-6.3,4.5,❌,,-0.61,17
4743,合一,生技醫療業,8.7,-17.1,8.3,-4.4,-15.0,1.9,-100.0,—,⚠️換檔(YoY將失速),-0.49,186
6272,驊陞,電子零組件業,309.7,9.9,288.1,-7.0,-15.1,-18.2,11.5,✅,,-0.31,-454
6443,元晶,光電業,67.5,-15.6,73.2,8.5,-15.2,-11.7,31.6,✅,,-0.76,1281
2838,聯邦銀,金融保險業,1362.1,-27.1,1652.3,21.3,-15.3,-2.5,-13.5,❌,,0.0,1904
8431,匯鑽科,其他電子業,81.8,25.4,85.3,4.2,-15.5,-18.8,-9.4,✅,,4.81,1357
3694,海華,通信網路業,842.3,-15.9,980.9,16.5,-15.6,-9.4,-6.1,❌,,-0.09,-572
2630,亞航,航運業,347.4,5.8,331.6,-4.6,-16.1,-29.2,-14.1,❌,,-0.12,83
2913,農林,貿易百貨業,29.3,7.5,29.6,1.1,-16.5,-19.3,-13.2,✅,,-0.1,-1190
2331,精英,電腦及週邊設備業,1554.4,-31.5,1593.4,2.5,-16.8,-13.4,-44.2,✅,,-0.11,-515
6719,力智,半導體業,304.1,-18.2,346.6,14.0,-17.6,-9.6,0.8,❌,,-0.13,512
1310,台苯,塑膠工業,668.7,17.4,589.8,-11.8,-17.7,-24.8,-30.1,❌,,-0.17,2071
2371,大同,電機機械,3677.9,-30.5,4048.6,10.1,-18.2,-14.1,-12.2,❌,,-0.43,2468
2915,潤泰全,貿易百貨業,139.5,-41.2,152.4,9.2,-18.5,-18.5,8.1,✅,,-0.1,76
6477,安集,光電業,63.7,-12.7,73.0,14.7,-18.7,-10.4,-75.1,❌,,-1.53,-115
3176,基亞,生技醫療業,96.4,1.7,89.8,-6.8,-18.8,-19.8,4.2,✅,,-0.09,60
1314,中石化,塑膠工業,1059.9,1.8,995.3,-6.1,-18.9,-29.3,4.0,❌,,0.21,1803
6547,高端疫苗,生技醫療業,47.4,14.0,36.9,-22.0,-19.2,-25.0,-17.2,❌,,-0.26,-1731
6120,達運,光電業,1000.8,-36.3,1110.2,10.9,-19.6,-10.2,14.1,❌,,-0.16,-899
3339,泰谷,光電業,67.3,0.7,60.9,-9.6,-19.8,-26.6,-58.4,❌,,-2.05,233
6026,福邦證,金融保險業,45.1,-81.4,51.3,13.6,-21.8,6.0,-185.8,❌,,0.26,896
2851,中再保,金融保險業,918.4,-42.0,1543.6,68.1,-25.1,6.0,-97.1,❌,,0.05,-771
1305,華夏,塑膠工業,567.9,0.6,571.4,0.6,-25.7,-24.6,-54.0,✅,,-0.12,687
4770,上品,化學工業,526.5,12.0,515.4,-2.1,-26.1,-6.9,-21.7,—,⚠️換檔(YoY將失速),0.8,640
1218,泰山,食品工業,563.8,-21.0,745.9,32.3,-27.0,-11.9,-18.2,❌,,0.11,838
3518,柏騰,其他電子業,23.3,45.7,20.2,-13.3,-27.9,-32.3,6.0,❌,,-0.79,-90
2498,宏達電,通信網路業,178.7,-38.9,189.3,5.9,-29.0,-8.5,-0.2,—,⚠️換檔(YoY將失速),0.05,-3770
5321,美而快,數位雲端,169.7,1.4,185.8,9.5,-29.3,-25.0,-2.9,❌,,0.67,54
3615,安可,光電業,60.2,21.1,57.1,-5.1,-29.3,-32.0,-1.9,✅,,0.69,239
8064,東捷,光電業,143.7,-30.1,181.4,26.3,-29.6,-17.5,-46.2,❌,,-0.64,-2710
3024,憶聲,光電業,113.7,48.2,93.8,-17.5,-31.4,-36.9,28.5,❌,,0.38,396
6177,達麗,建材營造業,1101.4,-56.0,788.9,-28.4,-35.1,470.0,205.2,—,⚠️換檔(YoY將失速),0.28,-964
2641,正德,航運業,196.8,7.0,190.5,-3.2,-42.3,4.7,-6.7,—,⚠️換檔(YoY將失速),0.85,-1214
6243,迅杰,半導體業,31.9,24.3,27.2,-14.7,-42.3,-56.2,3.0,❌,,0.02,168
2474,可成,其他電子業,1056.5,31.3,955.1,-9.6,-43.3,-48.3,-23.5,❌,,1.05,-572
2882,國泰金,金融保險業,25135.9,-22.2,25238.1,0.4,-45.6,-42.0,-195.9,❌,,0.17,-3098
3078,僑威,電子零組件業,454.3,11.2,430.0,-5.4,-46.0,-52.4,-5.3,❌,,-1.13,-560
2891,中信金,金融保險業,18046.3,-9.0,13510.3,-25.1,-46.0,-17.9,-49.4,—,⚠️換檔(YoY將失速),0.13,-721
2601,益航,航運業,146.6,-0.5,162.1,10.6,-53.3,-53.3,11.3,✅,,-0.08,1169
1447,力鵬,紡織纖維,1200.0,-61.6,1097.4,-8.5,-64.6,21.3,-6.5,—,⚠️換檔(YoY將失速),0.09,218
3049,精金,光電業,30.7,-10.5,32.1,4.4,-70.8,-70.8,1.3,✅,,0.18,1104
6620,漢達,生技醫療業,69.7,-13.9,74.6,7.0,-77.6,-21.8,-26.0,—,⚠️換檔(YoY將失速),1.48,2579
2548,華固,建材營造業,74.5,-66.8,57.6,-22.7,-78.3,-88.8,-28554.8,—,⚠️換檔(YoY將失速),-0.24,179
2881,富邦金,金融保險業,10661.0,-51.9,8423.0,-21.0,-85.3,-53.6,-192.7,—,⚠️換檔(YoY將失速),0.06,2437
2254,巨鎧精密-創,汽車工業,3.2,-7.6,3.2,0.0,-93.5,-89.3,-11.4,—,⚠️換檔(YoY將失速),0.72,68
2536,宏普,建材營造業,14.9,-2.9,5.4,-63.9,-95.1,-95.1,-33.4,—,⚠️換檔(YoY將失速),-0.41,407
6186,新潤,建材營造業,14.7,-11.2,28.0,91.0,-97.1,-97.8,-13.7,—,⚠️換檔(YoY將失速),-0.16,-344
2530,華建,建材營造業,0.8,0.8,0.8,0.6,-99.8,-99.4,-2.6,—,⚠️換檔(YoY將失速),0.02,29
3717,聯嘉投控,汽車工業,513.3,-7.1,,,,,,—,,-0.71,-1518
