訊號等級,策略,代碼,收盤,當日%,停損,風險%,RS相對強度,量比(vs均),狀態,日期,檢核
BUY,大跌後外資買進（隔日跟單）,5328.TWO,63.1,0.96,56.5,10.5,1.74,0.5,大跌後外資買進（隔日跟單）,2026-08-19,✅
BUY,吊燈出場（Chandelier Exit）,1718.TW,10.4,-0.48,11.5,9.7,1.59,0.4,多頭｜停利 11.5,2026-08-19,✅
BUY,大跌後外資買進（隔日跟單）,5351.TWO,126.5,3.69,112.6,11.0,1.5,1.6,大跌後外資買進（隔日跟單）,2026-08-19,✅
BUY,吊燈出場（Chandelier Exit）,9921.TW,104.0,6.78,94.8,8.8,1.49,1.3,多頭｜停利 94.8,2026-08-19,✅
BUY,大跌後外資買進（隔日跟單）,3653.TW,5460.0,6.02,4902.9,10.2,1.45,1.7,大跌後外資買進（隔日跟單）,2026-08-19,✅
BUY,大跌後外資買進（隔日跟單）,3605.TW,119.0,-1.65,104.5,12.2,1.42,0.6,大跌後外資買進（隔日跟單）,2026-08-19,✅
BUY,大跌中融資逆勢買,2483.TW,36.2,-3.72,36.2,0.0,1.37,0.9,大跌中融資逆勢加碼,2026-08-19,✅
BUY,吊燈出場（Chandelier Exit）,9914.TW,88.6,9.93,79.6,10.1,1.28,1.5,多頭｜停利 79.6,2026-08-19,✅
BUY,運價動能（航運景氣跟蹤）,2615.TW,106.5,1.43,101.1,5.1,1.27,2.4,運價向上+突破20日高(貨櫃:ZIM),2026-08-19,✅
BUY,大跌中融資逆勢買,8046.TW,1180.0,-5.22,1150.0,2.5,1.25,1.3,大跌中融資逆勢加碼,2026-08-19,✅
BUY,運價動能（航運景氣跟蹤）,2637.TW,91.8,3.49,87.6,4.6,1.19,4.0,運價向上+突破20日高(散裝:BDRY),2026-08-19,✅
BUY,大跌後外資買進（隔日跟單）,3189.TW,849.0,-1.85,766.3,9.7,1.19,1.5,大跌後外資買進（隔日跟單）,2026-08-19,✅
BUY,吊燈出場（Chandelier Exit）,3296.TW,24.4,3.83,24.6,0.7,1.19,0.4,多頭｜停利 24.6,2026-08-19,✅
BUY,大跌後外資買進（隔日跟單）,2364.TW,82.6,-2.59,77.4,6.3,1.17,1.2,大跌後外資買進（隔日跟單）,2026-08-19,✅
BUY,吊燈出場（Chandelier Exit）,2537.TW,11.6,3.59,10.9,5.7,1.17,2.4,多頭｜停利 10.9,2026-08-19,✅
BUY,大跌後外資買進（隔日跟單）,8043.TWO,143.0,3.92,126.1,11.8,1.15,1.0,大跌後外資買進（隔日跟單）,2026-08-19,✅
