訊號等級,策略,代碼,收盤,當日%,停損,風險%,RS相對強度,量比(vs均),狀態,日期,檢核
BUY,波段回檔再進場（第二買點）,2380.TW,20.2,3.32,18.6,8.1,3.33,1.5,波段回檔再進場（第二買點）,2026-08-18,✅
BUY,大跌中融資逆勢買,4556.TWO,77.7,-8.26,77.0,0.9,1.9,1.4,大跌中融資逆勢加碼,2026-08-18,✅
BUY,波段回檔再進場（第二買點）,2466.TW,97.0,7.54,87.4,9.9,1.87,1.9,波段回檔再進場（第二買點）,2026-08-18,✅
BUY,主題基本面輪動,8039.TW,277.5,7.14,246.5,11.2,1.79,1.1,"主題突破（RS:Date
2015-01",2026-08-18,✅
BUY,吊燈出場（Chandelier Exit）,4139.TWO,37.7,7.41,36.8,2.3,1.57,0.7,多頭｜停利 36.8,2026-08-18,✅
BUY,吊燈出場（Chandelier Exit）,6409.TW,1065.0,8.34,966.3,9.3,1.43,2.2,多頭｜停利 966.3,2026-08-18,✅
BUY,波段回檔再進場（第二買點）,6409.TW,1065.0,8.34,963.4,9.5,1.43,2.2,波段回檔再進場（第二買點）,2026-08-18,✅
BUY,波段回檔再進場（第二買點）,1810.TW,26.9,2.48,23.7,11.7,1.37,1.2,波段回檔再進場（第二買點）,2026-08-18,✅
BUY,主題基本面輪動,1810.TW,26.9,2.48,24.3,9.5,1.37,1.2,"主題突破（RS:Date
2015-01",2026-08-18,✅
BUY,吊燈出場（Chandelier Exit）,2601.TW,6.8,10.0,6.2,9.4,1.29,2.1,多頭｜停利 6.2,2026-08-18,✅
BUY,波段回檔再進場（第二買點）,2601.TW,6.8,10.0,6.2,9.3,1.29,2.1,波段回檔再進場（第二買點）,2026-08-18,✅
BUY,波段回檔再進場（第二買點）,2881.TW,129.5,3.19,124.4,3.9,1.28,1.2,波段回檔再進場（第二買點）,2026-08-18,✅
BUY,波段回檔再進場（第二買點）,2867.TW,9.8,1.13,9.3,4.9,1.26,1.2,波段回檔再進場（第二買點）,2026-08-18,✅
BUY,運價動能（航運景氣跟蹤）,2615.TW,105.0,5.42,100.1,4.7,1.21,4.4,運價向上+突破20日高(貨櫃:ZIM),2026-08-18,✅
BUY,波段回檔再進場（第二買點）,2884.TW,38.1,0.93,36.3,4.7,1.19,1.2,波段回檔再進場（第二買點）,2026-08-18,✅
BUY,量縮整理→出量突破（融資沒走）,2611.TW,15.4,1.65,13.9,9.6,1.15,3.2,量縮整理後真出量突破（融資沒走）,2026-08-18,✅
BUY,運價動能（航運景氣跟蹤）,2637.TW,88.7,1.95,84.6,4.6,1.14,1.3,運價向上+突破20日高(散裝:BDRY),2026-08-18,✅
BUY,大跌後外資買進（隔日跟單）,4590.TW,86.5,-2.59,80.2,7.2,1.14,1.1,大跌後外資買進（隔日跟單）,2026-08-18,✅
BUY,大跌中融資逆勢買,6432.TWO,67.8,-3.83,67.0,1.2,1.14,0.4,大跌中融資逆勢加碼,2026-08-18,❌融資未增(近5筆-56張)
BUY,大跌後外資買進（隔日跟單）,2324.TW,40.6,-2.52,37.4,7.9,1.13,1.5,大跌後外資買進（隔日跟單）,2026-08-18,✅
BUY,波段回檔再進場（第二買點）,6177.TW,49.1,0.92,46.8,4.8,1.11,1.9,波段回檔再進場（第二買點）,2026-08-18,✅
BUY,量縮整理→出量突破（融資沒走）,4439.TW,106.5,1.91,97.0,8.9,1.1,2.9,量縮整理後真出量突破（融資沒走）,2026-08-18,✅
BUY,吊燈出場（Chandelier Exit）,5434.TW,553.0,7.17,498.0,9.9,1.1,2.6,多頭｜停利 498.0,2026-08-18,✅
BUY,波段回檔再進場（第二買點）,5434.TW,553.0,7.17,505.4,8.6,1.1,2.6,波段回檔再進場（第二買點）,2026-08-18,✅
BUY,大跌後外資買進（隔日跟單）,2425.TW,39.5,3.94,34.6,12.5,1.09,0.5,大跌後外資買進（隔日跟單）,2026-08-18,✅
