訊號等級,策略,代碼,收盤,當日%,停損,風險%,RS相對強度,量比(vs均),狀態,日期,檢核
BUY,大跌後外資買進（隔日跟單）,6213.TW,530.0,9.84,476.1,10.2,1.8,1.6,大跌後外資買進（隔日跟單）,2026-08-25,✅
BUY,主題基本面輪動,1709.TW,33.8,-2.6,30.6,9.3,1.74,1.0,"主題突破（RS:Date
2015-01",2026-08-25,✅
BUY,運價動能（航運景氣跟蹤）,2615.TW,126.5,1.61,117.9,6.8,1.5,2.8,運價向上+突破20日高(貨櫃:ZIM),2026-08-25,✅
BUY,大跌後外資買進（隔日跟單）,3653.TW,5205.0,0.97,4662.9,10.4,1.36,0.7,大跌後外資買進（隔日跟單）,2026-08-25,✅
BUY,Stage 2 突破（變盤三部曲）,4416.TWO,15.2,0.99,14.2,7.2,1.34,4.7,stage2,2026-08-25,✅
BUY,主題基本面輪動,6472.TW,470.0,3.75,432.0,8.1,1.32,2.9,"主題突破（RS:Date
2015-01",2026-08-25,✅
BUY,大跌後外資買進（隔日跟單）,5515.TW,53.4,0.0,49.9,6.5,1.29,0.5,大跌後外資買進（隔日跟單）,2026-08-25,✅
BUY,吊燈出場（Chandelier Exit）,6957.TW,219.0,1.62,214.3,2.2,1.28,0.6,多頭｜停利 214.3,2026-08-25,✅
BUY,波段回檔再進場（第二買點）,0055.TW,44.5,1.95,42.9,3.6,1.24,1.3,波段回檔再進場（第二買點）,2026-08-25,✅
BUY,大跌後外資買進（隔日跟單）,2546.TW,107.5,0.47,98.7,8.2,1.24,0.6,大跌後外資買進（隔日跟單）,2026-08-25,✅
BUY,大跌後外資買進（隔日跟單）,6716.TWO,127.5,4.08,114.6,10.1,1.24,1.3,大跌後外資買進（隔日跟單）,2026-08-25,✅
BUY,大跌後外資買進（隔日跟單）,2637.TW,95.5,-1.65,88.9,6.9,1.22,5.4,大跌後外資買進（隔日跟單）,2026-08-25,✅
BUY,吊燈出場（Chandelier Exit）,7631.TW,147.0,1.73,133.8,9.0,1.18,0.3,多頭｜停利 133.8,2026-08-25,✅
BUY,波段回檔再進場（第二買點）,1321.TW,33.0,2.32,31.6,4.4,1.16,2.3,波段回檔再進場（第二買點）,2026-08-25,✅
BUY,吊燈出場（Chandelier Exit）,5460.TWO,16.8,4.04,15.4,8.1,1.14,2.1,多頭｜停利 15.4,2026-08-25,✅
BUY,運價動能（航運景氣跟蹤）,2612.TW,63.8,5.8,60.8,4.8,1.12,6.9,運價向上+突破20日高(散裝:BDRY),2026-08-25,✅
