訊號等級,策略,代碼,收盤,當日%,停損,風險%,RS相對強度,量比(vs均),狀態,日期,檢核
BUY,主題基本面輪動,1709.TW,43.1,9.95,39.1,9.3,1.91,1.5,"主題突破（RS:Date
2015-01",2026-09-21,✅
BUY,吊燈出場（Chandelier Exit）,2466.TW,110.0,3.77,92.4,16.0,1.76,0.9,多頭｜停利 92.4,2026-09-21,✅
BUY,主題基本面輪動,6218.TWO,67.7,9.9,56.1,17.1,1.73,0.4,"主題突破（RS:Date
2015-01",2026-09-21,✅
BUY,主題基本面輪動,6885.TW,31.5,-0.32,29.1,7.8,1.41,2.9,"主題突破（RS:Date
2022-06",2026-09-21,✅
BUY,大跌中融資逆勢買,3229.TW,60.2,-6.52,58.5,2.8,1.35,1.6,大跌中融資逆勢加碼,2026-09-21,❌融資未增(近5筆-2023張)
BUY,主題基本面輪動,2468.TW,46.5,1.53,41.2,11.5,1.28,4.8,"主題突破（RS:Date
2015-01",2026-09-21,✅
BUY,運價動能（航運景氣跟蹤）,2605.TW,37.3,3.32,35.0,6.3,1.22,0.9,運價向上+突破20日高(散裝:BDRY),2026-09-21,✅
BUY,吊燈出場（Chandelier Exit）,4556.TWO,87.3,4.93,74.6,14.6,1.17,1.8,多頭｜停利 74.6,2026-09-21,✅
BUY,吊燈出場（Chandelier Exit）,6922.TWO,206.5,9.84,187.4,9.3,1.17,2.2,多頭｜停利 187.4,2026-09-21,✅
BUY,吊燈出場（Chandelier Exit）,6477.TW,37.4,8.88,35.1,6.2,1.16,4.9,多頭｜停利 35.1,2026-09-21,✅
BUY,波段回檔再進場（第二買點）,3631.TWO,40.8,1.49,36.7,9.9,1.16,1.2,波段回檔再進場（第二買點）,2026-09-21,✅
BUY,吊燈出場（Chandelier Exit）,6028.TWO,97.1,0.62,95.5,1.7,1.16,0.9,多頭｜停利 95.5,2026-09-21,✅
BUY,吊燈出場（Chandelier Exit）,3665.TW,2300.0,4.07,1964.6,14.6,1.15,1.5,多頭｜停利 1964.6,2026-09-21,✅
BUY,吊燈出場（Chandelier Exit）,2421.TW,166.5,-0.3,157.1,5.6,1.14,0.3,多頭｜停利 157.1,2026-09-21,✅
BUY,量縮整理→出量突破（融資沒走）,6508.TWO,29.1,10.0,25.7,11.7,1.14,12.6,量縮整理後真出量突破（融資沒走）,2026-09-21,✅
