訊號等級,策略,代碼,收盤,停損,風險%,RS相對強度,量比(vs均),狀態,日期
BUY,波段回檔再進場（第二買點）,5210.TWO,30.6,28.2,7.8,1.13,1.1,波段回檔再進場（第二買點）,2026-07-13
BUY,吊燈出場（Chandelier Exit）,3704.TW,49.8,42.7,14.3,1.1,3.4,多頭｜停利 42.7,2026-07-13
BUY,波段回檔再進場（第二買點）,3704.TW,49.8,42.6,14.6,1.1,3.4,波段回檔再進場（第二買點）,2026-07-13
BUY,Stage 2 突破（變盤三部曲）,3704.TW,49.8,46.2,7.4,1.1,3.4,stage2,2026-07-13
BUY,波段回檔再進場（第二買點）,5434.TW,559.0,490.0,12.3,1.1,1.8,波段回檔再進場（第二買點）,2026-07-13
BUY,波段回檔再進場（第二買點）,7715.TWO,36.1,33.0,8.7,1.08,1.5,波段回檔再進場（第二買點）,2026-07-13
BUY,波段回檔再進場（第二買點）,6161.TWO,54.6,50.5,7.5,1.06,1.1,波段回檔再進場（第二買點）,2026-07-13
BUY,波段回檔再進場（第二買點）,2324.TW,36.7,34.1,7.0,1.02,1.2,波段回檔再進場（第二買點）,2026-07-13
BUY,波段回檔再進場（第二買點）,8131.TW,77.2,69.1,10.5,1.02,1.0,波段回檔再進場（第二買點）,2026-07-13
BUY,吊燈出場（Chandelier Exit）,8039.TW,169.0,140.1,17.1,1.0,1.2,多頭｜停利 140.1,2026-07-13
BUY,吊燈出場（Chandelier Exit）,8102.TWO,75.0,69.7,7.1,0.99,4.4,多頭｜停利 69.7,2026-07-13
BUY,量縮整理→出量突破（融資沒走）,8102.TWO,75.0,69.6,7.3,0.99,4.4,量縮整理後真出量突破（融資沒走）,2026-07-13
BUY,波段回檔再進場（第二買點）,2382.TW,378.0,357.0,5.6,0.97,1.0,波段回檔再進場（第二買點）,2026-07-13
BUY,吊燈出場（Chandelier Exit）,3702.TW,117.0,105.3,10.0,0.97,1.0,多頭｜停利 105.3,2026-07-13
BUY,吊燈出場（Chandelier Exit）,3709.TWO,81.4,72.4,11.1,0.97,2.9,多頭｜停利 72.4,2026-07-13
BUY,波段回檔再進場（第二買點）,2330.TW,2440.0,2325.0,4.7,0.96,1.1,波段回檔再進場（第二買點）,2026-07-13
BUY,波段回檔再進場（第二買點）,5269.TW,1510.0,1424.9,5.6,0.96,1.0,波段回檔再進場（第二買點）,2026-07-13
BUY,吊燈出場（Chandelier Exit）,6944.TW,1045.0,954.1,8.7,0.95,1.3,多頭｜停利 954.1,2026-07-13
BUY,吊燈出場（Chandelier Exit）,4995.TWO,46.7,44.9,3.8,0.95,1.6,多頭｜停利 44.9,2026-07-13
BUY,波段回檔再進場（第二買點）,4995.TWO,46.7,44.1,5.6,0.95,1.6,波段回檔再進場（第二買點）,2026-07-13
BUY,量縮整理→出量突破（融資沒走）,2321.TW,15.2,13.5,11.0,0.93,6.1,量縮整理後真出量突破（融資沒走）,2026-07-13
BUY,吊燈出場（Chandelier Exit）,9934.TW,10.9,10.2,7.3,0.93,4.1,多頭｜停利 10.2,2026-07-13
BUY,波段回檔再進場（第二買點）,9934.TW,10.9,9.9,9.4,0.93,4.1,波段回檔再進場（第二買點）,2026-07-13
BUY,量縮整理→出量突破（融資沒走）,9934.TW,10.9,9.9,9.4,0.93,4.1,量縮整理後真出量突破（融資沒走）,2026-07-13
BUY,波段回檔再進場（第二買點）,9921.TW,79.9,72.7,9.0,0.92,2.2,波段回檔再進場（第二買點）,2026-07-13
BUY,吊燈出場（Chandelier Exit）,6609.TWO,43.8,39.6,9.5,0.92,4.7,多頭｜停利 39.6,2026-07-13
BUY,量縮整理→出量突破（融資沒走）,6609.TWO,43.8,41.9,4.3,0.92,4.7,量縮整理後真出量突破（融資沒走）,2026-07-13
BUY,吊燈出場（Chandelier Exit）,4106.TW,25.1,23.7,5.6,0.91,7.1,多頭｜停利 23.7,2026-07-13
BUY,波段回檔再進場（第二買點）,4106.TW,25.1,23.2,7.6,0.91,7.1,波段回檔再進場（第二買點）,2026-07-13
BUY,量縮整理→出量突破（融資沒走）,4106.TW,25.1,23.2,7.6,0.91,7.1,量縮整理後真出量突破（融資沒走）,2026-07-13
BUY,波段回檔再進場（第二買點）,5876.TW,44.2,41.4,6.2,0.91,2.1,波段回檔再進場（第二買點）,2026-07-13
BUY,波段回檔再進場（第二買點）,4207.TWO,20.0,19.1,4.0,0.91,1.1,波段回檔再進場（第二買點）,2026-07-13
BUY,Stage 2 突破（變盤三部曲）,1536.TW,56.1,53.0,5.4,0.9,3.5,stage2,2026-07-13
BUY,量縮整理→出量突破（融資沒走）,1536.TW,56.1,51.1,8.9,0.9,3.5,量縮整理後真出量突破（融資沒走）,2026-07-13
BUY,吊燈出場（Chandelier Exit）,3332.TWO,67.0,64.7,3.4,0.9,1.1,多頭｜停利 64.7,2026-07-13
BUY,吊燈出場（Chandelier Exit）,5014.TWO,11.1,10.8,2.9,0.9,3.0,多頭｜停利 10.8,2026-07-13
BUY,波段回檔再進場（第二買點）,5014.TWO,11.1,10.6,4.5,0.9,3.0,波段回檔再進場（第二買點）,2026-07-13
BUY,吊燈出場（Chandelier Exit）,6598.TW,24.9,22.8,8.1,0.89,6.1,多頭｜停利 22.8,2026-07-13
BUY,Stage 2 突破（變盤三部曲）,6598.TW,24.9,23.8,4.3,0.89,6.1,stage2,2026-07-13
BUY,Stage 2 突破（變盤三部曲）,5258.TW,54.6,52.2,4.5,0.88,2.0,stage2,2026-07-13
BUY,吊燈出場（Chandelier Exit）,1723.TW,86.5,83.1,3.9,0.87,1.8,多頭｜停利 83.1,2026-07-13
BUY,吊燈出場（Chandelier Exit）,6277.TW,74.8,70.5,5.7,0.87,3.9,多頭｜停利 70.5,2026-07-13
BUY,波段回檔再進場（第二買點）,2849.TW,14.6,14.1,3.4,0.86,1.9,波段回檔再進場（第二買點）,2026-07-13
BUY,波段回檔再進場（第二買點）,4554.TWO,31.4,31.0,1.3,0.86,2.1,波段回檔再進場（第二買點）,2026-07-13
BUY,吊燈出場（Chandelier Exit）,5306.TW,88.8,85.1,4.2,0.85,2.3,多頭｜停利 85.1,2026-07-13
BUY,波段回檔再進場（第二買點）,6625.TW,80.1,77.0,3.9,0.85,1.6,波段回檔再進場（第二買點）,2026-07-13
BUY,波段回檔再進場（第二買點）,1527.TW,34.0,33.0,2.7,0.84,1.6,波段回檔再進場（第二買點）,2026-07-13
BUY,波段回檔再進場（第二買點）,2836.TW,12.6,12.1,3.2,0.84,2.9,波段回檔再進場（第二買點）,2026-07-13
BUY,吊燈出場（Chandelier Exit）,9942.TW,121.0,117.0,3.3,0.84,1.9,多頭｜停利 117.0,2026-07-13
BUY,吊燈出場（Chandelier Exit）,5348.TWO,17.5,15.1,13.8,0.84,0.1,多頭｜停利 15.1,2026-07-13
BUY,吊燈出場（Chandelier Exit）,2023.TW,14.2,13.5,5.0,0.83,1.3,多頭｜停利 13.5,2026-07-13
BUY,波段回檔再進場（第二買點）,2029.TW,21.0,20.5,1.9,0.83,2.2,波段回檔再進場（第二買點）,2026-07-13
BUY,波段回檔再進場（第二買點）,4581.TW,51.0,50.0,1.9,0.83,2.8,波段回檔再進場（第二買點）,2026-07-13
BUY,吊燈出場（Chandelier Exit）,4568.TWO,41.8,40.3,3.6,0.83,0.9,多頭｜停利 40.3,2026-07-13
BUY,波段回檔再進場（第二買點）,7708.TWO,94.0,92.7,1.4,0.83,1.5,波段回檔再進場（第二買點）,2026-07-13
BUY,波段回檔再進場（第二買點）,1720.TW,64.2,62.3,3.0,0.82,2.7,波段回檔再進場（第二買點）,2026-07-13
BUY,吊燈出場（Chandelier Exit）,2606.TW,63.9,62.2,2.6,0.82,0.8,多頭｜停利 62.2,2026-07-13
BUY,吊燈出場（Chandelier Exit）,6863.TW,102.0,94.2,7.6,0.82,1.3,多頭｜停利 94.2,2026-07-13
BUY,吊燈出場（Chandelier Exit）,7767.TWO,44.9,41.8,6.9,0.82,4.9,多頭｜停利 41.8,2026-07-13
BUY,吊燈出場（Chandelier Exit）,7782.TWO,27.4,26.9,1.7,0.82,1.6,多頭｜停利 26.9,2026-07-13
BUY,吊燈出場（Chandelier Exit）,1476.TW,341.0,311.9,8.5,0.81,1.0,多頭｜停利 311.9,2026-07-13
BUY,波段回檔再進場（第二買點）,1737.TW,32.0,31.7,0.9,0.81,1.0,波段回檔再進場（第二買點）,2026-07-13
BUY,吊燈出場（Chandelier Exit）,3512.TWO,21.5,20.5,4.5,0.81,3.4,多頭｜停利 20.5,2026-07-13
BUY,量縮整理→出量突破（融資沒走）,3512.TWO,21.5,20.8,3.2,0.81,3.4,量縮整理後真出量突破（融資沒走）,2026-07-13
BUY,吊燈出場（Chandelier Exit）,4767.TWO,27.6,26.5,4.0,0.81,1.3,多頭｜停利 26.5,2026-07-13
BUY,波段回檔再進場（第二買點）,4767.TWO,27.6,27.0,2.2,0.81,1.3,波段回檔再進場（第二買點）,2026-07-13
BUY,吊燈出場（Chandelier Exit）,2348.TW,76.9,72.5,5.7,0.8,0.8,多頭｜停利 72.5,2026-07-13
BUY,吊燈出場（Chandelier Exit）,5511.TWO,69.6,71.1,2.2,0.8,3.3,多頭｜停利 71.1,2026-07-13
BUY,Stage 2 突破（變盤三部曲）,9937.TW,55.5,54.4,1.9,0.79,1.1,stage2,2026-07-13
BUY,Stage 2 突破（變盤三部曲）,9905.TW,20.6,20.2,2.0,0.78,1.9,stage2,2026-07-13
BUY,融資維持率創低反彈（量增）,2488.TW,49.2,48.3,1.7,0.77,1.9,維持率創低+融資套牢+量增 → 搏反彈 ,2026-07-13
BUY,吊燈出場（Chandelier Exit）,4104.TW,70.7,69.0,2.4,0.77,1.4,多頭｜停利 69.0,2026-07-13
BUY,吊燈出場（Chandelier Exit）,8433.TWO,55.8,53.1,4.8,0.77,5.8,多頭｜停利 53.1,2026-07-13
BUY,量縮整理→出量突破（融資沒走）,8433.TWO,55.8,53.6,4.0,0.77,5.8,量縮整理後真出量突破（融資沒走）,2026-07-13
BUY,吊燈出場（Chandelier Exit）,4737.TW,63.6,57.9,8.9,0.76,3.2,多頭｜停利 57.9,2026-07-13
BUY,Stage 2 突破（變盤三部曲）,4737.TW,63.6,60.8,4.4,0.76,3.2,stage2,2026-07-13
BUY,吊燈出場（Chandelier Exit）,6266.TWO,26.2,24.8,5.2,0.76,3.1,多頭｜停利 24.8,2026-07-13
BUY,吊燈出場（Chandelier Exit）,3593.TW,17.5,15.2,12.6,0.75,1.0,多頭｜停利 15.2,2026-07-13
BUY,吊燈出場（Chandelier Exit）,6997.TWO,75.0,74.9,0.1,0.75,0.3,多頭｜停利 74.9,2026-07-13
BUY,融資維持率創低反彈（量增）,1439.TW,24.8,23.7,4.5,0.74,1.9,維持率創低+融資套牢+量增 → 搏反彈 ,2026-07-13
BUY,吊燈出場（Chandelier Exit）,6874.TWO,84.2,81.9,2.7,0.73,1.4,多頭｜停利 81.9,2026-07-13
BUY,吊燈出場（Chandelier Exit）,6887.TW,37.2,34.0,8.6,0.72,0.9,多頭｜停利 34.0,2026-07-13
BUY,Stage 2 突破（變盤三部曲）,6951.TW,72.1,69.8,3.1,0.72,2.8,stage2,2026-07-13
BUY,吊燈出場（Chandelier Exit）,8489.TWO,23.4,21.9,6.1,0.72,6.3,多頭｜停利 21.9,2026-07-13
BUY,量縮整理→出量突破（融資沒走）,8489.TWO,23.4,24.0,2.7,0.72,6.3,量縮整理後真出量突破（融資沒走）,2026-07-13
BUY,吊燈出場（Chandelier Exit）,6725.TWO,325.5,320.9,1.4,0.71,0.6,多頭｜停利 320.9,2026-07-13
BUY,吊燈出場（Chandelier Exit）,7703.TWO,206.0,190.2,7.6,0.71,3.0,多頭｜停利 190.2,2026-07-13
BUY,Stage 2 突破（變盤三部曲）,6958.TW,17.1,16.5,3.7,0.7,1.3,stage2,2026-07-13
BUY,吊燈出場（Chandelier Exit）,1295.TWO,51.3,47.0,8.3,0.7,5.4,多頭｜停利 47.0,2026-07-13
BUY,Stage 2 突破（變盤三部曲）,1215.TW,113.5,110.4,2.7,0.68,1.2,stage2,2026-07-13
SETUP,A+B+C 籌碼趨勢（M哥完整版）,1303.TW,199.5,0.0,0.0,1.8,1.3,A+B1成立，等量縮平台,2026-07-13
SETUP,A+B+C 籌碼趨勢（M哥完整版）,5483.TWO,231.5,0.0,0.0,1.49,0.5,A+B1成立，等量縮平台,2026-07-13
SETUP,A+B+C 籌碼趨勢（M哥完整版）,3704.TW,49.8,0.0,0.0,1.1,3.4,A+B1成立，等量縮平台,2026-07-13
SETUP,A+B+C 籌碼趨勢（M哥完整版）,6243.TW,36.0,0.0,0.0,0.94,0.3,A+B1成立，等量縮平台,2026-07-13
SETUP,A+B+C 籌碼趨勢（M哥完整版）,2637.TW,84.7,0.0,0.0,0.93,1.8,A+B1成立，等量縮平台,2026-07-13
SETUP,A+B+C 籌碼趨勢（M哥完整版）,4106.TW,25.1,0.0,0.0,0.91,7.1,A+B1成立，等量縮平台,2026-07-13
SETUP,A+B+C 籌碼趨勢（M哥完整版）,9946.TW,18.7,0.0,0.0,0.9,0.8,A+B1成立，等量縮平台,2026-07-13
SETUP,A+B+C 籌碼趨勢（M哥完整版）,6916.TW,19.8,0.0,0.0,0.85,0.4,A+B1成立，等量縮平台,2026-07-13
SETUP,A+B+C 籌碼趨勢（M哥完整版）,3227.TWO,201.0,0.0,0.0,0.83,1.1,A+B1成立，等量縮平台,2026-07-13
SETUP,A+B+C 籌碼趨勢（M哥完整版）,2432.TW,28.0,0.0,0.0,0.82,0.5,A+B1成立，等量縮平台,2026-07-13
SETUP,A+B+C 籌碼趨勢（M哥完整版）,2707.TW,180.5,0.0,0.0,0.82,0.9,均線轉下出場,2026-07-13
SETUP,A+B+C 籌碼趨勢（M哥完整版）,1817.TW,38.5,0.0,0.0,0.81,0.6,均線轉下出場,2026-07-13
SETUP,A+B+C 籌碼趨勢（M哥完整版）,9103.TW,5.0,0.0,0.0,0.81,1.0,A+B1成立，等量縮平台,2026-07-13
SETUP,A+B+C 籌碼趨勢（M哥完整版）,1604.TW,23.5,0.0,0.0,0.8,0.9,均線轉下出場,2026-07-13
SETUP,A+B+C 籌碼趨勢（M哥完整版）,2474.TW,192.5,0.0,0.0,0.8,0.7,A+B1成立，等量縮平台,2026-07-13
SETUP,A+B+C 籌碼趨勢（M哥完整版）,6269.TW,61.9,0.0,0.0,0.8,0.3,A+B1成立，等量縮平台,2026-07-13
PRE,A+B+C 籌碼趨勢（M哥完整版）,6901.TW,18.8,0.0,0.0,1.04,1.5,均線轉下出場,2026-07-13
PRE,A+B+C 籌碼趨勢（M哥完整版）,3564.TWO,52.4,0.0,0.0,1.02,1.2,均線轉下出場,2026-07-13
PRE,A+B+C 籌碼趨勢（M哥完整版）,9914.TW,75.4,0.0,0.0,0.99,0.7,均線轉下出場,2026-07-13
PRE,A+B+C 籌碼趨勢（M哥完整版）,5269.TW,1510.0,0.0,0.0,0.96,1.0,均線轉下出場,2026-07-13
PRE,A+B+C 籌碼趨勢（M哥完整版）,6645.TW,15.6,0.0,0.0,0.96,0.3,均線轉下出場,2026-07-13
PRE,A+B+C 籌碼趨勢（M哥完整版）,6757.TW,58.1,0.0,0.0,0.95,0.3,均線轉下出場,2026-07-13
PRE,A+B+C 籌碼趨勢（M哥完整版）,4995.TWO,46.7,0.0,0.0,0.95,1.6,均線轉下出場,2026-07-13
PRE,A+B+C 籌碼趨勢（M哥完整版）,8421.TWO,15.4,0.0,0.0,0.93,8.1,均線轉下出場,2026-07-13
PRE,A+B+C 籌碼趨勢（M哥完整版）,3545.TW,55.5,0.0,0.0,0.92,1.1,均線轉下出場,2026-07-13
PRE,A+B+C 籌碼趨勢（M哥完整版）,9921.TW,79.9,0.0,0.0,0.92,2.2,均線轉下出場,2026-07-13
PRE,A+B+C 籌碼趨勢（M哥完整版）,2258.TW,31.5,0.0,0.0,0.91,1.0,均線轉下出場,2026-07-13
PRE,A+B+C 籌碼趨勢（M哥完整版）,5876.TW,44.2,0.0,0.0,0.91,2.1,均線轉下出場,2026-07-13
PRE,A+B+C 籌碼趨勢（M哥完整版）,4536.TW,171.5,0.0,0.0,0.9,1.6,均線轉下出場,2026-07-13
PRE,A+B+C 籌碼趨勢（M哥完整版）,6412.TW,86.7,0.0,0.0,0.9,0.7,均線轉下出場,2026-07-13
PRE,A+B+C 籌碼趨勢（M哥完整版）,1443.TW,26.3,0.0,0.0,0.89,0.7,均線轉下出場,2026-07-13
PRE,A+B+C 籌碼趨勢（M哥完整版）,7642.TWO,77.0,0.0,0.0,0.89,1.5,均線轉下出場,2026-07-13
PRE,A+B+C 籌碼趨勢（M哥完整版）,2354.TW,56.6,0.0,0.0,0.88,0.5,均線轉下出場,2026-07-13
PRE,A+B+C 籌碼趨勢（M哥完整版）,6130.TWO,26.0,0.0,0.0,0.88,1.8,均線轉下出場,2026-07-13
PRE,A+B+C 籌碼趨勢（M哥完整版）,1477.TW,226.0,0.0,0.0,0.85,0.8,均線轉下出場,2026-07-13
PRE,A+B+C 籌碼趨勢（M哥完整版）,1722.TW,47.2,0.0,0.0,0.85,1.1,均線轉下出場,2026-07-13
PRE,A+B+C 籌碼趨勢（M哥完整版）,2201.TW,28.2,0.0,0.0,0.85,0.8,均線轉下出場,2026-07-13
PRE,A+B+C 籌碼趨勢（M哥完整版）,6923.TW,78.7,0.0,0.0,0.85,1.3,均線轉下出場,2026-07-13
PRE,A+B+C 籌碼趨勢（M哥完整版）,4114.TWO,33.3,0.0,0.0,0.85,1.1,均線轉下出場,2026-07-13
PRE,A+B+C 籌碼趨勢（M哥完整版）,4139.TWO,26.0,0.0,0.0,0.85,2.7,均線轉下出場,2026-07-13
PRE,A+B+C 籌碼趨勢（M哥完整版）,6158.TWO,19.0,0.0,0.0,0.85,0.4,均線轉下出場,2026-07-13
PRE,A+B+C 籌碼趨勢（M哥完整版）,3027.TW,20.0,0.0,0.0,0.84,0.5,均線轉下出場,2026-07-13
PRE,A+B+C 籌碼趨勢（M哥完整版）,4438.TW,61.0,0.0,0.0,0.84,1.0,均線轉下出場,2026-07-13
PRE,A+B+C 籌碼趨勢（M哥完整版）,4572.TW,150.5,0.0,0.0,0.84,1.6,均線轉下出場,2026-07-13
PRE,A+B+C 籌碼趨勢（M哥完整版）,6176.TW,90.0,0.0,0.0,0.84,0.6,均線轉下出場,2026-07-13
PRE,A+B+C 籌碼趨勢（M哥完整版）,1402.TW,26.9,0.0,0.0,0.83,1.8,均線轉下出場,2026-07-13
PRE,A+B+C 籌碼趨勢（M哥完整版）,1464.TW,10.6,0.0,0.0,0.83,0.5,均線轉下出場,2026-07-13
PRE,A+B+C 籌碼趨勢（M哥完整版）,1468.TW,12.1,0.0,0.0,0.83,0.8,均線轉下出場,2026-07-13
PRE,A+B+C 籌碼趨勢（M哥完整版）,1537.TW,126.5,0.0,0.0,0.83,1.0,均線轉下出場,2026-07-13
PRE,A+B+C 籌碼趨勢（M哥完整版）,2029.TW,21.0,0.0,0.0,0.83,2.2,均線轉下出場,2026-07-13
PRE,A+B+C 籌碼趨勢（M哥完整版）,2250.TW,65.0,0.0,0.0,0.83,0.6,均線轉下出場,2026-07-13
PRE,A+B+C 籌碼趨勢（M哥完整版）,2392.TW,37.2,0.0,0.0,0.83,0.7,均線轉下出場,2026-07-13
PRE,A+B+C 籌碼趨勢（M哥完整版）,6873.TW,90.0,0.0,0.0,0.83,1.7,均線轉下出場,2026-07-13
PRE,A+B+C 籌碼趨勢（M哥完整版）,8928.TWO,22.9,0.0,0.0,0.83,0.8,均線轉下出場,2026-07-13
PRE,A+B+C 籌碼趨勢（M哥完整版）,1227.TW,30.1,0.0,0.0,0.82,1.2,均線轉下出場,2026-07-13
PRE,A+B+C 籌碼趨勢（M哥完整版）,2109.TW,14.8,0.0,0.0,0.82,1.0,均線轉下出場,2026-07-13
PRE,A+B+C 籌碼趨勢（M哥完整版）,2397.TW,59.2,0.0,0.0,0.82,1.0,均線轉下出場,2026-07-13
PRE,A+B+C 籌碼趨勢（M哥完整版）,2646.TW,21.2,0.0,0.0,0.82,0.5,均線轉下出場,2026-07-13
PRE,A+B+C 籌碼趨勢（M哥完整版）,2901.TW,23.5,0.0,0.0,0.82,0.6,均線轉下出場,2026-07-13
PRE,A+B+C 籌碼趨勢（M哥完整版）,4763.TW,47.2,0.0,0.0,0.82,0.6,均線轉下出場,2026-07-13
PRE,A+B+C 籌碼趨勢（M哥完整版）,6962.TW,34.9,0.0,0.0,0.82,0.8,均線轉下出場,2026-07-13
PRE,A+B+C 籌碼趨勢（M哥完整版）,4120.TWO,47.5,0.0,0.0,0.82,1.4,均線轉下出場,2026-07-13
PRE,A+B+C 籌碼趨勢（M哥完整版）,1217.TW,10.0,0.0,0.0,0.81,1.0,均線轉下出場,2026-07-13
PRE,A+B+C 籌碼趨勢（M哥完整版）,1476.TW,341.0,0.0,0.0,0.81,1.0,均線轉下出場,2026-07-13
PRE,A+B+C 籌碼趨勢（M哥完整版）,1614.TW,32.0,0.0,0.0,0.81,1.0,均線轉下出場,2026-07-13
PRE,A+B+C 籌碼趨勢（M哥完整版）,2506.TW,8.9,0.0,0.0,0.81,1.1,均線轉下出場,2026-07-13
PRE,A+B+C 籌碼趨勢（M哥完整版）,2706.TW,12.6,0.0,0.0,0.81,1.2,均線轉下出場,2026-07-13
PRE,A+B+C 籌碼趨勢（M哥完整版）,3056.TW,14.6,0.0,0.0,0.81,0.4,均線轉下出場,2026-07-13
PRE,A+B+C 籌碼趨勢（M哥完整版）,6589.TW,50.6,0.0,0.0,0.81,1.2,均線轉下出場,2026-07-13
PRE,A+B+C 籌碼趨勢（M哥完整版）,6918.TW,74.0,0.0,0.0,0.81,0.8,均線轉下出場,2026-07-13
PRE,A+B+C 籌碼趨勢（M哥完整版）,9926.TW,49.7,0.0,0.0,0.81,1.1,均線轉下出場,2026-07-13
PRE,A+B+C 籌碼趨勢（M哥完整版）,4401.TWO,14.8,0.0,0.0,0.81,0.3,均線轉下出場,2026-07-13
PRE,A+B+C 籌碼趨勢（M哥完整版）,1806.TW,8.3,0.0,0.0,0.8,0.6,均線轉下出場,2026-07-13
PRE,A+B+C 籌碼趨勢（M哥完整版）,2012.TW,15.6,0.0,0.0,0.8,0.3,均線轉下出場,2026-07-13
PRE,A+B+C 籌碼趨勢（M哥完整版）,2034.TW,20.4,0.0,0.0,0.8,0.7,均線轉下出場,2026-07-13
PRE,A+B+C 籌碼趨勢（M哥完整版）,2439.TW,87.0,0.0,0.0,0.8,1.0,均線轉下出場,2026-07-13
PRE,A+B+C 籌碼趨勢（M哥完整版）,2609.TW,50.1,0.0,0.0,0.8,1.5,均線轉下出場,2026-07-13
PRE,A+B+C 籌碼趨勢（M哥完整版）,8482.TW,48.0,0.0,0.0,0.8,1.4,均線轉下出場,2026-07-13
PRE,A+B+C 籌碼趨勢（M哥完整版）,3078.TWO,55.3,0.0,0.0,0.8,0.9,均線轉下出場,2026-07-13
PRE,A+B+C 籌碼趨勢（M哥完整版）,4503.TWO,39.8,0.0,0.0,0.8,1.4,均線轉下出場,2026-07-13
PRE,A+B+C 籌碼趨勢（M哥完整版）,2723.TW,65.2,0.0,0.0,0.79,1.6,均線轉下出場,2026-07-13
PRE,A+B+C 籌碼趨勢（M哥完整版）,3266.TW,13.6,0.0,0.0,0.79,0.7,均線轉下出場,2026-07-13
PRE,A+B+C 籌碼趨勢（M哥完整版）,5546.TW,16.5,0.0,0.0,0.79,1.9,均線轉下出場,2026-07-13
PRE,A+B+C 籌碼趨勢（M哥完整版）,6128.TW,20.1,0.0,0.0,0.79,0.8,均線轉下出場,2026-07-13
PRE,A+B+C 籌碼趨勢（M哥完整版）,6201.TW,48.8,0.0,0.0,0.79,0.6,均線轉下出場,2026-07-13
PRE,A+B+C 籌碼趨勢（M哥完整版）,6281.TW,51.0,0.0,0.0,0.79,1.4,均線轉下出場,2026-07-13
PRE,A+B+C 籌碼趨勢（M哥完整版）,8488.TW,10.0,0.0,0.0,0.79,7.0,均線轉下出場,2026-07-13
PRE,A+B+C 籌碼趨勢（M哥完整版）,9937.TW,55.5,0.0,0.0,0.79,1.1,均線轉下出場,2026-07-13
PRE,A+B+C 籌碼趨勢（M哥完整版）,3064.TWO,19.2,0.0,0.0,0.79,0.0,均線轉下出場,2026-07-10
PRE,A+B+C 籌碼趨勢（M哥完整版）,8930.TWO,30.4,0.0,0.0,0.79,1.7,均線轉下出場,2026-07-13
