訊號等級,策略,代碼,收盤,當日%,停損,風險%,RS相對強度,量比(vs均),狀態,日期,檢核
BUY,波段回檔再進場（第二買點）,2466.TW,106.0,4.43,94.7,10.7,2.13,1.1,波段回檔再進場（第二買點）,2026-09-11,✅
BUY,波段回檔再進場（第二買點）,3498.TWO,192.0,0.52,184.5,3.9,1.57,1.1,波段回檔再進場（第二買點）,2026-09-11,✅
BUY,主題基本面輪動,6416.TW,115.5,4.52,105.5,8.7,1.39,3.2,"主題突破（RS:Date
2015-01",2026-09-11,✅
BUY,吊燈出場（Chandelier Exit）,7714.TWO,173.5,9.81,157.6,9.1,1.38,1.5,多頭｜停利 157.6,2026-09-11,✅
BUY,大跌後外資買進（隔日跟單）,6805.TW,2150.0,-1.83,1915.4,10.9,1.23,0.6,大跌後外資買進（隔日跟單）,2026-09-11,✅
BUY,波段回檔再進場（第二買點）,3685.TWO,36.9,0.14,36.0,2.4,1.23,1.1,波段回檔再進場（第二買點）,2026-09-11,✅
BUY,波段回檔再進場（第二買點）,3029.TW,116.5,3.1,108.5,6.9,1.15,5.9,波段回檔再進場（第二買點）,2026-09-11,✅
BUY,量縮整理→出量突破（融資沒走）,3029.TW,116.5,3.1,106.3,8.8,1.15,5.9,量縮整理後真出量突破（融資沒走）,2026-09-11,✅
BUY,吊燈出場（Chandelier Exit）,7767.TWO,45.6,2.13,44.5,2.4,1.15,1.7,多頭｜停利 44.5,2026-09-11,✅
BUY,波段回檔再進場（第二買點）,7767.TWO,45.6,2.13,44.5,2.4,1.15,1.7,波段回檔再進場（第二買點）,2026-09-11,✅
BUY,運價動能（航運景氣跟蹤）,2617.TW,33.6,0.6,32.0,5.0,1.13,2.0,運價向上+突破20日高(散裝:BDRY),2026-09-11,✅
BUY,吊燈出場（Chandelier Exit）,3508.TWO,21.2,1.44,21.8,2.6,1.13,0.2,多頭｜停利 21.8,2026-09-11,✅
BUY,大跌中融資逆勢買,6829.TWO,228.0,-4.8,228.0,0.0,1.13,0.9,大跌中融資逆勢加碼,2026-09-11,✅
BUY,吊燈出場（Chandelier Exit）,3522.TWO,13.0,7.44,12.0,7.5,1.11,7.6,多頭｜停利 12.0,2026-09-11,✅
BUY,Stage 2 突破（變盤三部曲）,3522.TWO,13.0,7.44,12.5,3.7,1.11,7.6,stage2,2026-09-11,✅
BUY,量縮整理→出量突破（融資沒走）,3522.TWO,13.0,7.44,12.5,3.7,1.11,7.6,量縮整理後真出量突破（融資沒走）,2026-09-11,❌融資大減(-100%)
BUY,大跌後外資買進（隔日跟單）,4416.TWO,11.0,-2.65,9.9,10.2,1.11,0.5,大跌後外資買進（隔日跟單）,2026-09-11,✅
BUY,大跌中融資逆勢買,6441.TWO,25.1,-4.02,23.0,8.4,1.11,6.2,大跌中融資逆勢加碼,2026-09-11,✅
BUY,波段回檔再進場（第二買點）,1323.TW,21.6,1.41,21.0,3.0,1.1,5.3,波段回檔再進場（第二買點）,2026-09-11,✅
BUY,吊燈出場（Chandelier Exit）,4148.TW,33.8,4.32,30.6,9.3,1.1,2.5,多頭｜停利 30.6,2026-09-11,✅
BUY,波段回檔再進場（第二買點）,4148.TW,33.8,4.32,31.0,8.2,1.1,2.5,波段回檔再進場（第二買點）,2026-09-11,✅
BUY,波段回檔再進場（第二買點）,3176.TWO,36.5,4.43,34.7,4.8,1.09,2.9,波段回檔再進場（第二買點）,2026-09-11,✅
BUY,量縮整理→出量突破（融資沒走）,3628.TWO,77.0,0.92,69.1,10.3,1.07,5.3,量縮整理後真出量突破（融資沒走）,2026-09-11,✅
