訊號等級,策略,代碼,收盤,當日%,停損,風險%,RS相對強度,量比(vs均),狀態,日期,檢核
BUY,波段回檔再進場（第二買點）,2380.TW,19.6,1.81,18.6,5.3,2.97,1.6,波段回檔再進場（第二買點）,2026-08-14,✅
BUY,大跌後外資買進（隔日跟單）,5468.TWO,30.4,-0.16,27.6,9.2,1.55,2.0,大跌後外資買進（隔日跟單）,2026-08-14,✅
BUY,吊燈出場（Chandelier Exit）,3532.TW,356.0,3.79,389.4,9.4,1.42,2.2,多頭｜停利 389.4,2026-08-14,✅
BUY,吊燈出場（Chandelier Exit）,8033.TW,201.5,9.81,202.6,0.5,1.34,2.0,多頭｜停利 202.6,2026-08-14,✅
BUY,吊燈出場（Chandelier Exit）,1810.TW,27.5,9.98,29.6,7.6,1.3,1.6,多頭｜停利 29.6,2026-08-14,✅
BUY,波段回檔再進場（第二買點）,1810.TW,27.5,9.98,23.3,15.4,1.3,1.6,波段回檔再進場（第二買點）,2026-08-14,✅
BUY,大跌後外資買進（隔日跟單）,9921.TW,101.0,-3.81,93.0,7.9,1.29,1.4,大跌後外資買進（隔日跟單）,2026-08-14,✅
BUY,吊燈出場（Chandelier Exit）,9105.TW,8.6,3.73,8.0,7.0,1.27,1.6,多頭｜停利 8.0,2026-08-14,✅
BUY,吊燈出場（Chandelier Exit）,7714.TWO,172.5,9.87,168.4,2.4,1.25,1.3,多頭｜停利 168.4,2026-08-14,✅
BUY,吊燈出場（Chandelier Exit）,3230.TWO,44.5,9.89,43.1,3.0,1.24,1.3,多頭｜停利 43.1,2026-08-14,✅
BUY,量縮整理→出量突破（融資沒走）,2915.TW,59.5,9.98,50.5,15.1,1.22,4.8,量縮整理後真出量突破（融資沒走）,2026-08-14,✅
BUY,吊燈出場（Chandelier Exit）,3284.TWO,22.9,6.51,23.0,0.3,1.22,3.7,多頭｜停利 23.0,2026-08-14,✅
BUY,波段回檔再進場（第二買點）,1301.TW,60.0,4.35,54.3,9.6,1.18,1.3,波段回檔再進場（第二買點）,2026-08-14,✅
BUY,主題基本面輪動,6130.TWO,29.0,-2.36,25.5,12.2,1.18,2.4,"主題突破（RS:Date
2015-01",2026-08-14,✅
BUY,波段回檔再進場（第二買點）,2905.TW,17.1,5.56,15.8,7.6,1.16,2.2,波段回檔再進場（第二買點）,2026-08-14,✅
BUY,波段回檔再進場（第二買點）,9945.TW,29.8,9.96,25.9,13.0,1.15,4.9,波段回檔再進場（第二買點）,2026-08-14,✅
BUY,吊燈出場（Chandelier Exit）,6753.TW,158.0,9.72,134.9,14.6,1.11,3.0,多頭｜停利 134.9,2026-08-14,✅
BUY,吊燈出場（Chandelier Exit）,2630.TW,53.1,9.94,51.7,2.7,1.1,0.9,多頭｜停利 51.7,2026-08-14,✅
BUY,大跌後外資買進（隔日跟單）,2880.TW,39.0,-0.38,36.5,6.3,1.1,1.5,大跌後外資買進（隔日跟單）,2026-08-14,✅
BUY,吊燈出場（Chandelier Exit）,7402.TWO,115.5,10.0,110.1,4.6,1.1,1.5,多頭｜停利 110.1,2026-08-14,✅
BUY,波段回檔再進場（第二買點）,2884.TW,37.7,0.94,36.3,3.6,1.08,1.3,波段回檔再進場（第二買點）,2026-08-14,✅
BUY,吊燈出場（Chandelier Exit）,1909.TW,10.6,4.43,9.8,7.5,1.06,2.0,多頭｜停利 9.8,2026-08-14,✅
BUY,波段回檔再進場（第二買點）,1909.TW,10.6,4.43,9.9,6.9,1.06,2.0,波段回檔再進場（第二買點）,2026-08-14,✅
BUY,波段回檔再進場（第二買點）,5455.TWO,28.9,1.23,27.9,3.3,1.04,7.0,波段回檔再進場（第二買點）,2026-08-13,✅
BUY,量縮整理→出量突破（融資沒走）,5455.TWO,28.9,1.23,27.0,6.4,1.04,7.0,量縮整理後真出量突破（融資沒走）,2026-08-13,✅
BUY,吊燈出場（Chandelier Exit）,2323.TW,11.3,9.71,10.1,10.6,1.03,2.6,多頭｜停利 10.1,2026-08-14,✅
BUY,量縮整理→出量突破（融資沒走）,2611.TW,14.9,2.4,13.8,7.4,1.03,5.3,量縮整理後真出量突破（融資沒走）,2026-08-14,✅
BUY,波段回檔再進場（第二買點）,3005.TW,116.5,1.75,108.3,7.1,1.03,1.1,波段回檔再進場（第二買點）,2026-08-14,✅
BUY,吊燈出場（Chandelier Exit）,4564.TW,18.1,7.4,18.0,0.7,1.02,2.4,多頭｜停利 18.0,2026-08-14,✅
BUY,吊燈出場（Chandelier Exit）,4306.TW,15.5,6.9,14.5,6.7,1.01,4.7,多頭｜停利 14.5,2026-08-14,✅
BUY,量縮整理→出量突破（融資沒走）,4306.TW,15.5,6.9,14.9,3.7,1.01,4.7,量縮整理後真出量突破（融資沒走）,2026-08-14,✅
BUY,吊燈出場（Chandelier Exit）,4557.TW,53.0,6.32,48.7,8.2,1.01,3.4,多頭｜停利 48.7,2026-08-14,✅
BUY,波段回檔再進場（第二買點）,4557.TW,53.0,6.32,48.3,8.9,1.01,3.4,波段回檔再進場（第二買點）,2026-08-14,✅
BUY,吊燈出場（Chandelier Exit）,3628.TWO,71.2,5.79,64.8,8.9,1.01,2.7,多頭｜停利 64.8,2026-08-14,✅
BUY,吊燈出場（Chandelier Exit）,2369.TW,33.1,0.46,34.0,2.7,1.0,0.6,多頭｜停利 34.0,2026-08-14,✅
BUY,吊燈出場（Chandelier Exit）,2208.TW,20.3,6.01,19.6,3.5,0.98,3.9,多頭｜停利 19.6,2026-08-14,✅
BUY,波段回檔再進場（第二買點）,4198.TWO,41.8,0.6,40.1,4.1,0.98,2.5,波段回檔再進場（第二買點）,2026-08-14,✅
BUY,吊燈出場（Chandelier Exit）,8932.TWO,108.0,2.86,109.1,1.0,0.98,0.8,多頭｜停利 109.1,2026-08-14,✅
BUY,吊燈出場（Chandelier Exit）,6904.TWO,123.0,2.07,117.9,4.1,0.97,0.5,多頭｜停利 117.9,2026-08-14,✅
BUY,波段回檔再進場（第二買點）,1315.TW,65.0,1.25,62.9,3.2,0.96,2.9,波段回檔再進場（第二買點）,2026-08-14,✅
BUY,吊燈出場（Chandelier Exit）,6015.TWO,16.5,3.13,15.5,5.6,0.96,1.5,多頭｜停利 15.5,2026-08-14,✅
BUY,吊燈出場（Chandelier Exit）,9928.TW,18.6,1.09,17.7,4.6,0.95,1.2,多頭｜停利 17.7,2026-08-14,✅
BUY,吊燈出場（Chandelier Exit）,4767.TWO,28.0,5.86,26.5,5.5,0.95,14.2,多頭｜停利 26.5,2026-08-14,✅
BUY,吊燈出場（Chandelier Exit）,5464.TWO,75.4,1.62,73.5,2.5,0.95,2.0,多頭｜停利 73.5,2026-08-14,✅
BUY,吊燈出場（Chandelier Exit）,4958.TW,489.5,2.51,468.9,4.2,0.94,1.6,多頭｜停利 468.9,2026-08-14,✅
BUY,大跌後外資買進（隔日跟單）,1590.TW,1460.0,-0.68,1314.8,9.9,0.93,0.8,大跌後外資買進（隔日跟單）,2026-08-14,✅
BUY,Stage 2 突破（變盤三部曲）,8463.TW,21.4,3.63,20.9,2.4,0.92,2.7,stage2,2026-08-14,✅
BUY,量縮整理→出量突破（融資沒走）,5013.TWO,27.5,4.75,26.7,3.1,0.91,4.1,量縮整理後真出量突破（融資沒走）,2026-08-14,✅
BUY,吊燈出場（Chandelier Exit）,3043.TW,21.1,2.67,20.2,4.3,0.9,1.9,多頭｜停利 20.2,2026-08-14,✅
BUY,吊燈出場（Chandelier Exit）,9925.TW,40.1,0.25,39.8,0.8,0.9,0.7,多頭｜停利 39.8,2026-08-14,✅
BUY,吊燈出場（Chandelier Exit）,4167.TWO,19.1,4.36,19.4,1.2,0.89,1.4,多頭｜停利 19.4,2026-08-14,✅
BUY,吊燈出場（Chandelier Exit）,4950.TWO,16.8,2.13,15.2,9.3,0.89,0.6,多頭｜停利 15.2,2026-08-14,✅
BUY,吊燈出場（Chandelier Exit）,8342.TWO,88.8,0.91,89.4,0.7,0.89,2.6,多頭｜停利 89.4,2026-08-14,✅
BUY,吊燈出場（Chandelier Exit）,9904.TW,25.2,5.65,23.8,5.9,0.88,2.7,多頭｜停利 23.8,2026-08-14,✅
BUY,Stage 2 突破（變盤三部曲）,9904.TW,25.2,5.65,24.5,2.9,0.88,2.7,stage2,2026-08-14,✅
BUY,吊燈出場（Chandelier Exit）,6865.TWO,27.0,6.52,24.6,8.6,0.88,4.5,多頭｜停利 24.6,2026-08-14,✅
BUY,吊燈出場（Chandelier Exit）,7584.TWO,26.8,0.94,26.6,0.7,0.88,2.0,多頭｜停利 26.6,2026-08-14,✅
BUY,大跌中融資逆勢買,6863.TW,108.0,-4.0,107.0,0.9,0.87,0.6,大跌中融資逆勢加碼,2026-08-14,✅
BUY,吊燈出場（Chandelier Exit）,2231.TW,102.0,2.93,103.6,1.5,0.86,1.6,多頭｜停利 103.6,2026-08-14,✅
BUY,吊燈出場（Chandelier Exit）,6235.TW,39.0,0.64,38.2,2.2,0.85,1.0,多頭｜停利 38.2,2026-08-14,✅
BUY,吊燈出場（Chandelier Exit）,5514.TWO,14.3,2.14,13.4,6.3,0.85,0.3,多頭｜停利 13.4,2026-08-14,✅
BUY,吊燈出場（Chandelier Exit）,2035.TWO,27.1,1.12,26.9,0.7,0.84,2.6,多頭｜停利 26.9,2026-08-13,✅
BUY,大跌中融資逆勢買,3088.TWO,128.5,-6.88,127.5,0.8,0.84,0.7,大跌中融資逆勢加碼,2026-08-14,❌融資未增(近5筆-225張)
BUY,融資維持率創低反彈（量增）,6971.TWO,25.5,0.79,25.2,1.2,0.84,2.0,維持率創低+融資套牢+量增 → 搏反彈 ,2026-08-14,✅
BUY,融資維持率創低反彈（量增）,2236.TW,127.5,0.39,114.5,10.2,0.83,2.8,維持率創低+融資套牢+量增 → 搏反彈 ,2026-08-14,✅
BUY,吊燈出場（Chandelier Exit）,2349.TW,11.6,4.5,11.0,4.8,0.83,3.2,多頭｜停利 11.0,2026-08-14,✅
BUY,Stage 2 突破（變盤三部曲）,8940.TW,15.6,2.97,15.2,2.4,0.83,2.5,stage2,2026-08-14,✅
BUY,吊燈出場（Chandelier Exit）,6859.TWO,109.0,5.31,100.2,8.0,0.83,3.2,多頭｜停利 100.2,2026-08-14,✅
BUY,吊燈出場（Chandelier Exit）,8499.TW,262.0,0.38,257.0,1.9,0.82,0.6,多頭｜停利 257.0,2026-08-14,✅
BUY,吊燈出場（Chandelier Exit）,6229.TWO,24.5,3.38,23.3,4.6,0.82,3.2,多頭｜停利 23.3,2026-08-14,✅
BUY,吊燈出場（Chandelier Exit）,3615.TWO,38.7,4.32,38.7,0.1,0.81,2.3,多頭｜停利 38.7,2026-08-14,✅
