訊號等級,策略,代碼,收盤,當日%,停損,風險%,RS相對強度,量比(vs均),狀態,日期,檢核
BUY,主題基本面輪動,6226.TW,43.9,9.9,33.0,24.6,2.64,1.0,"主題突破（RS:Date
2015-01",2026-09-17,✅
BUY,主題基本面輪動,6933.TW,345.5,9.86,280.5,18.8,2.38,2.4,"主題突破（RS:Date
2023-11",2026-09-17,✅
BUY,波段回檔再進場（第二買點）,1303.TW,236.0,5.36,218.0,7.6,1.52,1.0,波段回檔再進場（第二買點）,2026-09-17,✅
BUY,主題基本面輪動,2305.TW,54.3,9.92,44.1,18.8,1.44,0.4,"主題突破（RS:Date
2015-01",2026-09-17,✅
BUY,吊燈出場（Chandelier Exit）,2103.TW,28.2,5.03,25.9,8.0,1.31,1.5,多頭｜停利 25.9,2026-09-17,✅
BUY,波段回檔再進場（第二買點）,2103.TW,28.2,5.03,25.1,10.8,1.31,1.5,波段回檔再進場（第二買點）,2026-09-17,✅
BUY,波段回檔再進場（第二買點）,6108.TW,24.3,5.65,21.4,11.9,1.31,1.0,波段回檔再進場（第二買點）,2026-09-17,✅
BUY,波段回檔再進場（第二買點）,6782.TW,249.0,7.56,219.5,11.8,1.29,1.3,波段回檔再進場（第二買點）,2026-09-17,✅
BUY,波段回檔再進場（第二買點）,3005.TW,118.0,2.61,113.0,4.2,1.2,1.6,波段回檔再進場（第二買點）,2026-09-17,✅
BUY,波段回檔再進場（第二買點）,6588.TWO,118.5,7.73,100.0,15.6,1.2,2.3,波段回檔再進場（第二買點）,2026-09-17,✅
BUY,波段回檔再進場（第二買點）,1710.TW,16.6,6.05,15.7,5.7,1.19,2.2,波段回檔再進場（第二買點）,2026-09-17,✅
BUY,吊燈出場（Chandelier Exit）,6603.TWO,27.9,9.84,25.1,9.9,1.19,5.1,多頭｜停利 25.1,2026-09-17,✅
BUY,波段回檔再進場（第二買點）,2006.TW,82.5,1.73,80.4,2.5,1.18,3.0,波段回檔再進場（第二買點）,2026-09-17,✅
BUY,吊燈出場（Chandelier Exit）,3066.TWO,28.3,9.9,23.6,16.7,1.18,3.8,多頭｜停利 23.6,2026-09-17,✅
BUY,主題基本面輪動,3623.TWO,28.4,0.0,25.6,9.9,1.18,2.4,"主題突破（RS:Date
2015-01",2026-09-17,✅
BUY,吊燈出場（Chandelier Exit）,8905.TWO,35.0,0.72,34.0,2.9,1.18,1.1,多頭｜停利 34.0,2026-09-17,✅
BUY,波段回檔再進場（第二買點）,8905.TWO,35.0,0.72,33.8,3.3,1.18,1.1,波段回檔再進場（第二買點）,2026-09-17,✅
BUY,波段回檔再進場（第二買點）,2115.TW,23.9,1.27,23.5,1.7,1.17,1.3,波段回檔再進場（第二買點）,2026-09-17,✅
BUY,波段回檔再進場（第二買點）,3631.TWO,40.1,5.52,36.7,8.6,1.17,1.1,波段回檔再進場（第二買點）,2026-09-17,✅
BUY,吊燈出場（Chandelier Exit）,3287.TWO,38.5,10.0,35.4,8.0,1.16,2.9,多頭｜停利 35.4,2026-09-17,✅
BUY,波段回檔再進場（第二買點）,3287.TWO,38.5,10.0,34.3,10.9,1.16,2.9,波段回檔再進場（第二買點）,2026-09-17,✅
BUY,大跌後外資買進（隔日跟單）,2351.TW,238.0,0.85,214.7,9.8,1.14,0.5,大跌後外資買進（隔日跟單）,2026-09-17,✅
BUY,波段回檔再進場（第二買點）,2607.TW,53.4,0.56,52.4,1.9,1.14,1.5,波段回檔再進場（第二買點）,2026-09-17,✅
BUY,吊燈出場（Chandelier Exit）,4770.TW,242.0,9.75,218.6,9.7,1.14,2.4,多頭｜停利 218.6,2026-09-17,✅
BUY,量縮整理→出量突破（融資沒走）,6133.TW,26.1,9.92,22.6,13.3,1.14,6.7,量縮整理後真出量突破（融資沒走）,2026-09-17,✅
BUY,吊燈出場（Chandelier Exit）,6103.TWO,35.5,9.92,38.8,9.4,1.14,0.8,多頭｜停利 38.8,2026-09-17,✅
BUY,波段回檔再進場（第二買點）,1470.TW,24.2,1.89,23.5,3.1,1.13,2.6,波段回檔再進場（第二買點）,2026-09-17,✅
BUY,波段回檔再進場（第二買點）,2640.TWO,172.0,8.18,153.5,10.8,1.13,6.1,波段回檔再進場（第二買點）,2026-09-17,✅
BUY,量縮整理→出量突破（融資沒走）,2640.TWO,172.0,8.18,153.5,10.8,1.13,6.1,量縮整理後真出量突破（融資沒走）,2026-09-17,✅
BUY,波段回檔再進場（第二買點）,1442.TW,30.9,2.15,29.5,4.7,1.12,2.4,波段回檔再進場（第二買點）,2026-09-17,✅
BUY,波段回檔再進場（第二買點）,4771.TW,213.0,3.4,200.8,5.8,1.12,2.5,波段回檔再進場（第二買點）,2026-09-17,✅
BUY,量縮整理→出量突破（融資沒走）,1314.TW,9.0,9.94,8.3,7.8,1.11,5.0,量縮整理後真出量突破（融資沒走）,2026-09-17,✅
BUY,波段回檔再進場（第二買點）,2207.TW,532.0,2.31,511.0,3.9,1.11,1.0,波段回檔再進場（第二買點）,2026-09-17,✅
BUY,吊燈出場（Chandelier Exit）,2915.TW,58.6,3.53,58.6,0.1,1.1,1.4,多頭｜停利 58.6,2026-09-17,✅
BUY,波段回檔再進場（第二買點）,2915.TW,58.6,3.53,56.0,4.4,1.1,1.4,波段回檔再進場（第二買點）,2026-09-17,✅
BUY,吊燈出場（Chandelier Exit）,6589.TW,51.2,4.6,47.4,7.4,1.1,2.7,多頭｜停利 47.4,2026-09-17,✅
BUY,波段回檔再進場（第二買點）,2520.TW,37.4,2.61,35.5,5.1,1.09,2.0,波段回檔再進場（第二買點）,2026-09-17,✅
BUY,吊燈出場（Chandelier Exit）,6206.TW,141.5,2.54,134.5,5.0,1.09,1.3,多頭｜停利 134.5,2026-09-17,✅
BUY,波段回檔再進場（第二買點）,6206.TW,141.5,2.54,134.3,5.1,1.09,1.3,波段回檔再進場（第二買點）,2026-09-17,✅
BUY,波段回檔再進場（第二買點）,6771.TW,42.4,0.47,41.0,3.3,1.09,1.6,波段回檔再進場（第二買點）,2026-09-17,✅
BUY,波段回檔再進場（第二買點）,3264.TWO,244.5,9.64,220.0,10.0,1.09,3.0,波段回檔再進場（第二買點）,2026-09-17,✅
BUY,吊燈出場（Chandelier Exit）,8050.TWO,58.9,2.43,54.9,6.9,1.09,2.1,多頭｜停利 54.9,2026-09-17,✅
BUY,波段回檔再進場（第二買點）,1323.TW,21.4,0.23,21.0,2.1,1.08,1.1,波段回檔再進場（第二買點）,2026-09-17,✅
BUY,吊燈出場（Chandelier Exit）,9945.TW,28.9,3.21,28.4,2.0,1.08,2.0,多頭｜停利 28.4,2026-09-17,✅
BUY,波段回檔再進場（第二買點）,9945.TW,28.9,3.21,27.6,4.7,1.08,2.0,波段回檔再進場（第二買點）,2026-09-17,✅
BUY,波段回檔再進場（第二買點）,1336.TWO,16.8,3.72,15.9,4.8,1.08,1.2,波段回檔再進場（第二買點）,2026-09-17,✅
BUY,波段回檔再進場（第二買點）,1315.TW,66.9,1.06,65.4,2.2,1.07,1.0,波段回檔再進場（第二買點）,2026-09-17,✅
BUY,波段回檔再進場（第二買點）,1437.TW,32.5,0.62,31.5,3.1,1.07,1.8,波段回檔再進場（第二買點）,2026-09-17,✅
BUY,波段回檔再進場（第二買點）,4104.TW,72.2,0.42,70.9,1.9,1.05,1.2,波段回檔再進場（第二買點）,2026-09-17,✅
BUY,波段回檔再進場（第二買點）,2034.TW,21.1,1.69,20.0,4.8,1.04,1.4,波段回檔再進場（第二買點）,2026-09-17,✅
BUY,波段回檔再進場（第二買點）,2206.TW,64.0,0.63,62.6,2.1,1.04,1.0,波段回檔再進場（第二買點）,2026-09-17,✅
BUY,吊燈出場（Chandelier Exit）,3702.TW,111.0,4.72,105.6,4.8,1.04,1.3,多頭｜停利 105.6,2026-09-17,✅
BUY,吊燈出場（Chandelier Exit）,4532.TW,25.0,5.93,23.8,4.7,1.04,5.7,多頭｜停利 23.8,2026-09-17,✅
BUY,Stage 2 突破（變盤三部曲）,4532.TW,25.0,5.93,24.4,2.3,1.04,5.7,stage2,2026-09-17,✅
BUY,量縮整理→出量突破（融資沒走）,4532.TW,25.0,5.93,24.7,1.2,1.04,5.7,量縮整理後真出量突破（融資沒走）,2026-09-17,✅
BUY,吊燈出場（Chandelier Exit）,4916.TW,103.0,9.69,95.2,7.5,1.03,2.9,多頭｜停利 95.2,2026-09-17,✅
BUY,Stage 2 突破（變盤三部曲）,5212.TWO,47.1,1.07,46.4,1.5,1.03,3.2,stage2,2026-09-17,✅
BUY,波段回檔再進場（第二買點）,6596.TWO,95.9,1.48,93.0,3.0,1.03,1.2,波段回檔再進場（第二買點）,2026-09-17,✅
BUY,波段回檔再進場（第二買點）,0057.TW,324.1,1.38,315.9,2.5,1.02,2.7,波段回檔再進場（第二買點）,2026-09-17,✅
BUY,吊燈出場（Chandelier Exit）,3717.TW,22.9,4.33,21.3,7.1,1.02,3.1,多頭｜停利 21.3,2026-09-17,✅
BUY,Stage 2 突破（變盤三部曲）,6655.TW,124.5,1.22,121.7,2.2,1.02,1.6,stage2,2026-09-17,✅
BUY,波段回檔再進場（第二買點）,8906.TWO,29.4,1.73,27.8,5.3,1.02,1.5,波段回檔再進場（第二買點）,2026-09-17,✅
BUY,吊燈出場（Chandelier Exit）,9904.TW,24.8,1.22,24.1,2.7,1.01,1.3,多頭｜停利 24.1,2026-09-17,✅
BUY,吊燈出場（Chandelier Exit）,2035.TWO,27.8,2.96,26.8,3.8,1.01,3.4,多頭｜停利 26.8,2026-09-17,✅
BUY,吊燈出場（Chandelier Exit）,2752.TWO,180.0,1.69,176.6,1.9,1.01,0.3,多頭｜停利 176.6,2026-09-17,✅
BUY,波段回檔再進場（第二買點）,3455.TWO,246.0,2.29,222.0,9.8,1.01,2.1,波段回檔再進場（第二買點）,2026-09-17,✅
BUY,吊燈出場（Chandelier Exit）,4167.TWO,19.5,2.09,19.9,2.1,1.01,1.5,多頭｜停利 19.9,2026-09-17,✅
BUY,Stage 2 突破（變盤三部曲）,8421.TWO,13.2,2.33,12.4,5.5,1.01,1.6,stage2,2026-09-17,✅
BUY,吊燈出場（Chandelier Exit）,1474.TW,10.1,2.24,9.7,3.1,0.99,5.3,多頭｜停利 9.7,2026-09-17,✅
BUY,融資維持率創低反彈（量增）,1474.TW,10.1,2.24,9.7,3.3,0.99,5.3,維持率創低+融資套牢+量增 → 搏反彈 ,2026-09-17,✅
BUY,波段回檔再進場（第二買點）,1102.TW,35.3,1.0,34.5,2.3,0.98,1.2,波段回檔再進場（第二買點）,2026-09-17,✅
BUY,吊燈出場（Chandelier Exit）,4174.TWO,27.8,4.13,25.1,9.6,0.98,1.9,多頭｜停利 25.1,2026-09-17,✅
BUY,吊燈出場（Chandelier Exit）,1789.TW,19.6,7.99,18.3,6.8,0.97,4.6,多頭｜停利 18.3,2026-09-17,✅
BUY,Stage 2 突破（變盤三部曲）,1789.TW,19.6,7.99,18.9,3.4,0.97,4.6,stage2,2026-09-17,✅
BUY,融資維持率創低反彈（量增）,2901.TW,22.9,0.22,22.3,2.8,0.96,2.3,維持率創低+融資套牢+量增 → 搏反彈 ,2026-09-17,✅
BUY,Stage 2 突破（變盤三部曲）,2731.TW,144.0,2.13,141.4,1.8,0.95,1.6,stage2,2026-09-17,✅
BUY,融資維持率創低反彈（量增）,2762.TW,79.4,0.13,79.0,0.5,0.95,1.9,維持率創低+融資套牢+量增 → 搏反彈 ,2026-09-17,✅
BUY,吊燈出場（Chandelier Exit）,3032.TW,76.1,6.28,75.0,1.5,0.95,1.5,多頭｜停利 75.0,2026-09-17,✅
BUY,Stage 2 突破（變盤三部曲）,3032.TW,76.1,6.28,72.8,4.4,0.95,1.5,stage2,2026-09-17,✅
BUY,Stage 2 突破（變盤三部曲）,4166.TWO,24.4,2.73,23.6,3.3,0.95,1.3,stage2,2026-09-17,✅
BUY,融資維持率創低反彈（量增）,4528.TWO,14.8,0.34,14.5,2.4,0.95,5.8,維持率創低+融資套牢+量增 → 搏反彈 ,2026-09-17,✅
BUY,吊燈出場（Chandelier Exit）,3036.TW,204.0,6.81,190.0,6.8,0.94,2.5,多頭｜停利 190.0,2026-09-17,✅
BUY,吊燈出場（Chandelier Exit）,2729.TWO,154.5,0.98,150.6,2.5,0.94,1.5,多頭｜停利 150.6,2026-09-17,✅
BUY,量縮整理→出量突破（融資沒走）,2949.TWO,65.0,6.21,64.7,0.4,0.93,5.1,量縮整理後真出量突破（融資沒走）,2026-09-16,❌無融資資料
BUY,Stage 2 突破（變盤三部曲）,4746.TW,47.6,3.81,45.9,3.7,0.92,1.6,stage2,2026-09-17,✅
