訊號等級,策略,代碼,收盤,當日%,停損,風險%,RS相對強度,量比(vs均),狀態,日期,檢核
BUY,大跌中融資逆勢買,2061.TWO,52.8,-4.86,50.1,5.1,2.46,0.7,大跌中融資逆勢加碼,2026-08-03,✅
BUY,吊燈出場（Chandelier Exit）,2466.TW,97.4,6.92,93.5,4.0,1.85,0.7,多頭｜停利 93.5,2026-08-03,✅
BUY,吊燈出場（Chandelier Exit）,1435.TW,24.4,9.91,23.6,3.2,1.82,1.2,多頭｜停利 23.6,2026-08-03,✅
BUY,大跌中融資逆勢買,6505.TW,67.7,-4.38,67.2,0.7,1.22,0.5,大跌中融資逆勢加碼,2026-08-03,❌融資未增(近5筆-1805張)
BUY,吊燈出場（Chandelier Exit）,6491.TW,356.0,9.88,336.9,5.4,1.21,1.6,多頭｜停利 336.9,2026-08-03,✅
BUY,Stage 2 突破（變盤三部曲）,4402.TWO,17.0,7.59,15.9,6.3,1.18,2.6,stage2,2026-08-03,✅
BUY,Stage 2 突破（變盤三部曲）,3048.TW,50.8,9.84,46.1,9.2,1.15,1.2,stage2,2026-08-03,✅
BUY,吊燈出場（Chandelier Exit）,6227.TWO,121.0,6.61,107.4,11.3,1.15,1.7,多頭｜停利 107.4,2026-08-03,✅
BUY,吊燈出場（Chandelier Exit）,2321.TW,14.7,2.08,14.6,0.9,1.14,1.2,多頭｜停利 14.6,2026-08-03,✅
BUY,大跌後外資買進（隔日跟單）,6620.TWO,84.3,-4.1,75.5,10.4,1.14,1.3,大跌後外資買進（隔日跟單）,2026-08-03,✅
BUY,大跌中融資逆勢買,6620.TWO,84.3,-4.1,83.3,1.2,1.14,1.3,大跌中融資逆勢加碼,2026-08-03,✅
BUY,吊燈出場（Chandelier Exit）,3229.TW,47.5,9.97,36.4,23.2,1.12,3.7,多頭｜停利 36.4,2026-08-03,✅
BUY,吊燈出場（Chandelier Exit）,2301.TW,229.5,9.81,181.0,21.1,1.08,1.3,多頭｜停利 181.0,2026-08-03,✅
BUY,吊燈出場（Chandelier Exit）,2362.TW,44.8,6.67,41.1,8.1,1.08,1.7,多頭｜停利 41.1,2026-08-03,✅
BUY,Stage 2 突破（變盤三部曲）,2362.TW,44.8,6.67,42.3,5.6,1.08,1.7,stage2,2026-08-03,✅
BUY,吊燈出場（Chandelier Exit）,9110.TW,3.3,4.13,3.1,4.9,1.07,0.3,多頭｜停利 3.1,2026-07-31,✅
BUY,吊燈出場（Chandelier Exit）,7769.TW,6425.0,3.96,5599.9,12.8,1.06,3.0,多頭｜停利 5599.9,2026-08-03,✅
BUY,吊燈出場（Chandelier Exit）,2454.TW,3910.0,9.99,3492.1,10.7,1.03,0.9,多頭｜停利 3492.1,2026-08-03,✅
BUY,吊燈出場（Chandelier Exit）,6240.TWO,19.8,10.0,17.3,12.6,1.03,6.5,多頭｜停利 17.3,2026-08-03,✅
BUY,Stage 2 突破（變盤三部曲）,6240.TWO,19.8,10.0,18.6,6.3,1.03,6.5,stage2,2026-08-03,✅
