訊號等級,策略,代碼,收盤,當日%,停損,風險%,RS相對強度,量比(vs均),狀態,日期,檢核,tech_score,news_score,report_score,confidence,signal_type
BUY,融資維持率創低反彈（量增）,6971.TWO,26.0,2.16,25.3,2.7,0.86,2.6,維持率創低+融資套牢+量增 → 搏反彈 ,2026-08-17,✅,55.8,50.0,50.0,52.3,觀察 ⭐
PRE-DEF,A+B+C 籌碼趨勢（M哥完整版）,3037.TW,1120.0,9.8,0.0,0.0,1.06,2.4,扣抵預警+籌碼（A即將成立）,2026-08-17,✅,44.3,64.9,50.0,52.2,觀察 ⭐
BUY,大跌中融資逆勢買,2231.TW,98.0,-3.92,97.6,0.4,0.85,1.2,大跌中融資逆勢加碼,2026-08-17,✅,55.5,50.0,50.0,52.2,觀察 ⭐
BUY,吊燈出場（Chandelier Exit）,2457.TW,23.9,1.49,23.4,2.2,0.84,0.5,多頭｜停利 23.4,2026-08-17,✅,55.2,50.0,50.0,52.1,觀察 ⭐
BUY,吊燈出場（Chandelier Exit）,2613.TW,21.6,5.61,20.3,6.4,0.91,4.5,多頭｜停利 20.3,2026-08-17,✅,55.2,50.0,50.0,52.1,觀察 ⭐
BUY,吊燈出場（Chandelier Exit）,6506.TWO,17.4,0.58,17.1,1.2,0.83,0.7,多頭｜停利 17.1,2026-08-17,✅,54.9,50.0,50.0,52.0,觀察 ⭐
PRE-DEF,A+B+C 籌碼趨勢（M哥完整版）,2302.TW,43.2,2.37,0.0,0.0,1.42,0.5,扣抵預警+籌碼（A即將成立）,2026-08-17,✅,55.1,50.0,50.0,52.0,觀察 ⭐
PRE-DEF,A+B+C 籌碼趨勢（M哥完整版）,2634.TW,71.0,0.57,0.0,0.0,1.41,2.6,扣抵預警+籌碼（A即將成立）,2026-08-17,✅,54.8,50.0,50.0,51.9,觀察 ⭐
BUY,吊燈出場（Chandelier Exit）,1316.TW,10.8,8.0,10.0,7.8,0.96,3.9,多頭｜停利 10.0,2026-08-17,✅,54.6,50.0,50.0,51.8,觀察 ⭐
BUY,吊燈出場（Chandelier Exit）,8409.TWO,19.1,5.52,17.9,6.3,0.88,6.4,多頭｜停利 17.9,2026-08-17,✅,54.4,50.0,50.0,51.8,觀察 ⭐
PRE-DEF,A+B+C 籌碼趨勢（M哥完整版）,2484.TW,75.0,3.02,0.0,0.0,1.4,0.8,扣抵預警+籌碼（A即將成立）,2026-08-17,✅,54.5,50.0,50.0,51.8,觀察 ⭐
BUY,大跌後外資買進（隔日跟單）,2211.TW,81.0,0.62,78.3,3.3,0.81,1.0,大跌後外資買進（隔日跟單）,2026-08-17,✅,54.3,50.0,50.0,51.7,觀察 ⭐
BUY,吊燈出場（Chandelier Exit）,4584.TWO,39.8,1.02,38.1,4.1,0.8,0.9,多頭｜停利 38.1,2026-08-17,✅,54.0,50.0,50.0,51.6,觀察 ⭐
BUY,量縮整理→出量突破（融資沒走）,3005.TW,121.5,4.29,108.6,10.7,1.08,3.2,量縮整理後真出量突破（融資沒走）,2026-08-17,✅,53.9,50.0,50.0,51.5,觀察 ⭐
BUY,吊燈出場（Chandelier Exit）,2640.TWO,155.0,2.99,144.7,6.6,0.87,2.1,多頭｜停利 144.7,2026-08-17,✅,53.7,50.0,50.0,51.5,觀察 ⭐
BUY,量縮整理→出量突破（融資沒走）,1259.TWO,65.6,0.92,58.7,10.6,1.06,5.4,量縮整理後真出量突破（融資沒走）,2026-08-17,✅,53.4,50.0,50.0,51.4,觀察 ⭐
PRE-DEF,A+B+C 籌碼趨勢（M哥完整版）,7610.TW,1850.0,5.71,0.0,0.0,1.36,0.6,扣抵預警+籌碼（A即將成立）,2026-08-17,✅,53.3,50.0,50.0,51.3,觀察 ⭐
PRE-DEF,A+B+C 籌碼趨勢（M哥完整版）,0050.TW,106.5,0.05,0.0,0.0,1.01,0.4,扣抵預警+籌碼（A即將成立）,2026-08-17,✅,42.8,64.0,50.0,51.3,觀察 ⭐
PRE-DEF,A+B+C 籌碼趨勢（M哥完整版）,6672.TW,283.0,4.81,0.0,0.0,1.35,1.4,扣抵預警+籌碼（A即將成立）,2026-08-17,✅,53.0,50.0,50.0,51.2,觀察 ⭐
BUY,吊燈出場（Chandelier Exit）,4416.TWO,11.1,2.76,10.2,8.2,0.92,3.7,多頭｜停利 10.2,2026-08-17,✅,52.8,50.0,50.0,51.1,觀察 ⭐
PRE-DEF,A+B+C 籌碼趨勢（M哥完整版）,7788.TW,280.0,4.48,0.0,0.0,1.34,1.4,扣抵預警+籌碼（A即將成立）,2026-08-17,✅,52.7,50.0,50.0,51.1,觀察 ⭐
PRE-DEF,A+B+C 籌碼趨勢（M哥完整版）,2344.TW,181.5,-1.09,0.0,0.0,1.34,0.9,扣抵預警+籌碼（A即將成立）,2026-08-17,✅,52.7,50.0,50.0,51.1,觀察 ⭐
BUY,量縮整理→出量突破（融資沒走）,1909.TW,11.4,8.02,9.9,13.4,1.18,4.6,量縮整理後真出量突破（融資沒走）,2026-08-17,✅,52.8,50.0,50.0,51.1,觀察 ⭐
BUY,吊燈出場（Chandelier Exit）,1569.TWO,43.2,2.13,41.3,4.6,0.76,1.1,多頭｜停利 41.3,2026-08-17,✅,52.8,50.0,50.0,51.1,觀察 ⭐
BUY,吊燈出場（Chandelier Exit）,6708.TWO,40.0,7.38,36.7,8.3,0.92,6.8,多頭｜停利 36.7,2026-08-17,✅,52.6,50.0,50.0,51.1,觀察 ⭐
PRE-DEF,A+B+C 籌碼趨勢（M哥完整版）,5426.TWO,27.8,-0.89,0.0,0.0,1.33,0.4,扣抵預警+籌碼（A即將成立）,2026-08-17,✅,52.4,50.0,50.0,51.0,觀察 ⭐
PRE-DEF,A+B+C 籌碼趨勢（M哥完整版）,2615.TW,99.6,9.93,0.0,0.0,1.09,3.6,均線轉下出場,2026-08-17,✅,45.2,59.3,50.0,50.9,觀察 ⭐
BUY,吊燈出場（Chandelier Exit）,2419.TW,25.1,1.41,24.6,2.3,0.73,0.5,多頭｜停利 24.6,2026-08-17,✅,51.9,50.0,50.0,50.8,觀察 ⭐
PRE-DEF,A+B+C 籌碼趨勢（M哥完整版）,6770.TW,74.6,-4.85,0.0,0.0,1.08,1.2,扣抵預警+籌碼（A即將成立）,2026-08-17,✅,44.9,59.3,50.0,50.8,觀察 ⭐
PRE-DEF,A+B+C 籌碼趨勢（M哥完整版）,2395.TW,674.0,-1.32,0.0,0.0,1.32,0.7,扣抵預警+籌碼（A即將成立）,2026-08-17,✅,52.1,50.0,50.0,50.8,觀察 ⭐
BUY,大跌中融資逆勢買,3357.TWO,220.0,-3.72,217.0,1.4,0.73,0.7,大跌中融資逆勢加碼,2026-08-17,✅,51.9,50.0,50.0,50.8,觀察 ⭐
BUY,吊燈出場（Chandelier Exit）,6967.TWO,75.6,9.88,68.8,9.1,0.94,4.8,多頭｜停利 68.8,2026-08-17,✅,52.0,50.0,50.0,50.8,觀察 ⭐
PRE-DEF,A+B+C 籌碼趨勢（M哥完整版）,2033.TW,21.9,-2.88,0.0,0.0,1.31,2.8,扣抵預警+籌碼（A即將成立）,2026-08-17,✅,51.8,50.0,50.0,50.7,觀察 ⭐
BUY,量縮整理→出量突破（融資沒走）,2905.TW,18.1,5.85,15.3,15.4,1.22,3.2,量縮整理後真出量突破（融資沒走）,2026-08-17,✅,51.6,50.0,50.0,50.6,觀察 ⭐
PRE-DEF,A+B+C 籌碼趨勢（M哥完整版）,4807.TW,32.4,2.54,0.0,0.0,1.3,0.5,扣抵預警+籌碼（A即將成立）,2026-08-17,✅,51.5,50.0,50.0,50.6,觀察 ⭐
PRE,A+B+C 籌碼趨勢（M哥完整版）,3018.TW,13.8,1.09,0.0,0.0,1.29,0.6,均線轉下出場,2026-08-17,✅,51.2,50.0,50.0,50.5,觀察 ⭐
BUY,吊燈出場（Chandelier Exit）,3002.TW,17.4,3.57,15.8,9.1,0.91,2.4,多頭｜停利 15.8,2026-08-17,✅,51.1,50.0,50.0,50.5,觀察 ⭐
PRE,A+B+C 籌碼趨勢（M哥完整版）,3712.TW,22.4,0.68,0.0,0.0,1.28,1.7,均線轉下出場,2026-08-17,✅,50.9,50.0,50.0,50.4,觀察 ⭐
BUY,吊燈出場（Chandelier Exit）,6865.TWO,27.0,6.52,24.6,8.6,0.88,4.4,多頭｜停利 24.6,2026-08-14,✅,51.0,50.0,50.0,50.4,觀察 ⭐
BUY,大跌後外資買進（隔日跟單）,8043.TWO,145.5,-0.34,128.6,11.6,1.03,0.3,大跌後外資買進（隔日跟單）,2026-08-17,✅,51.0,50.0,50.0,50.4,觀察 ⭐
PRE,A+B+C 籌碼趨勢（M哥完整版）,9921.TW,97.4,-3.56,0.0,0.0,1.28,0.9,均線轉下出場,2026-08-17,✅,50.9,50.0,50.0,50.4,觀察 ⭐
PRE-DEF,A+B+C 籌碼趨勢（M哥完整版）,2103.TW,27.5,2.42,0.0,0.0,1.28,0.6,扣抵預警+籌碼（A即將成立）,2026-08-17,✅,50.9,50.0,50.0,50.4,觀察 ⭐
BUY,吊燈出場（Chandelier Exit）,6881.TWO,205.0,2.5,200.0,2.5,0.69,1.1,多頭｜停利 200.0,2026-08-17,✅,50.7,50.0,50.0,50.3,觀察 ⭐
BUY,大跌中融資逆勢買,4760.TWO,251.5,-3.64,250.0,0.6,0.68,0.7,大跌中融資逆勢加碼,2026-08-17,✅,50.4,50.0,50.0,50.2,觀察 ⭐
PRE,A+B+C 籌碼趨勢（M哥完整版）,1336.TWO,18.0,1.98,0.0,0.0,1.27,4.4,均線轉下出場,2026-08-17,✅,50.6,50.0,50.0,50.2,觀察 ⭐
BUY,吊燈出場（Chandelier Exit）,2429.TW,36.0,3.15,36.7,1.9,0.68,2.4,多頭｜停利 36.7,2026-08-17,✅,50.4,50.0,50.0,50.2,觀察 ⭐
PRE-DEF,A+B+C 籌碼趨勢（M哥完整版）,2357.TW,938.0,-5.82,0.0,0.0,1.27,1.1,扣抵預警+籌碼（A即將成立）,2026-08-17,✅,50.6,50.0,50.0,50.2,觀察 ⭐
PRE-DEF,A+B+C 籌碼趨勢（M哥完整版）,2890.TW,39.6,-2.34,0.0,0.0,1.25,1.4,扣抵預警+籌碼（A即將成立）,2026-08-17,✅,50.0,50.0,50.0,50.0,觀察 ⭐
BUY,吊燈出場（Chandelier Exit）,6498.TWO,77.9,4.14,74.6,4.2,0.67,1.1,多頭｜停利 74.6,2026-08-17,✅,50.1,50.0,50.0,50.0,觀察 ⭐
BUY,大跌中融資逆勢買,3691.TWO,105.0,-4.55,101.5,3.3,0.67,1.4,大跌中融資逆勢加碼,2026-08-17,✅,50.1,50.0,50.0,50.0,觀察 ⭐
SETUP,A+B+C 籌碼趨勢（M哥完整版）,6214.TW,175.5,2.03,0.0,0.0,1.24,7.1,A+B1成立，等量縮平台,2026-08-17,✅,49.7,50.0,50.0,49.9,中性
PRE-DEF,A+B+C 籌碼趨勢（M哥完整版）,1563.TW,62.0,-2.36,0.0,0.0,1.24,0.5,扣抵預警+籌碼（A即將成立）,2026-08-17,✅,49.7,50.0,50.0,49.9,中性
PRE,A+B+C 籌碼趨勢（M哥完整版）,8093.TWO,24.7,-2.76,0.0,0.0,1.24,0.7,均線轉下出場,2026-08-17,✅,49.7,50.0,50.0,49.9,中性
BUY,A+B+C 籌碼趨勢（M哥完整版）,6187.TWO,1385.0,8.63,1185.0,14.4,1.12,1.6,量大突破+站穩,2026-08-17,✅,49.5,50.0,50.0,49.8,中性
BUY,大跌後外資買進（隔日跟單）,3211.TWO,392.0,0.26,350.6,10.6,0.93,0.4,大跌後外資買進（隔日跟單）,2026-08-17,✅,49.5,50.0,50.0,49.8,中性
BUY,大跌中融資逆勢買,6890.TW,162.5,-3.56,162.5,0.0,0.89,1.1,大跌中融資逆勢加碼,2026-08-17,❌融資未增(近5筆-11張),49.2,50.0,50.0,49.7,中性
SETUP,A+B+C 籌碼趨勢（M哥完整版）,5515.TW,53.2,9.8,0.0,0.0,1.22,2.1,A+B1成立，等量縮平台,2026-08-17,✅,49.1,50.0,50.0,49.6,中性
PRE-DEF,A+B+C 籌碼趨勢（M哥完整版）,2881.TW,125.5,-3.09,0.0,0.0,1.22,1.5,扣抵預警+籌碼（A即將成立）,2026-08-17,✅,49.1,50.0,50.0,49.6,中性
PRE-DEF,A+B+C 籌碼趨勢（M哥完整版）,2324.TW,41.6,-3.59,0.0,0.0,1.22,3.0,扣抵預警+籌碼（A即將成立）,2026-08-17,✅,49.1,50.0,50.0,49.6,中性
BUY,吊燈出場（Chandelier Exit）,2409.TW,27.2,5.62,23.2,14.9,1.13,1.6,多頭｜停利 23.2,2026-08-17,✅,49.0,50.0,50.0,49.6,中性
PRE-DEF,A+B+C 籌碼趨勢（M哥完整版）,1904.TW,24.8,1.43,0.0,0.0,1.2,0.8,扣抵預警+籌碼（A即將成立）,2026-08-17,✅,48.5,50.0,50.0,49.4,中性
PRE-DEF,A+B+C 籌碼趨勢（M哥完整版）,5288.TW,195.5,3.71,0.0,0.0,1.2,0.7,扣抵預警+籌碼（A即將成立）,2026-08-17,✅,48.5,50.0,50.0,49.4,中性
PRE-DEF,A+B+C 籌碼趨勢（M哥完整版）,3617.TW,260.0,4.0,0.0,0.0,1.2,3.2,均線轉下出場,2026-08-17,✅,48.5,50.0,50.0,49.4,中性
PRE-DEF,A+B+C 籌碼趨勢（M哥完整版）,1708.TW,48.8,1.24,0.0,0.0,1.2,0.6,扣抵預警+籌碼（A即將成立）,2026-08-17,✅,48.5,50.0,50.0,49.4,中性
PRE-DEF,A+B+C 籌碼趨勢（M哥完整版）,1301.TW,59.1,-1.5,0.0,0.0,1.2,0.7,扣抵預警+籌碼（A即將成立）,2026-08-17,✅,48.5,50.0,50.0,49.4,中性
PRE-DEF,A+B+C 籌碼趨勢（M哥完整版）,1414.TW,20.1,3.33,0.0,0.0,1.2,1.0,扣抵預警+籌碼（A即將成立）,2026-08-17,✅,48.5,50.0,50.0,49.4,中性
PRE-DEF,A+B+C 籌碼趨勢（M哥完整版）,9105.TW,8.8,2.44,0.0,0.0,1.2,1.8,扣抵預警+籌碼（A即將成立）,2026-08-17,✅,48.5,50.0,50.0,49.4,中性
PRE,A+B+C 籌碼趨勢（M哥完整版）,6130.TWO,28.5,-1.72,0.0,0.0,1.19,1.1,均線轉下出場,2026-08-17,✅,48.2,50.0,50.0,49.3,中性
BUY,吊燈出場（Chandelier Exit）,6692.TWO,24.5,2.3,22.4,8.4,0.78,0.7,多頭｜停利 22.4,2026-08-17,✅,48.3,50.0,50.0,49.3,中性
PRE-DEF,A+B+C 籌碼趨勢（M哥完整版）,2464.TW,186.0,-3.12,0.0,0.0,1.19,1.8,扣抵預警+籌碼（A即將成立）,2026-08-17,✅,48.2,50.0,50.0,49.3,中性
PRE-DEF,A+B+C 籌碼趨勢（M哥完整版）,1909.TW,11.4,8.02,0.0,0.0,1.18,4.6,均線轉下出場,2026-08-17,✅,47.9,50.0,50.0,49.2,中性
BUY,大跌後外資買進（隔日跟單）,3675.TWO,294.0,9.91,263.9,10.2,0.85,1.7,大跌後外資買進（隔日跟單）,2026-08-17,✅,47.7,50.0,50.0,49.1,中性
BUY,大跌後外資買進（隔日跟單）,3265.TWO,170.5,-1.45,153.6,9.9,0.84,0.7,大跌後外資買進（隔日跟單）,2026-08-17,✅,47.9,50.0,50.0,49.1,中性
PRE-DEF,A+B+C 籌碼趨勢（M哥完整版）,2867.TW,9.7,-0.41,0.0,0.0,1.17,0.8,扣抵預警+籌碼（A即將成立）,2026-08-17,✅,47.6,50.0,50.0,49.0,中性
PRE-DEF,A+B+C 籌碼趨勢（M哥完整版）,2301.TW,263.5,-1.31,0.0,0.0,1.17,0.8,扣抵預警+籌碼（A即將成立）,2026-08-17,✅,47.6,50.0,50.0,49.0,中性
BUY,大跌後外資買進（隔日跟單）,6152.TW,14.2,0.71,12.8,9.5,0.81,0.7,大跌後外資買進（隔日跟單）,2026-08-17,✅,47.6,50.0,50.0,49.0,中性
PRE-DEF,A+B+C 籌碼趨勢（M哥完整版）,2383.TW,6350.0,3.0,0.0,0.0,1.17,0.8,扣抵預警+籌碼（A即將成立）,2026-08-17,✅,47.6,50.0,50.0,49.0,中性
PRE,A+B+C 籌碼趨勢（M哥完整版）,2364.TW,88.1,8.77,0.0,0.0,1.17,5.0,均線轉下出場,2026-08-17,✅,47.6,50.0,50.0,49.0,中性
BUY,吊燈出場（Chandelier Exit）,4976.TW,38.7,2.38,32.6,15.8,1.08,1.1,多頭｜停利 32.6,2026-08-17,✅,47.4,50.0,50.0,49.0,中性
SETUP,A+B+C 籌碼趨勢（M哥完整版）,8476.TW,20.0,-0.5,0.0,0.0,1.16,0.5,A+B1成立，等量縮平台,2026-08-17,✅,47.3,50.0,50.0,48.9,中性
SETUP,A+B+C 籌碼趨勢（M哥完整版）,2546.TW,105.0,5.21,0.0,0.0,1.14,1.7,A+B1成立，等量縮平台,2026-08-17,✅,46.7,50.0,50.0,48.7,中性
PRE-DEF,A+B+C 籌碼趨勢（M哥完整版）,2601.TW,6.2,0.0,0.0,0.0,1.14,0.7,扣抵預警+籌碼（A即將成立）,2026-08-17,✅,46.7,50.0,50.0,48.7,中性
PRE,A+B+C 籌碼趨勢（M哥完整版）,6028.TWO,98.6,2.71,0.0,0.0,1.14,3.0,均線轉下出場,2026-08-17,✅,46.7,50.0,50.0,48.7,中性
PRE,A+B+C 籌碼趨勢（M哥完整版）,3346.TW,20.3,-0.73,0.0,0.0,1.14,0.7,均線轉下出場,2026-08-17,✅,46.7,50.0,50.0,48.7,中性
PRE-DEF,A+B+C 籌碼趨勢（M哥完整版）,2359.TW,175.0,9.72,0.0,0.0,1.14,1.7,均線轉下出場,2026-08-17,✅,46.7,50.0,50.0,48.7,中性
PRE-DEF,A+B+C 籌碼趨勢（M哥完整版）,3017.TW,3150.0,-2.63,0.0,0.0,1.14,0.7,扣抵預警+籌碼（A即將成立）,2026-08-17,✅,46.7,50.0,50.0,48.7,中性
BUY,吊燈出場（Chandelier Exit）,4722.TW,218.0,7.39,201.0,7.8,0.7,1.1,多頭｜停利 201.0,2026-08-17,✅,46.8,50.0,50.0,48.7,中性
PRE-DEF,A+B+C 籌碼趨勢（M哥完整版）,1617.TW,18.2,-1.89,0.0,0.0,1.13,0.5,扣抵預警+籌碼（A即將成立）,2026-08-17,✅,46.4,50.0,50.0,48.6,中性
PRE-DEF,A+B+C 籌碼趨勢（M哥完整版）,4735.TWO,38.0,-0.26,0.0,0.0,1.13,1.0,均線轉下出場,2026-08-17,✅,46.4,50.0,50.0,48.6,中性
PRE-DEF,A+B+C 籌碼趨勢（M哥完整版）,2882.TW,98.1,-3.35,0.0,0.0,1.13,1.6,扣抵預警+籌碼（A即將成立）,2026-08-17,✅,46.4,50.0,50.0,48.6,中性
PRE-DEF,A+B+C 籌碼趨勢（M哥完整版）,8084.TWO,52.0,0.0,0.0,0.0,1.13,1.2,扣抵預警+籌碼（A即將成立）,2026-08-17,✅,46.4,50.0,50.0,48.6,中性
PRE-DEF,A+B+C 籌碼趨勢（M哥完整版）,2637.TW,87.0,1.52,0.0,0.0,1.13,0.6,扣抵預警+籌碼（A即將成立）,2026-08-17,✅,46.4,50.0,50.0,48.6,中性
PRE-DEF,A+B+C 籌碼趨勢（M哥完整版）,1455.TW,9.9,1.74,0.0,0.0,1.12,0.8,扣抵預警+籌碼（A即將成立）,2026-08-17,✅,46.1,50.0,50.0,48.4,中性
PRE-DEF,A+B+C 籌碼趨勢（M哥完整版）,2377.TW,149.5,-5.97,0.0,0.0,1.11,1.0,扣抵預警+籌碼（A即將成立）,2026-08-17,✅,45.8,50.0,50.0,48.3,中性
PRE-DEF,A+B+C 籌碼趨勢（M哥完整版）,2030.TW,20.6,0.0,0.0,0.0,1.11,1.0,扣抵預警+籌碼（A即將成立）,2026-08-17,✅,45.8,50.0,50.0,48.3,中性
PRE-DEF,A+B+C 籌碼趨勢（M哥完整版）,1907.TW,29.4,1.55,0.0,0.0,1.11,0.4,扣抵預警+籌碼（A即將成立）,2026-08-17,✅,45.8,50.0,50.0,48.3,中性
PRE-DEF,A+B+C 籌碼趨勢（M哥完整版）,4590.TW,88.8,-5.03,0.0,0.0,1.11,3.0,均線轉下出場,2026-08-17,✅,45.8,50.0,50.0,48.3,中性
SETUP,A+B+C 籌碼趨勢（M哥完整版）,3489.TWO,26.2,0.77,0.0,0.0,1.1,1.1,A+B1成立，等量縮平台,2026-08-17,✅,45.5,50.0,50.0,48.2,中性
PRE-DEF,A+B+C 籌碼趨勢（M哥完整版）,1444.TW,7.1,-0.97,0.0,0.0,1.1,0.9,扣抵預警+籌碼（A即將成立）,2026-08-17,✅,45.5,50.0,50.0,48.2,中性
BUY,吊燈出場（Chandelier Exit）,6425.TWO,60.2,4.15,56.1,6.8,0.61,1.0,多頭｜停利 56.1,2026-08-17,✅,45.6,50.0,50.0,48.2,中性
PRE,A+B+C 籌碼趨勢（M哥完整版）,1440.TW,13.6,-0.0,0.0,0.0,1.1,0.8,均線轉下出場,2026-08-17,✅,45.5,50.0,50.0,48.2,中性
PRE-DEF,A+B+C 籌碼趨勢（M哥完整版）,2027.TW,50.0,5.04,0.0,0.0,1.1,1.8,扣抵預警+籌碼（A即將成立）,2026-08-17,✅,45.5,50.0,50.0,48.2,中性
BUY,大跌後外資買進（隔日跟單）,8111.TWO,57.3,3.24,51.4,10.4,0.79,0.1,大跌後外資買進（隔日跟單）,2026-08-17,✅,45.6,50.0,50.0,48.2,中性
PRE-DEF,A+B+C 籌碼趨勢（M哥完整版）,2362.TW,48.5,-2.81,0.0,0.0,1.09,0.8,扣抵預警+籌碼（A即將成立）,2026-08-17,✅,45.2,50.0,50.0,48.1,中性
PRE,A+B+C 籌碼趨勢（M哥完整版）,3287.TWO,37.6,0.27,0.0,0.0,1.09,2.5,均線轉下出場,2026-08-17,✅,45.2,50.0,50.0,48.1,中性
PRE-DEF,A+B+C 籌碼趨勢（M哥完整版）,6108.TW,22.9,3.62,0.0,0.0,1.09,2.4,扣抵預警+籌碼（A即將成立）,2026-08-17,✅,45.2,50.0,50.0,48.1,中性
PRE-DEF,A+B+C 籌碼趨勢（M哥完整版）,3652.TW,37.0,-1.33,0.0,0.0,1.09,1.3,扣抵預警+籌碼（A即將成立）,2026-08-17,✅,45.2,50.0,50.0,48.1,中性
PRE-DEF,A+B+C 籌碼趨勢（M哥完整版）,6491.TW,363.5,-1.49,0.0,0.0,1.09,0.5,扣抵預警+籌碼（A即將成立）,2026-08-17,✅,45.2,50.0,50.0,48.1,中性
SETUP,A+B+C 籌碼趨勢（M哥完整版）,6277.TW,87.5,4.17,0.0,0.0,1.08,2.2,A+B1成立，等量縮平台,2026-08-17,✅,44.9,50.0,50.0,48.0,中性
PRE-DEF,A+B+C 籌碼趨勢（M哥完整版）,1710.TW,15.2,1.0,0.0,0.0,1.08,0.4,扣抵預警+籌碼（A即將成立）,2026-08-17,✅,44.9,50.0,50.0,48.0,中性
PRE-DEF,A+B+C 籌碼趨勢（M哥完整版）,4976.TW,38.7,2.38,0.0,0.0,1.08,1.1,扣抵預警+籌碼（A即將成立）,2026-08-17,✅,44.9,50.0,50.0,48.0,中性
PRE,A+B+C 籌碼趨勢（M哥完整版）,2611.TW,15.2,1.34,0.0,0.0,1.08,2.8,均線轉下出場,2026-08-17,✅,44.9,50.0,50.0,48.0,中性
PRE,A+B+C 籌碼趨勢（M哥完整版）,6969.TW,32.9,4.78,0.0,0.0,1.08,0.4,均線轉下出場,2026-08-17,✅,44.9,50.0,50.0,48.0,中性
PRE-DEF,A+B+C 籌碼趨勢（M哥完整版）,4716.TWO,17.4,-1.69,0.0,0.0,1.08,0.6,扣抵預警+籌碼（A即將成立）,2026-08-17,✅,44.9,50.0,50.0,48.0,中性
BUY,大跌後外資買進（隔日跟單）,8096.TWO,114.0,-2.15,99.2,13.0,0.89,0.9,大跌後外資買進（隔日跟單）,2026-08-17,✅,44.7,50.0,50.0,47.9,中性
PRE-DEF,A+B+C 籌碼趨勢（M哥完整版）,6691.TW,730.0,0.27,0.0,0.0,1.07,0.9,扣抵預警+籌碼（A即將成立）,2026-08-17,✅,44.6,50.0,50.0,47.8,中性
PRE-DEF,A+B+C 籌碼趨勢（M哥完整版）,6753.TW,147.0,-6.96,0.0,0.0,1.07,1.9,扣抵預警+籌碼（A即將成立）,2026-08-17,✅,44.6,50.0,50.0,47.8,中性
PRE-DEF,A+B+C 籌碼趨勢（M哥完整版）,6196.TW,511.0,0.2,0.0,0.0,1.07,0.7,扣抵預警+籌碼（A即將成立）,2026-08-17,✅,44.6,50.0,50.0,47.8,中性
PRE-DEF,A+B+C 籌碼趨勢（M哥完整版）,1434.TW,17.6,0.57,0.0,0.0,1.07,0.2,扣抵預警+籌碼（A即將成立）,2026-08-17,✅,44.6,50.0,50.0,47.8,中性
BUY,大跌後外資買進（隔日跟單）,1597.TW,145.0,1.05,130.4,10.0,0.73,1.0,大跌後外資買進（隔日跟單）,2026-08-17,✅,44.4,50.0,50.0,47.8,中性
PRE-DEF,A+B+C 籌碼趨勢（M哥完整版）,3046.TW,62.0,3.68,0.0,0.0,1.07,1.7,扣抵預警+籌碼（A即將成立）,2026-08-17,✅,44.6,50.0,50.0,47.8,中性
PRE,A+B+C 籌碼趨勢（M哥完整版）,6933.TW,192.0,1.86,0.0,0.0,1.07,0.6,均線轉下出場,2026-08-17,✅,44.6,50.0,50.0,47.8,中性
BUY,股價腰斬的中小型績優股,1582.TW,73.4,-1.08,68.2,7.1,0.59,0.4,腰斬績優股（基本面未壞）,2026-08-17,✅,44.6,50.0,50.0,47.8,中性
SETUP,A+B+C 籌碼趨勢（M哥完整版）,4736.TW,143.0,2.88,0.0,0.0,1.07,2.3,A+B1成立，等量縮平台,2026-08-17,✅,44.6,50.0,50.0,47.8,中性
PRE,A+B+C 籌碼趨勢（M哥完整版）,3543.TW,43.0,7.11,0.0,0.0,1.07,2.8,均線轉下出場,2026-08-17,✅,44.6,50.0,50.0,47.8,中性
PRE-DEF,A+B+C 籌碼趨勢（M哥完整版）,2031.TW,44.1,1.38,0.0,0.0,1.06,0.9,均線轉下出場,2026-08-17,✅,44.3,50.0,50.0,47.7,中性
PRE,A+B+C 籌碼趨勢（M哥完整版）,1442.TW,30.0,0.67,0.0,0.0,1.06,0.5,均線轉下出場,2026-08-17,✅,44.3,50.0,50.0,47.7,中性
PRE-DEF,A+B+C 籌碼趨勢（M哥完整版）,7631.TW,145.0,0.0,0.0,0.0,1.06,1.2,扣抵預警+籌碼（A即將成立）,2026-08-17,✅,44.3,50.0,50.0,47.7,中性
PRE-DEF,A+B+C 籌碼趨勢（M哥完整版）,1808.TW,33.0,1.07,0.0,0.0,1.06,0.6,扣抵預警+籌碼（A即將成立）,2026-08-17,✅,44.3,50.0,50.0,47.7,中性
PRE-DEF,A+B+C 籌碼趨勢（M哥完整版）,3006.TW,273.0,-0.18,0.0,0.0,1.06,0.4,扣抵預警+籌碼（A即將成立）,2026-08-17,✅,44.3,50.0,50.0,47.7,中性
PRE-DEF,A+B+C 籌碼趨勢（M哥完整版）,2323.TW,11.7,3.54,0.0,0.0,1.06,5.2,扣抵預警+籌碼（A即將成立）,2026-08-17,✅,44.3,50.0,50.0,47.7,中性
PRE,A+B+C 籌碼趨勢（M哥完整版）,9906.TW,39.6,0.64,0.0,0.0,1.06,0.4,均線轉下出場,2026-08-17,✅,44.3,50.0,50.0,47.7,中性
PRE-DEF,A+B+C 籌碼趨勢（M哥完整版）,0056.TW,53.0,-0.75,0.0,0.0,1.05,0.5,扣抵預警+籌碼（A即將成立）,2026-08-17,✅,44.0,50.0,50.0,47.6,中性
