訊號等級,策略,代碼,收盤,當日%,停損,風險%,RS相對強度,量比(vs均),狀態,日期,檢核
BUY,大跌後外資買進（隔日跟單）,2059.TW,12400.0,-0.96,11230.7,9.4,1.81,0.9,大跌後外資買進（隔日跟單）,2026-09-09,✅
BUY,波段回檔再進場（第二買點）,3605.TW,129.5,4.44,111.0,14.3,1.74,1.8,波段回檔再進場（第二買點）,2026-09-09,✅
BUY,大跌後外資買進（隔日跟單）,2434.TW,60.9,-1.3,53.9,11.5,1.56,0.6,大跌後外資買進（隔日跟單）,2026-09-09,✅
BUY,大跌後外資買進（隔日跟單）,3017.TW,3380.0,2.89,3085.4,8.7,1.38,0.6,大跌後外資買進（隔日跟單）,2026-09-09,✅
BUY,波段回檔再進場（第二買點）,4119.TW,57.7,7.25,51.6,10.6,1.33,3.2,波段回檔再進場（第二買點）,2026-09-09,✅
BUY,吊燈出場（Chandelier Exit）,3229.TW,60.7,9.96,50.0,17.6,1.32,2.5,多頭｜停利 50.0,2026-09-09,✅
BUY,波段回檔再進場（第二買點）,3229.TW,60.7,9.96,48.4,20.3,1.32,2.5,波段回檔再進場（第二買點）,2026-09-09,✅
BUY,吊燈出場（Chandelier Exit）,4188.TWO,14.1,9.77,12.5,10.8,1.31,1.0,多頭｜停利 12.5,2026-09-09,✅
BUY,波段回檔再進場（第二買點）,4188.TWO,14.1,9.77,12.4,12.1,1.31,1.0,波段回檔再進場（第二買點）,2026-09-09,✅
BUY,運價動能（航運景氣跟蹤）,2606.TW,79.7,2.44,73.6,7.7,1.27,0.4,運價向上+突破20日高(散裝:BDRY),2026-09-09,✅
BUY,大跌後外資買進（隔日跟單）,3081.TWO,2850.0,-0.52,2454.6,13.9,1.21,1.3,大跌後外資買進（隔日跟單）,2026-09-09,✅
BUY,量縮整理→出量突破（融資沒走）,2069.TW,23.3,4.02,19.7,15.5,1.2,4.6,量縮整理後真出量突破（融資沒走）,2026-09-09,✅
BUY,吊燈出場（Chandelier Exit）,6108.TW,23.4,4.94,21.6,7.6,1.2,0.5,多頭｜停利 21.6,2026-09-09,✅
BUY,吊燈出場（Chandelier Exit）,2740.TWO,31.2,0.97,30.0,4.1,1.19,0.7,多頭｜停利 30.0,2026-09-09,✅
BUY,波段回檔再進場（第二買點）,4590.TW,93.4,4.83,85.8,8.1,1.18,2.6,波段回檔再進場（第二買點）,2026-09-09,✅
BUY,吊燈出場（Chandelier Exit）,6834.TW,101.0,2.33,88.7,12.2,1.17,1.8,多頭｜停利 88.7,2026-09-09,✅
BUY,量縮整理→出量突破（融資沒走）,4923.TWO,57.8,5.09,52.7,8.8,1.17,3.2,量縮整理後真出量突破（融資沒走）,2026-09-09,✅
BUY,波段回檔再進場（第二買點）,3231.TW,189.0,1.34,172.5,8.7,1.16,1.2,波段回檔再進場（第二買點）,2026-09-09,✅
