訊號等級,策略,代碼,收盤,當日%,停損,風險%,RS相對強度,量比(vs均),狀態,日期,檢核
BUY,Stage 2 突破（變盤三部曲）,2466.TW,104.0,8.22,94.3,9.3,2.14,1.8,stage2,2026-08-21,✅
BUY,大跌後外資買進（隔日跟單）,2491.TW,39.0,6.56,35.0,10.3,1.69,2.0,大跌後外資買進（隔日跟單）,2026-08-21,✅
BUY,大跌後外資買進（隔日跟單）,1709.TW,33.3,9.9,30.0,9.8,1.64,2.1,大跌後外資買進（隔日跟單）,2026-08-21,✅
BUY,吊燈出場（Chandelier Exit）,1718.TW,10.7,3.38,9.8,8.4,1.61,0.4,多頭｜停利 9.8,2026-08-21,✅
BUY,主題基本面輪動,3008.TW,5610.0,1.72,5110.0,8.9,1.58,1.4,"主題突破（RS:Date
2015-01",2026-08-21,✅
BUY,運價動能（航運景氣跟蹤）,2615.TW,124.5,9.69,117.3,5.8,1.49,3.6,運價向上+突破20日高(貨櫃:ZIM),2026-08-21,✅
BUY,主題基本面輪動,3653.TW,5395.0,-3.66,4890.0,9.4,1.49,0.8,"主題突破（RS:Date
2015-01",2026-08-21,✅
BUY,吊燈出場（Chandelier Exit）,6505.TW,75.8,3.84,83.3,9.9,1.47,0.7,多頭｜停利 83.3,2026-08-21,✅
BUY,大跌中融資逆勢買,2634.TW,69.3,-4.15,68.5,1.2,1.46,1.3,大跌中融資逆勢加碼,2026-08-21,✅
BUY,波段回檔再進場（第二買點）,2883.TW,31.6,3.78,30.0,4.8,1.37,1.1,波段回檔再進場（第二買點）,2026-08-21,✅
BUY,吊燈出場（Chandelier Exit）,3230.TWO,43.2,4.09,39.6,8.5,1.37,1.5,多頭｜停利 39.6,2026-08-21,✅
BUY,吊燈出場（Chandelier Exit）,1708.TW,51.4,1.18,49.5,3.7,1.36,2.9,多頭｜停利 49.5,2026-08-21,✅
BUY,吊燈出場（Chandelier Exit）,2484.TW,76.5,7.59,60.8,20.5,1.34,1.4,多頭｜停利 60.8,2026-08-21,✅
BUY,大跌後外資買進（隔日跟單）,3605.TW,108.5,-1.36,94.0,13.4,1.34,0.5,大跌後外資買進（隔日跟單）,2026-08-21,✅
BUY,主題基本面輪動,3229.TW,61.8,8.61,51.8,16.2,1.33,2.2,"主題突破（RS:Date
2015-01",2026-08-21,✅
BUY,運價動能（航運景氣跟蹤）,2637.TW,102.0,7.71,97.0,4.9,1.28,4.6,運價向上+突破20日高(散裝:BDRY),2026-08-21,✅
