訊號等級,策略,代碼,收盤,當日%,停損,風險%,RS相對強度,量比(vs均),狀態,日期,檢核
BUY,大跌後外資買進（隔日跟單）,5328.TWO,60.8,-3.34,51.8,14.8,1.97,0.4,大跌後外資買進（隔日跟單）,2026-08-07,✅
BUY,大跌中融資逆勢買,3441.TWO,84.4,-4.52,81.3,3.7,1.86,1.1,大跌中融資逆勢加碼,2026-08-07,✅
BUY,吊燈出場（Chandelier Exit）,6654.TWO,179.0,4.99,158.6,11.4,1.72,0.9,多頭｜停利 158.6,2026-08-07,✅
BUY,大跌中融資逆勢買,2434.TW,53.2,-6.5,49.3,7.3,1.65,0.8,大跌中融資逆勢加碼,2026-08-07,❌融資未增(近5筆-43張)
BUY,大跌後外資買進（隔日跟單）,6538.TWO,145.0,-3.33,125.8,13.2,1.63,0.8,大跌後外資買進（隔日跟單）,2026-08-07,✅
BUY,大跌後外資買進（隔日跟單）,2305.TW,26.5,0.19,22.6,14.9,1.53,1.5,大跌後外資買進（隔日跟單）,2026-08-07,✅
BUY,吊燈出場（Chandelier Exit）,8454.TW,283.5,9.88,245.5,13.4,1.4,1.2,多頭｜停利 245.5,2026-08-07,✅
BUY,主題基本面輪動,3605.TW,107.5,-0.46,98.0,8.8,1.27,1.2,"主題突破（RS:Date
2015-01",2026-08-07,✅
BUY,吊燈出場（Chandelier Exit）,3066.TWO,24.0,7.88,23.0,3.8,1.25,2.6,多頭｜停利 23.0,2026-08-07,✅
BUY,大跌後外資買進（隔日跟單）,3147.TWO,223.0,-8.79,196.1,12.1,1.22,2.2,大跌後外資買進（隔日跟單）,2026-08-07,✅
BUY,吊燈出場（Chandelier Exit）,6642.TWO,80.7,4.81,73.7,8.7,1.2,3.0,多頭｜停利 73.7,2026-08-07,✅
BUY,吊燈出場（Chandelier Exit）,6693.TWO,185.5,9.76,195.6,5.4,1.2,0.7,多頭｜停利 195.6,2026-08-07,✅
BUY,吊燈出場（Chandelier Exit）,4119.TW,51.6,6.06,45.7,11.4,1.19,2.0,多頭｜停利 45.7,2026-08-07,✅
BUY,大跌後外資買進（隔日跟單）,5371.TWO,83.0,-4.27,73.7,11.2,1.14,0.5,大跌後外資買進（隔日跟單）,2026-08-07,✅
BUY,吊燈出場（Chandelier Exit）,5484.TW,44.8,9.4,42.7,4.7,1.12,2.5,多頭｜停利 42.7,2026-08-07,✅
BUY,Stage 2 突破（變盤三部曲）,5484.TW,44.8,9.4,41.5,7.4,1.12,2.5,stage2,2026-08-07,✅
BUY,吊燈出場（Chandelier Exit）,1904.TW,22.8,2.24,21.5,5.9,1.08,2.2,多頭｜停利 21.5,2026-08-07,✅
BUY,吊燈出場（Chandelier Exit）,7722.TW,301.5,9.84,288.4,4.4,1.08,3.2,多頭｜停利 288.4,2026-08-07,✅
BUY,吊燈出場（Chandelier Exit）,7788.TW,235.0,7.8,225.6,4.0,1.08,1.7,多頭｜停利 225.6,2026-08-07,✅
BUY,吊燈出場（Chandelier Exit）,2066.TWO,63.4,3.09,61.5,3.0,1.08,3.1,多頭｜停利 61.5,2026-08-07,✅
BUY,吊燈出場（Chandelier Exit）,2103.TW,25.0,9.89,22.7,9.1,1.07,0.6,多頭｜停利 22.7,2026-08-07,✅
BUY,Stage 2 突破（變盤三部曲）,4590.TW,83.1,2.34,77.4,6.8,1.07,1.2,stage2,2026-08-07,✅
BUY,吊燈出場（Chandelier Exit）,4536.TW,170.0,1.49,164.8,3.0,1.06,0.8,多頭｜停利 164.8,2026-08-07,✅
BUY,吊燈出場（Chandelier Exit）,4771.TW,202.5,2.53,196.6,2.9,1.04,2.0,多頭｜停利 196.6,2026-08-07,✅
BUY,吊燈出場（Chandelier Exit）,2596.TWO,32.2,3.54,29.7,7.5,1.04,3.7,多頭｜停利 29.7,2026-08-07,✅
BUY,吊燈出場（Chandelier Exit）,3218.TWO,142.5,1.79,133.1,6.6,1.04,2.0,多頭｜停利 133.1,2026-08-07,✅
BUY,吊燈出場（Chandelier Exit）,6612.TWO,73.8,3.07,69.7,5.6,1.04,1.2,多頭｜停利 69.7,2026-08-07,✅
BUY,吊燈出場（Chandelier Exit）,1609.TW,37.0,3.06,35.6,4.0,1.03,2.0,多頭｜停利 35.6,2026-08-07,✅
BUY,吊燈出場（Chandelier Exit）,6625.TW,78.3,1.95,75.8,3.1,1.03,1.0,多頭｜停利 75.8,2026-08-07,✅
BUY,大跌中融資逆勢買,5490.TWO,30.7,-7.95,30.7,0.0,1.03,1.6,大跌中融資逆勢加碼,2026-08-07,✅
BUY,吊燈出場（Chandelier Exit）,2477.TW,22.4,3.0,21.1,5.5,1.02,2.3,多頭｜停利 21.1,2026-08-07,✅
BUY,吊燈出場（Chandelier Exit）,3717.TW,24.0,5.02,21.6,10.3,1.02,3.1,多頭｜停利 21.6,2026-08-07,✅
BUY,吊燈出場（Chandelier Exit）,8112.TW,91.2,2.47,76.3,16.4,1.02,1.4,多頭｜停利 76.3,2026-08-07,✅
BUY,大跌後外資買進（隔日跟單）,3234.TWO,107.5,-2.71,93.8,12.8,1.02,0.7,大跌後外資買進（隔日跟單）,2026-08-07,✅
BUY,吊燈出場（Chandelier Exit）,6279.TWO,126.5,4.98,116.1,8.2,1.02,6.1,多頭｜停利 116.1,2026-08-07,✅
BUY,Stage 2 突破（變盤三部曲）,6968.TWO,45.8,5.17,44.5,2.8,0.99,3.5,stage2,2026-08-07,✅
BUY,吊燈出場（Chandelier Exit）,2030.TW,18.6,3.62,17.3,6.7,0.98,2.2,多頭｜停利 17.3,2026-08-07,✅
BUY,Stage 2 突破（變盤三部曲）,6952.TW,38.3,3.65,36.6,4.7,0.98,1.8,stage2,2026-08-07,✅
BUY,吊燈出場（Chandelier Exit）,4161.TWO,23.7,5.57,22.2,6.4,0.98,2.7,多頭｜停利 22.2,2026-08-07,✅
BUY,吊燈出場（Chandelier Exit）,4167.TWO,19.8,5.61,19.7,0.4,0.98,2.2,多頭｜停利 19.7,2026-08-07,✅
BUY,吊燈出場（Chandelier Exit）,8433.TWO,54.9,1.86,54.0,1.7,0.98,0.5,多頭｜停利 54.0,2026-08-07,✅
BUY,吊燈出場（Chandelier Exit）,1402.TW,27.5,1.85,26.0,5.3,0.97,1.0,多頭｜停利 26.0,2026-08-07,✅
BUY,大跌後外資買進（隔日跟單）,2388.TW,77.9,-1.89,70.6,9.3,0.97,0.6,大跌後外資買進（隔日跟單）,2026-08-07,✅
BUY,吊燈出場（Chandelier Exit）,3003.TW,62.5,2.8,58.9,5.7,0.97,1.0,多頭｜停利 58.9,2026-08-07,✅
BUY,吊燈出場（Chandelier Exit）,8481.TW,40.5,1.25,41.0,1.1,0.97,0.1,多頭｜停利 41.0,2026-08-07,✅
BUY,吊燈出場（Chandelier Exit）,9958.TW,113.5,2.71,106.8,5.9,0.97,1.7,多頭｜停利 106.8,2026-08-07,✅
BUY,吊燈出場（Chandelier Exit）,6651.TWO,132.5,9.96,132.4,0.1,0.97,0.7,多頭｜停利 132.4,2026-08-07,✅
BUY,大跌後外資買進（隔日跟單）,2455.TW,364.0,-2.15,320.0,12.1,0.96,1.6,大跌後外資買進（隔日跟單）,2026-08-07,✅
BUY,吊燈出場（Chandelier Exit）,4746.TW,54.0,2.08,51.6,4.5,0.96,1.8,多頭｜停利 51.6,2026-08-07,✅
BUY,吊燈出場（Chandelier Exit）,8049.TWO,26.4,0.38,25.7,2.5,0.96,1.0,多頭｜停利 25.7,2026-08-07,✅
BUY,吊燈出場（Chandelier Exit）,2034.TW,20.1,6.35,18.7,6.9,0.95,3.0,多頭｜停利 18.7,2026-08-07,✅
