訊號等級,策略,代碼,收盤,當日%,停損,風險%,RS相對強度,量比(vs均),狀態,日期,檢核
BUY,大跌後外資買進（隔日跟單）,6182.TWO,129.0,-0.77,105.9,17.9,2.83,1.2,大跌後外資買進（隔日跟單）,2026-07-22,✅
BUY,大跌後外資買進（隔日跟單）,2434.TW,71.8,2.43,62.5,13.0,2.09,0.2,大跌後外資買進（隔日跟單）,2026-07-22,✅
BUY,吊燈出場（Chandelier Exit）,5321.TWO,54.9,4.37,58.0,5.6,2.06,0.5,多頭｜停利 58.0,2026-07-22,✅
BUY,波段回檔再進場（第二買點）,6488.TWO,1240.0,2.9,1155.5,6.8,1.77,1.5,波段回檔再進場（第二買點）,2026-07-22,✅
BUY,波段回檔再進場（第二買點）,6538.TWO,139.0,1.09,120.5,13.3,1.76,1.3,波段回檔再進場（第二買點）,2026-07-22,✅
BUY,吊燈出場（Chandelier Exit）,6166.TW,145.0,9.85,133.1,8.2,1.73,1.6,多頭｜停利 133.1,2026-07-22,✅
BUY,吊燈出場（Chandelier Exit）,2332.TW,23.9,7.17,20.4,14.6,1.5,1.9,多頭｜停利 20.4,2026-07-22,✅
BUY,A+B+C 籌碼趨勢（M哥完整版）,4534.TWO,40.2,10.0,34.3,14.4,1.5,1.3,量大突破+站穩,2026-07-22,✅
BUY,主題基本面輪動,6505.TW,85.1,-0.35,75.8,10.9,1.45,2.9,"主題突破（RS:Date
2015-01",2026-07-22,✅
BUY,主題基本面輪動,6414.TW,490.0,9.99,392.5,19.9,1.39,2.6,"主題突破（RS:Date
2015-01",2026-07-22,✅
BUY,波段回檔再進場（第二買點）,3189.TW,796.0,6.7,674.3,15.3,1.37,1.6,波段回檔再進場（第二買點）,2026-07-22,✅
BUY,波段回檔再進場（第二買點）,2425.TW,45.2,8.8,38.8,14.1,1.35,1.5,波段回檔再進場（第二買點）,2026-07-22,✅
BUY,吊燈出場（Chandelier Exit）,3088.TWO,147.5,6.5,126.3,14.4,1.34,5.1,多頭｜停利 126.3,2026-07-22,✅
BUY,Stage 2 突破（變盤三部曲）,3088.TWO,147.5,6.5,136.1,7.7,1.34,5.1,stage2,2026-07-22,✅
BUY,大跌中融資逆勢買,8150.TW,100.0,-3.85,97.3,2.7,1.3,1.4,大跌中融資逆勢加碼,2026-07-22,❌融資未增(近5筆-3161張)
BUY,大跌後外資買進（隔日跟單）,3498.TWO,111.5,5.69,96.2,13.7,1.28,0.7,大跌後外資買進（隔日跟單）,2026-07-22,✅
BUY,波段回檔再進場（第二買點）,6213.TW,367.0,3.53,311.0,15.3,1.22,1.1,波段回檔再進場（第二買點）,2026-07-22,✅
BUY,Stage 2 突破（變盤三部曲）,6570.TWO,52.0,5.05,48.1,7.5,1.2,2.8,stage2,2026-07-22,✅
