訊號等級,策略,代碼,收盤,當日%,停損,風險%,RS相對強度,量比(vs均),狀態,日期,檢核
BUY,大跌後外資買進（隔日跟單）,3026.TW,585.0,-8.59,470.7,19.5,2.46,0.2,大跌後外資買進（隔日跟單）,2026-07-27,✅
BUY,大跌後外資買進（隔日跟單）,6834.TW,91.4,1.44,75.9,17.0,2.17,1.0,大跌後外資買進（隔日跟單）,2026-07-27,✅
BUY,大跌後外資買進（隔日跟單）,2059.TW,8275.0,6.98,7491.2,9.5,1.89,1.0,大跌後外資買進（隔日跟單）,2026-07-27,✅
BUY,大跌後外資買進（隔日跟單）,2492.TW,272.0,-0.73,222.9,18.1,1.85,0.4,大跌後外資買進（隔日跟單）,2026-07-27,✅
BUY,大跌後外資買進（隔日跟單）,3532.TW,379.5,0.0,310.9,18.1,1.79,0.8,大跌後外資買進（隔日跟單）,2026-07-27,✅
BUY,大跌後外資買進（隔日跟單）,8042.TWO,117.5,3.07,99.5,15.3,1.79,0.6,大跌後外資買進（隔日跟單）,2026-07-27,✅
BUY,大跌後外資買進（隔日跟單）,2327.TW,625.0,-2.65,533.8,14.6,1.76,1.1,大跌後外資買進（隔日跟單）,2026-07-27,✅
BUY,大跌後外資買進（隔日跟單）,1303.TW,174.0,-1.97,148.3,14.7,1.73,0.9,大跌後外資買進（隔日跟單）,2026-07-27,✅
BUY,大跌後外資買進（隔日跟單）,2478.TW,128.5,-2.28,107.6,16.2,1.68,0.7,大跌後外資買進（隔日跟單）,2026-07-27,✅
BUY,大跌後外資買進（隔日跟單）,6488.TWO,1065.0,3.4,889.1,16.5,1.64,0.7,大跌後外資買進（隔日跟單）,2026-07-27,✅
BUY,大跌後外資買進（隔日跟單）,8261.TW,216.5,-0.23,177.4,18.1,1.63,0.4,大跌後外資買進（隔日跟單）,2026-07-27,✅
BUY,大跌後外資買進（隔日跟單）,2344.TW,160.0,3.56,140.9,11.9,1.59,0.8,大跌後外資買進（隔日跟單）,2026-07-27,✅
