訊號等級,策略,代碼,收盤,當日%,停損,風險%,RS相對強度,量比(vs均),狀態,日期,檢核
BUY,吊燈出場（Chandelier Exit）,6230.TW,116.5,9.91,104.7,10.1,0.9,5.9,多頭｜停利 104.7,2026-09-14,✅
BUY,吊燈出場（Chandelier Exit）,4545.TW,33.3,2.3,31.0,7.0,0.88,1.8,多頭｜停利 31.0,2026-09-14,✅
BUY,大跌後外資買進（隔日跟單）,4956.TW,33.4,4.21,30.1,9.8,0.88,0.5,大跌後外資買進（隔日跟單）,2026-09-14,✅
BUY,吊燈出場（Chandelier Exit）,5202.TWO,12.9,9.79,12.0,7.3,0.87,6.5,多頭｜停利 12.0,2026-09-14,✅
BUY,量縮整理→出量突破（融資沒走）,5202.TWO,12.9,9.79,12.8,0.4,0.87,6.5,量縮整理後真出量突破（融資沒走）,2026-09-14,✅
BUY,大跌後外資買進（隔日跟單）,6525.TW,128.0,2.81,118.6,7.3,0.86,0.6,大跌後外資買進（隔日跟單）,2026-09-14,✅
BUY,大跌後外資買進（隔日跟單）,2489.TW,39.3,6.5,35.3,10.1,0.83,0.5,大跌後外資買進（隔日跟單）,2026-09-14,✅
BUY,融資維持率創低反彈（量增）,8045.TW,47.8,1.38,45.2,5.4,0.82,2.5,維持率創低+融資套牢+量增 → 搏反彈 ,2026-09-14,✅
BUY,大跌後外資買進（隔日跟單）,8155.TWO,316.5,-2.76,294.8,6.9,0.81,0.6,大跌後外資買進（隔日跟單）,2026-09-14,✅
BUY,大跌中融資逆勢買,6442.TW,1590.0,-4.79,1575.0,0.9,0.79,0.6,大跌中融資逆勢加碼,2026-09-14,✅
BUY,大跌後外資買進（隔日跟單）,8299.TWO,1935.0,-2.76,1809.6,6.5,0.79,0.5,大跌後外資買進（隔日跟單）,2026-09-14,✅
BUY,大跌後外資買進（隔日跟單）,5498.TWO,50.3,-0.59,46.1,8.3,0.76,0.3,大跌後外資買進（隔日跟單）,2026-09-14,✅
BUY,大跌後外資買進（隔日跟單）,6284.TWO,75.6,0.13,70.9,6.2,0.76,0.7,大跌後外資買進（隔日跟單）,2026-09-14,✅
BUY,大跌中融資逆勢買,2344.TW,160.0,-6.71,160.0,0.0,0.75,0.9,大跌中融資逆勢加碼,2026-09-14,✅
BUY,大跌後外資買進（隔日跟單）,2345.TW,1875.0,-0.53,1708.9,8.9,0.75,1.0,大跌後外資買進（隔日跟單）,2026-09-14,✅
BUY,大跌後外資買進（隔日跟單）,4973.TWO,138.0,-0.36,131.0,5.0,0.75,0.5,大跌後外資買進（隔日跟單）,2026-09-14,✅
BUY,大跌後外資買進（隔日跟單）,4526.TW,30.1,-0.66,28.3,6.1,0.73,0.3,大跌後外資買進（隔日跟單）,2026-09-14,✅
BUY,股價腰斬的中小型績優股,6166.TW,110.5,-1.78,101.2,8.4,0.73,0.7,腰斬績優股（基本面未壞）,2026-09-14,✅
BUY,大跌後外資買進（隔日跟單）,8261.TW,166.5,2.78,153.0,8.1,0.73,0.6,大跌後外資買進（隔日跟單）,2026-09-14,✅
BUY,大跌中融資逆勢買,7734.TWO,2485.0,-3.68,2445.0,1.6,0.73,1.1,大跌中融資逆勢加碼,2026-09-14,✅
BUY,股價腰斬的中小型績優股,2355.TW,40.8,-1.57,38.2,6.4,0.72,0.5,腰斬績優股（基本面未壞）,2026-09-14,✅
BUY,股價腰斬的中小型績優股,3048.TW,50.2,0.0,47.4,5.5,0.72,0.5,腰斬績優股（基本面未壞）,2026-09-14,✅
BUY,股價腰斬的中小型績優股,4551.TW,156.0,-0.64,138.8,11.0,0.72,0.4,腰斬績優股（基本面未壞）,2026-09-14,✅
BUY,大跌後外資買進（隔日跟單）,3675.TWO,280.5,9.85,259.4,7.5,0.72,1.9,大跌後外資買進（隔日跟單）,2026-09-14,✅
BUY,大跌後外資買進（隔日跟單）,8064.TWO,113.5,-1.3,99.2,12.6,0.72,0.8,大跌後外資買進（隔日跟單）,2026-09-14,✅
BUY,股價腰斬的中小型績優股,2316.TW,155.0,-1.9,140.6,9.3,0.71,0.5,腰斬績優股（基本面未壞）,2026-09-14,✅
BUY,股價腰斬的中小型績優股,3305.TW,100.0,0.1,92.1,7.9,0.71,0.4,腰斬績優股（基本面未壞）,2026-09-14,✅
BUY,股價腰斬的中小型績優股,4583.TW,430.0,-0.69,400.4,6.9,0.71,0.3,腰斬績優股（基本面未壞）,2026-09-14,✅
BUY,股價腰斬的中小型績優股,8028.TW,221.5,-1.77,201.4,9.1,0.71,0.9,腰斬績優股（基本面未壞）,2026-09-14,✅
BUY,股價腰斬的中小型績優股,8027.TWO,166.0,-0.9,144.6,12.9,0.71,0.6,腰斬績優股（基本面未壞）,2026-09-14,✅
BUY,大跌後外資買進（隔日跟單）,6451.TW,417.5,1.95,370.6,11.2,0.7,0.4,大跌後外資買進（隔日跟單）,2026-09-14,✅
BUY,股價腰斬的中小型績優股,6451.TW,417.5,1.95,355.0,15.0,0.7,0.4,腰斬績優股（基本面未壞）,2026-09-14,✅
BUY,股價腰斬的中小型績優股,6411.TWO,77.0,-0.13,73.4,4.7,0.7,0.6,腰斬績優股（基本面未壞）,2026-09-14,✅
BUY,大跌中融資逆勢買,6831.TW,541.0,-4.59,530.0,2.0,0.69,0.8,大跌中融資逆勢加碼,2026-09-14,✅
BUY,股價腰斬的中小型績優股,8467.TW,83.2,-0.36,77.6,6.7,0.69,0.8,腰斬績優股（基本面未壞）,2026-09-14,✅
BUY,股價腰斬的中小型績優股,6735.TWO,60.0,-0.99,55.1,8.2,0.67,0.6,腰斬績優股（基本面未壞）,2026-09-14,✅
BUY,股價腰斬的中小型績優股,8074.TWO,49.9,-0.2,45.7,8.4,0.67,0.6,腰斬績優股（基本面未壞）,2026-09-14,✅
BUY,股價腰斬的中小型績優股,2493.TW,170.5,-1.73,153.4,10.0,0.66,0.4,腰斬績優股（基本面未壞）,2026-09-14,✅
BUY,股價腰斬的中小型績優股,8086.TWO,105.5,-0.47,95.7,9.3,0.66,0.4,腰斬績優股（基本面未壞）,2026-09-14,✅
BUY,股價腰斬的中小型績優股,6861.TW,235.5,9.79,208.8,11.3,0.65,1.6,腰斬績優股（基本面未壞）,2026-09-14,✅
BUY,股價腰斬的中小型績優股,8043.TWO,133.0,-2.21,115.5,13.2,0.65,0.3,腰斬績優股（基本面未壞）,2026-09-14,✅
BUY,股價腰斬的中小型績優股,8088.TWO,41.6,-0.95,39.4,5.3,0.65,0.4,腰斬績優股（基本面未壞）,2026-09-14,✅
BUY,股價腰斬的中小型績優股,3715.TW,120.5,-2.03,104.6,13.2,0.64,0.4,腰斬績優股（基本面未壞）,2026-09-14,✅
BUY,股價腰斬的中小型績優股,6415.TW,414.0,3.24,359.0,13.3,0.64,0.9,腰斬績優股（基本面未壞）,2026-09-14,✅
BUY,股價腰斬的中小型績優股,4739.TW,77.3,-1.02,70.4,8.9,0.63,0.5,腰斬績優股（基本面未壞）,2026-09-14,✅
BUY,股價腰斬的中小型績優股,8289.TWO,40.8,-0.49,37.4,8.4,0.63,0.7,腰斬績優股（基本面未壞）,2026-09-14,✅
BUY,大跌後外資買進（隔日跟單）,6217.TWO,161.0,-2.42,140.8,12.5,0.62,0.4,大跌後外資買進（隔日跟單）,2026-09-14,✅
BUY,大跌後外資買進（隔日跟單）,9136.TW,9.4,-0.21,8.7,7.1,0.61,0.3,大跌後外資買進（隔日跟單）,2026-09-14,✅
BUY,股價腰斬的中小型績優股,6155.TW,55.7,0.72,50.2,10.0,0.6,0.4,腰斬績優股（基本面未壞）,2026-09-14,✅
BUY,大跌後外資買進（隔日跟單）,3615.TWO,34.0,0.3,32.0,5.8,0.58,0.7,大跌後外資買進（隔日跟單）,2026-09-14,✅
BUY,股價腰斬的中小型績優股,2375.TW,119.5,0.84,104.9,12.2,0.57,0.4,腰斬績優股（基本面未壞）,2026-09-14,✅
BUY,股價腰斬的中小型績優股,2472.TW,210.5,-1.41,186.4,11.4,0.56,0.6,腰斬績優股（基本面未壞）,2026-09-14,✅
BUY,股價腰斬的中小型績優股,4919.TW,113.0,0.44,102.4,9.4,0.54,1.2,腰斬績優股（基本面未壞）,2026-09-14,✅
BUY,股價腰斬的中小型績優股,2478.TW,119.0,0.42,104.6,12.1,0.53,0.3,腰斬績優股（基本面未壞）,2026-09-14,✅
BUY,股價腰斬的中小型績優股,6449.TW,214.5,-1.15,185.9,13.4,0.53,0.9,腰斬績優股（基本面未壞）,2026-09-14,✅
BUY,股價腰斬的中小型績優股,2233.TW,157.0,-2.18,143.8,8.4,0.52,0.8,腰斬績優股（基本面未壞）,2026-09-14,✅
BUY,股價腰斬的中小型績優股,3090.TW,163.5,0.31,145.4,11.1,0.51,0.4,腰斬績優股（基本面未壞）,2026-09-14,✅
SETUP,A+B+C 籌碼趨勢（M哥完整版）,6416.TW,119.0,3.03,0.0,0.0,1.49,2.5,A+B1成立，等量縮平台,2026-09-14,✅
SETUP,A+B+C 籌碼趨勢（M哥完整版）,3443.TW,6400.0,4.58,0.0,0.0,1.4,1.3,A+B1成立，等量縮平台,2026-09-14,✅
SETUP,A+B+C 籌碼趨勢（M哥完整版）,2851.TW,47.5,0.74,0.0,0.0,1.34,0.9,A+B1成立，等量縮平台,2026-09-14,✅
SETUP,A+B+C 籌碼趨勢（M哥完整版）,2351.TW,257.0,9.83,0.0,0.0,1.25,1.9,A+B1成立，等量縮平台,2026-09-14,✅
SETUP,A+B+C 籌碼趨勢（M哥完整版）,5876.TW,49.9,2.57,0.0,0.0,1.25,1.0,A+B1成立，等量縮平台,2026-09-14,✅
SETUP,A+B+C 籌碼趨勢（M哥完整版）,1439.TW,28.9,-1.37,0.0,0.0,1.24,0.3,A+B1成立，等量縮平台,2026-09-14,✅
SETUP,A+B+C 籌碼趨勢（M哥完整版）,4590.TW,88.3,-1.78,0.0,0.0,1.14,0.6,A+B1成立，等量縮平台,2026-09-14,✅
SETUP,A+B+C 籌碼趨勢（M哥完整版）,1315.TW,66.3,0.0,0.0,0.0,1.11,0.2,A+B1成立，等量縮平台,2026-09-14,✅
SETUP,A+B+C 籌碼趨勢（M哥完整版）,2845.TW,13.8,0.36,0.0,0.0,1.11,0.8,A+B1成立，等量縮平台,2026-09-14,✅
SETUP,A+B+C 籌碼趨勢（M哥完整版）,2897.TW,11.2,2.27,0.0,0.0,1.11,2.5,A+B1成立，等量縮平台,2026-09-14,✅
SETUP,A+B+C 籌碼趨勢（M哥完整版）,8411.TW,12.6,-2.69,0.0,0.0,1.09,2.8,均線轉下出場,2026-09-14,✅
SETUP,A+B+C 籌碼趨勢（M哥完整版）,2537.TW,11.2,-0.44,0.0,0.0,1.06,1.0,A+B1成立，等量縮平台,2026-09-14,✅
SETUP,A+B+C 籌碼趨勢（M哥完整版）,6177.TW,46.8,-1.37,0.0,0.0,1.06,0.6,A+B1成立，等量縮平台,2026-09-14,✅
SETUP,A+B+C 籌碼趨勢（M哥完整版）,1216.TW,74.6,-0.53,0.0,0.0,1.05,0.9,均線轉下出場,2026-09-14,✅
SETUP,A+B+C 籌碼趨勢（M哥完整版）,4406.TWO,9.9,-0.5,0.0,0.0,1.04,0.3,均線轉下出場,2026-09-14,✅
SETUP,A+B+C 籌碼趨勢（M哥完整版）,2636.TW,69.7,-2.11,0.0,0.0,1.03,0.3,均線轉下出場,2026-09-14,✅
SETUP,A+B+C 籌碼趨勢（M哥完整版）,1440.TW,13.2,-1.12,0.0,0.0,1.02,0.3,均線轉下出場,2026-09-14,✅
SETUP,A+B+C 籌碼趨勢（M哥完整版）,1521.TW,24.5,-1.61,0.0,0.0,0.99,1.9,A+B1成立，等量縮平台,2026-09-14,✅
SETUP,A+B+C 籌碼趨勢（M哥完整版）,3178.TWO,58.9,-0.67,0.0,0.0,0.89,1.0,均線轉下出場,2026-09-14,✅
PRE,A+B+C 籌碼趨勢（M哥完整版）,4119.TW,58.0,-0.51,0.0,0.0,1.43,0.8,均線轉下出場,2026-09-14,✅
PRE,A+B+C 籌碼趨勢（M哥完整版）,1591.TWO,41.2,10.0,0.0,0.0,1.38,3.6,均線轉下出場,2026-09-14,✅
PRE,A+B+C 籌碼趨勢（M哥完整版）,6885.TW,27.6,1.85,0.0,0.0,1.32,1.5,均線轉下出場,2026-09-14,✅
PRE,A+B+C 籌碼趨勢（M哥完整版）,6969.TW,32.7,-2.97,0.0,0.0,1.32,0.8,均線轉下出場,2026-09-14,✅
PRE,A+B+C 籌碼趨勢（M哥完整版）,2115.TW,23.8,0.21,0.0,0.0,1.21,0.8,均線轉下出場,2026-09-14,✅
PRE,A+B+C 籌碼趨勢（M哥完整版）,4148.TW,34.5,2.07,0.0,0.0,1.17,2.6,均線轉下出場,2026-09-14,✅
PRE,A+B+C 籌碼趨勢（M哥完整版）,5608.TW,16.6,-0.9,0.0,0.0,1.17,0.1,均線轉下出場,2026-09-14,✅
PRE,A+B+C 籌碼趨勢（M哥完整版）,2207.TW,538.0,1.51,0.0,0.0,1.16,0.8,均線轉下出場,2026-09-14,✅
PRE,A+B+C 籌碼趨勢（M哥完整版）,2354.TW,64.7,-1.52,0.0,0.0,1.16,0.7,均線轉下出場,2026-09-14,✅
PRE,A+B+C 籌碼趨勢（M哥完整版）,5201.TWO,30.0,0.0,0.0,0.0,1.16,0.7,均線轉下出場,2026-09-14,✅
PRE,A+B+C 籌碼趨勢（M哥完整版）,6887.TW,38.2,2.28,0.0,0.0,1.14,0.9,均線轉下出場,2026-09-14,✅
PRE,A+B+C 籌碼趨勢（M哥完整版）,8442.TW,45.5,-0.66,0.0,0.0,1.14,0.2,均線轉下出場,2026-09-14,✅
PRE,A+B+C 籌碼趨勢（M哥完整版）,8464.TW,377.5,1.75,0.0,0.0,1.14,1.1,均線轉下出場,2026-09-14,✅
PRE,A+B+C 籌碼趨勢（M哥完整版）,4420.TWO,39.8,1.66,0.0,0.0,1.13,2.2,均線轉下出場,2026-09-14,✅
PRE,A+B+C 籌碼趨勢（M哥完整版）,2607.TW,53.0,-0.56,0.0,0.0,1.11,0.4,均線轉下出場,2026-09-14,✅
PRE,A+B+C 籌碼趨勢（M哥完整版）,3158.TWO,89.2,5.44,0.0,0.0,1.11,10.0,均線轉下出場,2026-09-14,✅
PRE,A+B+C 籌碼趨勢（M哥完整版）,6441.TWO,24.4,-2.79,0.0,0.0,1.11,1.3,均線轉下出場,2026-09-14,✅
PRE,A+B+C 籌碼趨勢（M哥完整版）,1598.TW,20.4,-0.49,0.0,0.0,1.1,0.4,均線轉下出場,2026-09-14,✅
PRE,A+B+C 籌碼趨勢（M哥完整版）,4417.TWO,49.7,0.1,0.0,0.0,1.1,1.3,均線轉下出場,2026-09-14,✅
PRE,A+B+C 籌碼趨勢（M哥完整版）,2509.TW,14.4,-0.69,0.0,0.0,1.09,0.2,均線轉下出場,2026-09-14,✅
PRE,A+B+C 籌碼趨勢（M哥完整版）,6527.TWO,75.1,-0.92,0.0,0.0,1.09,0.8,均線轉下出場,2026-09-14,✅
PRE,A+B+C 籌碼趨勢（M哥完整版）,1321.TW,32.3,0.94,0.0,0.0,1.08,0.4,均線轉下出場,2026-09-14,✅
PRE,A+B+C 籌碼趨勢（M哥完整版）,2392.TW,41.5,-1.89,0.0,0.0,1.08,0.4,均線轉下出場,2026-09-14,✅
PRE,A+B+C 籌碼趨勢（M哥完整版）,2511.TW,8.4,-0.59,0.0,0.0,1.08,0.6,均線轉下出場,2026-09-14,✅
PRE,A+B+C 籌碼趨勢（M哥完整版）,4557.TW,50.5,1.0,0.0,0.0,1.08,0.4,均線轉下出場,2026-09-14,✅
PRE,A+B+C 籌碼趨勢（M哥完整版）,4770.TW,224.5,-2.81,0.0,0.0,1.08,0.5,均線轉下出場,2026-09-14,✅
PRE,A+B+C 籌碼趨勢（M哥完整版）,9945.TW,27.9,-0.89,0.0,0.0,1.08,0.5,均線轉下出場,2026-09-14,✅
PRE,A+B+C 籌碼趨勢（M哥完整版）,8931.TWO,43.2,4.73,0.0,0.0,1.07,6.4,均線轉下出場,2026-09-14,✅
PRE,A+B+C 籌碼趨勢（M哥完整版）,1731.TW,20.9,0.48,0.0,0.0,1.06,0.6,均線轉下出場,2026-09-14,✅
PRE,A+B+C 籌碼趨勢（M哥完整版）,2480.TW,157.5,0.0,0.0,0.0,1.06,3.9,均線轉下出場,2026-09-14,✅
PRE,A+B+C 籌碼趨勢（M哥完整版）,2613.TW,22.1,-0.67,0.0,0.0,1.06,0.1,均線轉下出場,2026-09-14,✅
PRE,A+B+C 籌碼趨勢（M哥完整版）,6666.TW,44.2,0.45,0.0,0.0,1.06,0.8,均線轉下出場,2026-09-14,✅
PRE,A+B+C 籌碼趨勢（M哥完整版）,8482.TW,47.3,-0.63,0.0,0.0,1.06,0.5,均線轉下出場,2026-09-14,✅
PRE,A+B+C 籌碼趨勢（M哥完整版）,9931.TW,33.9,-0.88,0.0,0.0,1.06,0.9,X型態+籌碼預警,2026-09-14,✅
PRE,A+B+C 籌碼趨勢（M哥完整版）,1217.TW,10.0,0.0,0.0,0.0,1.05,0.6,均線轉下出場,2026-09-14,✅
PRE,A+B+C 籌碼趨勢（M哥完整版）,2023.TW,13.9,-0.36,0.0,0.0,1.05,0.4,均線轉下出場,2026-09-14,✅
