訊號等級,策略,代碼,收盤,當日%,停損,風險%,RS相對強度,量比(vs均),狀態,日期,檢核
BUY,吊燈出場（Chandelier Exit）,2380.TW,20.6,6.74,19.3,6.6,3.04,1.5,多頭｜停利 19.3,2026-08-12,✅
BUY,波段回檔再進場（第二買點）,2380.TW,20.6,6.74,18.6,9.7,3.04,1.5,波段回檔再進場（第二買點）,2026-08-12,✅
BUY,吊燈出場（Chandelier Exit）,4707.TWO,33.0,10.0,35.9,8.9,2.02,1.4,多頭｜停利 35.9,2026-08-12,✅
BUY,大跌後外資買進（隔日跟單）,4707.TWO,33.0,10.0,28.5,13.7,2.02,1.4,大跌後外資買進（隔日跟單）,2026-08-12,✅
BUY,大跌後外資買進（隔日跟單）,2434.TW,53.9,10.0,45.6,15.4,1.59,1.6,大跌後外資買進（隔日跟單）,2026-08-12,✅
BUY,吊燈出場（Chandelier Exit）,1718.TW,11.2,9.8,12.9,14.8,1.52,1.1,多頭｜停利 12.9,2026-08-12,✅
BUY,吊燈出場（Chandelier Exit）,4541.TWO,70.3,6.03,61.7,12.2,1.43,0.7,多頭｜停利 61.7,2026-08-12,✅
BUY,主題基本面輪動,3605.TW,120.0,9.66,107.9,10.0,1.39,0.9,"主題突破（RS:Date
2015-01",2026-08-12,✅
BUY,大跌後外資買進（隔日跟單）,3022.TW,105.5,-2.31,96.1,8.9,1.38,0.9,大跌後外資買進（隔日跟單）,2026-08-12,✅
BUY,主題基本面輪動,3712.TW,22.8,1.79,21.0,7.9,1.28,1.3,"主題突破（RS:Date
2018-10",2026-08-12,✅
BUY,吊燈出場（Chandelier Exit）,1563.TW,65.3,5.15,54.4,16.6,1.27,2.1,多頭｜停利 54.4,2026-08-12,✅
BUY,吊燈出場（Chandelier Exit）,2324.TW,39.9,9.92,34.7,13.0,1.27,3.1,多頭｜停利 34.7,2026-08-12,✅
BUY,吊燈出場（Chandelier Exit）,3152.TWO,230.5,2.67,224.8,2.5,1.24,0.8,多頭｜停利 224.8,2026-08-12,✅
BUY,吊燈出場（Chandelier Exit）,6693.TWO,184.5,6.34,174.8,5.3,1.19,1.1,多頭｜停利 174.8,2026-08-12,✅
BUY,吊燈出場（Chandelier Exit）,2356.TW,69.0,5.99,58.5,15.2,1.18,2.3,多頭｜停利 58.5,2026-08-12,✅
BUY,吊燈出場（Chandelier Exit）,1617.TW,19.0,0.0,20.8,9.5,1.17,0.5,多頭｜停利 20.8,2026-08-12,✅
BUY,大跌後外資買進（隔日跟單）,4542.TWO,282.5,2.91,243.2,13.9,1.16,1.2,大跌後外資買進（隔日跟單）,2026-08-12,✅
BUY,吊燈出場（Chandelier Exit）,6525.TW,143.0,1.78,162.6,13.7,1.15,0.5,多頭｜停利 162.6,2026-08-12,✅
BUY,大跌中融資逆勢買,8033.TW,173.0,-8.47,162.5,6.1,1.15,1.8,大跌中融資逆勢加碼,2026-08-12,✅
BUY,大跌中融資逆勢買,2425.TW,41.9,-8.81,41.4,1.2,1.14,1.6,大跌中融資逆勢加碼,2026-08-12,✅
BUY,量縮整理→出量突破（融資沒走）,6603.TWO,27.7,2.97,24.4,11.9,1.13,3.3,量縮整理後真出量突破（融資沒走）,2026-08-12,✅
BUY,吊燈出場（Chandelier Exit）,3066.TWO,23.8,9.95,21.5,9.6,1.11,2.2,多頭｜停利 21.5,2026-08-12,✅
BUY,大跌後外資買進（隔日跟單）,3066.TWO,23.8,9.95,21.2,10.7,1.11,2.2,大跌後外資買進（隔日跟單）,2026-08-12,✅
BUY,波段回檔再進場（第二買點）,1459.TW,14.4,5.47,12.5,13.2,1.1,4.0,波段回檔再進場（第二買點）,2026-08-12,✅
BUY,融資維持率創低反彈（量增）,4590.TW,91.2,1.56,83.6,8.3,1.1,2.7,維持率創低+融資套牢+量增 → 搏反彈 ,2026-08-12,✅
BUY,吊燈出場（Chandelier Exit）,7827.TW,162.0,0.62,150.0,7.4,1.1,1.2,多頭｜停利 150.0,2026-08-12,✅
BUY,大跌後外資買進（隔日跟單）,2441.TW,125.5,1.21,111.9,10.9,1.09,1.2,大跌後外資買進（隔日跟單）,2026-08-12,✅
BUY,大跌後外資買進（隔日跟單）,9934.TW,11.9,3.95,11.2,5.1,1.08,1.8,大跌後外資買進（隔日跟單）,2026-08-12,✅
BUY,吊燈出場（Chandelier Exit）,2312.TW,33.5,1.98,29.2,12.9,1.07,1.3,多頭｜停利 29.2,2026-08-12,✅
BUY,吊燈出場（Chandelier Exit）,2221.TWO,50.2,2.24,51.1,1.8,1.07,0.7,多頭｜停利 51.1,2026-08-12,✅
BUY,吊燈出場（Chandelier Exit）,8071.TWO,25.5,9.89,23.3,8.9,1.07,1.3,多頭｜停利 23.3,2026-08-12,✅
BUY,吊燈出場（Chandelier Exit）,2428.TW,254.5,9.94,250.6,1.5,1.05,2.4,多頭｜停利 250.6,2026-08-12,✅
BUY,吊燈出場（Chandelier Exit）,5471.TW,56.2,0.0,54.7,2.6,1.04,0.5,多頭｜停利 54.7,2026-08-12,✅
BUY,吊燈出場（Chandelier Exit）,6021.TWO,36.3,4.01,35.5,2.2,1.04,0.9,多頭｜停利 35.5,2026-08-12,✅
BUY,波段回檔再進場（第二買點）,5515.TW,45.9,5.15,41.6,9.4,1.02,1.7,波段回檔再進場（第二買點）,2026-08-12,✅
BUY,吊燈出場（Chandelier Exit）,1906.TW,12.1,9.01,11.2,7.1,1.01,6.1,多頭｜停利 11.2,2026-08-12,✅
BUY,量縮整理→出量突破（融資沒走）,1906.TW,12.1,9.01,11.1,8.7,1.01,6.1,量縮整理後真出量突破（融資沒走）,2026-08-12,✅
BUY,吊燈出場（Chandelier Exit）,2353.TW,31.8,2.25,29.2,8.1,1.01,1.1,多頭｜停利 29.2,2026-08-12,✅
BUY,吊燈出場（Chandelier Exit）,1560.TW,728.0,5.97,614.7,15.6,1.0,2.1,多頭｜停利 614.7,2026-08-12,✅
BUY,吊燈出場（Chandelier Exit）,9946.TW,18.9,3.86,17.9,5.2,1.0,1.7,多頭｜停利 17.9,2026-08-12,✅
BUY,吊燈出場（Chandelier Exit）,2382.TW,325.5,3.17,322.5,0.9,0.99,0.9,多頭｜停利 322.5,2026-08-12,✅
BUY,大跌中融資逆勢買,3704.TW,42.6,-6.17,42.3,0.7,0.99,1.7,大跌中融資逆勢加碼,2026-08-12,✅
BUY,吊燈出場（Chandelier Exit）,9933.TW,42.0,8.67,37.5,10.6,0.99,3.6,多頭｜停利 37.5,2026-08-12,✅
BUY,吊燈出場（Chandelier Exit）,8016.TW,311.5,1.8,262.2,15.8,0.98,0.7,多頭｜停利 262.2,2026-08-12,✅
BUY,波段回檔再進場（第二買點）,1321.TW,32.3,1.1,31.3,3.1,0.97,1.1,波段回檔再進場（第二買點）,2026-08-12,✅
BUY,吊燈出場（Chandelier Exit）,1513.TW,165.5,3.12,155.6,6.0,0.97,2.2,多頭｜停利 155.6,2026-08-12,✅
BUY,波段回檔再進場（第二買點）,4736.TW,134.0,1.9,126.5,5.6,0.97,1.5,波段回檔再進場（第二買點）,2026-08-12,✅
BUY,大跌中融資逆勢買,6863.TW,117.0,-4.1,116.0,0.9,0.97,0.9,大跌中融資逆勢加碼,2026-08-12,❌融資未增(近5筆-3張)
BUY,吊燈出場（Chandelier Exit）,3357.TWO,230.5,5.25,214.7,6.8,0.97,1.5,多頭｜停利 214.7,2026-08-12,✅
BUY,波段回檔再進場（第二買點）,2816.TW,34.1,0.29,33.4,2.2,0.96,1.3,波段回檔再進場（第二買點）,2026-08-12,✅
