訊號等級,策略,代碼,收盤,當日%,停損,風險%,RS相對強度,量比(vs均),狀態,日期,檢核
BUY,吊燈出場（Chandelier Exit）,1515.TW,34.5,9.87,31.1,9.8,1.55,2.2,多頭｜停利 31.1,2026-08-20,✅
BUY,吊燈出場（Chandelier Exit）,3018.TW,14.6,9.33,15.0,2.3,1.5,1.5,多頭｜停利 15.0,2026-08-20,✅
BUY,波段回檔再進場（第二買點）,3018.TW,14.6,9.33,12.5,14.8,1.5,1.5,波段回檔再進場（第二買點）,2026-08-20,✅
BUY,主題基本面輪動,3653.TW,5600.0,2.56,4890.0,12.7,1.5,1.1,"主題突破（RS:Date
2015-01",2026-08-20,✅
BUY,運價動能（航運景氣跟蹤）,2615.TW,113.5,6.57,107.5,5.3,1.37,3.7,運價向上+突破20日高(貨櫃:ZIM),2026-08-20,✅
BUY,主題基本面輪動,2546.TW,116.5,4.95,105.5,9.4,1.31,1.8,"主題突破（RS:Date
2015-01",2026-08-20,✅
BUY,波段回檔再進場（第二買點）,1459.TW,14.5,3.57,12.8,11.7,1.25,1.5,波段回檔再進場（第二買點）,2026-08-20,✅
BUY,主題基本面輪動,4735.TWO,39.0,-1.89,36.0,7.7,1.24,2.5,"主題突破（RS:Date
2015-01",2026-08-20,✅
BUY,運價動能（航運景氣跟蹤）,2637.TW,94.7,3.16,90.2,4.7,1.23,2.9,運價向上+突破20日高(散裝:BDRY),2026-08-20,✅
BUY,大跌中融資逆勢買,6834.TW,93.5,-4.59,92.3,1.3,1.19,0.7,大跌中融資逆勢加碼,2026-08-20,✅
BUY,主題基本面輪動,2605.TW,36.4,-0.95,33.2,8.7,1.16,2.7,"主題突破（RS:Date
2015-01",2026-08-20,✅
BUY,波段回檔再進場（第二買點）,2850.TW,166.0,4.08,153.0,7.8,1.16,1.2,波段回檔再進場（第二買點）,2026-08-20,✅
BUY,吊燈出場（Chandelier Exit）,7799.TW,379.5,10.0,371.3,2.2,1.16,2.3,多頭｜停利 371.3,2026-08-20,✅
BUY,吊燈出場（Chandelier Exit）,3152.TWO,233.5,4.71,211.3,9.5,1.16,1.5,多頭｜停利 211.3,2026-08-20,✅
BUY,運價動能（航運景氣跟蹤）,2603.TW,246.0,2.29,236.4,3.9,1.15,2.5,運價向上+突破20日高(貨櫃:ZIM),2026-08-20,✅
BUY,波段回檔再進場（第二買點）,2832.TW,61.0,2.87,57.7,5.4,1.14,2.7,波段回檔再進場（第二買點）,2026-08-20,✅
BUY,運價動能（航運景氣跟蹤）,2609.TW,60.3,2.2,57.9,3.9,1.13,4.3,運價向上+突破20日高(貨櫃:ZIM),2026-08-20,✅
BUY,吊燈出場（Chandelier Exit）,2816.TW,36.5,6.73,34.6,5.3,1.13,5.5,多頭｜停利 34.6,2026-08-20,✅
BUY,波段回檔再進場（第二買點）,2816.TW,36.5,6.73,33.7,7.8,1.13,5.5,波段回檔再進場（第二買點）,2026-08-20,✅
BUY,量縮整理→出量突破（融資沒走）,2816.TW,36.5,6.73,33.7,7.8,1.13,5.5,量縮整理後真出量突破（融資沒走）,2026-08-20,✅
BUY,波段回檔再進場（第二買點）,2845.TW,13.6,0.74,13.1,3.7,1.13,1.7,波段回檔再進場（第二買點）,2026-08-20,✅
BUY,波段回檔再進場（第二買點）,5487.TWO,31.2,7.22,28.4,9.0,1.13,1.2,波段回檔再進場（第二買點）,2026-08-20,✅
BUY,波段回檔再進場（第二買點）,6508.TWO,26.5,2.91,25.2,4.9,1.12,1.4,波段回檔再進場（第二買點）,2026-08-20,✅
BUY,波段回檔再進場（第二買點）,1733.TW,32.1,3.05,30.4,5.4,1.11,1.1,波段回檔再進場（第二買點）,2026-08-20,✅
BUY,大跌後外資買進（隔日跟單）,2383.TW,5985.0,1.79,5495.4,8.2,1.11,1.1,大跌後外資買進（隔日跟單）,2026-08-20,✅
BUY,吊燈出場（Chandelier Exit）,3550.TW,22.7,0.44,20.5,9.6,1.11,0.6,多頭｜停利 20.5,2026-08-20,✅
BUY,吊燈出場（Chandelier Exit）,2924.TWO,17.4,3.26,16.5,5.4,1.11,0.2,多頭｜停利 16.5,2026-08-19,✅
BUY,吊燈出場（Chandelier Exit）,1216.TW,78.2,0.9,75.5,3.4,1.1,1.0,多頭｜停利 75.5,2026-08-20,✅
BUY,吊燈出場（Chandelier Exit）,1313.TW,11.6,1.32,11.1,4.1,1.1,0.4,多頭｜停利 11.1,2026-08-20,✅
BUY,吊燈出場（Chandelier Exit）,1532.TW,23.0,2.0,22.0,4.1,1.09,1.1,多頭｜停利 22.0,2026-08-20,✅
BUY,大跌後外資買進（隔日跟單）,3443.TW,5630.0,6.33,5087.3,9.6,1.09,1.2,大跌後外資買進（隔日跟單）,2026-08-20,✅
BUY,波段回檔再進場（第二買點）,6416.TW,102.5,5.78,91.2,11.0,1.09,2.9,波段回檔再進場（第二買點）,2026-08-20,✅
BUY,波段回檔再進場（第二買點）,6919.TW,109.0,6.34,102.5,6.0,1.09,1.2,波段回檔再進場（第二買點）,2026-08-20,✅
BUY,吊燈出場（Chandelier Exit）,7743.TWO,21.2,3.16,19.8,6.7,1.09,0.5,多頭｜停利 19.8,2026-08-19,✅
BUY,量縮整理→出量突破（融資沒走）,5607.TW,55.3,2.41,50.8,8.2,1.08,2.6,量縮整理後真出量突破（融資沒走）,2026-08-20,✅
BUY,波段回檔再進場（第二買點）,1531.TW,13.1,0.38,12.9,1.0,1.07,1.0,波段回檔再進場（第二買點）,2026-08-20,✅
BUY,量縮整理→出量突破（融資沒走）,2852.TW,29.2,5.61,26.8,8.4,1.07,5.6,量縮整理後真出量突破（融資沒走）,2026-08-20,✅
BUY,量縮整理→出量突破（融資沒走）,5704.TWO,23.0,2.68,21.5,6.4,1.07,6.3,量縮整理後真出量突破（融資沒走）,2026-08-20,✅
BUY,運價動能（航運景氣跟蹤）,2617.TW,31.0,0.16,29.9,3.3,1.06,3.3,運價向上+突破20日高(散裝:BDRY),2026-08-20,✅
BUY,Stage 2 突破（變盤三部曲）,5534.TW,80.9,2.15,79.1,2.2,1.06,1.9,stage2,2026-08-20,✅
BUY,吊燈出場（Chandelier Exit）,4105.TWO,79.0,2.6,75.7,4.2,1.06,2.8,多頭｜停利 75.7,2026-08-20,✅
BUY,波段回檔再進場（第二買點）,4105.TWO,79.0,2.6,76.0,3.8,1.06,2.8,波段回檔再進場（第二買點）,2026-08-20,✅
BUY,吊燈出場（Chandelier Exit）,2109.TW,14.8,1.72,14.4,3.0,1.05,1.0,多頭｜停利 14.4,2026-08-20,✅
BUY,Stage 2 突破（變盤三部曲）,3056.TW,14.2,1.43,13.8,2.5,1.05,1.7,stage2,2026-08-20,✅
BUY,吊燈出場（Chandelier Exit）,4142.TW,18.1,4.93,16.8,7.0,1.05,3.7,多頭｜停利 16.8,2026-08-20,✅
BUY,吊燈出場（Chandelier Exit）,4746.TW,53.9,3.65,50.7,6.0,1.05,1.9,多頭｜停利 50.7,2026-08-20,✅
BUY,吊燈出場（Chandelier Exit）,4128.TWO,15.2,1.67,14.6,4.3,1.05,1.3,多頭｜停利 14.6,2026-08-20,✅
BUY,吊燈出場（Chandelier Exit）,1232.TW,156.5,0.97,154.1,1.5,1.04,0.4,多頭｜停利 154.1,2026-08-20,✅
BUY,吊燈出場（Chandelier Exit）,1611.TW,12.2,2.09,11.5,5.5,1.04,1.6,多頭｜停利 11.5,2026-08-20,✅
BUY,吊燈出場（Chandelier Exit）,2348.TW,71.8,2.57,73.3,2.1,1.04,1.3,多頭｜停利 73.3,2026-08-20,✅
BUY,Stage 2 突破（變盤三部曲）,2646.TW,21.1,1.2,20.6,2.7,1.04,1.2,stage2,2026-08-20,✅
BUY,吊燈出場（Chandelier Exit）,6916.TW,19.0,2.43,18.3,3.8,1.04,0.4,多頭｜停利 18.3,2026-08-20,✅
BUY,波段回檔再進場（第二買點）,6512.TWO,20.5,2.51,19.9,2.5,1.04,2.4,波段回檔再進場（第二買點）,2026-08-20,✅
BUY,吊燈出場（Chandelier Exit）,1308.TW,13.5,1.12,13.6,0.6,1.03,0.5,多頭｜停利 13.6,2026-08-20,✅
BUY,吊燈出場（Chandelier Exit）,2204.TW,55.0,3.77,51.3,6.8,1.03,1.5,多頭｜停利 51.3,2026-08-20,✅
BUY,波段回檔再進場（第二買點）,2516.TW,14.1,0.36,13.9,1.4,1.02,1.0,波段回檔再進場（第二買點）,2026-08-20,✅
