訊號等級,策略,代碼,收盤,當日%,停損,風險%,RS相對強度,量比(vs均),狀態,日期,檢核
BUY,大跌中融資逆勢買,4556.TWO,79.2,-7.37,79.1,0.1,9600.57,3.0,大跌中融資逆勢加碼,2026-07-31,✅
BUY,大跌後外資買進（隔日跟單）,5227.TWO,36.8,2.94,32.8,10.8,9297.06,0.5,大跌後外資買進（隔日跟單）,2026-07-31,✅
BUY,大跌後外資買進（隔日跟單）,6446.TW,1060.0,3.41,947.5,10.6,8452.43,1.2,大跌後外資買進（隔日跟單）,2026-07-31,✅
BUY,大跌後外資買進（隔日跟單）,7610.TW,1200.0,9.59,924.1,23.0,8308.08,0.1,大跌後外資買進（隔日跟單）,2026-07-31,✅
BUY,大跌後外資買進（隔日跟單）,2243.TW,41.5,4.27,35.7,14.1,8270.43,0.7,大跌後外資買進（隔日跟單）,2026-07-31,✅
BUY,大跌後外資買進（隔日跟單）,3026.TW,450.0,5.26,350.4,22.1,7882.29,0.7,大跌後外資買進（隔日跟單）,2026-07-31,✅
BUY,吊燈出場（Chandelier Exit）,2887.TW,36.0,8.45,33.0,8.2,7871.34,1.3,多頭｜停利 33.0,2026-07-31,✅
BUY,大跌後外資買進（隔日跟單）,3018.TW,15.5,-3.12,14.2,8.6,7794.29,1.9,大跌後外資買進（隔日跟單）,2026-07-31,✅
BUY,吊燈出場（Chandelier Exit）,6957.TW,226.0,8.65,212.0,6.2,7330.85,0.9,多頭｜停利 212.0,2026-07-31,✅
BUY,大跌後外資買進（隔日跟單）,5464.TWO,65.4,9.92,55.6,15.0,7212.34,1.0,大跌後外資買進（隔日跟單）,2026-07-31,✅
BUY,大跌後外資買進（隔日跟單）,2478.TW,108.5,8.61,88.2,18.7,7118.01,0.9,大跌後外資買進（隔日跟單）,2026-07-31,✅
BUY,大跌後外資買進（隔日跟單）,2327.TW,502.0,9.97,411.7,18.0,7100.78,0.1,大跌後外資買進（隔日跟單）,2026-07-31,✅
BUY,大跌後外資買進（隔日跟單）,3577.TWO,117.0,4.46,94.9,18.9,7018.48,0.7,大跌後外資買進（隔日跟單）,2026-07-31,✅
BUY,大跌後外資買進（隔日跟單）,8043.TWO,126.5,10.0,108.7,14.1,6967.92,0.2,大跌後外資買進（隔日跟單）,2026-07-31,✅
BUY,大跌後外資買進（隔日跟單）,1467.TW,9.3,-0.95,8.4,10.2,6874.0,0.6,大跌後外資買進（隔日跟單）,2026-07-31,✅
BUY,大跌後外資買進（隔日跟單）,2493.TW,182.0,9.97,148.6,18.3,6782.87,0.7,大跌後外資買進（隔日跟單）,2026-07-31,✅
BUY,吊燈出場（Chandelier Exit）,2882.TW,101.5,6.62,92.1,9.2,6751.5,1.7,多頭｜停利 92.1,2026-07-31,✅
BUY,大跌後外資買進（隔日跟單）,8261.TW,163.5,3.48,128.1,21.7,6712.26,2.6,大跌後外資買進（隔日跟單）,2026-07-31,✅
BUY,大跌後外資買進（隔日跟單）,4976.TW,37.3,9.87,33.5,10.3,6577.39,2.7,大跌後外資買進（隔日跟單）,2026-07-31,✅
BUY,大跌後外資買進（隔日跟單）,1709.TW,23.1,2.44,20.7,10.2,6561.47,0.4,大跌後外資買進（隔日跟單）,2026-07-31,✅
BUY,吊燈出場（Chandelier Exit）,2618.TW,43.3,3.71,40.5,6.4,6427.55,1.3,多頭｜停利 40.5,2026-07-31,✅
BUY,吊燈出場（Chandelier Exit）,2885.TW,68.1,7.92,63.8,6.3,6378.89,1.5,多頭｜停利 63.8,2026-07-31,✅
BUY,大跌後外資買進（隔日跟單）,6409.TW,957.0,7.77,868.5,9.2,6365.7,0.5,大跌後外資買進（隔日跟單）,2026-07-31,✅
BUY,吊燈出場（Chandelier Exit）,2610.TW,22.4,3.23,21.6,3.7,6328.43,1.7,多頭｜停利 21.6,2026-07-31,✅
BUY,大跌後外資買進（隔日跟單）,2491.TW,22.9,3.61,19.7,14.2,6281.2,0.8,大跌後外資買進（隔日跟單）,2026-07-31,✅
BUY,大跌後外資買進（隔日跟單）,4541.TWO,60.0,6.01,49.1,18.1,6280.71,0.4,大跌後外資買進（隔日跟單）,2026-07-31,✅
BUY,Stage 2 突破（變盤三部曲）,6902.TW,121.0,0.83,112.1,7.4,6203.3,2.4,stage2,2026-07-31,✅
BUY,大跌後外資買進（隔日跟單）,8096.TWO,112.5,9.76,95.7,14.9,6170.89,0.2,大跌後外資買進（隔日跟單）,2026-07-31,✅
BUY,大跌後外資買進（隔日跟單）,4939.TWO,50.8,9.13,41.0,19.3,6108.62,0.7,大跌後外資買進（隔日跟單）,2026-07-31,✅
BUY,大跌後外資買進（隔日跟單）,8042.TWO,98.7,9.91,80.8,18.1,6101.82,0.2,大跌後外資買進（隔日跟單）,2026-07-31,✅
BUY,大跌後外資買進（隔日跟單）,5490.TWO,33.0,5.76,30.0,9.3,6093.79,1.1,大跌後外資買進（隔日跟單）,2026-07-31,✅
BUY,大跌後外資買進（隔日跟單）,6414.TW,405.0,0.5,354.4,12.5,6054.67,1.5,大跌後外資買進（隔日跟單）,2026-07-31,✅
BUY,吊燈出場（Chandelier Exit）,9945.TW,27.1,1.31,25.1,7.3,6023.05,1.9,多頭｜停利 25.1,2026-07-31,✅
BUY,吊燈出場（Chandelier Exit）,3034.TW,519.0,5.7,475.9,8.3,6020.47,1.4,多頭｜停利 475.9,2026-07-31,✅
BUY,吊燈出場（Chandelier Exit）,1414.TW,19.0,4.97,17.8,6.2,6014.6,1.3,多頭｜停利 17.8,2026-07-31,✅
BUY,大跌後外資買進（隔日跟單）,2344.TW,130.0,9.7,110.0,15.4,5992.38,0.2,大跌後外資買進（隔日跟單）,2026-07-31,✅
BUY,吊燈出場（Chandelier Exit）,1468.TW,14.1,2.55,12.8,8.9,5906.46,0.8,多頭｜停利 12.8,2026-07-31,✅
BUY,吊燈出場（Chandelier Exit）,2347.TW,93.7,8.83,84.9,9.4,5868.66,1.5,多頭｜停利 84.9,2026-07-31,✅
