訊號等級,策略,代碼,收盤,當日%,停損,風險%,RS相對強度,量比(vs均),狀態,日期,檢核
BUY,波段回檔再進場（第二買點）,1435.TW,24.6,5.79,19.8,19.7,1.76,1.0,波段回檔再進場（第二買點）,2026-08-10,✅
BUY,大跌中融資逆勢買,3441.TWO,79.5,-5.81,79.0,0.6,1.64,0.5,大跌中融資逆勢加碼,2026-08-10,✅
BUY,主題基本面輪動,6213.TW,427.5,9.9,366.0,14.4,1.55,1.0,"主題突破（RS:Date
2015-01",2026-08-10,✅
BUY,吊燈出場（Chandelier Exit）,5426.TWO,28.0,6.67,25.5,8.9,1.44,1.4,多頭｜停利 25.5,2026-08-10,✅
BUY,吊燈出場（Chandelier Exit）,5468.TWO,27.8,9.88,24.0,13.6,1.44,1.5,多頭｜停利 24.0,2026-08-10,✅
BUY,吊燈出場（Chandelier Exit）,6548.TWO,75.7,4.56,70.0,7.6,1.41,0.6,多頭｜停利 70.0,2026-08-10,✅
BUY,吊燈出場（Chandelier Exit）,1409.TW,24.8,10.0,23.1,6.7,1.35,0.4,多頭｜停利 23.1,2026-08-10,✅
BUY,吊燈出場（Chandelier Exit）,3481.TW,52.3,9.99,54.2,3.6,1.33,0.6,多頭｜停利 54.2,2026-08-10,✅
BUY,吊燈出場（Chandelier Exit）,6116.TW,14.9,9.96,14.3,4.2,1.33,2.1,多頭｜停利 14.3,2026-08-10,✅
BUY,吊燈出場（Chandelier Exit）,2527.TW,47.6,1.06,42.8,10.1,1.31,0.6,多頭｜停利 42.8,2026-08-10,✅
BUY,吊燈出場（Chandelier Exit）,2409.TW,27.0,9.98,26.4,2.1,1.3,1.2,多頭｜停利 26.4,2026-08-10,✅
BUY,主題基本面輪動,3605.TW,109.0,1.4,98.0,10.1,1.3,1.1,"主題突破（RS:Date
2015-01",2026-08-10,✅
BUY,吊燈出場（Chandelier Exit）,6672.TW,251.5,9.83,249.9,0.6,1.27,2.1,多頭｜停利 249.9,2026-08-10,✅
BUY,大跌後外資買進（隔日跟單）,6207.TWO,107.0,7.11,92.9,13.2,1.27,0.9,大跌後外資買進（隔日跟單）,2026-08-10,✅
BUY,大跌中融資逆勢買,6243.TW,45.7,-4.59,45.2,1.1,1.25,0.4,大跌中融資逆勢加碼,2026-08-10,❌融資未增(近5筆-40張)
BUY,吊燈出場（Chandelier Exit）,4923.TWO,49.9,9.92,54.0,8.3,1.25,0.6,多頭｜停利 54.0,2026-08-10,✅
BUY,吊燈出場（Chandelier Exit）,2492.TW,273.5,8.96,395.2,44.5,1.22,2.4,多頭｜停利 395.2,2026-08-10,✅
BUY,吊燈出場（Chandelier Exit）,3346.TW,20.9,0.24,23.8,13.9,1.22,0.6,多頭｜停利 23.8,2026-08-10,✅
BUY,吊燈出場（Chandelier Exit）,5288.TW,197.5,2.6,175.1,11.3,1.21,1.3,多頭｜停利 175.1,2026-08-10,✅
BUY,吊燈出場（Chandelier Exit）,7795.TW,457.0,6.65,482.7,5.6,1.2,3.3,多頭｜停利 482.7,2026-08-10,✅
BUY,吊燈出場（Chandelier Exit）,2316.TW,163.5,2.51,171.9,5.2,1.16,0.8,多頭｜停利 171.9,2026-08-10,✅
BUY,吊燈出場（Chandelier Exit）,3042.TW,180.5,7.44,163.0,9.7,1.15,1.0,多頭｜停利 163.0,2026-08-10,✅
BUY,量縮整理→出量突破（融資沒走）,8093.TWO,22.7,8.1,19.4,14.6,1.15,5.7,量縮整理後真出量突破（融資沒走）,2026-08-10,❌融資大減(-100%)
BUY,吊燈出場（Chandelier Exit）,1455.TW,9.9,10.0,9.1,8.1,1.14,4.8,多頭｜停利 9.1,2026-08-10,✅
BUY,大跌後外資買進（隔日跟單）,2375.TW,124.0,5.53,108.9,12.1,1.14,0.6,大跌後外資買進（隔日跟單）,2026-08-10,✅
BUY,大跌後外資買進（隔日跟單）,5371.TWO,85.6,3.13,76.8,10.3,1.14,0.5,大跌後外資買進（隔日跟單）,2026-08-10,✅
BUY,吊燈出場（Chandelier Exit）,3652.TW,36.6,8.11,29.8,18.6,1.13,4.7,多頭｜停利 29.8,2026-08-10,✅
BUY,吊燈出場（Chandelier Exit）,3556.TWO,64.2,0.63,66.8,4.1,1.13,0.8,多頭｜停利 66.8,2026-08-10,✅
BUY,吊燈出場（Chandelier Exit）,9914.TW,86.0,6.44,76.2,11.4,1.12,1.3,多頭｜停利 76.2,2026-08-10,✅
BUY,吊燈出場（Chandelier Exit）,6712.TWO,156.5,1.29,164.5,5.1,1.12,0.8,多頭｜停利 164.5,2026-08-10,✅
BUY,吊燈出場（Chandelier Exit）,1459.TW,14.0,8.53,14.1,0.7,1.11,3.2,多頭｜停利 14.1,2026-08-10,✅
BUY,波段回檔再進場（第二買點）,1459.TW,14.0,8.53,12.5,11.0,1.11,3.2,波段回檔再進場（第二買點）,2026-08-10,✅
BUY,吊燈出場（Chandelier Exit）,2441.TW,129.0,9.79,117.9,8.6,1.11,1.6,多頭｜停利 117.9,2026-08-10,✅
BUY,大跌後外資買進（隔日跟單）,6598.TW,29.4,2.08,26.5,9.8,1.11,0.4,大跌後外資買進（隔日跟單）,2026-08-10,✅
BUY,吊燈出場（Chandelier Exit）,8906.TWO,28.9,9.04,26.7,7.8,1.11,4.6,多頭｜停利 26.7,2026-08-10,✅
BUY,量縮整理→出量突破（融資沒走）,8906.TWO,28.9,9.04,26.8,7.5,1.11,4.6,量縮整理後真出量突破（融資沒走）,2026-08-10,✅
BUY,吊燈出場（Chandelier Exit）,3015.TW,58.7,7.12,55.3,5.8,1.09,1.4,多頭｜停利 55.3,2026-08-10,✅
BUY,吊燈出場（Chandelier Exit）,1440.TW,13.5,6.72,12.5,7.6,1.08,3.1,多頭｜停利 12.5,2026-08-10,✅
BUY,波段回檔再進場（第二買點）,2615.TW,87.5,3.06,82.0,6.3,1.08,1.7,波段回檔再進場（第二買點）,2026-08-10,✅
BUY,吊燈出場（Chandelier Exit）,6270.TWO,30.4,2.88,34.1,12.1,1.08,0.6,多頭｜停利 34.1,2026-08-10,✅
BUY,吊燈出場（Chandelier Exit）,6239.TW,288.5,9.9,260.7,9.6,1.07,0.4,多頭｜停利 260.7,2026-08-10,✅
BUY,吊燈出場（Chandelier Exit）,3711.TW,630.0,7.69,558.0,11.4,1.06,1.3,多頭｜停利 558.0,2026-08-10,✅
BUY,波段回檔再進場（第二買點）,1110.TW,16.3,2.52,15.6,4.3,1.05,1.7,波段回檔再進場（第二買點）,2026-08-10,✅
BUY,Stage 2 突破（變盤三部曲）,1110.TW,16.3,2.52,15.8,2.9,1.05,1.7,stage2,2026-08-10,✅
BUY,吊燈出場（Chandelier Exit）,8150.TW,92.9,7.65,99.5,7.1,1.05,0.7,多頭｜停利 99.5,2026-08-10,✅
BUY,吊燈出場（Chandelier Exit）,5508.TWO,54.7,2.24,53.7,1.9,1.05,0.7,多頭｜停利 53.7,2026-08-10,✅
BUY,波段回檔再進場（第二買點）,1909.TW,10.2,1.5,9.8,3.6,1.04,1.0,波段回檔再進場（第二買點）,2026-08-10,✅
BUY,吊燈出場（Chandelier Exit）,2359.TW,153.5,6.97,123.3,19.7,1.04,2.3,多頭｜停利 123.3,2026-08-10,✅
BUY,量縮整理→出量突破（融資沒走）,2364.TW,76.1,5.69,69.4,8.8,1.04,3.3,量縮整理後真出量突破（融資沒走）,2026-08-10,✅
BUY,吊燈出場（Chandelier Exit）,3090.TW,161.0,6.98,246.0,52.8,1.04,1.7,多頭｜停利 246.0,2026-08-10,✅
