訊號等級,策略,代碼,收盤,當日%,停損,風險%,RS相對強度,量比(vs均),狀態,日期,檢核
BUY,主題基本面輪動,6225.TW,71.1,9.89,56.5,20.5,2.96,0.6,"主題突破（RS:Date
2015-01",2026-08-24,✅
BUY,大跌後外資買進（隔日跟單）,2059.TW,14410.0,7.66,13152.7,8.7,2.84,1.0,大跌後外資買進（隔日跟單）,2026-08-24,✅
BUY,主題基本面輪動,6949.TW,1235.0,6.93,1075.0,13.0,1.91,2.3,"主題突破（RS:Date
2024-03",2026-08-24,✅
BUY,大跌中融資逆勢買,1303.TW,180.0,-6.25,179.0,0.6,1.83,0.8,大跌中融資逆勢加碼,2026-08-24,❌融資未增(近5筆-10501張)
BUY,吊燈出場（Chandelier Exit）,6226.TW,23.3,9.91,18.7,19.8,1.79,1.0,多頭｜停利 18.7,2026-08-24,✅
BUY,大跌後外資買進（隔日跟單）,6226.TW,23.3,9.91,21.0,9.9,1.79,1.0,大跌後外資買進（隔日跟單）,2026-08-24,✅
BUY,大跌後外資買進（隔日跟單）,3653.TW,5155.0,-4.45,4613.9,10.5,1.45,1.2,大跌後外資買進（隔日跟單）,2026-08-24,✅
BUY,大跌中融資逆勢買,3653.TW,5155.0,-4.45,4890.0,5.1,1.45,1.2,大跌中融資逆勢加碼,2026-08-24,❌融資未增(近5筆-44張)
BUY,大跌中融資逆勢買,5351.TWO,118.0,-4.07,116.0,1.7,1.37,0.9,大跌中融資逆勢加碼,2026-08-24,❌融資未增(近5筆-754張)
BUY,大跌後外資買進（隔日跟單）,8046.TW,1135.0,0.0,988.8,12.9,1.34,0.7,大跌後外資買進（隔日跟單）,2026-08-24,✅
BUY,主題基本面輪動,8442.TW,49.5,5.55,44.3,10.4,1.24,3.2,"主題突破（RS:Date
2016-11",2026-08-24,✅
BUY,大跌中融資逆勢買,4127.TWO,85.3,-3.62,85.3,0.0,1.24,0.6,大跌中融資逆勢加碼,2026-08-24,❌融資未增(近5筆-11張)
BUY,吊燈出場（Chandelier Exit）,3296.TW,24.4,1.46,24.6,1.1,1.23,0.3,多頭｜停利 24.6,2026-08-24,✅
BUY,運價動能（航運景氣跟蹤）,2609.TW,64.5,0.78,61.5,4.6,1.22,3.3,運價向上+突破20日高(貨櫃:ZIM),2026-08-24,✅
BUY,主題基本面輪動,3229.TW,59.7,-3.4,51.8,13.2,1.21,3.2,"主題突破（RS:Date
2015-01",2026-08-24,✅
BUY,吊燈出場（Chandelier Exit）,6712.TWO,162.0,6.93,149.5,7.7,1.21,3.2,多頭｜停利 149.5,2026-08-24,✅
BUY,大跌後外資買進（隔日跟單）,6834.TW,89.9,0.22,79.4,11.7,1.19,0.3,大跌後外資買進（隔日跟單）,2026-08-24,✅
BUY,吊燈出場（Chandelier Exit）,3532.TW,376.5,9.93,338.7,10.0,1.18,1.1,多頭｜停利 338.7,2026-08-24,✅
BUY,Stage 2 突破（變盤三部曲）,4530.TWO,27.7,6.13,26.8,3.2,1.11,2.0,stage2,2026-08-24,✅
BUY,吊燈出場（Chandelier Exit）,3114.TWO,34.2,4.58,33.6,2.0,1.1,0.4,多頭｜停利 33.6,2026-08-24,✅
BUY,運價動能（航運景氣跟蹤）,2612.TW,60.3,0.17,57.6,4.5,1.09,2.9,運價向上+突破20日高(散裝:BDRY),2026-08-24,✅
BUY,量縮整理→出量突破（融資沒走）,6212.TWO,31.1,3.49,28.7,7.6,1.08,2.6,量縮整理後真出量突破（融資沒走）,2026-08-21,✅
BUY,大跌後外資買進（隔日跟單）,2383.TW,5430.0,-4.4,4954.3,8.8,1.06,0.8,大跌後外資買進（隔日跟單）,2026-08-24,✅
BUY,吊燈出場（Chandelier Exit）,2633.TW,26.2,0.19,25.6,2.3,1.05,0.3,多頭｜停利 25.6,2026-08-24,✅
BUY,吊燈出場（Chandelier Exit）,2020.TW,21.9,0.69,20.9,4.6,1.04,0.8,多頭｜停利 20.9,2026-08-24,✅
BUY,吊燈出場（Chandelier Exit）,3706.TW,92.1,2.33,85.9,6.7,1.04,0.8,多頭｜停利 85.9,2026-08-24,✅
BUY,吊燈出場（Chandelier Exit）,6122.TWO,48.6,1.57,45.9,5.7,1.04,1.0,多頭｜停利 45.9,2026-08-24,✅
