訊號等級,策略,代碼,收盤,當日%,停損,風險%,RS相對強度,量比(vs均),狀態,日期,檢核
BUY,大跌中融資逆勢買,2061.TWO,51.2,-7.58,49.7,2.9,2.55,1.4,大跌中融資逆勢加碼,2026-07-30,✅
BUY,大跌後外資買進（隔日跟單）,6834.TW,72.6,-2.02,56.2,22.6,1.88,0.9,大跌後外資買進（隔日跟單）,2026-07-30,✅
BUY,大跌後外資買進（隔日跟單）,2466.TW,92.7,3.23,79.8,14.0,1.79,1.0,大跌後外資買進（隔日跟單）,2026-07-30,✅
BUY,大跌後外資買進（隔日跟單）,2302.TW,33.5,-2.05,27.6,17.5,1.74,0.6,大跌後外資買進（隔日跟單）,2026-07-30,✅
BUY,大跌後外資買進（隔日跟單）,2305.TW,27.6,0.36,23.2,15.9,1.68,2.0,大跌後外資買進（隔日跟單）,2026-07-30,✅
BUY,大跌後外資買進（隔日跟單）,2059.TW,7140.0,-0.07,6247.0,12.5,1.67,1.2,大跌後外資買進（隔日跟單）,2026-07-30,✅
BUY,大跌中融資逆勢買,6654.TWO,145.0,-5.23,140.0,3.4,1.64,1.3,大跌中融資逆勢加碼,2026-07-30,✅
BUY,大跌後外資買進（隔日跟單）,1303.TW,145.0,2.47,117.6,18.9,1.59,1.5,大跌後外資買進（隔日跟單）,2026-07-30,✅
BUY,大跌後外資買進（隔日跟單）,2484.TW,57.6,-2.87,46.7,19.0,1.45,0.7,大跌後外資買進（隔日跟單）,2026-07-30,✅
BUY,大跌後外資買進（隔日跟單）,4916.TW,88.5,-1.34,77.5,12.4,1.44,0.5,大跌後外資買進（隔日跟單）,2026-07-30,✅
BUY,大跌後外資買進（隔日跟單）,6116.TW,11.8,-1.26,10.3,12.7,1.42,1.0,大跌後外資買進（隔日跟單）,2026-07-30,✅
BUY,大跌中融資逆勢買,5464.TWO,59.5,-8.18,58.6,1.5,1.41,2.2,大跌中融資逆勢加碼,2026-07-30,✅
BUY,吊燈出場（Chandelier Exit）,6620.TWO,96.3,9.93,91.6,4.8,1.4,1.6,多頭｜停利 91.6,2026-07-30,✅
BUY,大跌後外資買進（隔日跟單）,1718.TW,8.6,-6.09,7.2,16.5,1.39,0.6,大跌後外資買進（隔日跟單）,2026-07-30,✅
BUY,大跌後外資買進（隔日跟單）,6259.TWO,27.0,-2.53,22.5,16.6,1.36,0.3,大跌後外資買進（隔日跟單）,2026-07-30,✅
BUY,大跌後外資買進（隔日跟單）,2478.TW,99.9,-4.4,78.5,21.5,1.34,0.9,大跌後外資買進（隔日跟單）,2026-07-30,✅
BUY,大跌後外資買進（隔日跟單）,9105.TW,7.4,0.81,6.8,8.9,1.32,1.0,大跌後外資買進（隔日跟單）,2026-07-30,✅
BUY,大跌後外資買進（隔日跟單）,4973.TWO,117.5,-4.08,101.5,13.6,1.32,1.0,大跌後外資買進（隔日跟單）,2026-07-30,✅
BUY,大跌後外資買進（隔日跟單）,1563.TW,52.9,-3.29,47.1,11.0,1.3,0.5,大跌後外資買進（隔日跟單）,2026-07-30,✅
BUY,大跌後外資買進（隔日跟單）,1810.TW,23.5,-1.26,19.4,17.4,1.3,0.3,大跌後外資買進（隔日跟單）,2026-07-30,✅
BUY,大跌後外資買進（隔日跟單）,6207.TWO,86.8,-7.86,66.9,22.9,1.3,0.9,大跌後外資買進（隔日跟單）,2026-07-30,✅
BUY,大跌後外資買進（隔日跟單）,1515.TW,27.4,-3.18,22.9,16.3,1.29,0.6,大跌後外資買進（隔日跟單）,2026-07-30,✅
