訊號等級,策略,代碼,收盤,當日%,停損,風險%,RS相對強度,量比(vs均),狀態,日期,檢核
BUY,大跌中融資逆勢買,8039.TW,293.0,-6.54,291.0,0.7,2.14,1.0,大跌中融資逆勢加碼,2026-09-03,❌融資未增(近5筆-2909張)
BUY,大跌後外資買進（隔日跟單）,6141.TW,51.7,-5.66,45.0,13.0,1.5,1.1,大跌後外資買進（隔日跟單）,2026-09-03,✅
BUY,大跌中融資逆勢買,1709.TW,33.5,-4.43,33.2,0.7,1.49,0.9,大跌中融資逆勢加碼,2026-09-03,✅
BUY,主題基本面輪動,2464.TW,222.0,9.9,181.5,18.2,1.43,1.0,"主題突破（RS:Date
2015-01",2026-09-03,✅
BUY,大跌中融資逆勢買,2408.TW,477.5,-7.82,477.5,0.0,1.35,1.4,大跌中融資逆勢加碼,2026-09-03,✅
BUY,大跌後外資買進（隔日跟單）,7795.TW,489.0,-5.05,424.4,13.2,1.29,0.5,大跌後外資買進（隔日跟單）,2026-09-03,✅
BUY,大跌中融資逆勢買,7795.TW,489.0,-5.05,489.0,0.0,1.29,0.5,大跌中融資逆勢加碼,2026-09-03,❌融資未增(近5筆-54張)
BUY,大跌中融資逆勢買,6182.TWO,104.5,-5.43,104.0,0.5,1.25,0.7,大跌中融資逆勢加碼,2026-09-03,✅
BUY,大跌後外資買進（隔日跟單）,8103.TW,121.0,-0.82,109.0,9.9,1.2,0.8,大跌後外資買進（隔日跟單）,2026-09-03,✅
BUY,大跌中融資逆勢買,1714.TW,16.6,-4.61,16.5,0.0,1.19,1.0,大跌中融資逆勢加碼,2026-09-03,✅
BUY,量縮整理→出量突破（融資沒走）,0055.TW,48.2,2.34,43.1,10.5,1.15,4.6,量縮整理後真出量突破（融資沒走）,2026-09-03,✅
BUY,大跌中融資逆勢買,3066.TWO,24.8,-4.07,24.8,0.0,1.15,1.4,大跌中融資逆勢加碼,2026-09-03,❌融資未增(近5筆-40張)
BUY,大跌後外資買進（隔日跟單）,6805.TW,2095.0,-0.71,1859.1,11.3,1.13,0.4,大跌後外資買進（隔日跟單）,2026-09-03,✅
BUY,運價動能（航運景氣跟蹤）,2606.TW,78.2,4.13,72.4,7.4,1.12,1.3,運價向上+突破20日高(散裝:BDRY),2026-09-03,✅
BUY,波段回檔再進場（第二買點）,3231.TW,188.5,1.62,172.5,8.5,1.12,2.0,波段回檔再進場（第二買點）,2026-09-03,✅
BUY,大跌中融資逆勢買,3189.TW,775.0,-8.5,775.0,0.0,1.11,1.5,大跌中融資逆勢加碼,2026-09-03,✅
BUY,大跌後外資買進（隔日跟單）,3450.TW,554.0,-7.97,485.5,12.4,1.11,0.2,大跌後外資買進（隔日跟單）,2026-09-03,✅
BUY,波段回檔再進場（第二買點）,7743.TWO,21.8,2.83,20.5,6.0,1.11,8.4,波段回檔再進場（第二買點）,2026-09-03,✅
BUY,Stage 2 突破（變盤三部曲）,7743.TWO,21.8,2.83,21.4,2.0,1.11,8.4,stage2,2026-09-03,✅
BUY,量縮整理→出量突破（融資沒走）,7743.TWO,21.8,2.83,20.4,6.2,1.11,8.4,量縮整理後真出量突破（融資沒走）,2026-09-03,❌無融資資料
BUY,吊燈出場（Chandelier Exit）,2886.TW,50.4,2.86,47.9,5.0,1.09,1.1,多頭｜停利 47.9,2026-09-03,✅
BUY,大跌中融資逆勢買,3631.TWO,37.2,-7.57,37.2,0.0,1.09,0.6,大跌中融資逆勢加碼,2026-09-03,✅
BUY,大跌後外資買進（隔日跟單）,6913.TWO,149.0,-2.61,138.1,7.3,1.09,0.7,大跌後外資買進（隔日跟單）,2026-09-03,✅
BUY,大跌中融資逆勢買,1717.TW,76.8,-4.95,76.4,0.5,1.07,0.9,大跌中融資逆勢加碼,2026-09-03,✅
BUY,大跌中融資逆勢買,2344.TW,169.0,-5.59,168.0,0.6,1.07,1.0,大跌中融資逆勢加碼,2026-09-03,✅
