訊號等級,策略,代碼,收盤,當日%,停損,風險%,RS相對強度,量比(vs均),狀態,日期,檢核
BUY,大跌後外資買進（隔日跟單）,8039.TW,297.5,1.54,254.5,14.4,2.03,1.0,大跌後外資買進（隔日跟單）,2026-09-04,✅
BUY,大跌後外資買進（隔日跟單）,6933.TW,317.0,4.97,291.2,8.1,1.98,1.0,大跌後外資買進（隔日跟單）,2026-09-04,✅
BUY,大跌後外資買進（隔日跟單）,6213.TW,517.0,0.98,453.1,12.4,1.93,0.9,大跌後外資買進（隔日跟單）,2026-09-04,✅
BUY,大跌後外資買進（隔日跟單）,3234.TWO,206.0,5.91,183.8,10.8,1.75,1.1,大跌後外資買進（隔日跟單）,2026-09-04,✅
BUY,大跌後外資買進（隔日跟單）,7711.TW,632.0,9.91,573.7,9.2,1.64,1.5,大跌後外資買進（隔日跟單）,2026-09-04,✅
BUY,大跌後外資買進（隔日跟單）,3498.TWO,194.0,1.04,167.7,13.6,1.56,1.2,大跌後外資買進（隔日跟單）,2026-09-04,✅
BUY,大跌後外資買進（隔日跟單）,6141.TW,52.5,1.55,45.8,12.8,1.54,0.6,大跌後外資買進（隔日跟單）,2026-09-04,✅
BUY,大跌後外資買進（隔日跟單）,3605.TW,118.0,3.06,101.7,13.8,1.5,0.9,大跌後外資買進（隔日跟單）,2026-09-04,✅
BUY,波段回檔再進場（第二買點）,2395.TW,711.0,5.49,643.0,9.6,1.42,1.4,波段回檔再進場（第二買點）,2026-09-04,✅
BUY,大跌後外資買進（隔日跟單）,3406.TW,1055.0,6.46,951.0,9.9,1.41,0.5,大跌後外資買進（隔日跟單）,2026-09-04,✅
BUY,大跌後外資買進（隔日跟單）,1326.TW,69.8,0.14,63.7,8.8,1.4,1.1,大跌後外資買進（隔日跟單）,2026-09-04,✅
BUY,大跌後外資買進（隔日跟單）,3081.TWO,3170.0,1.6,2787.0,12.1,1.36,1.5,大跌後外資買進（隔日跟單）,2026-09-04,✅
BUY,大跌中融資逆勢買,2491.TW,42.0,-6.67,41.7,0.7,1.34,1.3,大跌中融資逆勢加碼,2026-09-04,✅
BUY,大跌後外資買進（隔日跟單）,8033.TW,176.0,1.73,160.6,8.7,1.29,0.3,大跌後外資買進（隔日跟單）,2026-09-04,✅
BUY,大跌後外資買進（隔日跟單）,6727.TWO,541.0,-1.64,482.2,10.9,1.28,1.2,大跌後外資買進（隔日跟單）,2026-09-04,✅
BUY,波段回檔再進場（第二買點）,6672.TW,289.0,9.89,258.7,10.5,1.25,1.3,波段回檔再進場（第二買點）,2026-09-04,✅
BUY,大跌後外資買進（隔日跟單）,4979.TWO,629.0,9.97,562.6,10.6,1.23,1.8,大跌後外資買進（隔日跟單）,2026-09-04,✅
BUY,大跌後外資買進（隔日跟單）,1815.TWO,118.5,-1.25,102.9,13.1,1.22,0.8,大跌後外資買進（隔日跟單）,2026-09-04,✅
BUY,大跌後外資買進（隔日跟單）,3450.TW,580.0,4.69,513.4,11.5,1.19,0.2,大跌後外資買進（隔日跟單）,2026-09-04,✅
BUY,大跌後外資買進（隔日跟單）,6829.TWO,243.5,5.18,221.8,8.9,1.18,0.5,大跌後外資買進（隔日跟單）,2026-09-04,✅
BUY,量縮整理→出量突破（融資沒走）,0055.TW,49.0,1.66,43.3,11.7,1.15,2.6,量縮整理後真出量突破（融資沒走）,2026-09-04,✅
BUY,大跌後外資買進（隔日跟單）,4971.TWO,624.0,2.13,541.2,13.3,1.12,1.7,大跌後外資買進（隔日跟單）,2026-09-04,✅
BUY,波段回檔再進場（第二買點）,6913.TWO,151.0,1.34,136.5,9.6,1.12,1.1,波段回檔再進場（第二買點）,2026-09-04,✅
BUY,大跌後外資買進（隔日跟單）,8085.TWO,15.2,1.33,13.8,9.0,1.11,0.5,大跌後外資買進（隔日跟單）,2026-09-04,✅
BUY,波段回檔再進場（第二買點）,8905.TWO,35.0,2.34,34.0,2.9,1.09,1.2,波段回檔再進場（第二買點）,2026-09-04,✅
BUY,大跌後外資買進（隔日跟單）,2354.TW,65.6,2.98,62.4,4.8,1.08,0.9,大跌後外資買進（隔日跟單）,2026-09-04,✅
BUY,波段回檔再進場（第二買點）,2324.TW,41.6,7.35,37.9,8.9,1.07,1.3,波段回檔再進場（第二買點）,2026-09-04,✅
BUY,吊燈出場（Chandelier Exit）,2207.TW,539.0,3.45,507.7,5.8,1.06,1.5,多頭｜停利 507.7,2026-09-04,✅
BUY,波段回檔再進場（第二買點）,2207.TW,539.0,3.45,505.0,6.3,1.06,1.5,波段回檔再進場（第二買點）,2026-09-04,✅
BUY,大跌後外資買進（隔日跟單）,7402.TWO,104.5,1.46,96.4,7.8,1.06,0.3,大跌後外資買進（隔日跟單）,2026-09-04,✅
BUY,量縮整理→出量突破（融資沒走）,2941.TWO,33.9,6.6,32.4,4.3,1.04,5.3,量縮整理後真出量突破（融資沒走）,2026-09-04,❌無融資資料
BUY,波段回檔再進場（第二買點）,1442.TW,30.0,1.69,29.1,2.8,1.03,1.2,波段回檔再進場（第二買點）,2026-09-04,✅
BUY,波段回檔再進場（第二買點）,1733.TW,32.3,0.31,31.4,2.9,1.03,1.5,波段回檔再進場（第二買點）,2026-09-04,✅
BUY,吊燈出場（Chandelier Exit）,4706.TWO,35.6,9.88,33.0,7.4,1.03,11.5,多頭｜停利 33.0,2026-09-04,✅
BUY,Stage 2 突破（變盤三部曲）,4706.TWO,35.6,9.88,34.3,3.7,1.03,11.5,stage2,2026-09-04,✅
BUY,量縮整理→出量突破（融資沒走）,4706.TWO,35.6,9.88,32.4,8.9,1.03,11.5,量縮整理後真出量突破（融資沒走）,2026-09-04,✅
BUY,運價動能（航運景氣跟蹤）,2617.TW,32.5,0.46,30.8,5.2,1.02,1.1,運價向上+突破20日高(散裝:BDRY),2026-09-04,✅
BUY,吊燈出場（Chandelier Exit）,4530.TWO,28.0,3.52,26.6,4.8,1.02,0.4,多頭｜停利 26.6,2026-09-04,✅
BUY,波段回檔再進場（第二買點）,2516.TW,14.2,1.79,13.9,1.8,1.01,1.1,波段回檔再進場（第二買點）,2026-09-04,✅
BUY,吊燈出場（Chandelier Exit）,9945.TW,28.5,0.71,28.5,0.3,1.01,0.5,多頭｜停利 28.5,2026-09-04,✅
BUY,波段回檔再進場（第二買點）,1268.TWO,182.0,0.28,179.5,1.4,1.01,3.1,波段回檔再進場（第二買點）,2026-09-04,✅
BUY,波段回檔再進場（第二買點）,2908.TW,22.2,0.68,21.7,2.7,1.0,1.2,波段回檔再進場（第二買點）,2026-09-04,✅
BUY,波段回檔再進場（第二買點）,6578.TWO,18.3,1.67,17.5,4.4,1.0,5.1,波段回檔再進場（第二買點）,2026-09-04,✅
BUY,波段回檔再進場（第二買點）,0051.TW,145.9,1.35,142.3,2.5,0.99,1.2,波段回檔再進場（第二買點）,2026-09-04,✅
BUY,吊燈出場（Chandelier Exit）,2849.TW,15.1,3.44,14.1,6.3,0.99,1.6,多頭｜停利 14.1,2026-09-04,✅
BUY,波段回檔再進場（第二買點）,4737.TW,58.6,1.56,56.9,3.0,0.99,3.5,波段回檔再進場（第二買點）,2026-09-04,✅
BUY,波段回檔再進場（第二買點）,6431.TW,19.9,0.25,19.0,4.3,0.99,1.9,波段回檔再進場（第二買點）,2026-09-04,✅
BUY,大跌後外資買進（隔日跟單）,4931.TWO,251.0,4.8,224.4,10.6,0.99,0.5,大跌後外資買進（隔日跟單）,2026-09-04,✅
BUY,波段回檔再進場（第二買點）,2034.TW,21.1,2.18,20.0,5.4,0.98,2.4,波段回檔再進場（第二買點）,2026-09-04,✅
