訊號等級,策略,代碼,收盤,當日%,停損,風險%,RS相對強度,量比(vs均),狀態,日期,檢核
BUY,波段回檔再進場（第二買點）,5321.TWO,83.8,8.55,72.6,13.4,2.04,1.2,波段回檔再進場（第二買點）,2026-09-10,✅
BUY,Stage 2 突破（變盤三部曲）,3710.TWO,8.3,2.6,7.7,7.7,1.24,2.2,stage2,2026-09-09,✅
BUY,波段回檔再進場（第二買點）,6598.TW,29.2,2.99,26.8,8.3,1.17,2.6,波段回檔再進場（第二買點）,2026-09-10,✅
BUY,Stage 2 突破（變盤三部曲）,6598.TW,29.2,2.99,27.9,4.5,1.17,2.6,stage2,2026-09-10,✅
BUY,量縮整理→出量突破（融資沒走）,7799.TW,425.0,9.96,385.2,9.4,1.16,3.0,量縮整理後真出量突破（融資沒走）,2026-09-10,✅
BUY,大跌後外資買進（隔日跟單）,4707.TWO,26.8,-1.65,23.8,11.0,1.16,0.7,大跌後外資買進（隔日跟單）,2026-09-10,✅
BUY,大跌中融資逆勢買,6829.TWO,239.5,-5.71,237.0,1.0,1.16,1.2,大跌中融資逆勢加碼,2026-09-10,✅
BUY,波段回檔再進場（第二買點）,6957.TW,224.5,1.81,215.1,4.2,1.15,1.6,波段回檔再進場（第二買點）,2026-09-10,✅
BUY,吊燈出場（Chandelier Exit）,4556.TWO,86.0,9.97,85.9,0.1,1.15,3.0,多頭｜停利 85.9,2026-09-10,✅
BUY,大跌後外資買進（隔日跟單）,8103.TW,110.0,-2.65,97.7,11.2,1.14,0.4,大跌後外資買進（隔日跟單）,2026-09-10,✅
BUY,吊燈出場（Chandelier Exit）,6419.TWO,158.5,2.26,161.2,1.7,1.12,1.0,多頭｜停利 161.2,2026-09-10,✅
BUY,大跌後外資買進（隔日跟單）,6441.TWO,26.1,9.89,24.5,6.0,1.12,9.7,大跌後外資買進（隔日跟單）,2026-09-10,✅
BUY,波段回檔再進場（第二買點）,1904.TW,25.5,4.07,24.0,5.9,1.11,1.3,波段回檔再進場（第二買點）,2026-09-10,✅
BUY,運價動能（航運景氣跟蹤）,2617.TW,33.5,0.15,31.8,4.9,1.08,1.3,運價向上+突破20日高(散裝:BDRY),2026-09-10,✅
BUY,大跌中融資逆勢買,6187.TWO,1280.0,-3.76,1280.0,0.0,1.08,0.6,大跌中融資逆勢加碼,2026-09-10,❌融資未增(近5筆-137張)
BUY,波段回檔再進場（第二買點）,5013.TWO,30.3,7.64,26.7,11.7,1.07,3.2,波段回檔再進場（第二買點）,2026-09-10,✅
BUY,量縮整理→出量突破（融資沒走）,5013.TWO,30.3,7.64,26.7,11.7,1.07,3.2,量縮整理後真出量突破（融資沒走）,2026-09-10,✅
BUY,波段回檔再進場（第二買點）,6527.TWO,77.4,1.71,74.0,4.4,1.06,3.4,波段回檔再進場（第二買點）,2026-09-10,✅
BUY,波段回檔再進場（第二買點）,1315.TW,66.3,0.3,64.1,3.3,1.05,3.2,波段回檔再進場（第二買點）,2026-09-10,✅
BUY,量縮整理→出量突破（融資沒走）,2254.TW,65.6,0.61,60.4,7.9,1.04,3.0,量縮整理後真出量突破（融資沒走）,2026-09-10,✅
BUY,量縮整理→出量突破（融資沒走）,3628.TWO,76.3,6.12,69.0,9.5,1.04,7.6,量縮整理後真出量突破（融資沒走）,2026-09-10,✅
BUY,波段回檔再進場（第二買點）,4116.TWO,39.9,0.5,39.0,2.3,1.03,1.3,波段回檔再進場（第二買點）,2026-09-10,✅
BUY,波段回檔再進場（第二買點）,4104.TW,72.8,2.54,70.6,3.0,1.02,5.6,波段回檔再進場（第二買點）,2026-09-10,✅
