訊號等級,策略,代碼,收盤,當日%,停損,風險%,RS相對強度,量比(vs均),狀態,日期,檢核
BUY,大跌中融資逆勢買,2434.TW,64.8,-3.71,63.8,1.5,1.86,0.6,大跌中融資逆勢加碼,2026-09-07,✅
BUY,主題基本面輪動,7711.TW,660.0,4.43,575.0,12.9,1.72,1.7,"主題突破（RS:Date
2025-11",2026-09-07,✅
BUY,波段回檔再進場（第二買點）,2491.TW,43.0,2.38,36.8,14.5,1.28,1.1,波段回檔再進場（第二買點）,2026-09-07,✅
BUY,大跌後外資買進（隔日跟單）,2464.TW,203.0,-3.79,179.8,11.4,1.27,0.9,大跌後外資買進（隔日跟單）,2026-09-07,✅
BUY,吊燈出場（Chandelier Exit）,2305.TW,33.4,8.27,27.8,16.7,1.24,2.1,多頭｜停利 27.8,2026-09-07,✅
BUY,大跌中融資逆勢買,6240.TWO,22.9,-9.33,22.8,0.2,1.19,2.1,大跌中融資逆勢加碼,2026-09-07,✅
BUY,吊燈出場（Chandelier Exit）,7610.TW,2000.0,9.89,1585.4,20.7,1.17,0.6,多頭｜停利 1585.4,2026-09-07,✅
BUY,Stage 2 突破（變盤三部曲）,6872.TWO,20.4,9.97,19.1,6.5,1.15,3.0,stage2,2026-09-07,✅
BUY,運價動能（航運景氣跟蹤）,2606.TW,78.6,0.51,72.6,7.6,1.12,0.5,運價向上+突破20日高(散裝:BDRY),2026-09-07,✅
BUY,大跌中融資逆勢買,4979.TWO,590.0,-6.2,572.0,3.1,1.1,1.4,大跌中融資逆勢加碼,2026-09-07,✅
BUY,波段回檔再進場（第二買點）,1439.TW,29.5,1.37,28.5,3.4,1.08,1.3,波段回檔再進場（第二買點）,2026-09-07,✅
BUY,運價動能（航運景氣跟蹤）,2612.TW,64.0,1.11,59.1,7.7,1.08,0.4,運價向上+突破20日高(散裝:BDRY),2026-09-07,✅
BUY,量縮整理→出量突破（融資沒走）,7743.TWO,22.0,1.15,20.5,6.4,1.08,4.3,量縮整理後真出量突破（融資沒走）,2026-09-07,❌無融資資料
BUY,吊燈出場（Chandelier Exit）,7799.TW,395.0,6.76,340.1,13.9,1.07,2.4,多頭｜停利 340.1,2026-09-07,✅
BUY,波段回檔再進場（第二買點）,1468.TW,13.5,3.85,12.9,4.2,1.06,1.3,波段回檔再進場（第二買點）,2026-09-07,✅
BUY,量縮整理→出量突破（融資沒走）,6212.TWO,32.0,0.79,29.3,8.3,1.05,3.9,量縮整理後真出量突破（融資沒走）,2026-09-07,✅
BUY,量縮整理→出量突破（融資沒走）,2849.TW,15.7,4.32,14.6,7.1,1.03,4.0,量縮整理後真出量突破（融資沒走）,2026-09-07,❌融資大減(-6%)
BUY,吊燈出場（Chandelier Exit）,6934.TW,77.6,6.89,71.2,8.3,1.03,3.4,多頭｜停利 71.2,2026-09-07,✅
