訊號等級,策略,代碼,收盤,當日%,停損,風險%,RS相對強度,量比(vs均),狀態,日期,檢核
BUY,大跌後外資買進（隔日跟單）,3026.TW,682.0,9.82,544.1,20.2,2.78,2.1,大跌後外資買進（隔日跟單）,2026-07-21,✅
BUY,大跌後外資買進（隔日跟單）,2061.TWO,51.1,0.0,41.8,18.2,2.65,1.5,大跌後外資買進（隔日跟單）,2026-07-21,✅
BUY,大跌後外資買進（隔日跟單）,5328.TWO,60.3,9.84,50.2,16.7,2.23,0.2,大跌後外資買進（隔日跟單）,2026-07-21,✅
BUY,大跌後外資買進（隔日跟單）,2327.TW,670.0,6.35,564.6,15.7,1.99,1.9,大跌後外資買進（隔日跟單）,2026-07-21,✅
BUY,大跌後外資買進（隔日跟單）,3481.TW,50.7,0.6,44.8,11.7,1.91,0.7,大跌後外資買進（隔日跟單）,2026-07-21,✅
BUY,大跌後外資買進（隔日跟單）,8042.TWO,120.5,2.55,94.8,21.3,1.88,0.9,大跌後外資買進（隔日跟單）,2026-07-21,✅
BUY,波段回檔再進場（第二買點）,2059.TW,7975.0,2.9,7380.0,7.5,1.85,1.9,波段回檔再進場（第二買點）,2026-07-21,✅
BUY,大跌後外資買進（隔日跟單）,2492.TW,273.0,-1.44,211.4,22.6,1.85,1.7,大跌後外資買進（隔日跟單）,2026-07-21,✅
BUY,大跌後外資買進（隔日跟單）,8261.TW,243.5,6.33,197.8,18.8,1.85,0.2,大跌後外資買進（隔日跟單）,2026-07-21,✅
BUY,大跌後外資買進（隔日跟單）,2478.TW,136.5,4.2,109.5,19.8,1.83,1.3,大跌後外資買進（隔日跟單）,2026-07-21,✅
BUY,大跌後外資買進（隔日跟單）,1718.TW,13.2,1.54,11.8,10.2,1.75,0.2,大跌後外資買進（隔日跟單）,2026-07-21,✅
BUY,大跌後外資買進（隔日跟單）,3441.TWO,63.7,0.0,56.1,12.0,1.66,1.3,大跌後外資買進（隔日跟單）,2026-07-21,✅
BUY,大跌後外資買進（隔日跟單）,2483.TW,42.2,0.6,33.9,19.5,1.62,0.6,大跌後外資買進（隔日跟單）,2026-07-21,✅
BUY,大跌後外資買進（隔日跟單）,3149.TW,76.3,0.13,67.9,11.1,1.56,0.4,大跌後外資買進（隔日跟單）,2026-07-21,✅
BUY,大跌後外資買進（隔日跟單）,2375.TW,139.0,2.58,115.2,17.1,1.54,0.6,大跌後外資買進（隔日跟單）,2026-07-21,✅
BUY,大跌後外資買進（隔日跟單）,4973.TWO,140.0,3.32,125.4,10.4,1.54,0.4,大跌後外資買進（隔日跟單）,2026-07-21,✅
BUY,大跌後外資買進（隔日跟單）,6116.TW,14.5,1.4,13.1,9.8,1.53,0.3,大跌後外資買進（隔日跟單）,2026-07-21,✅
BUY,大跌後外資買進（隔日跟單）,8043.TWO,141.5,4.43,119.1,15.8,1.49,0.7,大跌後外資買進（隔日跟單）,2026-07-21,✅
BUY,吊燈出場（Chandelier Exit）,5227.TWO,35.4,9.94,33.6,5.2,1.47,0.8,多頭｜停利 33.6,2026-07-21,✅
BUY,大跌後外資買進（隔日跟單）,6505.TW,85.4,9.91,78.5,8.1,1.46,1.3,大跌後外資買進（隔日跟單）,2026-07-21,✅
BUY,主題基本面輪動,6505.TW,85.4,9.91,75.8,11.2,1.46,1.3,"主題突破（RS:Date
2015-01",2026-07-21,✅
BUY,大跌後外資買進（隔日跟單）,6525.TW,151.0,-2.89,124.1,17.8,1.43,1.1,大跌後外資買進（隔日跟單）,2026-07-21,✅
BUY,波段回檔再進場（第二買點）,3479.TWO,148.5,10.0,126.5,14.8,1.43,1.3,波段回檔再進場（第二買點）,2026-07-21,✅
BUY,波段回檔再進場（第二買點）,2395.TW,567.0,9.88,493.0,13.1,1.41,1.5,波段回檔再進場（第二買點）,2026-07-21,✅
