code,yoy,rev
1256,-2.95,419697.0
1337,9.72,59781.0
1340,-90.98,2785.0
1341,4.79,215544.0
4439,50.74,623166.0
1589,4.62,676968.0
1590,21.73,3009936.0
4552,-14.63,274569.0
4560,0.94,143536.0
4571,22.27,263551.0
5288,9.33,470209.0
1626,-37.61,346813.0
4763,-47.7,785314.0
4137,4.83,392425.0
4148,34.04,348929.0
4178,-23.68,24256.0
4190,17.11,211299.0
6431,8.66,37822.0
6541,3916.09,84860.0
6550,310.14,13182.0
6598,139.58,44471.0
6666,-4.72,103691.0
7827,,312223.0
5538,-4.12,1090121.0
1338,9.01,492592.0
2115,-14.01,229275.0
2236,421.81,734845.0
2239,-18.57,1407213.0
2243,78.23,151966.0
2248,4.72,209933.0
2250,-9.93,282881.0
4557,-26.7,273046.0
4569,32.3,157573.0
4581,-9.4,84465.0
3661,-68.41,1674283.0
6415,1.94,1665718.0
6451,8.97,512183.0
6525,15.81,457945.0
6573,0.79,63129.0
6854,-36.15,140572.0
6962,0.64,1763523.0
7749,100.92,211716.0
5215,14.24,267983.0
6591,11.14,157451.0
6933,37.39,434102.0
3673,-8.9,5156241.0
4935,-25.3,440857.0
5243,-7.75,1015663.0
6456,-28.52,4711353.0
4977,-25.62,102660.0
6863,-29.56,313172.0
4912,11.91,568315.0
4927,-9.99,888766.0
4943,25.06,173518.0
4958,0.13,19362393.0
6672,1.06,338399.0
6781,62.75,1403072.0
6862,-12.05,181279.0
6924,-21.37,121009.0
3665,46.11,6706222.0
5225,-1.4,1308754.0
8499,129.0,391769.0
2923,-25.35,248408.0
5546,-32.11,123059.0
2637,-8.82,1615679.0
2723,-10.68,1445749.0
2929,-21.16,124147.0
2939,14.74,27235.0
4807,37.62,277739.0
5906,-21.43,94594.0
5907,-11.79,205038.0
8429,-1.27,11824.0
6641,-20.32,150093.0
6887,6.12,388717.0
2762,17.94,967062.0
6768,27.76,1659902.0
6890,0.64,2533083.0
6965,-24.04,1738221.0
8467,-0.0,202605.0
9802,-1.37,928831.0
6671,2.83,192186.0
6807,-18.74,401641.0
8482,-9.22,279883.0
5284,61.01,334128.0
5871,-6.59,7990193.0
6957,-20.29,298199.0
8404,10.26,703451.0
8411,18.24,830320.0
8442,-14.52,585472.0
8466,-45.61,218359.0
8488,0.16,281977.0
9105,7.42,16715601.0
912000,-37.74,84626.0
