code,yoy,rev
1256,52.27,575547.0
1337,-21.21,44343.0
1340,-74.57,5224.0
1341,3.1,190490.0
4439,28.22,860663.0
1589,-5.37,720239.0
1590,44.88,3912577.0
4552,-16.52,251292.0
4560,36.03,170548.0
4571,5.51,232308.0
5288,71.58,857013.0
1626,19.75,1079582.0
4763,-10.1,1013200.0
4137,22.59,349359.0
4148,31.52,346721.0
4178,4.85,33793.0
4190,-8.32,162026.0
6431,37.09,29914.0
6541,267.35,97572.0
6550,-18.96,3807.0
6598,83.5,88891.0
6666,29.49,167760.0
7827,,0.0
5538,22.25,1222564.0
1338,-3.23,447304.0
2115,32.8,296722.0
2236,75.65,927824.0
2239,-19.68,1250670.0
2243,-40.07,228251.0
2248,106.58,307728.0
2250,-3.65,260427.0
4557,2.45,308849.0
4569,10.88,162894.0
4581,23.66,111401.0
3661,15.39,3572404.0
6415,37.77,2084305.0
6451,40.55,750026.0
6525,19.84,562901.0
6573,6.56,67271.0
6854,-51.64,48817.0
6962,-0.32,1511201.0
7749,64.48,162060.0
5215,1.98,213910.0
6591,-48.64,64754.0
6933,26.6,1416415.0
3673,7.02,6284949.0
4935,-12.86,402601.0
5243,38.27,1162478.0
6456,-48.22,3410725.0
4977,8.08,82280.0
6863,80.8,574299.0
4912,53.33,647288.0
4927,10.31,1028086.0
4943,37.77,190461.0
4958,32.83,17033197.0
6672,68.12,573491.0
6781,25.58,1685061.0
6862,-1.03,168424.0
6924,8.79,167022.0
3665,63.78,8518109.0
5225,17.8,948274.0
8499,116.29,354454.0
2923,294.84,888017.0
5546,-35.68,114350.0
2637,57.91,1877838.0
2723,-4.16,1362808.0
2929,72.8,97195.0
2939,5.42,19207.0
4807,29.71,258266.0
5906,10.07,127656.0
5907,14.52,221391.0
8429,11.6,12465.0
6641,28.68,208098.0
6887,183.71,809075.0
7823,-23.89,30206.0
2762,8.88,984612.0
6768,5.19,1483865.0
6890,-3.19,3000506.0
6965,7.51,1798924.0
8467,-45.25,145737.0
9802,15.45,2024229.0
6671,-22.31,136126.0
6807,16.33,314623.0
8482,-8.51,292848.0
5284,32.06,397000.0
5871,-0.81,7975156.0
6957,33.53,422045.0
8404,16.64,603079.0
8411,7.65,910618.0
8442,32.94,865806.0
8466,-17.28,224574.0
8488,36.96,369934.0
9105,46.05,12300596.0
912000,52.66,171929.0
