code,yoy,rev,month
6771,-37.35,34089.0,2
6869,69.07,562434.0,2
6873,2.64,325622.0,2
6923,-2.68,90189.0,2
6944,100.59,1816507.0,2
6947,100.93,124940.0,2
6951,17.82,62544.0,2
6969,-4.58,23839.0,2
6994,19.17,166073.0,2
7610,252.95,269795.0,2
7740,515.17,465325.0,2
7786,0.15,341377.0,2
7818,-21.25,768764.0,2
8341,13.18,342291.0,2
8422,-42.52,284412.0,2
8438,28.56,367571.0,2
8473,-2.56,262741.0,2
8476,43.43,109781.0,2
9930,-20.91,839552.0,2
9955,95.59,135167.0,2
3130,-12.48,175079.0,2
6165,10.71,265857.0,2
6614,39.15,360554.0,2
6689,-10.96,913411.0,2
6902,16.56,90876.0,2
6906,0.41,25424.0,2
7721,30.2,52316.0,2
7722,15.84,677149.0,2
7765,-15.33,151059.0,2
8454,-2.06,8129041.0,2
8487,-11.18,72177.0,2
1432,-33.21,72081.0,2
1598,-15.71,487111.0,2
1736,4.62,3608791.0,2
4536,-19.83,560998.0,2
5306,-14.68,320186.0,2
6670,29.32,2415317.0,2
8462,8.49,489325.0,2
8478,151.13,794167.0,2
9904,14.68,21360382.0,2
9910,-12.32,5811893.0,2
9914,-22.06,1696693.0,2
9921,-40.05,3250749.0,2
2062,-22.71,384177.0,2
3557,-37.47,401570.0,2
6754,-39.28,149915.0,2
8464,-2.25,2055740.0,2
9911,1.12,862651.0,2
9924,-17.31,416971.0,2
9934,10.24,1456600.0,2
9935,3.33,388773.0,2
1342,1.06,244978.0,2
1416,18.62,33389.0,2
1435,0.0,499.0,2
1437,-20.16,54278.0,2
1443,-8.01,76166.0,2
1516,68.99,11818.0,2
2348,239.76,775057.0,2
2496,8.04,68853.0,2
2514,25.53,1841600.0,2
2614,2.79,412889.0,2
2904,-21.69,32559.0,2
3040,22.04,12417.0,2
6184,4.15,182555.0,2
6464,-5.05,339814.0,2
6504,-27.6,387087.0,2
6585,-22.22,184921.0,2
6592,-8.21,1840274.0,2
6625,-21.2,102261.0,2
6655,-22.77,145088.0,2
6901,-157.42,-235145.0,2
6914,9.62,468401.0,2
6952,25.7,167264.0,2
6958,-13.82,750367.0,2
7855,1.61,2522154.0,2
8033,-28.31,96506.0,2
8463,-18.17,472245.0,2
8481,-29.19,62115.0,2
9902,-93.08,4031.0,2
9905,7.76,607874.0,2
9907,-24.34,2271308.0,2
9917,-2.17,1507372.0,2
9919,-1.03,209822.0,2
9925,4.03,677597.0,2
9927,-20.75,564413.0,2
9928,23.32,66415.0,2
9929,-8.68,63571.0,2
9933,-34.94,4952525.0,2
9938,-27.18,972902.0,2
9939,-16.01,1939407.0,2
9940,7.49,672155.0,2
9941,0.01,3130994.0,2
9942,-7.95,278384.0,2
9944,-17.26,173372.0,2
9945,-0.18,2464355.0,2
1256,87.61,336653.0,2
1337,-40.71,36192.0,2
1340,-68.52,5030.0,2
1341,-33.94,123597.0,2
4439,-24.57,400746.0,2
1589,-17.21,420278.0,2
1590,-8.42,2171413.0,2
4552,-20.92,139482.0,2
4560,-6.59,127914.0,2
4571,-6.76,186417.0,2
5288,-25.24,421616.0,2
1626,-29.41,348225.0,2
4763,-47.64,749568.0,2
4137,-32.91,195922.0,2
4148,10.84,174096.0,2
4178,-13.63,29082.0,2
4190,-22.89,138335.0,2
6431,-15.56,21945.0,2
6541,218.71,22721.0,2
6550,322.85,16944.0,2
6598,81.28,71891.0,2
6666,-12.5,58398.0,2
7827,,0.0,2
5538,-31.34,634571.0,2
1338,-26.62,284407.0,2
2115,-13.43,203492.0,2
2236,-1.07,809368.0,2
2239,-3.14,1360014.0,2
2243,739.37,272452.0,2
2248,7.34,143802.0,2
2250,-16.97,236071.0,2
4557,-33.27,220583.0,2
4569,-10.88,143058.0,2
4581,5.96,84923.0,2
3661,-77.07,826686.0,2
6415,2.28,1364391.0,2
6451,-45.36,363869.0,2
6525,3.53,400574.0,2
6573,-36.8,40634.0,2
6854,-67.68,32020.0,2
6962,-26.61,1074970.0,2
7749,74.82,163726.0,2
5215,50.94,206313.0,2
6591,-34.3,71254.0,2
6933,-22.5,428387.0,2
3673,18.91,4931851.0,2
4935,-37.73,240647.0,2
5243,-4.29,959091.0,2
6456,7.74,4469451.0,2
4977,-17.44,88234.0,2
6863,1.71,312896.0,2
4912,22.39,534424.0,2
4927,-15.68,910058.0,2
4943,44.57,151149.0,2
4958,-3.96,11720507.0,2
6672,4.54,355411.0,2
6781,24.87,1484198.0,2
6862,-48.26,107420.0,2
6924,19.27,154271.0,2
3665,27.7,6387852.0,2
5225,-27.91,604388.0,2
8499,79.89,286581.0,2
2923,28.87,330662.0,2
5546,-75.91,30128.0,2
2637,29.94,1270929.0,2
2723,-12.79,1276613.0,2
2929,-17.86,73114.0,2
2939,-23.9,20838.0,2
4807,8.28,175040.0,2
5906,36.9,172281.0,2
5907,4.61,241595.0,2
8429,-31.37,3220.0,2
6641,-29.05,68777.0,2
6887,-38.08,215317.0,2
7823,6.44,27062.0,2
2762,6.13,886766.0,2
6768,-24.85,1382717.0,2
6890,-29.42,1776161.0,2
6965,-19.69,1381384.0,2
8467,-39.46,119746.0,2
9802,8.13,1028435.0,2
6671,-35.57,71181.0,2
6807,-27.31,214823.0,2
8482,14.5,245401.0,2
5284,50.23,407618.0,2
5871,-3.56,7503416.0,2
6957,43.06,218946.0,2
8404,-23.61,424824.0,2
8411,2.29,693170.0,2
8442,9.79,673958.0,2
8466,-21.06,214530.0,2
8488,43.25,247656.0,2
9105,-20.0,8529037.0,2
912000,13.42,146227.0,2
1264,1.41,562663.0,3
1294,3.28,76113.0,3
1295,-17.2,79388.0,3
1780,27.97,72765.0,3
1796,-12.92,52751.0,3
4205,4.59,168752.0,3
4207,-2.49,479396.0,3
6846,20.48,99378.0,3
7743,-2.64,60164.0,3
4303,24.89,94379.0,3
4304,54.65,46805.0,3
4305,-1.25,90913.0,3
9950,8.88,201459.0,3
4401,-5.94,342230.0,3
4402,-54.55,1433.0,3
4406,-52.9,20250.0,3
4413,-56.58,20414.0,3
4417,-31.28,214976.0,3
4420,-6.52,97347.0,3
4432,19.23,70559.0,3
4433,-32.84,212471.0,3
6506,14.77,232491.0,3
1570,39.99,52171.0,3
1580,-15.1,351484.0,3
1586,-6.75,184217.0,3
1599,24.88,246130.0,3
2066,2.33,254162.0,3
2067,-14.14,87921.0,3
2070,22.84,75686.0,3
2235,-23.06,50651.0,3
3162,21.34,774396.0,3
3226,-28.6,114630.0,3
3379,-66.04,32373.0,3
3685,90.4,169195.0,3
4502,38.72,92948.0,3
4503,104.74,88840.0,3
4506,9.28,691130.0,3
4510,61.45,172088.0,3
4513,-0.3,85855.0,3
4523,26.72,90390.0,3
4527,-3.51,259374.0,3
4528,-6.79,112396.0,3
4533,29.18,281073.0,3
4534,27.09,89778.0,3
4535,-0.13,219400.0,3
4538,3.11,30569.0,3
4543,49.07,102889.0,3
4549,9.27,112628.0,3
4550,-9.29,53866.0,3
4558,-26.01,122094.0,3
4561,7.89,94359.0,3
4563,-27.58,239183.0,3
4568,-31.92,61213.0,3
4580,17.15,206306.0,3
4584,-29.95,86433.0,3
5381,-33.13,125264.0,3
6122,-6.13,349062.0,3
6125,49.96,323098.0,3
6425,7.16,170056.0,3
6603,0.95,409245.0,3
6609,-11.85,183708.0,3
6843,1.82,62806.0,3
6982,17.13,189218.0,3
7642,-63.34,36661.0,3
7709,9.54,86800.0,3
7718,-1.6,216246.0,3
8027,-9.58,145504.0,3
8083,31.69,135246.0,3
8107,-19.86,77628.0,3
8255,-1.99,725959.0,3
9951,23.68,580542.0,3
2061,1.12,111717.0,3
1742,-50.75,7279.0,3
3430,74.15,201073.0,3
4706,19.08,126185.0,3
4707,-15.87,109442.0,3
4711,17.61,79250.0,3
4714,98.4,205691.0,3
4716,18.94,64064.0,3
4721,121.07,249651.0,3
4741,8.31,47556.0,3
4754,-24.59,59038.0,3
4767,-5.99,87327.0,3
4768,154.53,175782.0,3
4772,289.68,279573.0,3
6509,7.15,472234.0,3
1565,-19.04,305118.0,3
1777,3.89,87311.0,3
1781,-30.44,27473.0,3
1784,14.65,127172.0,3
1788,6.01,391987.0,3
1799,30.64,100120.0,3
1813,-13.57,26742.0,3
3118,0.7,70322.0,3
3176,-67.9,100471.0,3
3205,73.94,61138.0,3
3218,1.38,368553.0,3
4102,-9.17,45128.0,3
4105,5.77,599723.0,3
4107,11.67,194159.0,3
4109,-10.0,63207.0,3
4111,5.07,118444.0,3
4114,17.27,562596.0,3
4116,5.46,448916.0,3
4120,7.39,399048.0,3
4121,2.15,316361.0,3
4123,55.57,147879.0,3
4126,-7.29,235955.0,3
4127,47.08,66717.0,3
4128,7.73,169648.0,3
4129,18.09,572605.0,3
4131,41.67,27349.0,3
4138,6.2,126985.0,3
4147,0.49,78431.0,3
4153,14.59,89330.0,3
4160,18.48,64717.0,3
4161,40.48,95076.0,3
4162,5.99,154524.0,3
4163,-12.67,218722.0,3
4166,14.75,107622.0,3
4167,-9.07,85351.0,3
4168,,0.0,3
4173,25.6,132992.0,3
4174,-9.78,2638.0,3
4175,-0.24,682116.0,3
4183,-64.83,18867.0,3
4188,-13.08,1920.0,3
4192,-4.64,2115.0,3
4198,-65.59,13064.0,3
4726,78.6,94564.0,3
4728,20.14,225344.0,3
4735,17.44,102276.0,3
4743,128.75,14375.0,3
4744,-30.05,145361.0,3
4747,6.72,50384.0,3
4905,56.92,68246.0,3
4911,-59.82,10635.0,3
5312,21.61,413380.0,3
6130,31.93,14283.0,3
6242,-7.93,53518.0,3
6461,2527.13,8617.0,3
6469,6.97,1682826.0,3
6492,-3.61,80.0,3
6496,-16.16,66000.0,3
6499,-6.71,36113.0,3
6523,-45.62,79781.0,3
6527,-17.58,69305.0,3
6535,-94.29,503.0,3
6547,-4.63,43527.0,3
6569,49.17,194288.0,3
6574,6.8,67580.0,3
6576,42.51,40441.0,3
6612,7.25,110145.0,3
6615,2.76,34368.0,3
6620,10.99,78718.0,3
6637,19.14,52738.0,3
6649,-38.23,11530.0,3
6661,0.92,28767.0,3
6662,28.13,26182.0,3
6703,11.31,308356.0,3
6712,15.12,70103.0,3
6730,-9.65,37541.0,3
6733,10.38,16608.0,3
6762,-14.85,52018.0,3
6767,3.61,31603.0,3
6785,,250.0,3
6841,14.97,30056.0,3
6844,0.5,283355.0,3
6872,4171.96,16917.0,3
6875,,1792.0,3
6929,2.54,272005.0,3
6945,,0.0,3
6986,80.81,38091.0,3
7713,14.28,102328.0,3
7814,112.11,15981.0,3
8279,-24.15,149111.0,3
8403,0.95,395880.0,3
8409,54.58,16162.0,3
8432,15.56,108802.0,3
8436,0.22,611009.0,3
2035,-8.3,911850.0,3
2063,-19.92,87062.0,3
2064,23.65,172401.0,3
2065,0.62,186138.0,3
2073,-14.94,47670.0,3
4950,17.12,99962.0,3
5009,-4.8,1031763.0,3
5011,-18.78,394240.0,3
5013,-1.34,784265.0,3
5014,1.29,1536957.0,3
5015,-11.95,119686.0,3
5016,6.47,213450.0,3
6248,-23.76,535939.0,3
8349,4.41,1054487.0,3
8415,13.85,2394105.0,3
8930,1.55,137641.0,3
9962,-47.22,101328.0,3
1595,-20.9,66552.0,3
3105,34.24,1648656.0,3
3122,3.94,32016.0,3
3131,0.33,488837.0,3
3141,13.78,130357.0,3
3169,-14.65,78069.0,3
3178,36.66,142792.0,3
3227,-5.42,752006.0,3
3228,10.95,26376.0,3
3259,-14.07,16624.0,3
3260,181.48,10536851.0,3
3264,27.01,1421480.0,3
3265,25.28,468141.0,3
3268,40.67,102898.0,3
3317,12.55,249784.0,3
3372,32.87,114091.0,3
3374,14.24,699498.0,3
3438,-24.17,66729.0,3
3467,26.45,62567.0,3
3527,-19.95,140204.0,3
3529,30.35,121169.0,3
3555,4720.84,102925.0,3
3556,24.41,117846.0,3
3567,4.76,24205.0,3
3581,39.67,152639.0,3
3675,12.52,238028.0,3
3680,-23.43,660536.0,3
3707,22.31,542801.0,3
4749,32.66,432973.0,3
4923,21.26,85262.0,3
4951,9.99,46250.0,3
4973,98.78,868978.0,3
5272,-30.61,26660.0,3
5274,63.62,1235429.0,3
5299,2.88,142389.0,3
5302,132.9,2350.0,3
5344,15.27,33451.0,3
5347,7.28,4940712.0,3
5351,399.62,1102522.0,3
5425,0.41,1604058.0,3
5443,63.97,405056.0,3
5468,219.61,29181.0,3
5483,9.18,7371903.0,3
5487,0.96,16357.0,3
6103,-10.76,8436.0,3
6104,-3.79,360310.0,3
6129,69.82,143772.0,3
6138,16.43,674752.0,3
6147,11.45,2034617.0,3
6182,8.37,888445.0,3
6187,19.58,531063.0,3
6208,-18.39,267739.0,3
6223,38.61,1388492.0,3
6229,84.76,333624.0,3
6233,9.36,33046.0,3
6237,39.56,47260.0,3
6261,2.48,384962.0,3
6291,43.44,248454.0,3
6411,0.73,203637.0,3
6423,-65.97,2211.0,3
6435,11.0,306481.0,3
6462,100.42,780119.0,3
6485,-13.11,119280.0,3
6488,0.09,5445917.0,3
6494,39.37,170826.0,3
6510,25.51,487462.0,3
6532,-4.12,63819.0,3
6548,20.11,1327268.0,3
6568,65.87,148300.0,3
6640,250.1,299570.0,3
6643,-24.92,120108.0,3
6651,13.35,152040.0,3
6679,7.23,187338.0,3
6683,45.33,220276.0,3
6684,9.0,33824.0,3
6693,111.9,193378.0,3
6708,-20.08,20127.0,3
6716,46.68,135851.0,3
6720,-33.5,31628.0,3
6732,-8.06,363304.0,3
6788,2.29,206937.0,3
6823,54.09,68265.0,3
6829,107.14,281032.0,3
6895,-31.06,31632.0,3
6953,-32.67,86936.0,3
6996,15.83,268790.0,3
7556,12.1,75320.0,3
7704,-1.62,66061.0,3
7712,3.51,115019.0,3
7734,66.02,291525.0,3
7751,66.46,220353.0,3
7770,-58.05,18509.0,3
7772,-14.35,37778.0,3
7810,44.59,60738.0,3
7828,9.18,63692.0,3
8024,13.5,17323.0,3
8040,46.02,73660.0,3
8054,232.49,518864.0,3
8086,47.94,431994.0,3
8088,56.38,188747.0,3
8091,61.83,255284.0,3
8102,97.27,54363.0,3
8227,54.05,151624.0,3
8277,-70.13,8645.0,3
8299,221.47,18316974.0,3
8383,58.16,423475.0,3
1569,11.41,373329.0,3
3071,29.37,246752.0,3
3088,30.52,832444.0,3
3211,76.33,1468139.0,3
3213,57.23,277382.0,3
3272,-7.71,254746.0,3
3287,3.68,71688.0,3
3323,-13.63,335320.0,3
3325,-47.46,59058.0,3
3349,-9.55,23971.0,3
3479,21.51,823725.0,3
3483,34.95,826384.0,3
3540,-11.46,410659.0,3
3577,90.14,169021.0,3
3594,60.26,225560.0,3
3611,0.62,1024084.0,3
3625,14.3,45820.0,3
3693,-24.81,682838.0,3
3709,23.31,4836632.0,3
4931,36.12,283109.0,3
5289,484.77,5672453.0,3
5356,-4.46,282045.0,3
5386,546.79,3260949.0,3
5426,-14.81,138454.0,3
5438,-52.88,59434.0,3
5465,-52.57,289103.0,3
5474,-1.54,81535.0,3
5490,-11.65,139530.0,3
6121,4.62,6866112.0,3
6150,-41.07,426514.0,3
6160,26.06,114201.0,3
6161,40.76,141230.0,3
6188,-12.91,801793.0,3
6228,-17.97,6247.0,3
6276,-65.2,56473.0,3
6441,-24.49,9305.0,3
6570,30.73,101470.0,3
6577,11.51,198933.0,3
6680,18.7,54229.0,3
6922,22.57,200746.0,3
8050,-13.61,495234.0,3
8076,25.5,214313.0,3
8234,-32.33,413456.0,3
8410,-34.04,72068.0,3
3066,-7.73,22234.0,3
3128,-2.41,87302.0,3
3230,8.49,39928.0,3
3297,73.16,27393.0,3
3339,54.06,72697.0,3
3362,16.57,416114.0,3
3434,-34.99,60692.0,3
3441,40.24,51182.0,3
3455,-83.57,34650.0,3
3490,-14.15,17569.0,3
3516,51.71,95897.0,3
3523,-50.71,5701.0,3
3531,-17.4,103012.0,3
3615,-27.69,74252.0,3
3623,-3.55,29220.0,3
3630,14.34,212481.0,3
3666,-38.18,36009.0,3
3691,168.89,918616.0,3
4729,-6.75,85075.0,3
4933,3.89,293057.0,3
4972,-32.03,67302.0,3
4995,22.74,131110.0,3
5220,49.42,101850.0,3
5230,-8.06,108203.0,3
5245,-21.5,56940.0,3
5251,21.79,38841.0,3
5315,-3.83,163834.0,3
5371,7.79,3282673.0,3
5392,1.68,748007.0,3
6167,49.96,111630.0,3
6222,-17.87,565.0,3
6234,63.64,49618.0,3
6244,5.09,281061.0,3
6246,-26.76,91023.0,3
6419,174.21,120439.0,3
6498,44.52,125260.0,3
6517,19.34,45561.0,3
6556,21.7,138340.0,3
6560,-1.8,24708.0,3
6859,-54.96,59776.0,3
6899,-21.96,88090.0,3
7402,-12.89,46220.0,3
7753,-29.57,62775.0,3
8049,-8.11,110538.0,3
8064,27.24,251479.0,3
8069,1.26,3249686.0,3
8111,-8.5,64318.0,3
8240,-8.13,592994.0,3
3081,89.34,343319.0,3
3095,28.42,56037.0,3
3152,-0.95,121070.0,3
3163,23.66,247473.0,3
3221,-4.49,187056.0,3
3234,-9.15,64206.0,3
3306,-18.6,99050.0,3
3363,-25.71,117274.0,3
3466,711.25,46063.0,3
3491,36.24,328775.0,3
3499,-19.6,25725.0,3
3558,-27.87,1026464.0,3
3564,9.42,204278.0,3
3632,37.77,30533.0,3
3672,48.97,33499.0,3
3684,-3.08,82509.0,3
4903,25.31,118694.0,3
4908,5.96,90760.0,3
4909,2.7,20997.0,3
4979,20.18,451568.0,3
5353,4.54,167961.0,3
6109,4.11,70195.0,3
6143,17.32,737092.0,3
6170,4.8,282387.0,3
6190,11.86,931168.0,3
6218,-16.1,111138.0,3
6241,-2.87,64524.0,3
6245,18.83,722282.0,3
6263,-1.85,175325.0,3
6417,22.68,158652.0,3
6465,81.73,23001.0,3
6470,-56.79,82560.0,3
6486,77.83,198402.0,3
6530,10.57,32280.0,3
6546,-2.77,200821.0,3
6561,2.57,347580.0,3
6588,146.24,28798.0,3
8034,-55.84,8669.0,3
8048,20.29,105724.0,3
8059,2900.14,1174618.0,3
8089,-79.64,55262.0,3
8097,-31.99,35082.0,3
8176,-71.75,9080.0,3
1336,-8.28,214212.0,3
1815,33.01,681209.0,3
3078,-55.46,488745.0,3
3114,9.1,238326.0,3
3115,,863.0,3
3191,5.77,17967.0,3
3206,-14.05,247824.0,3
3207,11.37,159886.0,3
3217,4.9,353819.0,3
3236,13.12,184336.0,3
3276,35.49,67662.0,3
3288,19.85,9032.0,3
3290,68.07,288289.0,3
3294,0.31,237908.0,3
3310,-61.13,140452.0,3
3322,17.11,270605.0,3
3332,14.74,164791.0,3
3354,13.91,11291.0,3
3357,12.06,655956.0,3
3388,26.08,799740.0,3
3390,23.1,78457.0,3
3484,-4.83,384178.0,3
3485,2.4,52374.0,3
3492,-14.08,65368.0,3
3511,7.85,173726.0,3
3520,10.05,108380.0,3
3526,18.8,420753.0,3
3537,0.16,246302.0,3
3548,-36.54,637147.0,3
3597,-1.86,71445.0,3
3609,31.66,26793.0,3
3624,30.57,285463.0,3
3631,169.02,5367.0,3
3646,-4.72,59700.0,3
3689,41.79,730004.0,3
3710,2.58,616407.0,3
4542,32.55,113440.0,3
4939,-1.89,116999.0,3
4974,-21.2,357750.0,3
5228,82.11,81255.0,3
5291,41.63,116514.0,3
5309,-5.96,291659.0,3
5328,8.33,87058.0,3
5340,18.48,223796.0,3
5355,13.45,45586.0,3
5439,60.31,913646.0,3
5457,-2.1,1890764.0,3
5460,16.43,27466.0,3
5464,51.54,120732.0,3
5475,105.08,138614.0,3
5488,20.12,88157.0,3
5498,47.66,161423.0,3
6114,-26.02,69228.0,3
6124,15.42,200244.0,3
6126,40.64,504528.0,3
6127,10.03,91808.0,3
6134,35.45,185797.0,3
6156,1.64,496579.0,3
6158,1.72,164199.0,3
6173,12.69,370763.0,3
6174,30.98,60886.0,3
6175,18.86,420427.0,3
6185,6.55,51165.0,3
6194,-33.99,85652.0,3
6203,-53.89,129814.0,3
6204,-8.25,31098.0,3
6207,14.28,157466.0,3
6210,102.41,45891.0,3
6217,15.41,358679.0,3
6220,-20.16,615178.0,3
6259,37.11,70143.0,3
6266,-13.26,258667.0,3
6274,72.34,3781706.0,3
6275,4.17,403011.0,3
6279,-14.05,652357.0,3
6284,-14.39,563083.0,3
6290,16.45,920262.0,3
6292,43.63,107784.0,3
6418,-19.93,61818.0,3
6432,-5.95,106524.0,3
6538,-23.94,124129.0,3
6584,52.71,312165.0,3
6597,-6.91,64152.0,3
6642,16.38,56110.0,3
6664,22.91,236478.0,3
6727,30.62,191326.0,3
6761,-14.74,166649.0,3
6821,-17.59,44107.0,3
6913,13.69,238626.0,3
6967,42.47,158907.0,3
7744,92.82,336156.0,3
8038,477.78,59125.0,3
8042,20.54,373932.0,3
8043,170.47,1008392.0,3
8071,3.51,182245.0,3
8074,31.68,148286.0,3
8093,-22.04,11317.0,3
8109,27.24,181798.0,3
8121,18.56,315303.0,3
8147,15.11,165655.0,3
8155,32.92,534499.0,3
8182,-2.24,247535.0,3
8289,1.94,161550.0,3
8291,401.0,501.0,3
8358,42.81,860691.0,3
3224,17.77,160418.0,3
3232,-19.94,80179.0,3
3360,30.37,672156.0,3
3444,8.98,115331.0,3
6113,61.18,95841.0,3
6118,0.21,833004.0,3
6154,3.05,348032.0,3
6227,67.58,2001886.0,3
6265,510.57,391752.0,3
6270,-18.85,272947.0,3
6474,17.54,418880.0,3
8032,48.29,489834.0,3
8067,-46.22,8027.0,3
8068,82.27,111469.0,3
8084,1.8,50749.0,3
8096,-4.83,4626019.0,3
3147,-39.91,832188.0,3
3158,21.55,96360.0,3
3570,-24.18,211821.0,3
4953,31.1,1213819.0,3
5201,-45.1,18470.0,3
5202,2.85,10043.0,3
5210,-28.02,22401.0,3
5211,28.76,22164.0,3
5212,20.4,85161.0,3
5310,-51.51,16.0,3
5403,-21.3,267709.0,3
5410,102.96,778295.0,3
6123,-19.21,381575.0,3
6140,3.09,165035.0,3
6148,15.31,60670.0,3
6163,69.38,742703.0,3
6221,-18.53,327004.0,3
6231,14.54,209488.0,3
6240,26.12,4109.0,3
6516,75.91,60780.0,3
6590,0.77,60749.0,3
6593,-5.64,46807.0,3
6697,-9.41,103852.0,3
6751,8.76,226759.0,3
6752,-11.05,163439.0,3
6791,7.79,74964.0,3
6874,138.34,178247.0,3
6884,-14.58,103073.0,3
7767,-7.83,183378.0,3
7819,3.83,43058.0,3
8099,62.7,500890.0,3
8272,1.88,29416.0,3
8284,8.55,266332.0,3
8416,5.6,177623.0,3
1785,95.58,5956286.0,3
3093,-85.55,49654.0,3
3219,4.84,141409.0,3
3285,27.56,66834.0,3
3289,-11.14,349903.0,3
3303,2.85,268866.0,3
3324,91.72,3329237.0,3
3373,-10.97,32286.0,3
3402,7.1,468495.0,3
3465,-33.56,130376.0,3
3498,156.94,75810.0,3
3508,28.98,90192.0,3
3541,-3.07,102004.0,3
3552,-26.27,521690.0,3
3580,-21.7,24397.0,3
3587,21.26,538162.0,3
3628,4.04,285478.0,3
3663,64.57,751102.0,3
4554,26.12,49942.0,3
4577,83.09,70434.0,3
4760,72.27,247746.0,3
5452,-13.55,424991.0,3
5489,35.0,165443.0,3
5493,25.46,582608.0,3
5536,60.12,5192188.0,3
6146,6.46,410097.0,3
6151,-0.11,162405.0,3
6512,5.31,17758.0,3
6613,65.16,1069777.0,3
6654,12.89,41103.0,3
6667,41.3,673921.0,3
6725,19.53,333801.0,3
6735,299.59,43863.0,3
6739,87.84,100094.0,3
6840,15.25,82286.0,3
6855,-4.02,46956.0,3
6877,-68.35,20401.0,3
6903,320.45,734462.0,3
6983,-46.81,20945.0,3
7703,-11.57,149705.0,3
7728,-18.5,31638.0,3
7792,29.01,607094.0,3
8047,-36.17,25275.0,3
8085,-4.6,48442.0,3
8092,69.22,17518.0,3
8183,17.86,697553.0,3
8431,-9.4,83670.0,3
8908,-9.15,969976.0,3
8917,-4.09,296848.0,3
8927,41.46,1581609.0,3
8931,0.73,231829.0,3
2596,-37.48,87740.0,3
2718,26.28,32010.0,3
3188,1427.76,645100.0,3
3313,37.15,251.0,3
3489,135.99,79443.0,3
3512,-94.5,11367.0,3
3521,-42.59,9112.0,3
4113,-99.91,82.0,3
4416,7266.89,619114.0,3
4907,13639.8,999983.0,3
5206,42.38,1657366.0,3
5213,-88.9,516283.0,3
5324,3.64,65735.0,3
5455,-66.48,6832.0,3
5508,-32.81,360005.0,3
5511,16.31,879053.0,3
5512,-7.44,850169.0,3
5514,109732.98,529395.0,3
5516,20.25,178625.0,3
5520,-16.45,304345.0,3
5523,-0.26,373.0,3
5529,-15.58,3904.0,3
5547,-32.47,139588.0,3
5548,-4.07,241052.0,3
6171,-99.77,33.0,3
6186,52.47,3341737.0,3
6198,0.0,22.0,3
6212,45.54,102013.0,3
6219,38301.79,276199.0,3
6264,-3.65,4902.0,3
8080,-74.12,4949.0,3
8424,0.34,97522.0,3
2641,11.42,205976.0,3
2643,-41.2,442443.0,3
5601,-0.79,7597.0,3
5603,10.84,123839.0,3
5609,3.36,2641274.0,3
7716,-26.05,153014.0,3
1259,4.8,517804.0,3
1268,19.84,583961.0,3
2719,-8.05,149932.0,3
2729,1.3,453095.0,3
2732,37.22,458632.0,3
2734,28.51,167864.0,3
2736,11.78,50419.0,3
2740,-56.52,4856.0,3
2743,-24.88,503285.0,3
2745,18.28,926812.0,3
2751,28.47,149718.0,3
2752,7.29,332818.0,3
2754,7.04,459314.0,3
2755,17.87,280921.0,3
2756,49.19,114278.0,3
3252,6.97,45227.0,3
3522,33.66,127396.0,3
4419,6.66,230912.0,3
4530,4.59,21585.0,3
5301,4.89,21656.0,3
5364,-61.81,7055.0,3
5701,-33.88,42115.0,3
5703,13.85,44841.0,3
5704,-95.62,845.0,3
5905,511.25,430332.0,3
6961,2.55,396867.0,3
7708,8.72,230600.0,3
7723,-20.76,321832.0,3
7757,17.01,182621.0,3
8077,-0.44,99284.0,3
5864,-50.02,-588535.0,3
5878,2.06,73739.0,3
6015,788.41,131653.0,3
6016,56.68,-140687.0,3
6020,20.29,-18910.0,3
6021,-87.56,-495411.0,3
6023,41.41,522959.0,3
6026,110.8,11950.0,3
6028,8.3,605003.0,3
1584,-34.65,148942.0,3
2221,-3.62,131210.0,3
3284,2.17,97831.0,3
4430,1.54,182207.0,3
4529,32.42,629.0,3
4541,83.94,184842.0,3
4556,3.32,57893.0,3
5209,-17.81,296742.0,3
5314,132.51,449818.0,3
5345,680.89,2616.0,3
5398,-9.73,9305.0,3
5450,3.52,236895.0,3
5481,-14.59,6857.0,3
5530,-17.54,430782.0,3
5604,2.76,13539.0,3
6179,60.83,660784.0,3
6199,2278.93,180918.0,3
6721,5.0,306305.0,3
6881,9.78,215124.0,3
6904,-0.22,83256.0,3
7777,-151.27,-106459.0,3
8342,4.53,136202.0,3
8354,37.12,74298.0,3
8401,8.78,140201.0,3
8421,17.02,111609.0,3
8435,8.81,56664.0,3
8489,73.41,178873.0,3
8905,28.84,192094.0,3
8906,5.32,15971.0,3
8916,-2.02,591031.0,3
8921,5.09,51903.0,3
8929,12.86,68384.0,3
8935,54.94,73806.0,3
8936,24.52,660390.0,3
8937,1218.55,82937.0,3
8942,-31.9,306538.0,3
2926,4.3,573683.0,3
3064,-20.45,6557.0,3
3083,65.42,30466.0,3
3086,-12.01,10367.0,3
3293,17.8,2193286.0,3
3546,47.8,160488.0,3
3629,1025.0,135.0,3
4806,156.65,13931.0,3
4946,-54.31,20875.0,3
5263,74.05,159219.0,3
5478,18.95,646243.0,3
6101,558.77,513783.0,3
6111,115.91,1001554.0,3
6144,-16.17,13175.0,3
6169,-98.65,78.0,3
6180,-29.25,645349.0,3
6294,-15.03,78708.0,3
6482,-44.06,29117.0,3
6542,23.27,90343.0,3
6596,52.64,143311.0,3
6856,-1.43,53262.0,3
