code,yoy,rev,month
3306,69.33,84708.0,1
3363,-10.82,136682.0,1
3466,-23.59,2749.0,1
3491,112.56,369392.0,1
3499,-63.57,11993.0,1
3558,-18.66,989690.0,1
3564,5.15,198235.0,1
3632,12.84,24086.0,1
3672,-62.89,13702.0,1
3684,30.66,85504.0,1
4903,166.91,125609.0,1
4908,66.88,97096.0,1
4909,-60.41,19509.0,1
4979,26.82,412324.0,1
5353,-11.31,132148.0,1
6109,78.23,85293.0,1
6143,64.92,775189.0,1
6170,-3.13,278585.0,1
6190,20.97,877658.0,1
6218,24.45,180012.0,1
6241,6.46,61913.0,1
6245,-24.77,398454.0,1
6263,9.28,132565.0,1
6417,25.28,142647.0,1
6465,121.46,28855.0,1
6470,-45.92,94816.0,1
6486,17.31,136265.0,1
6530,25.62,30563.0,1
6546,-2.94,190875.0,1
6561,-0.23,315809.0,1
6588,634.3,48200.0,1
8034,655.44,30845.0,1
8048,13.65,93154.0,1
8059,476.81,328416.0,1
8089,-53.14,21799.0,1
8097,-30.54,19508.0,1
8176,-65.86,20112.0,1
1336,-1.65,196914.0,1
1815,19.18,570799.0,1
3078,-16.85,787796.0,1
3114,24.31,263953.0,1
3115,-38.28,577.0,1
3191,18.68,17782.0,1
3206,12.03,326698.0,1
3207,45.99,180555.0,1
3217,10.75,331278.0,1
3236,46.0,222204.0,1
3276,-6.84,47290.0,1
3288,-32.02,4277.0,1
3290,115.43,345687.0,1
3294,12.36,272746.0,1
3310,8.02,144065.0,1
3322,15.34,336421.0,1
3332,38.89,199114.0,1
3354,26.35,9268.0,1
3357,25.52,601280.0,1
3388,15.94,717926.0,1
3390,96.23,102613.0,1
3484,2.71,388635.0,1
3485,-0.09,50268.0,1
3492,-26.87,68735.0,1
3511,20.33,180980.0,1
3520,58.98,133359.0,1
3526,50.91,448420.0,1
3537,26.14,272735.0,1
3548,-24.25,601443.0,1
3597,18.01,77811.0,1
3609,-36.26,41789.0,1
3624,28.44,242266.0,1
3631,169.44,2460.0,1
3646,7.5,56861.0,1
3689,30.98,717516.0,1
3710,10.94,674094.0,1
4542,96.66,59588.0,1
4939,18.84,129684.0,1
4974,-6.99,371666.0,1
5228,94.17,65786.0,1
5291,34.27,120711.0,1
5309,6.93,284984.0,1
5328,35.4,90493.0,1
5340,40.34,212486.0,1
5355,32.22,46634.0,1
5439,129.5,804983.0,1
5457,-2.85,1842987.0,1
5460,51.97,23195.0,1
5464,15.54,103499.0,1
5475,101.72,100403.0,1
5488,67.82,106829.0,1
5498,54.91,145756.0,1
6114,-11.01,76249.0,1
6124,50.45,173398.0,1
6126,75.22,476574.0,1
6127,-2.72,83686.0,1
6134,68.13,225879.0,1
6156,13.4,528813.0,1
6158,-1.67,147171.0,1
6173,14.2,344358.0,1
6174,20.11,62508.0,1
6175,-2.64,353607.0,1
6185,61.44,60754.0,1
6194,-2.47,115459.0,1
6203,44.68,337624.0,1
6204,24.41,38692.0,1
6207,-9.2,60501.0,1
6210,60.39,31961.0,1
6217,55.74,421135.0,1
6220,22.76,878663.0,1
6259,96.28,60708.0,1
6266,10.54,264045.0,1
6274,74.81,3533279.0,1
6275,40.35,434927.0,1
6279,2.57,838521.0,1
6284,5.96,677511.0,1
6290,3.75,827187.0,1
6292,10.64,94155.0,1
6418,26.44,77704.0,1
6432,23.8,112898.0,1
6538,-37.67,90060.0,1
6584,142.61,302764.0,1
6597,-21.22,53990.0,1
6642,25.59,52358.0,1
6664,14.51,225001.0,1
6727,265.8,270835.0,1
6761,6.0,173958.0,1
6821,-2.78,49902.0,1
6913,43.32,269701.0,1
6967,34.17,129832.0,1
7744,73.83,335813.0,1
8038,643.81,43848.0,1
8042,50.17,422420.0,1
8043,36.01,506215.0,1
8071,18.69,190810.0,1
8074,28.31,127574.0,1
8093,16.9,30177.0,1
8109,41.05,170622.0,1
8121,43.91,314937.0,1
8147,43.87,162336.0,1
8155,48.32,518007.0,1
8182,3.96,236869.0,1
8289,18.35,165506.0,1
8291,0.75,133.0,1
8358,45.91,820421.0,1
3224,42.48,161259.0,1
3232,55.44,110116.0,1
3360,152.72,1035573.0,1
3444,11.17,103875.0,1
6113,99.73,76236.0,1
6118,56.85,1068832.0,1
6154,11.74,351519.0,1
6227,97.72,1869801.0,1
6265,435.71,212986.0,1
6270,23.57,255118.0,1
6474,25.23,354583.0,1
8032,48.57,382244.0,1
8067,-27.58,6265.0,1
8068,97.59,119773.0,1
8084,-36.59,53613.0,1
8096,-41.94,2828148.0,1
3147,206.61,1411601.0,1
3158,11.5,84725.0,1
3570,67.7,308795.0,1
4953,34.67,1139175.0,1
5201,49.46,23928.0,1
5202,24.86,11807.0,1
5210,17.4,21184.0,1
5211,55.26,17183.0,1
5212,49.94,91519.0,1
5310,2700.0,84.0,1
5403,26.92,319329.0,1
5410,48.73,458858.0,1
6123,-6.09,394697.0,1
6140,-14.42,135144.0,1
6148,-17.36,29894.0,1
6163,-3.29,574420.0,1
6221,-48.57,407219.0,1
6231,-7.25,108047.0,1
6240,20.0,3929.0,1
6516,49.73,57437.0,1
6590,13.36,52373.0,1
6593,-8.79,53864.0,1
6697,3.47,220199.0,1
6751,-1.77,125912.0,1
6752,31.85,171140.0,1
6791,13.36,59232.0,1
6874,63.03,475331.0,1
6884,51.32,112041.0,1
7767,28.86,195037.0,1
7819,4.74,30061.0,1
8099,19.09,417220.0,1
8272,8.66,26824.0,1
8284,15.46,257326.0,1
8416,27.45,135413.0,1
1785,67.71,4662202.0,1
3093,90.8,130207.0,1
3219,148.54,161724.0,1
3285,36.7,80514.0,1
3289,5.93,400062.0,1
3303,19.31,289285.0,1
3324,121.57,3041929.0,1
3373,9.2,33803.0,1
3402,16.73,457548.0,1
3465,-17.49,120646.0,1
3498,28.17,97333.0,1
3508,30.65,102558.0,1
3541,-0.77,82105.0,1
3552,-14.63,695877.0,1
3580,-10.4,26927.0,1
3587,16.82,454787.0,1
3628,26.0,287401.0,1
3663,157.9,844951.0,1
4554,-6.7,34696.0,1
4577,16.82,66525.0,1
4760,66.05,209318.0,1
5452,-10.92,396502.0,1
5489,0.37,115663.0,1
5493,27.06,457887.0,1
5536,38.78,3666241.0,1
6146,9.86,401088.0,1
6151,34.59,158834.0,1
6512,-60.88,8059.0,1
6613,-29.61,641195.0,1
6654,207.37,50646.0,1
6667,27.54,465694.0,1
6725,79.49,363198.0,1
6735,-21.33,25450.0,1
6739,98.9,91049.0,1
6840,16.27,79106.0,1
6855,-43.43,39127.0,1
6877,-84.21,3982.0,1
6903,586.44,719547.0,1
6983,18.4,15492.0,1
7703,15.46,185544.0,1
7728,46.3,35960.0,1
7792,68.38,451214.0,1
8047,-15.36,29654.0,1
8085,35.68,78511.0,1
8092,5.68,20266.0,1
8183,17.21,692907.0,1
8431,32.09,105258.0,1
8908,7.31,826005.0,1
8917,7.98,278027.0,1
8927,34.1,1052467.0,1
8931,26.27,235196.0,1
2596,-97.05,4439.0,1
2718,13058.37,48686.0,1
3188,885.38,597944.0,1
3313,2493.78,4591.0,1
3489,-1.96,85470.0,1
3512,-30.83,174938.0,1
3521,301.67,1201.0,1
4113,-89.78,21714.0,1
4416,792.84,70347.0,1
4907,-100.0,0.0,1
5206,,27020.0,1
5213,-54.23,302521.0,1
5324,-50.92,58248.0,1
5455,-99.89,271.0,1
5508,7.09,128300.0,1
5511,27.17,753148.0,1
5512,4.0,454217.0,1
5514,6851.86,33508.0,1
5516,45.64,144613.0,1
5520,15.98,367292.0,1
5523,1.03,389.0,1
5529,3603.45,208838.0,1
5547,-2.73,189340.0,1
5548,95.1,272020.0,1
6171,3828.98,35518.0,1
6186,-100.0,0.0,1
6198,46.66,22.0,1
6212,-85.21,75147.0,1
6219,10807.68,617048.0,1
6264,-73.37,2373.0,1
8080,-47.37,12652.0,1
8424,12.56,98652.0,1
2641,33.43,217124.0,1
2643,18.06,674573.0,1
5601,0.67,7805.0,1
5603,-5.35,132156.0,1
5609,2.38,2352496.0,1
7716,-9.98,162447.0,1
1259,-4.14,510795.0,1
1268,-16.81,650457.0,1
2719,-31.95,162849.0,1
2729,-30.01,476289.0,1
2732,31.58,422738.0,1
2734,2.63,143207.0,1
2736,-23.84,41076.0,1
2740,-64.38,6326.0,1
2743,-2.98,535844.0,1
2745,-2.38,685880.0,1
2751,22.24,163728.0,1
2752,-1.11,372804.0,1
2754,-1.35,485127.0,1
2755,22.99,295746.0,1
2756,52.2,99696.0,1
3252,-4.61,46579.0,1
3522,-21.04,169484.0,1
4419,-11.85,226271.0,1
4530,-8.71,23466.0,1
5301,22.66,18964.0,1
5364,-22.15,19788.0,1
5701,-4.51,42048.0,1
5703,-2.46,43918.0,1
5704,27.02,44343.0,1
5905,-14.04,76068.0,1
6961,-17.46,358702.0,1
7708,1.43,238982.0,1
7723,-24.21,383803.0,1
7757,-20.9,173619.0,1
8077,7.71,93166.0,1
5864,8548.66,1482121.0,1
5878,6.74,81128.0,1
6015,226.84,418612.0,1
6016,151.84,1227087.0,1
6020,3840.67,159278.0,1
6021,237.02,495149.0,1
6023,49.02,405436.0,1
6026,-85.77,32246.0,1
6028,36.86,519353.0,1
1584,-4.35,214208.0,1
2221,34.72,133931.0,1
3284,-26.93,60131.0,1
4430,16.5,244614.0,1
4529,-27.23,318.0,1
4541,83.73,177448.0,1
4556,31.01,60478.0,1
5209,-19.51,299287.0,1
5314,265.4,489861.0,1
5345,151.38,1453.0,1
5398,26.94,11492.0,1
5450,24.72,219841.0,1
5481,7.35,8557.0,1
5530,8.28,361869.0,1
5604,3.98,13662.0,1
6179,-10.13,241827.0,1
6199,564.29,52592.0,1
6721,3.83,304702.0,1
6881,15.19,214550.0,1
6904,-48.67,58955.0,1
7777,271.22,54141.0,1
8342,20.66,142560.0,1
8354,17.09,61231.0,1
8401,41.32,141739.0,1
8421,-1.75,98302.0,1
8435,11.51,53175.0,1
8489,53.1,160492.0,1
8905,-8.29,177965.0,1
8906,33.6,27943.0,1
8916,4.99,548042.0,1
8921,9.54,54370.0,1
8929,8.71,64456.0,1
8935,3.19,41589.0,1
8936,29.8,657031.0,1
8937,-75.9,2283.0,1
8942,-60.51,165871.0,1
2926,1.1,590965.0,1
3064,-9.59,6447.0,1
3083,-16.54,30620.0,1
3086,-38.86,11471.0,1
3293,13.57,1987806.0,1
3546,-1.07,139391.0,1
3629,123766.66,3716.0,1
4806,203.86,23750.0,1
4946,-39.0,17876.0,1
5263,1.21,84291.0,1
5478,0.7,584671.0,1
6101,138.2,12339.0,1
6111,102.54,1083057.0,1
6144,-27.53,11776.0,1
6169,-98.88,31.0,1
6180,20.7,1095678.0,1
6294,-11.44,65054.0,1
6482,-25.94,42450.0,1
6542,13.21,85815.0,1
6596,-8.69,195413.0,1
6856,-1.06,59416.0,1
7584,-44.11,71758.0,1
8446,3.14,80800.0,1
8450,8.64,24550.0,1
8923,-22.47,37894.0,1
9949,5.54,13466.0,1
1240,-6.63,216068.0,1
4171,84.93,17119.0,1
6508,17.74,137966.0,1
6578,2.14,25789.0,1
3073,1048.45,45054.0,1
3551,29.68,276459.0,1
3713,-41.44,17431.0,1
5205,204.44,5069.0,1
5432,150.54,14301.0,1
6624,46.35,51757.0,1
6692,-84.13,31523.0,1
6803,7.24,797567.0,1
6894,51.5,130809.0,1
6971,14.76,166010.0,1
7715,-48.88,40658.0,1
7820,69.87,33941.0,1
7842,84.22,209761.0,1
8087,883.39,130123.0,1
8171,-13.76,45233.0,1
8390,60.34,541939.0,1
8440,-12.17,61399.0,1
2640,1.1,286433.0,1
2949,25.1,432552.0,1
3085,18.6,3525.0,1
3687,32.99,170541.0,1
5278,25.57,195324.0,1
5287,5.61,189222.0,1
5321,-28.01,213985.0,1
6236,-43.34,2497.0,1
6690,23.79,187092.0,1
6763,31.15,158739.0,1
6811,33.17,1486366.0,1
6865,-47.24,15852.0,1
6870,41.34,58155.0,1
6910,44.74,23225.0,1
6925,5.52,15501.0,1
6997,5.39,381905.0,1
7547,44.69,28157.0,1
7714,21.98,142717.0,1
7738,9.43,46629.0,1
7747,-3.63,141847.0,1
7805,14.95,610743.0,1
7839,35.77,15196.0,1
8044,18.42,3431035.0,1
8472,30.76,28530.0,1
8477,-36.0,30728.0,1
8932,30.79,199986.0,1
1593,20.35,115822.0,1
5348,16.72,19336.0,1
6804,48.29,100606.0,1
7811,-49.58,132397.0,1
8924,32.7,409688.0,1
8928,-29.53,248304.0,1
8933,-53.16,117226.0,1
8938,-1.3,1720821.0,1
9960,23.16,60008.0,1
2230,7.73,256031.0,1
2916,-22.85,211218.0,1
2937,-0.76,474378.0,1
2941,-28.9,83748.0,1
2947,3.48,212067.0,1
2948,9.28,179663.0,1
3067,-12.0,6512.0,1
3171,79.24,214262.0,1
4609,-35.26,8219.0,1
4702,32.08,11709.0,1
5902,-9.67,209182.0,1
5903,5.74,9376217.0,1
5904,-1.85,2374904.0,1
6195,4.36,302200.0,1
6728,35.46,363994.0,1
6968,7.19,312372.0,1
7782,-22.26,58020.0,1
7794,23.7,90818.0,1
8066,-22.99,321348.0,1
8433,0.06,344750.0,1
8941,9.72,224922.0,1
4442,-18.11,112346.0,1
1591,1010.11,44016.0,1
4139,15.2,90408.0,1
4157,42.96,6039.0,1
4745,-10.2,238109.0,1
6617,36.16,3242.0,1
4966,-10.45,1297442.0,1
4971,13.25,111469.0,1
4991,155.98,220658.0,1
6907,70.19,217125.0,1
5223,15.42,177832.0,1
3664,43.93,20615.0,1
7717,52.21,98597.0,1
5227,-85.34,9911.0,1
8455,-14.48,71807.0,1
5543,-4.15,301375.0,1
2726,-22.89,41677.0,1
4804,16.05,9045.0,1
2724,36.36,16049.0,1
4154,-40.68,1299.0,1
5276,3.2,83484.0,1
8426,26.15,244165.0,1
8437,13.01,11905.0,1
8444,-37.55,219946.0,1
4924,41.13,92515.0,1
8423,17.74,35055.0,1
6741,30.05,184011.0,1
2924,148.54,9671.0,1
6616,-29.76,72769.0,1
6629,62.73,241421.0,1
1101,0.32,12252892.0,1
1102,1.85,5986964.0,1
1103,-4.17,256819.0,1
1104,4.42,718229.0,1
1108,-16.41,374664.0,1
1109,22.72,373777.0,1
1110,-16.08,198691.0,1
1201,-12.37,1676231.0,1
1203,-14.52,461815.0,1
1210,12.0,9726934.0,1
1213,10.59,24751.0,1
1215,13.03,2634849.0,1
1216,0.53,66104462.0,1
1217,-1.51,462021.0,1
1218,6.3,943672.0,1
1219,7.89,1271934.0,1
1220,28.91,282201.0,1
1225,20.46,1313398.0,1
1227,16.14,3796317.0,1
1229,15.3,996429.0,1
1231,-1.42,1271114.0,1
1232,21.05,2213265.0,1
1233,-10.05,198102.0,1
1234,-5.7,794428.0,1
1235,177.23,23862.0,1
1236,2.9,303656.0,1
1702,-2.99,2104739.0,1
1737,-15.45,277168.0,1
3054,121.86,13427.0,1
7780,61.35,138385.0,1
7791,-25.87,139787.0,1
1301,-0.63,13891082.0,1
1303,11.8,22872625.0,1
1304,-2.77,3583459.0,1
1305,3.97,806175.0,1
1307,19.99,1151903.0,1
1308,2.43,448082.0,1
1309,-11.65,1135298.0,1
1310,-19.57,705741.0,1
1312,84.41,2321933.0,1
1313,20.89,5300917.0,1
1314,-32.7,1589699.0,1
1315,-37.57,126246.0,1
1321,1.18,330086.0,1
1323,-5.21,179252.0,1
1324,9.31,59958.0,1
1325,-16.77,24322.0,1
1326,4.25,25040014.0,1
4306,29.09,1225902.0,1
1402,-0.23,21993415.0,1
1409,-1.55,3334219.0,1
1410,18.54,14210.0,1
1413,-26.21,144951.0,1
1414,3.16,41048.0,1
1417,51.47,30235.0,1
1418,-9.72,613.0,1
1419,51.24,509836.0,1
1423,-12.81,5852.0,1
1434,5.08,2426027.0,1
1440,-16.06,1103124.0,1
1441,-12.81,117500.0,1
1444,-16.52,527231.0,1
1445,-7.72,73686.0,1
1446,-95.3,6715.0,1
1447,4.57,2477005.0,1
1449,10.24,228333.0,1
1451,20.1,550618.0,1
1452,-12.78,91925.0,1
1454,-7.67,108456.0,1
1455,-23.76,417747.0,1
1457,-23.38,218095.0,1
1459,-15.85,82826.0,1
1460,-3.06,662268.0,1
1463,-95.29,21198.0,1
1464,2.46,1061584.0,1
1465,2.03,43758.0,1
1466,-12.83,194990.0,1
1467,-7.01,345912.0,1
1468,34.53,74788.0,1
1470,8.78,73862.0,1
1473,-11.65,696586.0,1
1474,9.42,239437.0,1
1475,-4.92,129122.0,1
