code,yoy,rev
4442,71.31,122694.0
1591,-7.69,16208.0
4139,5.04,90704.0
4157,51.91,3254.0
4745,-27.04,246227.0
6617,-29.18,2650.0
4966,-1.72,1490139.0
4971,68.29,76682.0
4991,59.98,210345.0
6907,13.35,172829.0
5223,49.06,150983.0
3664,-55.84,62169.0
7717,43.12,59132.0
5227,-68.64,16058.0
8455,18.79,103369.0
5543,-10.93,236163.0
2726,1.23,43038.0
4804,6.05,10794.0
2724,-63.06,17185.0
4154,-76.91,981.0
5276,8.64,69256.0
8426,44.34,228495.0
8437,-42.28,18468.0
8444,-41.08,268932.0
4924,1.91,73861.0
8423,3.68,29684.0
6741,16.25,151839.0
2924,-92.4,3594.0
6616,-10.0,81584.0
6629,-10.02,95293.0
