code,yoy,rev
1101,-11.4,8319971.0
1102,-4.72,6477630.0
1103,11.46,192983.0
1104,3.5,493738.0
1108,-19.05,310860.0
1109,-25.0,492134.0
1110,27.76,159247.0
1201,4.73,1802387.0
1203,0.76,494155.0
1210,43.02,9150386.0
1213,-3.36,52085.0
1215,13.92,2147399.0
1216,3.31,41852623.0
1217,2.59,441314.0
1218,7.64,895483.0
1219,28.9,1263633.0
1220,-2.49,258235.0
1225,28.01,1084754.0
1227,3.38,2558217.0
1229,33.2,965934.0
1231,5.31,829241.0
1232,6.22,1556554.0
1233,-21.74,128786.0
1234,-18.16,766210.0
1235,-68.4,2096.0
1236,-2.85,119197.0
1702,6.3,1492597.0
1737,27.3,315171.0
3054,-88.12,2694.0
1301,42.17,22344061.0
1303,69.15,36795856.0
1304,46.22,5995006.0
1305,71.29,1830303.0
1307,17.61,621285.0
1308,90.04,821270.0
1309,20.81,1696625.0
1310,65.2,1127532.0
1312,43.19,1903047.0
1313,71.51,7362982.0
1314,171.08,3161214.0
1315,19.47,287861.0
1321,10.56,497611.0
1323,12.36,313681.0
1324,-1.42,87410.0
1325,-81.31,74714.0
1326,47.86,30240623.0
4306,32.8,1465457.0
1402,19.13,19058851.0
1409,48.95,3661437.0
1410,28.88,40335.0
1413,171.84,247247.0
1414,66.95,66836.0
1417,9.44,99009.0
1418,-60.14,2766.0
1419,48.58,166922.0
1423,-43.54,8375.0
1434,25.85,2620085.0
1440,27.64,1721379.0
1441,8.58,136255.0
1444,80.12,1083349.0
1445,60.55,107528.0
1446,-51.22,13694.0
1447,228.53,2046479.0
1449,215.75,273727.0
1451,13.19,757841.0
1452,104.04,167154.0
1454,68.87,150961.0
1455,92.59,1007763.0
1457,104.85,350585.0
1459,96.7,213216.0
1460,24.59,692595.0
1463,67.87,41995.0
1464,70.94,809029.0
1465,62.07,40990.0
1466,60.47,342004.0
1467,-49.22,558338.0
1468,-2.27,81802.0
1470,83.82,65108.0
1473,12.81,598052.0
1474,31.87,319317.0
1475,262.91,34187.0
1476,26.74,3464533.0
1477,37.34,3049327.0
4414,14.39,1936302.0
4426,-58.85,43511.0
4438,-2.66,1724604.0
4440,91.08,168271.0
1503,15.18,2189672.0
1504,7.91,4251967.0
1506,51.42,91323.0
1513,14.61,1246976.0
1514,26.01,525318.0
1515,15.32,1249931.0
1517,21.84,426869.0
1519,4.67,641898.0
1526,31.53,159132.0
1527,43.74,433095.0
1528,24.73,310150.0
1529,-71.25,14822.0
1530,-8.69,291536.0
1531,80.34,227863.0
1532,85.07,1794654.0
1535,-9.98,635419.0
1537,-34.53,402326.0
1538,-19.31,20779.0
1539,52.57,315567.0
1540,1.82,21409.0
1541,13.95,585150.0
1558,17.89,866648.0
1560,17.75,517447.0
1583,17.88,569259.0
1597,46.84,166052.0
2049,22.46,2500543.0
2371,-10.86,2350992.0
3167,85.95,401675.0
4526,67.46,986628.0
4532,12.6,1996792.0
4540,24.16,321500.0
4555,25.71,193638.0
4562,52.18,78704.0
4564,26.9,220875.0
4566,42.64,370411.0
4572,85.46,43018.0
4576,12.37,272404.0
4583,15.75,282320.0
6606,15.58,78200.0
8222,71.88,33540.0
8374,43.39,307558.0
8996,40.28,189959.0
1603,-28.52,143362.0
1604,-7.53,772952.0
1605,62.32,14448725.0
1608,61.93,906578.0
1609,45.41,2347019.0
1611,-23.51,140077.0
1612,63.63,520618.0
1614,-18.57,565435.0
1615,5.06,384511.0
1616,18.26,258305.0
1617,85.91,437288.0
1618,-69.63,153537.0
4930,-10.24,837397.0
5283,-18.23,677277.0
1708,18.55,390366.0
1709,-8.51,619917.0
1710,86.72,2439130.0
1711,20.42,712261.0
1712,9.48,1595355.0
1713,70.3,62372.0
1714,-13.02,1642419.0
1717,32.37,4240587.0
1718,7.63,2880141.0
1721,-18.11,180460.0
1722,-1.94,901496.0
1723,123.07,749190.0
1725,91.41,936501.0
1726,7.12,717208.0
1727,22.36,169359.0
1730,-15.03,208792.0
1732,-18.39,43092.0
1735,59.2,303074.0
1773,64.5,982433.0
1776,18.83,119189.0
4720,3.63,320412.0
4722,42.02,399863.0
4739,13.91,607178.0
4755,8.42,401711.0
4764,23.79,242114.0
4766,12.22,1531198.0
4770,45.84,330135.0
1707,16.21,861043.0
1720,5.32,358516.0
1731,26.38,118445.0
1733,-11.15,172367.0
1734,-18.39,163286.0
1752,15.2,168081.0
1760,66.01,170936.0
1762,58.29,196314.0
1783,34.59,35208.0
1786,15.29,31034.0
1789,-39.52,207723.0
1795,-0.8,1107853.0
3164,52.05,38624.0
3705,-2.32,653249.0
4104,-10.43,486139.0
4106,5.84,183773.0
4108,146.63,17208.0
4119,-67.76,92919.0
4133,15.13,51807.0
4142,2682.45,52811.0
4155,19.45,125842.0
4164,-56.98,131802.0
4169,-16.41,47748.0
4195,-15.32,31076.0
4736,34.32,699660.0
4737,38.57,162210.0
4746,-20.62,191628.0
6446,-27.91,33618.0
6472,185.36,338184.0
6491,55.7,432945.0
6534,23.87,85041.0
6589,472.93,403866.0
6645,232.0,85532.0
6657,-78.17,148.0
6782,-4.52,140456.0
6794,372.86,941.0
6796,10.22,35066.0
6838,,0.0
1802,43.85,5311638.0
1806,1.56,304242.0
1809,28.34,212538.0
1810,-4.01,406366.0
1817,-12.57,186122.0
1903,33.28,15714.0
1904,11.23,3741899.0
1905,18.83,1778229.0
1906,-70.31,44075.0
1907,15.75,6959305.0
1909,30.42,5037131.0
6790,0.78,773446.0
2002,69.64,41883163.0
2006,40.29,4932499.0
2007,72.61,650045.0
2008,177.51,174694.0
2009,53.07,276739.0
2010,36.57,2271034.0
2012,49.12,996244.0
2013,53.92,1492706.0
2014,99.22,5201624.0
2015,51.42,3386863.0
2017,7.3,308831.0
2020,44.32,617158.0
2022,1.63,747735.0
2023,107.48,8464226.0
2024,55.83,141690.0
2025,220.95,223154.0
2027,78.77,8440053.0
2028,81.59,1377514.0
2029,98.75,1290069.0
2030,41.0,1279723.0
2031,29.82,1311866.0
2032,5.31,314654.0
2033,-8.68,71323.0
2034,98.27,1868463.0
2038,25.04,776281.0
2069,103.85,1244033.0
2211,47.94,1017164.0
3004,-3.14,107263.0
5007,71.35,679852.0
9958,55.08,1086294.0
2101,-24.26,740111.0
2102,-81.46,119970.0
2103,41.04,2643167.0
2104,27.85,1867376.0
2105,-3.11,8708488.0
2106,7.73,3148766.0
2107,-21.81,177282.0
2108,94.1,1868777.0
2109,1.18,456512.0
2114,29.84,168991.0
6582,68.57,702684.0
1319,0.63,1477738.0
1339,-19.5,159753.0
1512,-55.63,68620.0
1521,21.0,391699.0
1522,3.9,1371797.0
1524,-7.75,161428.0
1525,15.66,120926.0
1533,29.54,270505.0
1536,42.98,526374.0
1563,38.29,604317.0
1568,-3.44,149174.0
1587,39.51,216327.0
2201,-22.36,6404891.0
2204,-15.15,2553427.0
2206,-3.51,3757907.0
2207,-6.95,21546401.0
2227,-43.08,1605381.0
2228,31.2,307318.0
2231,58.7,288342.0
2233,43.9,299542.0
2237,75571.79,59024.0
2241,70.47,100516.0
2247,19.39,3537287.0
2497,57.81,191381.0
3346,-13.15,370180.0
4551,4.24,695303.0
6605,-7.63,1242984.0
2302,38.7,75433.0
2303,18.53,18366122.0
2329,23.93,1337611.0
2330,17.54,124557799.0
2337,36.43,4283151.0
2338,29.36,514829.0
2340,19.91,584038.0
2342,1.65,174014.0
2344,120.4,9089871.0
2351,42.08,948072.0
2363,36.65,17010.0
2369,56.8,699171.0
2379,37.89,9563140.0
2388,23.88,644246.0
2401,9.47,720288.0
2408,62.02,7950469.0
2434,29.01,13151.0
2436,54.78,340110.0
2441,42.4,1755752.0
2449,19.65,2957152.0
2451,37.95,1320580.0
2454,51.2,40359813.0
2458,13.5,1663825.0
2481,40.98,1218631.0
3006,84.17,2169559.0
3014,52.99,705951.0
3016,44.59,440109.0
3034,85.34,12499127.0
3035,31.77,646536.0
3041,71.94,229345.0
3094,43.29,25652.0
3135,71.68,317736.0
3150,-11.66,28274.0
3189,32.01,3117895.0
3257,33.19,127619.0
3413,3.22,1005223.0
3443,30.82,1224453.0
3450,11.33,620384.0
3530,77.34,400815.0
3532,2.65,1071181.0
3545,66.38,2019215.0
3583,48.86,457502.0
3588,47.74,185632.0
3592,93.51,2265293.0
3686,276.47,26146.0
3711,24.52,46479676.0
4919,218.21,3491742.0
4952,21.36,330585.0
4961,142.17,2156566.0
4967,-14.65,518791.0
4968,-23.74,403351.0
5222,15.36,69317.0
5236,0.44,213246.0
5269,10.07,660599.0
5285,76.91,570973.0
5471,16.88,537682.0
6202,27.67,622585.0
6239,18.98,7520591.0
6243,28.73,79497.0
6257,52.86,1563909.0
6271,36.47,1243909.0
6515,-30.25,231358.0
6531,241.74,755742.0
6533,86.13,56370.0
6552,6.89,280091.0
6695,53.37,116281.0
6719,67.19,577457.0
6756,80.7,282310.0
6770,43.87,5401935.0
6789,64.81,970326.0
