code,yoy,rev
4442,21.21,133165.0
1591,31.61,5587.0
4139,2.28,93826.0
4157,30.75,4124.0
4745,-47.26,184644.0
6617,-12.49,2591.0
4966,-9.85,1295643.0
4971,31.12,106656.0
4991,36.5,203448.0
6907,11.0,139884.0
5223,-13.11,150029.0
3664,147.72,23725.0
7717,0.76,59528.0
5227,-82.0,10590.0
8455,-11.44,85959.0
5543,-7.9,281310.0
2726,-41.22,44538.0
4804,18.09,13171.0
2724,-21.87,14271.0
4154,-51.1,1659.0
5276,-9.99,80211.0
8426,-19.63,264341.0
8437,-49.0,18856.0
8444,-48.63,144978.0
4924,-44.2,33816.0
8423,-10.1,31931.0
6741,7.81,209771.0
2924,140.0,11028.0
6616,-3.82,80642.0
6629,56.88,221263.0
