code,yoy,rev
1256,57.15,356169.0
1337,35.53,61900.0
1340,-87.96,3438.0
1341,14.77,308343.0
4439,10.19,872017.0
1589,-1.45,667961.0
1590,18.08,4139710.0
4552,-6.12,320145.0
4560,2.31,178821.0
4571,-7.36,264368.0
5288,23.06,835163.0
1626,-11.46,888905.0
4763,-35.6,977066.0
4137,3.65,343518.0
4148,-18.62,213712.0
4178,-27.13,27781.0
4190,-0.51,208898.0
6431,-32.14,25988.0
6541,134.68,92457.0
6550,-59.74,1578.0
6598,72.54,66022.0
6666,-14.83,101750.0
7827,,0.0
5538,-1.43,1296689.0
1338,0.57,454244.0
2115,-1.97,285566.0
2236,68.55,958419.0
2239,-16.95,1150314.0
2243,52.46,148591.0
2248,64.46,256118.0
2250,-7.94,274890.0
4557,-30.62,230422.0
4569,9.49,179091.0
4581,4.04,100426.0
3661,-46.57,1933218.0
6415,12.03,1777349.0
6451,-25.38,573471.0
6525,11.92,494891.0
6573,-21.75,68707.0
6854,-29.76,55020.0
6962,-13.18,1378305.0
7749,109.2,186002.0
5215,17.16,289784.0
6591,-44.32,107416.0
6933,-12.38,772235.0
3673,23.59,6257398.0
4935,-28.11,388325.0
5243,-3.16,1110378.0
6456,-15.22,4952861.0
4977,-19.38,87261.0
6863,7.09,440724.0
4912,8.89,553232.0
4927,-10.65,912341.0
4943,46.28,201757.0
4958,7.18,15443239.0
6672,32.72,480659.0
6781,25.64,1505534.0
6862,-16.92,180817.0
6924,-1.98,141575.0
3665,22.21,7013696.0
5225,-2.24,981230.0
8499,62.23,279010.0
2923,-15.24,259546.0
5546,-66.68,74968.0
2637,34.9,1723874.0
2723,-20.65,1387592.0
2929,-8.42,212361.0
2939,9.67,25165.0
4807,61.16,248344.0
5906,-7.16,99834.0
5907,-12.81,224312.0
8429,4.71,10764.0
6641,-11.61,146249.0
6887,-32.58,362101.0
7823,33.2,30707.0
2762,7.18,951026.0
6768,-2.95,2447539.0
6890,-20.58,2779557.0
6965,-23.27,1785133.0
8467,-14.1,179912.0
9802,0.6,1193810.0
6671,-31.7,133836.0
6807,-39.13,281580.0
8482,-11.15,311739.0
5284,47.49,411327.0
5871,-2.85,8414886.0
6957,77.63,501957.0
8404,-5.9,735934.0
8411,17.36,826272.0
8442,0.45,694296.0
8466,-64.13,117250.0
8488,63.44,397284.0
9105,-14.84,9337204.0
912000,-41.16,105361.0
