code,yoy,rev
1101,1.53,13744103.0
1102,-7.51,5398231.0
1103,-3.78,242322.0
1104,15.32,663235.0
1108,-13.32,309786.0
1109,-20.63,292047.0
1110,36.96,261007.0
1201,7.62,1991488.0
1203,-1.81,431017.0
1210,21.49,9639463.0
1213,39.79,32555.0
1215,8.05,2562688.0
1216,8.84,62168637.0
1217,3.89,505906.0
1218,-36.92,563843.0
1219,-20.1,882904.0
1220,1.38,279357.0
1225,-10.25,903312.0
1227,7.74,2077948.0
1229,114.98,2104623.0
1231,3.53,1184866.0
1232,41.52,2488656.0
1233,4.05,166958.0
1234,2.43,866862.0
1235,-33.44,8605.0
1236,23.44,167970.0
1702,9.35,1864175.0
1737,5.19,276992.0
3054,92.36,35329.0
7780,32.07,197244.0
7791,-3.23,265715.0
1301,4.77,15293925.0
1303,44.53,30572583.0
1304,-4.94,3340929.0
1305,-24.55,567866.0
1307,11.01,1066159.0
1308,7.73,501654.0
1309,-10.6,1032063.0
1310,-14.51,668728.0
1312,-5.01,1422114.0
1313,-0.78,5091842.0
1314,-35.59,1059916.0
1315,-4.12,218590.0
1321,1.42,297426.0
1323,28.98,189518.0
1324,6.57,56386.0
1325,-0.15,19967.0
1326,34.17,31267016.0
4306,15.15,1274949.0
1402,20.57,23366547.0
1409,56.22,4641142.0
1410,30.74,18088.0
1413,1.89,173552.0
1414,-14.62,30089.0
1417,-8.08,24710.0
1418,4533.33,834.0
1419,30.69,429159.0
1423,10.14,5951.0
1434,-1.53,2152442.0
1440,16.29,1300342.0
1441,-27.5,89328.0
1444,-8.32,517228.0
1445,8.63,66134.0
1446,-87.65,10920.0
1447,21.3,1199980.0
1449,133.64,371228.0
1451,19.54,670302.0
1452,-5.71,113912.0
1454,-6.44,118586.0
1455,1.65,506492.0
1457,-1.64,238975.0
1459,5.1,95047.0
1460,7.71,517874.0
1463,-22.06,19873.0
1464,4.09,969593.0
1465,-25.74,31816.0
1466,7.87,207165.0
1467,-5.63,522427.0
1468,-40.11,42981.0
1470,-5.94,56595.0
1473,12.31,663144.0
1474,-8.79,223674.0
1475,14.96,127357.0
1476,23.25,3752424.0
1477,7.85,2999331.0
4414,25.16,1564975.0
4426,34.7,90592.0
4438,12.72,2209017.0
4440,-42.23,55277.0
4441,27.98,990237.0
1503,15.09,2971490.0
1504,13.81,5528934.0
1506,28.28,123620.0
1513,3.83,2410391.0
1514,6.51,894958.0
1515,4.61,434596.0
1517,36.33,196093.0
1519,-8.31,2049883.0
1526,-14.82,60672.0
1527,-4.6,281887.0
1528,19.66,317995.0
1529,-58.59,44186.0
1530,28.06,238923.0
1531,1.56,140170.0
1532,25.31,1245914.0
1535,-37.4,672022.0
1537,7.07,606200.0
1538,-75.5,3385.0
1539,-6.47,115130.0
1540,-41.21,20417.0
1541,-34.1,222307.0
1558,25.12,936760.0
1560,26.56,886323.0
1583,23.93,441308.0
1597,47.75,136585.0
2049,33.93,2681646.0
2371,-14.14,3677894.0
3167,152.87,1146916.0
4526,57.06,664788.0
4532,13.98,1667832.0
4540,35.69,306150.0
4555,33.77,182883.0
4562,-20.69,52576.0
4564,30.53,88620.0
4566,31.9,554718.0
4572,4.78,59549.0
4576,60.13,366927.0
4583,21.11,311819.0
4590,2.38,89566.0
6606,39.73,90532.0
7750,202.64,2869712.0
8222,46.81,91446.0
8374,39.76,516799.0
8996,57.63,922666.0
1603,2.61,504831.0
1604,11.02,800422.0
1605,10.08,15713997.0
1608,42.66,1267960.0
1609,11.53,2905704.0
1611,-1.57,88821.0
1612,7.43,746815.0
1614,7.94,511916.0
1615,11.51,494555.0
1616,4.11,532980.0
1617,40.37,419782.0
1618,187.03,670446.0
1623,14.51,619085.0
4930,2.02,528560.0
5283,3.42,700359.0
1708,24.65,639793.0
1709,83.29,1130202.0
1710,30.77,2249785.0
1711,25.7,781404.0
1712,21.54,1571098.0
1713,-6.06,33259.0
1714,77.38,3330687.0
1717,23.86,4092959.0
1718,11.17,4902256.0
1721,-43.46,99976.0
1722,9.75,986349.0
1723,46.18,683318.0
1725,22.38,856636.0
1726,11.55,844085.0
1727,32.45,235237.0
1730,17.36,214484.0
1732,-12.69,50473.0
1735,18.02,213751.0
1773,33.55,1336524.0
1776,5.32,84364.0
4720,24.52,365856.0
4722,27.2,442668.0
4739,128.91,975627.0
4755,12.89,407717.0
4764,44.06,294229.0
4766,20.75,2396727.0
4770,47.72,526548.0
1707,-5.07,716707.0
1720,6.35,597173.0
1731,13.82,147474.0
1733,30.51,142568.0
1734,-2.86,283359.0
1752,-6.56,171833.0
1760,19.55,173208.0
1762,23.22,89767.0
1783,-2.62,63763.0
1786,0.02,75206.0
1789,-7.05,185365.0
1795,3.93,2491699.0
3164,-12.92,27552.0
3705,2.71,719465.0
3716,3.52,669823.0
4104,18.28,843458.0
4106,1.18,220706.0
4108,-4.07,11893.0
4119,133.15,190796.0
4133,-6.03,26309.0
4142,28.58,308215.0
4155,33.81,152838.0
4164,13.62,326529.0
4169,6.66,61771.0
4195,8.51,52096.0
4736,-11.91,376619.0
4737,2.38,145718.0
4746,3.13,388241.0
4771,11.68,314572.0
6446,92.58,2507284.0
6472,5.76,1901563.0
6491,17.41,745591.0
6534,22.7,62238.0
6589,183.96,211799.0
6645,30.44,63149.0
6657,24.54,614.0
