code,yoy,rev
4442,36.19,167107.0
1591,126.96,36786.0
4139,-1.38,89450.0
4157,-7.12,3022.0
4745,39.62,343798.0
6617,70.0,4505.0
4966,12.22,1672372.0
4971,-6.26,71880.0
4991,55.06,326169.0
6907,113.56,369094.0
5223,9.76,165729.0
3664,-87.5,25453.0
7717,134.95,138933.0
5227,-86.97,2091.0
8455,-0.57,102776.0
5543,1.28,239202.0
2726,16.41,50104.0
4804,16.21,12544.0
2724,26.11,21673.0
4154,155.24,2504.0
5276,19.92,83058.0
8426,-24.05,173525.0
8437,3.53,19121.0
8444,-71.05,77838.0
4924,-75.52,18074.0
8423,32.07,39205.0
6741,32.45,201113.0
2924,-7.87,3311.0
6616,-19.77,65454.0
6629,109.42,199563.0
