code,yoy,rev
1101,-26.0,10107877.0
1102,-11.97,6019299.0
1103,-3.33,247791.0
1104,-5.31,627049.0
1108,1.87,361327.0
1109,-6.33,390871.0
1110,15.26,222403.0
1201,-10.93,1736584.0
1203,-16.01,432438.0
1210,-2.76,7980681.0
1213,94.64,23916.0
1215,4.04,2226284.0
1216,1.37,55738019.0
1217,5.04,424548.0
1218,-1.26,809797.0
1219,5.52,1099572.0
1220,-4.55,255918.0
1225,3.83,984253.0
1227,1.07,1980512.0
1229,23.02,2140098.0
1231,11.01,963173.0
1232,-5.42,1604514.0
1233,-6.88,163079.0
1234,-4.01,768937.0
1235,18.35,12486.0
1236,-4.06,96579.0
1702,-5.42,1824918.0
1737,3.87,284962.0
3054,250.09,21503.0
7780,93.35,175609.0
7791,7.24,261542.0
1301,-15.77,14362122.0
1303,-5.6,20589873.0
1304,-13.85,3908637.0
1305,-11.07,1019947.0
1307,3.44,767647.0
1308,-18.18,428134.0
1309,-24.02,1246157.0
1310,-37.73,757768.0
1312,-21.36,1280315.0
1313,-14.55,5143161.0
1314,-42.65,1471408.0
1315,0.3,237222.0
1321,-28.71,317814.0
1323,-41.19,167170.0
1324,13.13,71021.0
1325,1.26,26477.0
1326,-20.76,24792702.0
4306,-46.61,1072687.0
1402,-9.92,20454748.0
1409,-16.95,3132986.0
1410,-4.82,18073.0
1413,18.98,169701.0
1414,-8.0,37627.0
1417,16.65,39386.0
1418,-96.7,17.0
1419,17.77,273993.0
1423,-35.61,3026.0
1434,-9.26,2180462.0
1440,-11.36,1182380.0
1441,-13.47,150015.0
1444,-11.86,525398.0
1445,-3.28,70022.0
1446,-96.91,9414.0
1447,-15.98,2037885.0
1449,54.95,345469.0
1451,18.26,593394.0
1452,-23.5,111927.0
1454,4.15,138473.0
1455,-40.48,540172.0
1457,3.69,241456.0
1459,-2.62,87161.0
1460,-24.88,440303.0
1463,-2.97,13353.0
1464,1.33,816446.0
1465,27.44,42044.0
1466,8.65,248417.0
1467,4.12,398372.0
1468,-40.43,59407.0
1470,19.47,66860.0
1473,-6.15,626872.0
1474,-23.83,208386.0
1475,-34.77,118949.0
1476,-3.25,3288358.0
1477,3.23,2836232.0
4414,-21.73,1074345.0
4426,-16.14,64352.0
4438,3.99,1890248.0
4440,-15.03,75785.0
4441,83.7,742984.0
1503,25.36,3476781.0
1504,8.69,5269401.0
1506,10.27,97677.0
1513,20.97,2616009.0
1514,-5.57,842897.0
1515,-18.55,399072.0
1517,-8.15,158134.0
1519,20.97,2330489.0
1526,12.34,80451.0
1527,0.15,259741.0
