code,yoy,rev
1256,12.59,507659.0
1337,-24.18,51850.0
1340,-81.74,4031.0
1341,-16.02,216790.0
4439,12.93,613393.0
1589,22.82,712038.0
1590,7.42,2649095.0
4552,-8.24,295522.0
4560,-1.43,130508.0
4571,1.0,240363.0
5288,-19.08,556594.0
1626,-9.27,620253.0
4763,-42.86,801747.0
4137,-2.83,309991.0
4148,16.7,253305.0
4178,-14.21,30112.0
4190,-11.35,170322.0
6431,-23.34,17724.0
6541,110.72,16881.0
6550,-21.55,3198.0
6598,3.96,41519.0
6666,-4.86,84131.0
7827,,0.0
5538,-5.29,1041016.0
1338,24.83,444675.0
2115,-7.21,246878.0
2236,492.21,751624.0
2239,-11.63,1670834.0
2243,-0.93,118860.0
2248,-21.09,145803.0
2250,-11.53,288703.0
4557,-5.79,315198.0
4569,37.5,170328.0
4581,8.06,92453.0
3661,-45.92,2637889.0
6415,-9.02,1486511.0
6451,64.51,723439.0
6525,15.4,465294.0
6573,-1.78,71901.0
6854,-11.69,106747.0
6962,-29.45,1558273.0
7749,85.62,145880.0
5215,-13.64,243449.0
6591,46.46,135340.0
6933,10.53,484083.0
3673,-10.17,5480708.0
4935,-29.61,475365.0
5243,-24.82,858823.0
6456,-0.75,5418015.0
4977,-6.15,76582.0
6863,-25.46,261863.0
4912,-20.5,439118.0
4927,-24.71,1007178.0
4943,3.05,126064.0
4958,-0.78,13352388.0
6672,-0.91,348652.0
6781,84.16,1343696.0
6862,-22.08,150229.0
6924,-5.12,147144.0
3665,20.43,6034282.0
5225,-10.9,1008803.0
8499,-12.03,159720.0
2923,-78.88,364455.0
5546,-38.84,148671.0
2637,-27.62,1342853.0
2723,-6.2,1393232.0
2929,-12.23,113238.0
2939,-58.83,7006.0
4807,-3.57,175177.0
5906,-12.81,132837.0
5907,-21.9,174694.0
8429,0.18,10504.0
6641,-3.61,150620.0
6887,-41.76,219136.0
2762,10.7,916062.0
6768,-3.08,1361442.0
6890,-14.9,2856623.0
6965,-35.15,1809518.0
8467,11.73,231530.0
9802,5.19,1638459.0
6671,-12.67,149038.0
6807,-44.25,275588.0
8482,-6.05,304967.0
5284,51.52,311028.0
5871,-10.91,7922682.0
6957,11.97,421959.0
8404,-4.58,602874.0
8411,2.27,765985.0
8442,-7.71,756723.0
8466,-16.95,300572.0
8488,-22.17,228458.0
9105,-21.42,8310085.0
912000,-23.82,88547.0
