code,yoy,rev
1260,23.01,460654.0
1293,-8.45,53043.0
6886,-16.0,42510.0
6935,26.15,110158.0
6963,18.69,85974.0
7731,-16.11,50986.0
7806,13.45,48812.0
7889,15.43,81483.0
7862,-8.86,48386.0
1594,-15.29,34185.0
2245,-5.26,27750.0
2249,-40.31,105455.0
4544,-21.55,92486.0
4553,-9.81,78608.0
4565,27.22,189326.0
4570,22.41,103583.0
4573,224.55,163480.0
4575,38.36,91530.0
4587,21.6,87373.0
4589,19.79,58079.0
6604,40.74,207234.0
6705,17.04,39777.0
7869,19.61,345537.0
7879,-61.08,17085.0
7927,-9.1,218570.0
4738,8.19,31931.0
4765,6.26,17596.0
6618,48026.08,11069.0
6959,30.25,51852.0
6972,17.69,572601.0
7742,137.47,197353.0
7763,11.03,102561.0
7858,52.06,174901.0
1271,356.81,336141.0
3184,-9.03,24592.0
4115,-0.26,61880.0
4117,442.71,50901.0
4170,-23.44,3847.0
4172,52.59,6844.0
4186,9.62,27695.0
4194,,0.0
4197,-42.48,9385.0
4724,-29.87,28670.0
4732,29.11,12711.0
6467,,1318.0
6483,,0.0
6493,21.1,40897.0
6518,10.11,85678.0
6539,3.11,66932.0
6543,41.55,92371.0
6549,,0.0
6564,113.42,6136.0
6572,588.55,27377.0
6580,-42.66,2048.0
6586,-8.51,419.0
6610,,0.0
6621,-27.34,5902.0
6634,,0.0
6659,9.06,114564.0
6665,3.02,98132.0
6676,-14.2,11436.0
6677,4.62,90976.0
6696,,0.0
6704,-37.02,10079.0
6709,,0.0
6734,21.46,3542.0
6744,7.26,11594.0
6748,502.02,7134.0
6758,-8.86,39843.0
6797,29.06,13966.0
6808,66.53,17002.0
6810,-15.78,176.0
6814,1.8,13564.0
6815,-35.82,29403.0
6817,-24.84,50952.0
6827,,0.0
6847,25.41,5995.0
6848,-5.18,19660.0
6850,-21.21,12740.0
6857,35.55,11170.0
6864,276.38,271.0
6876,,260.0
6879,-4.01,27657.0
6891,-100.0,0.0
6892,7.71,5640.0
6917,1322.58,441.0
6926,,0.0
6932,,0.0
6939,5.91,18669.0
6973,-13.3,8022.0
6999,0.43,11185.0
7427,,1750.0
7561,-18.73,21755.0
7595,-24.77,8569.0
7607,229.1,3324.0
7724,-23.91,26664.0
7725,-12.8,6450.0
7726,97.56,41323.0
7729,,0.0
7754,50.76,98.0
7759,,0.0
7762,14.99,21752.0
7773,-4.03,3757.0
7776,3.44,120.0
7784,,0.0
7790,-41.54,19704.0
7808,46.07,16430.0
7832,,0.0
7837,36.29,114065.0
7850,-5.94,1710.0
7860,-4.97,61266.0
7876,,0.0
7878,,0.0
7881,30.88,91929.0
7888,,0.0
7891,,0.0
7902,,0.0
7920,,0.0
1480,47.42,1229143.0
2071,21.71,157851.0
9957,45.9,3894434.0
3644,1188.76,211487.0
4925,36.13,52552.0
5246,-22.49,90459.0
5262,87.81,287274.0
5297,-52.39,16081.0
6563,-63.4,3691.0
6786,75.32,10530.0
6819,189.3,37925.0
6842,-26.5,31472.0
6920,74.87,205344.0
6927,26.77,57103.0
6992,29.48,23622.0
7415,239307.14,33517.0
7530,90.46,40550.0
7669,78.61,37944.0
7707,194.91,97445.0
7796,640.6,1459.0
7815,18.39,110380.0
7843,738.97,207765.0
7853,-31.93,38125.0
7856,122.53,434052.0
7866,130.19,864765.0
7872,-24.64,54281.0
7873,42.52,127442.0
7880,-7.55,81343.0
7886,9.33,34302.0
7887,79.81,21153.0
7894,41.28,127856.0
7898,157.51,105910.0
7899,153.79,80511.0
7909,101.59,247682.0
7913,41.06,132598.0
7918,,509204.0
8098,30.65,79912.0
3097,59.25,366747.0
6599,19.92,126739.0
6638,90.88,220533.0
6737,8.4,239864.0
6825,-47.37,66698.0
6858,-13.0,42016.0
7455,-45.68,54816.0
7562,3.01,88981.0
7710,134.38,323063.0
7854,35.18,154863.0
7875,124.3,341322.0
7892,57.14,196279.0
7929,1.09,64682.0
8119,47.12,89302.0
3595,57.16,76777.0
3633,20.5,576345.0
3659,-6.4,229198.0
3678,17.72,42411.0
4537,-32.44,99946.0
5240,22.63,37947.0
5248,551.5,78617.0
5267,176.08,54132.0
6434,-3.19,82577.0
6559,27.88,8187.0
6673,230.69,27388.0
6682,-22.38,65832.0
6729,-41.87,7090.0
6775,-10.75,135158.0
6787,17.47,25534.0
6812,-22.79,29027.0
6867,-27.34,26854.0
6979,-14.38,46474.0
7771,46.66,83580.0
7919,-11.22,24984.0
7926,318.58,25542.0
3473,959.46,73781.0
6784,-6.3,27436.0
6818,12.14,122878.0
6820,76.51,122987.0
6980,161.57,63236.0
7812,29.64,12474.0
7901,1.84,77746.0
7915,385.09,118456.0
7917,2680.56,344762.0
7928,-65.78,723.0
3117,51.21,74368.0
3585,-6.23,34659.0
4980,170.99,31151.0
5254,1.98,64659.0
5271,-26.27,47215.0
6407,32.4,308487.0
6555,-79.89,26220.0
6755,-6.33,236858.0
6833,-21.94,61266.0
6915,-62.32,10527.0
6940,-93.94,6317.0
7419,1.3,14600.0
7758,-86.44,9029.0
7816,-61.83,164972.0
7861,165.36,1015818.0
7893,-48.25,52193.0
7896,19.41,357618.0
7912,38.14,119090.0
7932,78.03,78643.0
3603,39.4,24220.0
6707,30.7,943775.0
6536,-8.83,6958.0
6738,13.41,16525.0
6816,134.37,31891.0
6868,44.19,38057.0
6882,-14.23,14386.0
6898,11.15,103501.0
6938,39.48,92204.0
7735,-0.17,63894.0
7801,-20.16,33732.0
7841,-47.66,31165.0
7868,3.67,108607.0
8298,323.84,36684.0
2252,-10.64,35705.0
2255,5.51,208145.0
2256,151.18,51214.0
6648,252.94,30533.0
6750,35.91,553811.0
6826,20.94,1837054.0
6849,189.61,340331.0
7813,94.24,375952.0
7825,-46.68,16121.0
7848,146.23,319307.0
7849,72.59,82183.0
7870,-4.33,28489.0
7885,0.69,127441.0
7907,46.85,155902.0
8058,-6.99,220202.0
6639,-53.24,8656.0
7798,138.31,176452.0
2644,8.91,884835.0
7863,2.82,34099.0
1269,12.81,382081.0
2733,-2.71,24326.0
2741,31.26,81698.0
2758,6.6,262485.0
2760,-34.79,15298.0
2761,31.17,135559.0
7418,11.37,142458.0
7566,-8.01,98839.0
7756,-7.67,95907.0
7789,21.84,214044.0
7797,15.53,223179.0
7847,30.68,96303.0
7883,25.41,1111879.0
8359,-9.85,244274.0
5859,-43.34,4349296.0
5863,25.23,141713.0
6027,6354.76,133289.0
6035,37.56,170721.0
6878,25.62,804.0
4431,10.52,181925.0
6793,-29.01,6122.0
6832,32.03,45116.0
6911,-6.02,44653.0
6995,72.27,181487.0
7443,-26.59,35115.0
7516,5.73,35774.0
7558,26.57,41072.0
7578,21.25,45667.0
7590,14.75,247018.0
7706,31.94,56792.0
7719,995.73,46755.0
7748,197.62,62207.0
7764,1.56,67187.0
7824,19.23,64287.0
7836,11.23,85157.0
7882,-22.12,28977.0
8999,5.56,161874.0
6428,118.11,8655.0
6583,120.21,9269.0
6595,21.34,17427.0
6622,17.93,6564.0
6650,-27.61,29728.0
6780,-8.98,49435.0
8329,12.15,100812.0
8458,441.68,13152.0
7840,2.81,153666.0
7895,39.81,239011.0
8345,14.62,349330.0
1343,-49.81,12042.0
6723,-47.87,48479.0
6839,-86.22,27648.0
6912,428.08,771.0
6946,-3.76,85985.0
6977,-33.58,132460.0
6987,-12.46,101958.0
6990,101.91,202247.0
7507,87.77,52060.0
7583,-1.92,96522.0
7702,-13.54,180443.0
7752,-10.08,307179.0
7761,12.12,26374.0
7783,-26.8,99458.0
7833,-55.68,41599.0
7846,48.89,115599.0
7857,-74.41,140376.0
7865,17.01,32514.0
7877,-56.37,72212.0
7890,-22.81,53617.0
7897,-17.21,16210.0
7911,169.89,197380.0
7921,716.78,354590.0
7922,19.51,43037.0
7931,165.88,443385.0
6473,147.67,22377.0
6565,-59.12,14909.0
6984,2.52,15880.0
7551,69.28,24804.0
7737,-11.51,29689.0
7745,-0.21,13661.0
7781,35.51,88555.0
7785,207.8,314865.0
7826,-15.51,8585.0
7904,52.82,25803.0
2940,-5.27,55564.0
4559,34.47,102273.0
6798,16.34,64621.0
7779,-23.39,17279.0
2938,3.32,61124.0
2942,42.11,139646.0
7831,-3.41,16106.0
7867,1.07,742292.0
