code,yoy,rev
1260,-20.49,353724.0
1293,13.55,66081.0
6886,-15.35,33704.0
6935,121.82,112642.0
6963,-26.0,65265.0
7731,-13.77,67379.0
7806,29.11,47766.0
7862,8.68,56853.0
1594,-5.36,34747.0
2245,-33.29,28968.0
2249,21.0,276558.0
4544,-29.35,80012.0
4553,33.45,111448.0
4565,-36.06,112064.0
4570,31.86,138392.0
4573,20.71,60446.0
4575,-19.49,58219.0
4587,9.32,91891.0
4589,-8.72,55451.0
6604,-16.46,144636.0
6705,-8.34,32280.0
7869,-22.15,241282.0
7879,-63.87,19738.0
4738,11.21,29717.0
4765,-19.63,16802.0
6618,,34.0
6959,17.38,53428.0
6972,-14.26,550429.0
7742,369.79,163563.0
7763,-39.98,79675.0
7858,15.56,134642.0
1271,22.93,90628.0
3184,-14.31,16297.0
4115,-8.62,60914.0
4117,-5.65,26483.0
4150,-39.08,51172.0
4170,-52.54,3002.0
4172,,2018.0
4186,-25.66,27651.0
4194,,0.0
4197,5.33,12958.0
4724,-13.51,35320.0
4732,52.97,14981.0
6467,,418.0
6483,,0.0
6493,-7.21,31445.0
6518,16.94,94619.0
6539,6.03,77576.0
6543,17.09,78872.0
6549,,0.0
6564,30.48,2547.0
6572,-97.31,1747.0
6580,97.43,3929.0
6586,-97.83,31.0
6610,,0.0
6621,0.77,7651.0
6634,,48.0
6659,19.02,129225.0
6665,-7.8,83179.0
6676,-55.63,19095.0
6677,-2.51,74349.0
6696,,0.0
6704,-19.29,12469.0
6709,,0.0
6734,7.37,1995.0
6744,4.44,10861.0
6748,400.27,16584.0
6758,-6.34,32441.0
6797,-18.72,16698.0
6808,-23.92,22940.0
6810,-97.44,246.0
6814,-3.43,14025.0
6815,-53.6,31302.0
6817,-27.83,51392.0
6827,,0.0
6847,-18.11,7588.0
6848,7.7,14540.0
6850,-13.26,22027.0
6857,4.17,4544.0
6864,,40.0
6876,,0.0
6879,-33.59,20551.0
6891,2.49,740.0
6892,-86.6,4564.0
6917,,948.0
6926,,0.0
6932,,0.0
6939,29.91,16322.0
6973,2.87,5049.0
6999,8.92,11087.0
7427,-9.15,129.0
7561,-14.83,15904.0
7595,-1.53,12923.0
7607,37.64,1554.0
7724,38.67,43837.0
7725,21.62,8857.0
7726,26.78,41735.0
7729,,0.0
7754,-97.54,74.0
7759,,0.0
7762,86.09,23470.0
7773,99.91,4886.0
7776,10019.82,11739.0
7784,,0.0
7790,-14.09,18706.0
7808,109.39,14959.0
7832,-100.0,0.0
7837,15.07,109501.0
7850,10378.57,1467.0
7860,-10.7,64063.0
7876,,0.0
7878,,0.0
7881,26.72,53465.0
1480,10.05,695759.0
2071,-22.29,115003.0
9957,-32.59,2631033.0
4925,47.83,62523.0
5246,29.19,118229.0
5262,9.61,182104.0
5297,8.31,41298.0
6563,-18.89,16985.0
6786,220.37,12187.0
6819,-19.32,10368.0
6842,6.15,56719.0
6920,11.56,135580.0
6927,-19.64,36936.0
6992,-0.13,15817.0
7530,-20.35,14850.0
7669,45.17,21120.0
7707,34.51,87747.0
7796,-91.54,1088.0
7815,20.33,97725.0
7843,89.8,30951.0
7853,-5.8,53215.0
7856,80.2,211896.0
7866,129.62,352263.0
7872,-3.59,74144.0
7873,34.55,92132.0
7880,-65.87,43522.0
8098,-13.65,48390.0
3097,-0.63,278047.0
6599,-4.03,111728.0
6638,1.47,266801.0
6737,-49.15,216032.0
6825,10.75,47778.0
6858,52.58,40514.0
7455,5.02,61788.0
7562,41.31,68339.0
7710,47.74,141648.0
7854,-16.58,144489.0
7875,-3.85,132367.0
8119,-45.95,64835.0
3595,76.14,33923.0
3633,-16.46,485955.0
3659,-19.27,199292.0
3678,7.76,39371.0
4537,-11.34,288564.0
5240,4.44,39523.0
5248,-11.57,38192.0
5267,60.02,36825.0
6434,-24.1,71977.0
6559,6.36,7555.0
6673,122.35,19300.0
6682,315.6,89932.0
6729,-16.83,8107.0
6775,-48.23,78711.0
6787,21.34,9262.0
6812,19.51,60506.0
6867,3.89,35684.0
6979,9.01,68220.0
7771,32.22,38587.0
3473,32685.96,18688.0
6784,-23.16,31113.0
6818,-8.06,113927.0
6820,-27.85,66692.0
6980,-8.9,29500.0
7812,-48.59,8871.0
3117,3.1,45393.0
3585,3.49,37135.0
4980,55.08,14057.0
5254,-4.15,56350.0
5271,13.91,60912.0
6407,6.82,306779.0
6555,461.22,137546.0
6755,-4.84,214752.0
6833,-21.37,63163.0
6915,-24.14,19310.0
6940,25.52,60837.0
7419,79.32,9547.0
7758,-30.29,10734.0
7816,62.76,162998.0
7861,162.39,615851.0
3603,-14.06,18189.0
6707,53.49,998679.0
6536,-48.18,6193.0
6738,3.71,15085.0
6816,34.95,13165.0
6868,-65.35,23372.0
6882,-11.99,31026.0
6898,29.82,125369.0
6938,-26.99,62680.0
7801,23.18,46705.0
7834,167.71,4942.0
7841,83.29,56593.0
7868,27.44,168840.0
8298,-75.21,11474.0
2252,22.95,51231.0
2255,6.38,185031.0
2256,-26.39,31608.0
6648,-130.83,-1060.0
6750,-16.71,352843.0
6826,16.46,1318614.0
6849,-6.72,206120.0
7813,-10.57,140795.0
7825,-43.42,20296.0
7848,-32.96,125576.0
7849,-73.4,18023.0
7870,-23.76,13726.0
8058,9.37,220349.0
6639,-33.3,7491.0
7798,23.03,96814.0
2644,41.76,540117.0
7863,-1.37,30869.0
1269,11.7,392320.0
2733,-3.75,27100.0
2741,-3.87,81800.0
2758,21.18,245390.0
2760,118.7,15489.0
2761,-2.13,102735.0
7566,-42.86,54496.0
7756,6.19,100690.0
7789,8.01,179441.0
7797,11.9,210858.0
7847,-1.62,89903.0
7883,23.78,1017604.0
8359,-3.86,259755.0
5859,-8.21,6048953.0
5863,23.57,125161.0
6027,20.21,-7289.0
6035,18.29,172110.0
6878,9.4,698.0
4431,1.72,157244.0
6793,-95.43,5482.0
6832,27.33,43021.0
6911,8.79,46739.0
6995,-20.43,86921.0
7443,-14.5,40385.0
7516,-1.54,32002.0
7558,62.81,37212.0
7578,1.82,38803.0
7590,328.89,342902.0
7706,14.23,47049.0
7719,-53.7,50.0
7748,51.68,84736.0
7764,-1.89,52569.0
7824,-14.51,19835.0
7836,8.73,73067.0
7882,3272.39,668206.0
8999,-10.4,135268.0
6428,2.67,4220.0
6583,18.21,22632.0
6595,-30.97,10026.0
6622,-84.35,1352.0
6650,-73.43,2056.0
6780,-7.82,25783.0
8329,-22.72,79604.0
8458,-75.33,3822.0
7840,-1.67,146666.0
8345,3.24,354354.0
1343,-61.93,30619.0
6723,-10.12,70071.0
6839,-27.12,90676.0
6912,-98.84,2.0
6946,-3.2,73139.0
6977,244.72,250470.0
6987,89.25,95861.0
6990,57.14,112525.0
7507,66.57,42681.0
7583,101.34,89939.0
7702,98.34,22675.0
7752,246.24,199323.0
7761,46.98,20517.0
7783,-34.25,67374.0
7833,-30.75,65210.0
7846,21.15,67758.0
7857,4.58,206178.0
7865,0.2,29744.0
7877,51.98,77157.0
6473,-42.92,2629.0
6565,10.72,16757.0
6984,-40.19,9212.0
7551,72.19,20839.0
7737,-30.18,28828.0
7745,-1.68,15211.0
7781,-39.64,45017.0
7785,-81.81,55208.0
7826,2.04,10619.0
2940,8.93,115935.0
4559,3.0,88407.0
6798,49.75,77780.0
7779,15.94,24140.0
2938,-9.78,64112.0
2942,-2.46,131981.0
7831,76.71,19456.0
7867,5.37,707461.0
