code,yoy,rev
1260,-28.36,374473.0
1293,11.39,57939.0
6886,131.68,50611.0
6935,31.14,87319.0
6963,-9.27,72434.0
7731,77.66,60780.0
7806,62.34,43022.0
1594,37.88,40357.0
2245,-11.5,29291.0
2249,-22.38,176586.0
4544,22.41,117901.0
4553,-11.47,87159.0
4565,-12.26,148808.0
4570,-36.01,84617.0
4573,-20.06,50370.0
4575,-45.79,66153.0
4587,12.24,71852.0
4589,-40.32,48484.0
6705,12.66,33984.0
4738,31.92,29513.0
4765,-29.36,16558.0
6618,-74.44,23.0
6959,2.07,39809.0
6972,-27.73,486517.0
7742,-11.58,83103.0
7763,38.42,92366.0
1271,-3.82,73584.0
3184,23.69,27036.0
4115,7.58,62045.0
4117,-16.37,9379.0
4150,-15.68,63392.0
4170,82.72,5025.0
4172,,4485.0
4186,12.22,25264.0
4194,-100.0,0.0
4197,70.37,16317.0
4724,93.87,40884.0
4732,-40.88,9845.0
6467,,0.0
6483,,0.0
6493,7.13,33769.0
6518,3.45,77806.0
6539,71.73,64913.0
6543,7.87,65254.0
6549,,0.0
6564,-80.7,2875.0
6572,-60.84,3976.0
6580,2451.42,3572.0
6586,-36.82,458.0
6610,,0.0
6621,2.61,8123.0
6634,,0.0
6659,18.98,105042.0
6665,-0.23,95253.0
6676,-42.63,13329.0
6677,20.73,86952.0
6696,,0.0
6704,14.3,16005.0
6709,,0.0
6734,287.76,2916.0
6744,-2.34,10809.0
6748,-64.41,1185.0
6758,26.55,43717.0
6797,-34.13,10821.0
6808,-71.08,10209.0
6810,-45.14,209.0
6814,-11.89,13323.0
6815,-46.48,45819.0
6817,35.43,67792.0
6827,,0.0
6847,-48.72,4780.0
6848,-19.15,20736.0
6850,4.67,16171.0
6857,5.42,8240.0
6864,63.63,72.0
6876,,0.0
6879,-0.97,28814.0
6891,1082.89,2697.0
6892,-2.44,5236.0
6917,158.33,31.0
6926,,0.0
6932,-100.0,0.0
6939,6.78,17626.0
6973,168.2,9253.0
6999,19.73,11137.0
7427,-100.0,0.0
7561,80.51,26771.0
7595,-21.12,11391.0
7607,34.13,1010.0
7724,3.41,35045.0
7725,17.28,7397.0
7726,-35.25,20916.0
7729,,0.0
7754,-99.81,65.0
7759,,0.0
7762,79.32,18915.0
7773,26.08,3915.0
7776,-0.85,116.0
7784,,0.0
7790,81.9,33707.0
7808,66.68,11248.0
7832,-100.0,0.0
7837,-8.83,83690.0
1480,40.1,833730.0
2071,-6.85,129691.0
9957,-40.32,2669187.0
4925,-41.57,38604.0
5246,52.14,116707.0
5262,-34.69,152957.0
5297,-35.76,33778.0
6563,772.4,10085.0
6786,933.73,6006.0
6819,-41.51,13109.0
6842,-22.72,42824.0
6920,14.41,117421.0
6927,3.41,45043.0
6992,32.38,18243.0
7530,-9.53,21290.0
7707,-26.35,33042.0
7796,-95.62,197.0
7815,33.13,93231.0
7843,-3.04,24764.0
8098,77.64,61161.0
3097,5.92,230296.0
