Date,Open,High,Low,Close,Volume
2025-09-23,123.6370401316552,127.3446498505056,120.16862171879973,125.88951110839844,58699795
2025-09-24,124.5838678008891,139.5239707024487,123.58719685848197,135.40771484375,78176977
2025-09-25,132.70673658102322,136.74325714263742,131.66024420519088,136.145263671875,44479831
2025-09-26,135.14859898445582,138.98577336017502,132.56720943512542,132.65692138671875,37983323
2025-09-29,134.21172086657052,143.40102872762947,132.5572433522557,143.17178344726562,50769723
2025-09-30,145.31462931019468,157.44411309352657,142.02561209379266,154.28466796875,59384622
2025-10-09,161.4607026444973,169.33439749272947,155.2614077831124,156.5570831298828,75901410
2025-10-10,153.4873416923488,158.47069694210037,148.05548751171824,149.56045532226562,53632206
2025-10-13,140.53061059375293,152.04216365207373,140.53061059375293,147.55714416503906,48688086
2025-10-14,150.73654154291833,155.38101727707425,143.2914072634101,146.51065063476562,51426901
2025-10-15,142.6335780421598,144.51728550001272,135.9259869113279,144.06878662109375,45865171
2025-10-16,143.0222777255668,150.49730966244312,142.72327340649346,144.11862182617188,40264866
2025-10-17,142.6734534148903,144.96579985045054,137.35123370665437,137.5406036376953,38201918
2025-10-20,141.50735370743715,142.5140012173197,133.21505834559508,134.70008850097656,45838667
2025-10-21,135.8462684035767,139.9724859801329,134.8495973444279,138.5372772216797,35121873
2025-10-22,137.23972440406965,137.60901915253265,134.4450215156784,136.1018829345703,25101972
2025-10-23,135.62280252929563,136.94029602942024,132.07951915009517,136.16177368164062,22303875
2025-10-24,139.12614740178591,145.91327869566632,139.03632141838813,145.77354431152344,49097771
2025-10-27,152.71039027479262,153.16952625390164,145.8334327859933,150.72415161132812,54398476
2025-10-28,147.22080584304553,151.8021140442719,146.71177667510037,149.07728576660156,34833876
2025-10-29,148.71796293876108,155.20565930857282,148.71796293876108,153.00982666015625,32729927
2025-10-30,154.70660159462378,158.57926204359453,150.92378236001701,151.7122802734375,43691161
2025-10-31,147.72983363161043,148.7179651918258,136.04200744628906,136.04200744628906,70786084
2025-11-03,133.74635430372794,135.0039637942655,127.78765356896788,132.8780059814453,47736471
2025-11-04,134.54484940698268,134.6246998080795,128.63605679497854,129.8238067626953,32812518
2025-11-05,124.96301602330234,129.33473034993537,124.92309843721881,128.66600036621094,28966253
2025-11-06,130.33283394238708,133.15747901461427,128.7159052271536,132.05955505371094,38545543
2025-11-07,129.75392035799032,132.62847362102937,128.83566367227627,129.83377075195312,25636165
2025-11-10,131.76012044581987,132.5686000369276,124.76339475095281,127.55809783935547,31798804
2025-11-11,129.04526197006538,130.75203183487,126.5599850052294,126.89933776855469,24086301
2025-11-12,124.96301261355286,127.2586621133435,122.46774472897751,124.44400024414062,27774747
2025-11-13,123.76528759294519,130.02342373802682,123.56566920732499,127.55809783935547,30793238
2025-11-14,123.76528841403668,124.00483200136078,120.94064331054688,120.94064331054688,29483825
2025-11-17,121.05043145263971,123.56566568346298,119.84272273968648,120.9705810546875,20181943
2025-11-18,120.57134864335062,122.64740576031164,119.55327507012478,120.67115783691406,22624775
2025-11-19,119.87266793502906,121.83894025110932,118.45535760083276,119.17399597167969,17231731
2025-11-20,122.12838925348667,122.56755882825375,117.65686595254428,117.79660034179688,17885204
2025-11-21,114.66254317883006,116.77853301414466,113.4847764728927,113.68440246582031,23934540
2025-11-24,115.45104871724985,115.73051749239549,111.78799741524958,113.68440246582031,19742532
2025-11-25,116.37928839419614,118.54517901189297,115.50095687205327,116.06987762451172,26293764
2025-11-26,114.86217226295872,119.01429403320685,114.23335988700525,116.8883285522461,22175521
2025-11-27,117.97626129706906,121.98865627767856,116.79849456332711,117.17778015136719,30073082
2025-11-28,117.35743906181541,118.99433415821647,116.63880070438019,118.27569580078125,18261822
2025-12-01,119.77285496194423,120.87077127610479,116.74859159254764,120.22200012207031,24695279
2025-12-02,119.83273775806163,120.03236374998001,117.31751117951372,117.93634033203125,16743606
2025-12-03,118.49527874198272,120.05232341551446,117.67683120654256,117.87644958496094,15807818
2025-12-04,117.32749497392861,120.1022315484727,116.62881542112386,119.47341918945312,16556455
2025-12-05,119.27380381584896,119.99244217857127,117.47720790904317,119.00431823730469,18551177
2025-12-08,119.77285462554738,124.53382224633356,119.02427428413772,122.87696838378906,29944577
2025-12-09,122.89693113196999,124.26434067434799,121.79901478554874,122.86698913574219,22938030
2025-12-10,122.06850352336438,122.12838751363293,117.60696348948619,120.28189086914062,28483933
2025-12-11,123.58562396442997,126.21064296289136,119.05421670124626,119.16400909423828,38433365
2025-12-12,118.65497673053977,121.27002023753904,117.4971763818748,120.17210388183594,38700465
2025-12-15,117.74670320353265,118.64500117296414,114.60266411799903,114.92205810546875,30534292
2025-12-16,114.28326617894164,115.62072607555267,112.40682751930807,113.35502624511719,21508363
2025-12-17,113.88402494482872,117.36741678610971,112.59646580015364,117.07797241210938,22516836
2025-12-18,116.14972869668595,119.25384245979636,115.66065072343169,116.54896545410156,20147989
2025-12-19,118.77474741825006,119.57323616116066,116.64878199155858,117.35743713378906,21788552
2025-12-22,118.2956575428619,120.9406430463421,117.91637956251454,120.17210388183594,24113022
2025-12-23,120.48151358785607,121.91879032571292,119.57324003792668,120.77096557617188,21417825
2025-12-24,120.271908075194,122.12838792936834,119.68302852900743,121.56945037841797,20915113
2025-12-25,121.76906835975066,123.0067190535154,120.09224809741171,121.07039642333984,18586560
2025-12-26,120.21202213410473,122.50766390608148,119.47341739381609,120.65118408203125,18911598
2025-12-29,120.65118668004403,122.3579489521418,118.43539525632359,118.89452362060547,23769875
2025-12-30,118.75478924270884,122.20823898605657,118.2756944714855,119.68302917480469,26526937
2025-12-31,120.77096622976187,120.87077542266357,117.49717596688481,117.5770263671875,19750088
2026-01-05,119.27380248665109,129.0053470410013,119.27380248665109,127.50818634033203,53377969
2026-01-06,128.75582429856942,135.37327967678695,126.80951837259563,133.26727294921875,53490577
2026-01-07,140.7331011718458,143.01875973085413,132.84806116978268,135.44313049316406,62126566
2026-01-08,134.2454039079274,135.62279656880528,131.25108263117065,131.82998657226562,40331930
2026-01-09,130.75203235351887,133.51679333254327,129.01532048682049,132.12942504882812,35701566
2026-01-12,133.90606429501526,134.7245042714435,130.3627807237549,131.9897003173828,41204303
2026-01-13,131.98968645035467,133.81622424414633,128.2567604683541,129.25486755371094,36345973
2026-01-14,131.74015905680758,135.59285299728498,129.9435632656695,132.19927978515625,52352237
2026-01-15,132.5486255960115,136.8205227549845,132.149373619062,134.94407653808594,48006473
2026-01-16,137.83860739420876,143.72743365331954,135.7425762281351,142.32009887695312,64618779
2026-01-19,141.23215424670025,141.73120779527517,136.84048911120328,138.63706970214844,52044889
2026-01-20,137.68888012056524,146.7217529937104,137.23973494309647,142.7293243408203,62402524
2026-01-21,143.7274220800069,162.89107531136003,143.42798690469243,159.71710205078125,90353438
2026-01-22,172.54277757535027,181.4558823148753,163.79936445308076,167.58218383789062,114081879
2026-01-23,162.89107531136003,170.1473181765784,157.7108970371082,159.71710205078125,74383621
2026-01-26,157.89056978368316,169.0194582230938,157.89056978368316,163.7993621826172,68082147
2026-01-27,161.82311564964942,170.15730113935172,155.30547723708037,168.7000732421875,66149015
2026-01-28,170.67632070301397,175.84650837068008,168.56033844272207,172.93203735351562,64991983
2026-01-29,175.26761169449156,175.66684843989273,161.81311710981322,161.8730010986328,60253822
2026-01-30,160.17622389735058,185.52815349458987,159.89675512642796,181.5057830810547,91432100
2026-02-02,180.65739699266433,188.52248633199244,176.0561223495665,177.59320068359375,75981861
2026-02-03,184.4402102656961,188.432638794661,174.6687481422133,181.68544006347656,68419618
2026-02-04,175.26762340473354,175.35744939396454,163.79936665246979,170.57650756835938,56740417
2026-02-05,161.57358996407652,170.3269786850014,161.19430437433155,167.8317108154297,32465215
2026-02-06,164.68768138706636,166.64397812167164,162.49184868122012,163.23043823242188,31515210
2026-02-09,170.55654625453556,173.471017161219,165.55601993249752,173.12167358398438,42330156
2026-02-10,172.17348104127697,179.65928456481075,171.78421986724945,177.1640167236328,38977643
2026-02-11,174.56893543660706,174.56893543660706,168.2010221397001,169.57839965820312,28569413
2026-02-12,171.355028434023,174.56893467977395,164.68767997333637,167.7917938232422,40102613
2026-02-13,166.484269492239,170.77613312406496,163.91912690150718,164.28843688964844,29260081
2026-02-24,169.66823008801552,177.30374325148102,166.71382639390725,174.27947998046875,40382609
2026-02-25,174.28946751929337,174.29945833804013,165.29652748459498,167.42250061035156,35992104
2026-02-26,167.58218602647335,168.56034200854018,163.56980620989705,164.8074493408203,34361643
2026-02-27,162.19240199085442,165.36637522407463,161.25417889024553,163.24041748046875,25820772
2026-03-02,158.7289712853543,164.2485023435494,157.96042455208874,159.13819885253906,31212432
2026-03-03,159.75702349118805,160.65532903882288,147.39047686030193,147.6100616455078,52208958
2026-03-04,146.72174997228626,154.54690631563068,146.72174997228626,150.02548217773438,40725055
2026-03-05,156.21374024941176,156.5331418389456,150.82396788022945,152.34109497070312,30201925
2026-03-06,150.59441459515287,154.3872096550107,150.34488780279872,151.32302856445312,21090811
2026-03-09,144.72553228647888,148.99742953833558,140.56342742693232,147.89950561523438,36559849
2026-03-10,152.7004205062805,153.7284696668292,150.57444737334643,152.6904296875,30572221
2026-03-11,153.7983217997112,154.01790658355293,149.0373618234574,149.51644897460938,25190545
2026-03-12,148.76787015839508,150.8040019940316,146.0130847438264,147.5701446533203,23528572
2026-03-13,146.49219522962932,150.16522234560185,144.9650924609888,146.2227020263672,26574876
2026-03-16,146.72174512519211,153.41905053240538,145.12476765771748,152.21133422851562,40965481
2026-03-17,152.71038538670348,152.71038538670348,146.1428388803925,146.31251525878906,29952447
2026-03-18,149.71606553273656,153.65858554578415,148.33867285626556,153.32920837402344,47978750
2026-03-19,150.25504021900832,153.26932800735509,148.4684351625803,149.39666748046875,38243378
2026-03-20,151.11341351338143,151.58252508325683,144.58579957901208,144.62571716308594,35075343
2026-03-23,139.7250256521411,142.11050113555723,135.65274664553206,136.5410614013672,38349982
2026-03-24,139.73499376870885,139.73499376870885,131.84995378372255,137.30960083007812,30040434
2026-03-25,139.235948535758,143.60766276120353,138.93651334238797,141.73121643066406,32579974
2026-03-26,139.61522655261132,140.07434729161045,135.84238291865336,136.73069763183594,24847742
2026-03-27,131.76012134362924,136.69077317456924,131.3409181619984,134.8442840576172,23487311
2026-03-30,131.33093417427946,133.04767960635417,130.80193862915357,131.75013732910156,25571949
2026-03-31,129.75392888244716,129.75392888244716,124.76339315619919,125.04286193847656,36443845
2026-04-01,129.75392575989287,130.87180086210046,127.02908996835578,129.72398376464844,34230627
2026-04-02,131.35089810421084,133.1474786681744,127.47823775186052,128.7558135986328,30582423
2026-04-03,130.46259353228223,130.80194631136814,126.75960926901277,127.01911926269531,18598057
2026-04-07,128.725879920923,130.2529826368941,127.44830399161266,127.65790557861328,19802596
2026-04-08,133.41698056040886,138.94650268554688,132.27913902161143,138.94650268554688,50042866
2026-04-09,137.2596997267013,141.63139869355422,136.4013269672898,138.9065704345703,37145423
2026-04-10,142.72932047624687,145.2245883167407,142.03064852688985,143.25831604003906,40140866
2026-04-13,142.13044903773073,154.85631492890764,142.11049786068875,152.01171875,53492100
2026-04-14,157.20188051440903,159.6971484590822,152.7702822078844,153.06971740722656,63013164
2026-04-15,155.70470975952944,155.7845601562256,145.7535806161209,146.90139770507812,49131662
2026-04-16,147.20083110077022,152.56067659346917,144.0667754104916,150.71417236328125,39731202
2026-04-17,150.2350960063512,154.70661187886313,149.74601800861285,150.49459838867188,45525375
