date,ucode,call_val,put_val,call_vol
2026-07-14,0050,42.2,14.51,25582.0
2026-07-14,0052,5.19,0.0,3577.0
2026-07-14,0056,0.06,0.0,42.0
2026-07-14,1101,0.15,0.0,399.0
2026-07-14,1102,0.03,0.0,50.0
2026-07-14,1210,0.03,0.0,19.0
2026-07-14,1215,0.83,0.0,1009.0
2026-07-14,1216,0.69,0.0,888.0
2026-07-14,1301,32.77,0.2,17584.0
2026-07-14,1303,42.07,0.61,18103.0
2026-07-14,1304,3.33,0.0,4035.0
2026-07-14,1305,0.28,0.0,338.0
2026-07-14,1307,0.93,0.0,940.0
2026-07-14,1308,0.35,0.0,1668.0
2026-07-14,1309,1.08,0.0,2513.0
2026-07-14,1312,0.65,0.0,1548.0
2026-07-14,1313,0.2,0.0,518.0
2026-07-14,1319,0.16,0.0,262.0
2026-07-14,1326,31.75,0.21,15612.0
2026-07-14,1342,0.65,0.0,823.0
2026-07-14,1402,0.99,0.0,2170.0
2026-07-14,1409,3.66,0.0,3662.0
2026-07-14,1476,2.81,0.0,2204.0
2026-07-14,1477,2.18,0.0,2977.0
2026-07-14,1503,2.68,0.0,5533.0
2026-07-14,1504,1.15,0.0,4282.0
2026-07-14,1513,3.93,0.0,5979.0
2026-07-14,1514,1.99,0.02,4244.0
2026-07-14,1519,7.39,0.49,18042.0
2026-07-14,1522,0.01,0.0,67.0
2026-07-14,1536,1.26,0.0,1430.0
2026-07-14,1560,3.73,0.13,3852.0
2026-07-14,1582,0.11,0.32,770.0
2026-07-14,1590,1.12,0.0,2786.0
2026-07-14,1597,0.61,0.0,979.0
2026-07-14,1605,1.77,0.0,3844.0
2026-07-14,1608,0.05,0.0,294.0
2026-07-14,1609,2.02,0.0,7043.0
2026-07-14,1618,0.02,0.0,36.0
2026-07-14,1623,1.11,0.0,978.0
2026-07-14,1708,0.98,0.0,664.0
2026-07-14,1710,2.58,0.0,2503.0
2026-07-14,1711,4.07,0.0,3951.0
2026-07-14,1714,1.75,0.0,1386.0
2026-07-14,1717,3.87,0.16,6246.0
2026-07-14,1718,1.95,0.0,655.0
2026-07-14,1722,0.01,0.0,11.0
2026-07-14,1723,0.08,0.0,112.0
2026-07-14,1727,0.39,0.0,308.0
2026-07-14,1773,1.74,0.0,1987.0
2026-07-14,1795,4.15,0.01,5081.0
2026-07-14,1802,14.87,0.89,19534.0
2026-07-14,1809,0.83,0.0,833.0
2026-07-14,1905,0.37,0.0,395.0
2026-07-14,2002,0.44,0.0,1245.0
2026-07-14,2027,5.56,0.0,5561.0
2026-07-14,2031,0.06,0.0,48.0
2026-07-14,2034,0.02,0.0,20.0
2026-07-14,2049,5.59,0.93,5340.0
2026-07-14,2059,29.2,0.9,5249.0
2026-07-14,2072,0.2,0.0,130.0
2026-07-14,2101,0.18,0.0,117.0
2026-07-14,2103,5.1,0.0,3312.0
2026-07-14,2104,0.25,0.0,1336.0
2026-07-14,2105,1.34,0.0,1575.0
2026-07-14,2108,0.01,0.0,7.0
2026-07-14,2231,4.83,0.0,5859.0
2026-07-14,2233,0.1,0.09,291.0
2026-07-14,2236,0.25,0.0,219.0
2026-07-14,2301,39.97,0.16,21326.0
2026-07-14,2303,39.41,1.26,44612.0
2026-07-14,2308,20.43,1.21,16732.0
2026-07-14,2312,3.12,0.0,4390.0
2026-07-14,2313,51.78,4.05,50387.0
2026-07-14,2316,4.87,0.0,6922.0
2026-07-14,2317,24.9,0.73,25094.0
2026-07-14,2323,0.81,0.0,1454.0
