date,ucode,call_val,put_val,call_vol
2025-06-17,0050,8.46,0.0,5974.0
2025-06-17,0052,1.16,0.0,844.0
2025-06-17,0056,0.06,0.0,60.0
2025-06-17,1101,2.36,0.0,1352.0
2025-06-17,1102,0.01,0.0,5.0
2025-06-17,1210,0.03,0.0,42.0
2025-06-17,1215,0.08,0.0,1654.0
2025-06-17,1216,0.03,0.0,43.0
2025-06-17,1301,3.06,0.28,5060.0
2025-06-17,1303,16.81,0.18,11347.0
2025-06-17,1304,0.31,0.0,521.0
2025-06-17,1305,0.57,0.0,594.0
2025-06-17,1307,0.1,0.0,203.0
2025-06-17,1308,0.49,0.0,516.0
2025-06-17,1309,0.12,0.0,244.0
2025-06-17,1312,0.48,0.0,333.0
2025-06-17,1313,0.77,0.0,390.0
2025-06-17,1319,1.28,0.67,1017.0
2025-06-17,1326,2.96,0.28,2176.0
2025-06-17,1342,0.28,0.0,233.0
2025-06-17,1402,0.66,0.0,566.0
2025-06-17,1409,2.49,0.0,2387.0
2025-06-17,1436,0.09,0.0,150.0
2025-06-17,1442,0.0,0.01,0.0
2025-06-17,1476,1.19,0.0,1080.0
2025-06-17,1477,1.1,0.09,2028.0
2025-06-17,1503,4.59,0.1,4703.0
2025-06-17,1504,0.97,0.0,923.0
2025-06-17,1513,7.32,0.11,5862.0
2025-06-17,1514,1.67,0.02,2125.0
2025-06-17,1519,8.1,0.83,11519.0
2025-06-17,1522,0.09,0.0,142.0
2025-06-17,1536,0.31,0.09,351.0
2025-06-17,1560,7.38,1.28,8642.0
2025-06-17,1563,1.11,0.0,1154.0
2025-06-17,1582,2.6,0.0,1959.0
2025-06-17,1590,3.64,0.0,3329.0
2025-06-17,1597,0.23,0.03,209.0
2025-06-17,1605,2.16,0.31,3169.0
2025-06-17,1608,1.13,0.0,1800.0
2025-06-17,1609,0.9,0.0,678.0
2025-06-17,1618,0.03,0.0,52.0
2025-06-17,1623,0.8,0.0,801.0
2025-06-17,1708,1.44,0.0,2661.0
2025-06-17,1710,2.27,0.0,1707.0
2025-06-17,1711,1.41,0.0,1124.0
2025-06-17,1714,0.76,0.0,855.0
2025-06-17,1717,2.94,0.0,2595.0
2025-06-17,1718,2.08,0.0,1266.0
2025-06-17,1722,0.39,0.0,358.0
2025-06-17,1723,0.59,0.0,305.0
2025-06-17,1727,2.3,0.0,1913.0
2025-06-17,1736,0.0,0.3,0.0
2025-06-17,1773,0.09,0.0,120.0
2025-06-17,1795,3.22,0.03,2622.0
2025-06-17,1802,7.96,0.0,8269.0
2025-06-17,1809,0.24,0.0,114.0
2025-06-17,1903,0.06,0.0,127.0
2025-06-17,1905,0.07,0.0,23.0
2025-06-17,2002,1.17,0.28,1165.0
2025-06-17,2006,1.22,0.0,730.0
2025-06-17,2009,0.51,0.0,475.0
2025-06-17,2027,3.42,0.15,1780.0
2025-06-17,2031,1.6,0.0,430.0
2025-06-17,2034,0.02,0.0,35.0
2025-06-17,2049,6.29,0.31,8546.0
2025-06-17,2059,3.44,0.92,8001.0
2025-06-17,2072,0.03,0.0,11.0
2025-06-17,2101,0.14,0.0,38.0
2025-06-17,2103,1.4,0.0,1308.0
2025-06-17,2104,0.36,0.0,456.0
2025-06-17,2105,0.91,0.0,1403.0
2025-06-17,2108,0.06,0.0,89.0
2025-06-17,2201,0.13,0.0,313.0
2025-06-17,2204,0.0,0.01,0.0
2025-06-17,2231,0.78,0.0,1068.0
2025-06-17,2233,0.25,0.0,396.0
2025-06-17,2236,0.01,0.0,17.0
2025-06-17,2301,12.09,0.02,11583.0
2025-06-17,2302,0.81,0.0,950.0
2025-06-17,2303,13.64,1.72,11252.0
2025-06-17,2305,0.31,0.0,178.0
2025-06-17,2308,21.37,0.15,12561.0
2025-06-17,2312,3.36,0.0,2504.0
2025-06-17,2313,14.31,0.02,14060.0
2025-06-17,2316,5.35,0.0,5540.0
2025-06-17,2317,23.3,2.14,26862.0
2025-06-17,2323,1.18,0.0,918.0
2025-06-17,2324,7.39,0.24,5811.0
2025-06-17,2327,9.43,0.0,10744.0
2025-06-17,2328,1.31,0.02,1196.0
2025-06-17,2329,1.22,0.02,2857.0
2025-06-17,2330,51.94,9.56,49732.0
2025-06-17,2331,0.19,0.0,126.0
2025-06-17,2332,0.0,0.02,0.0
2025-06-17,2337,12.5,0.39,8874.0
2025-06-17,2338,0.11,0.0,244.0
2025-06-17,2340,0.2,0.0,323.0
2025-06-17,2342,0.11,0.0,276.0
2025-06-17,2344,23.37,1.03,19809.0
2025-06-17,2345,12.19,0.94,9189.0
2025-06-17,2347,0.61,0.0,77.0
2025-06-17,2348,0.05,0.27,20.0
2025-06-17,2351,5.3,0.0,4777.0
2025-06-17,2352,0.88,0.0,729.0
2025-06-17,2353,3.59,0.15,3744.0
2025-06-17,2354,4.65,0.0,4296.0
2025-06-17,2355,2.01,0.0,1552.0
2025-06-17,2356,4.83,0.06,4582.0
2025-06-17,2357,5.9,0.18,5814.0
2025-06-17,2359,7.44,0.29,7294.0
2025-06-17,2360,5.23,0.13,4370.0
