date,ucode,call_val,put_val,call_vol
2025-05-16,0050,12.98,0.0,9131.0
2025-05-16,0052,0.79,0.0,639.0
2025-05-16,0056,0.03,0.0,31.0
2025-05-16,1101,1.03,0.0,852.0
2025-05-16,1102,0.18,0.0,238.0
2025-05-16,1210,0.01,0.0,10.0
2025-05-16,1215,0.06,0.0,37.0
2025-05-16,1216,0.05,0.0,185.0
2025-05-16,1301,4.25,0.04,5138.0
2025-05-16,1303,12.23,0.0,11577.0
2025-05-16,1304,2.56,0.0,1803.0
2025-05-16,1305,0.59,0.0,364.0
2025-05-16,1307,0.19,0.0,229.0
2025-05-16,1308,0.16,0.0,225.0
2025-05-16,1309,0.01,0.0,21.0
2025-05-16,1312,1.05,0.0,995.0
2025-05-16,1313,0.81,0.0,845.0
2025-05-16,1319,0.46,0.34,508.0
2025-05-16,1326,4.14,0.17,3433.0
2025-05-16,1342,0.01,0.0,10.0
2025-05-16,1402,0.24,0.0,227.0
2025-05-16,1409,1.99,0.0,1572.0
2025-05-16,1436,0.0,0.02,0.0
2025-05-16,1442,0.01,0.0,30.0
2025-05-16,1476,0.45,0.0,515.0
2025-05-16,1477,1.39,0.0,1121.0
2025-05-16,1503,4.74,0.05,6630.0
2025-05-16,1504,4.84,0.0,2629.0
2025-05-16,1513,5.09,0.04,5355.0
2025-05-16,1514,2.78,0.09,5705.0
2025-05-16,1519,5.43,1.2,9297.0
2025-05-16,1522,0.24,0.0,258.0
2025-05-16,1536,1.49,0.06,1797.0
2025-05-16,1560,9.43,0.68,6346.0
2025-05-16,1563,0.27,0.0,214.0
2025-05-16,1582,2.9,0.0,3216.0
2025-05-16,1590,4.15,0.0,4243.0
2025-05-16,1597,1.02,0.4,667.0
2025-05-16,1605,2.19,0.05,2593.0
2025-05-16,1608,1.0,0.0,840.0
2025-05-16,1609,1.6,0.0,1222.0
2025-05-16,1612,0.01,0.0,2.0
2025-05-16,1618,1.42,0.06,1717.0
2025-05-16,1623,1.27,0.0,365.0
2025-05-16,1708,0.73,0.0,1387.0
2025-05-16,1710,0.37,0.0,500.0
2025-05-16,1711,1.27,0.0,1421.0
2025-05-16,1714,1.92,0.0,1274.0
2025-05-16,1717,8.13,0.0,7224.0
2025-05-16,1718,0.56,0.0,509.0
2025-05-16,1722,0.3,0.0,194.0
2025-05-16,1723,0.39,0.0,728.0
2025-05-16,1727,0.94,0.0,911.0
2025-05-16,1736,0.02,0.09,79.0
2025-05-16,1773,0.11,0.0,185.0
2025-05-16,1795,3.66,0.0,2964.0
2025-05-16,1802,6.17,0.0,6153.0
2025-05-16,1809,0.16,0.0,151.0
2025-05-16,1903,0.02,0.0,49.0
2025-05-16,1905,0.3,0.0,447.0
2025-05-16,2002,0.75,0.78,956.0
2025-05-16,2006,0.35,0.0,263.0
2025-05-16,2009,0.96,0.0,999.0
2025-05-16,2014,0.01,0.05,80.0
2025-05-16,2027,2.15,0.53,1649.0
2025-05-16,2031,0.15,0.0,98.0
2025-05-16,2034,0.02,0.0,75.0
2025-05-16,2049,14.05,1.33,13180.0
2025-05-16,2059,3.48,2.01,4476.0
2025-05-16,2072,0.04,0.0,14.0
2025-05-16,2101,0.32,0.0,504.0
2025-05-16,2103,1.16,0.0,940.0
2025-05-16,2104,0.71,0.0,778.0
2025-05-16,2105,0.01,0.0,2.0
2025-05-16,2108,1.31,0.0,963.0
2025-05-16,2204,0.02,0.07,73.0
2025-05-16,2228,0.24,0.0,529.0
2025-05-16,2231,0.65,0.0,1082.0
2025-05-16,2233,1.19,0.0,1551.0
2025-05-16,2236,0.61,0.0,670.0
2025-05-16,2301,16.25,0.0,13055.0
2025-05-16,2302,0.25,0.0,231.0
2025-05-16,2303,11.87,0.28,13204.0
2025-05-16,2305,1.92,0.0,1032.0
2025-05-16,2308,2.31,0.09,4725.0
2025-05-16,2312,3.47,0.01,3543.0
2025-05-16,2313,39.75,0.0,25765.0
2025-05-16,2316,4.96,0.0,3128.0
2025-05-16,2317,27.81,4.49,25799.0
2025-05-16,2323,0.19,0.0,347.0
2025-05-16,2324,5.18,0.18,4222.0
2025-05-16,2327,4.5,0.0,6724.0
2025-05-16,2328,1.32,0.18,1655.0
2025-05-16,2329,2.04,0.0,3313.0
2025-05-16,2330,61.49,8.08,59418.0
2025-05-16,2331,0.11,0.0,794.0
2025-05-16,2332,0.01,0.1,54.0
2025-05-16,2337,12.18,0.1,8653.0
2025-05-16,2338,8.74,0.0,5521.0
2025-05-16,2340,2.23,0.0,1713.0
2025-05-16,2342,0.06,0.0,70.0
2025-05-16,2344,19.47,1.05,18168.0
2025-05-16,2345,14.27,1.37,14242.0
2025-05-16,2347,0.55,0.0,492.0
2025-05-16,2348,0.08,0.02,49.0
2025-05-16,2351,5.32,0.0,7960.0
2025-05-16,2352,0.52,0.0,368.0
2025-05-16,2353,2.57,0.0,2890.0
2025-05-16,2354,1.41,0.0,2322.0
2025-05-16,2355,3.09,0.0,2396.0
2025-05-16,2356,5.78,0.06,6908.0
2025-05-16,2357,5.69,0.65,5976.0
2025-05-16,2359,7.5,0.67,6211.0
2025-05-16,2360,1.34,0.03,1411.0
2025-05-16,2363,4.38,0.0,3386.0
2025-05-16,2365,0.16,0.17,83.0
2025-05-16,2367,3.96,0.0,5044.0
2025-05-16,2368,13.7,0.42,11666.0
2025-05-16,2369,5.16,0.0,3873.0
2025-05-16,2371,1.75,0.33,2918.0
2025-05-16,2374,1.65,0.06,1313.0
2025-05-16,2375,4.64,0.0,2889.0
2025-05-16,2376,6.14,0.26,6114.0
2025-05-16,2377,9.99,0.15,7993.0
2025-05-16,2379,6.2,0.0,6142.0
2025-05-16,2383,5.1,1.78,5051.0
2025-05-16,2385,0.68,0.0,564.0
2025-05-16,2388,2.4,0.04,2084.0
2025-05-16,2392,1.92,0.0,907.0
2025-05-16,2393,0.21,0.0,415.0
2025-05-16,2395,10.74,0.0,8547.0
2025-05-16,2399,1.53,0.0,1283.0
2025-05-16,2401,1.03,0.0,1172.0
2025-05-16,2402,1.98,0.0,3414.0
2025-05-16,2404,17.66,0.25,14821.0
