date,ucode,call_val,put_val,call_vol
2026-08-18,0050,30.18,9.96,19514.0
2026-08-18,0052,1.69,0.0,1460.0
2026-08-18,0056,0.02,0.0,10.0
2026-08-18,1101,2.27,0.0,3833.0
2026-08-18,1102,0.44,0.0,466.0
2026-08-18,1210,0.05,0.0,60.0
2026-08-18,1216,0.38,0.0,586.0
2026-08-18,1301,14.53,0.0,11655.0
2026-08-18,1303,27.13,0.12,18862.0
2026-08-18,1304,0.22,0.04,307.0
2026-08-18,1305,0.27,0.0,291.0
2026-08-18,1307,0.04,0.0,67.0
2026-08-18,1308,0.02,0.0,47.0
2026-08-18,1309,0.11,0.0,434.0
2026-08-18,1312,0.52,0.0,4564.0
2026-08-18,1313,0.1,0.0,224.0
2026-08-18,1319,1.12,0.0,1053.0
2026-08-18,1326,7.22,0.01,6869.0
2026-08-18,1402,1.66,0.0,2548.0
2026-08-18,1409,1.4,0.04,1589.0
2026-08-18,1476,1.27,0.0,1703.0
2026-08-18,1477,0.51,0.0,1434.0
2026-08-18,1503,2.85,0.0,3917.0
2026-08-18,1504,8.42,0.0,7662.0
2026-08-18,1513,3.67,0.0,4767.0
2026-08-18,1514,0.61,0.04,1652.0
2026-08-18,1519,8.57,0.0,10863.0
2026-08-18,1522,0.01,0.0,59.0
2026-08-18,1536,0.07,0.0,107.0
2026-08-18,1560,8.85,0.69,8009.0
2026-08-18,1563,0.32,0.0,300.0
2026-08-18,1582,0.01,0.0,43.0
2026-08-18,1590,5.32,0.0,5594.0
2026-08-18,1597,0.92,0.0,1508.0
2026-08-18,1605,3.59,0.0,3574.0
2026-08-18,1608,1.69,0.0,1475.0
2026-08-18,1609,0.6,0.0,1855.0
2026-08-18,1618,0.03,0.0,52.0
2026-08-18,1708,0.71,0.0,628.0
2026-08-18,1710,0.18,0.0,195.0
2026-08-18,1711,0.48,0.0,464.0
2026-08-18,1714,0.88,0.0,717.0
2026-08-18,1717,10.24,0.0,12612.0
2026-08-18,1718,1.96,0.0,2630.0
2026-08-18,1722,0.05,0.0,70.0
2026-08-18,1723,0.28,0.0,478.0
2026-08-18,1727,6.49,0.0,4925.0
2026-08-18,1773,0.24,0.0,592.0
2026-08-18,1795,3.75,0.0,5198.0
2026-08-18,1802,23.36,0.47,17557.0
2026-08-18,1809,0.01,0.0,45.0
2026-08-18,1905,0.08,0.0,172.0
2026-08-18,2002,0.84,0.0,2319.0
2026-08-18,2006,0.32,0.0,410.0
2026-08-18,2009,0.17,0.0,135.0
2026-08-18,2027,8.94,0.84,5366.0
2026-08-18,2031,0.45,0.0,488.0
2026-08-18,2034,0.01,0.0,25.0
2026-08-18,2049,8.26,0.94,6254.0
2026-08-18,2059,21.95,0.33,1931.0
2026-08-18,2072,0.13,0.0,133.0
2026-08-18,2101,0.08,0.0,96.0
