date,ucode,call_val,put_val,call_vol
2025-03-28,0050,9.38,0.0,8956.0
2025-03-28,0052,0.33,0.0,442.0
2025-03-28,1101,1.2,0.0,957.0
2025-03-28,1301,5.37,1.69,6548.0
2025-03-28,1303,6.1,0.24,8142.0
2025-03-28,1304,1.5,0.0,1450.0
2025-03-28,1305,0.05,0.0,77.0
2025-03-28,1307,0.61,0.03,657.0
2025-03-28,1308,0.82,0.0,939.0
2025-03-28,1309,0.13,0.0,786.0
2025-03-28,1312,0.91,0.0,1669.0
2025-03-28,1313,2.67,0.0,1697.0
2025-03-28,1314,0.0,0.01,0.0
2025-03-28,1319,2.2,0.4,3122.0
2025-03-28,1326,4.74,0.2,5411.0
2025-03-28,1342,0.03,0.0,70.0
2025-03-28,1402,0.1,0.0,409.0
2025-03-28,1409,0.64,0.0,941.0
2025-03-28,1436,0.02,0.01,36.0
2025-03-28,1442,0.06,0.0,75.0
2025-03-28,1476,0.2,0.0,359.0
2025-03-28,1477,0.53,0.02,495.0
2025-03-28,1503,3.02,0.04,6039.0
2025-03-28,1504,1.78,0.0,3042.0
2025-03-28,1513,4.12,0.06,6240.0
2025-03-28,1514,2.62,0.04,3806.0
2025-03-28,1519,8.39,1.76,10288.0
2025-03-28,1522,0.25,0.0,897.0
2025-03-28,1536,0.7,0.42,1129.0
2025-03-28,1560,7.1,0.43,7470.0
2025-03-28,1582,1.83,0.0,1780.0
2025-03-28,1590,0.61,0.0,724.0
2025-03-28,1597,1.42,0.07,713.0
2025-03-28,1605,2.72,0.28,6488.0
2025-03-28,1608,0.37,0.0,1681.0
2025-03-28,1609,2.31,0.02,4204.0
2025-03-28,1612,0.17,0.0,179.0
2025-03-28,1618,1.75,0.0,1856.0
2025-03-28,1623,1.18,0.0,554.0
2025-03-28,1708,2.07,0.0,3105.0
2025-03-28,1710,1.04,0.0,829.0
2025-03-28,1711,1.05,0.0,1733.0
2025-03-28,1714,0.44,0.0,410.0
2025-03-28,1717,4.3,0.0,5899.0
2025-03-28,1718,0.69,0.0,754.0
2025-03-28,1722,0.09,0.0,67.0
2025-03-28,1723,1.43,0.0,1110.0
2025-03-28,1727,0.89,0.0,875.0
2025-03-28,1736,2.87,0.31,2101.0
2025-03-28,1773,0.62,0.0,836.0
2025-03-28,1795,3.46,0.0,5439.0
2025-03-28,1802,7.78,0.0,4747.0
2025-03-28,1808,0.06,0.0,534.0
2025-03-28,1809,0.05,0.0,63.0
2025-03-28,1905,0.92,0.0,771.0
2025-03-28,2002,1.38,0.51,3011.0
2025-03-28,2006,0.02,0.0,50.0
2025-03-28,2009,4.33,0.0,8011.0
2025-03-28,2014,0.21,0.16,320.0
2025-03-28,2027,6.77,1.86,6127.0
2025-03-28,2031,0.16,0.0,60.0
2025-03-28,2034,0.01,0.0,39.0
2025-03-28,2049,7.1,1.32,10031.0
2025-03-28,2059,5.48,2.35,5675.0
2025-03-28,2072,0.09,0.0,137.0
2025-03-28,2101,0.3,0.0,470.0
2025-03-28,2103,0.67,0.0,529.0
2025-03-28,2104,0.06,0.0,55.0
2025-03-28,2105,0.51,0.0,647.0
2025-03-28,2108,0.06,0.0,21.0
2025-03-28,2201,0.75,0.0,622.0
2025-03-28,2204,0.2,0.05,1736.0
2025-03-28,2228,0.03,0.0,127.0
2025-03-28,2231,4.73,0.0,2507.0
2025-03-28,2233,0.3,0.44,631.0
2025-03-28,2236,0.03,0.0,19.0
2025-03-28,2301,7.91,0.0,10362.0
2025-03-28,2303,13.19,1.23,19364.0
2025-03-28,2308,5.22,0.31,9130.0
2025-03-28,2312,3.17,0.18,2470.0
2025-03-28,2313,16.68,0.18,20454.0
