wcode,kind,uname,ucode
071763,call,南亞,1303
071764,call,士電,1503
071765,call,中興電,1513
071766,call,亞力,1514
071767,call,中砂,1560
071768,call,華新,1605
071769,call,台玻,1802
071770,call,光寶科,2301
071771,call,聯電,2303
071772,call,金寶,2312
071773,call,華通,2313
071774,call,台積電,2330
071775,call,華邦電,2344
071776,call,華邦電,2344
071777,call,華邦電,2344
071778,call,微星,2377
071779,call,南亞科,2408
07177U,put,貿聯-KY,3665
071780,call,南亞科,2408
071781,call,南亞科,2408
071782,call,興勤,2428
071783,call,京元電子,2449
071784,call,志聖,2467
071785,call,志聖,2467
071786,call,可成,2474
071787,call,強茂,2481
071788,call,揚博,2493
071789,call,揚博,2493
071790,call,揚博,2493
071791,call,奇鋐,3017
071792,call,健鼎,3044
071793,call,神達,3706
071794,call,乙盛-KY,5243
071795,call,亞翔,6139
071796,call,帆宣,6196
071797,call,佳必琪,6197
071798,call,盛群,6202
071799,call,台郡,6269
071800,call,台表科,6278
071801,call,台表科,6278
071802,call,康舒,6282
071803,call,保瑞,6472
071804,call,達發,6526
071805,call,采鈺,6789
071806,call,富世達,6805
071807,call,致新,8081
071808,call,南茂,8150
071809,call,南茂,8150
071810,call,富鼎,8261
071811,call,南亞,1303
071812,call,華新,1605
071813,call,中碳,1723
071814,call,光寶科,2301
071815,call,聯電,2303
071816,call,金寶,2312
071817,call,鴻海,2317
071818,call,台積電,2330
071819,call,台積電,2330
071820,call,台積電,2330
071821,call,華邦電,2344
071822,call,順德,2351
071823,call,宏碁,2353
071824,call,大同,2371
071825,call,毅嘉,2402
071826,call,漢唐,2404
071827,call,南亞科,2408
071828,call,可成,2474
071829,call,中信金,2891
071830,call,奇鋐,3017
071831,call,日月光投控,3711
071832,call,亞翔,6139
071833,call,帆宣,6196
071834,call,富世達,6805
071835,call,致新,8081
071836,call,勤誠,8210
071837,call,華城,1519
071838,call,華泰,2329
071839,call,台積電,2330
071840,call,南亞科,2408
071841,call,南亞科,2408
071842,call,揚博,2493
071843,call,祥碩,5269
071844,call,jpp-KY,5284
071845,call,亞翔,6139
071846,call,康舒,6282
071849,call,南亞,1303
071850,call,大亞,1609
071851,call,光寶科,2301
071852,call,台積電,2330
071853,call,台積電,2330
071854,call,台積電,2330
071855,call,台積電,2330
071856,call,宏碁,2353
071857,call,宏碁,2353
071858,call,宏碁,2353
071859,call,揚博,2493
071860,call,永豐金,2890
071861,call,新日興,3376
071862,call,日月光投控,3711
071863,call,帆宣,6196
071864,call,佳必琪,6197
071865,call,聯茂,6213
071866,call,康舒,6282
071867,call,兆聯實業,6944
071876,call,富邦科技,0052
071881,call,南亞,1303
071882,call,聯電,2303
071883,call,鴻海,2317
071884,call,台積電,2330
071885,call,台積電,2330
071886,call,智邦,2345
071887,call,順德,2351
071888,call,燿華,2367
071889,call,技嘉,2376
071890,call,毅嘉,2402
071892,call,漢唐,2404
071893,call,南亞科,2408
071894,call,京元電子,2449
071895,call,中興電,1513
071896,call,晶豪科,3006
071897,call,益登,3048
071898,call,亞翔,6139
071899,call,聯茂,6213
071900,call,AES-KY,6781
071904,call,華邦電,2344
071905,call,智邦,2345
071906,call,南亞科,2408
071907,call,凌陽,2401
071908,call,友達,2409
071909,call,揚博,2493
071910,call,華航,2610
071911,call,漢翔,2634
071912,call,亞翔,6139
071913,call,永擎,7711
071914,call,威強電,3022
071915,call,永擎,7711
071916,call,富鼎,8261
071917,call,華邦電,2344
071918,call,強茂,2481
071919,call,新興,2605
071921,call,長榮航,2618
071922,call,佳必琪,6197
071923,call,兆聯實業,6944
071924,call,至上,8112
071926,call,南亞,1303
071927,call,南亞,1303
071928,call,南亞,1303
071929,call,華城,1519
071930,call,東鹼,1708
071931,call,聯電,2303
071932,call,聯電,2303
071933,call,鴻海,2317
071934,call,鴻海,2317
071935,call,台積電,2330
071936,call,華邦電,2344
071937,call,鴻準,2354
071938,call,菱生,2369
071939,call,瑞昱,2379
071940,call,威盛,2388
071941,call,南亞科,2408
071942,call,興勤,2428
071943,call,興勤,2428
071944,call,鉅祥,2476
071945,call,強茂,2481
071946,call,揚博,2493
071947,call,揚博,2493
071948,call,晶豪科,3006
071949,call,亞光,3019
071950,call,玉晶光,3406
071951,call,辛耘,3583
071952,call,辛耘,3583
071953,call,神達,3706
071954,call,智伸科,4551
071955,call,材料*-KY,4763
071956,call,精成科,6191
071957,call,帆宣,6196
071958,call,佳必琪,6197
071959,call,洋基工程,6691
071960,call,AES-KY,6781
071961,call,兆聯實業,6944
071962,call,南茂,8150
071963,call,富邦科技,0052
071964,call,南亞,1303
071965,call,東鹼,1708
071966,call,台積電,2330
071967,call,台積電,2330
071968,call,華邦電,2344
071969,call,智邦,2345
071970,call,凌陽,2401
071971,call,揚博,2493
071972,call,晶豪科,3006
071973,call,玉晶光,3406
071974,call,辛耘,3583
071975,call,辛耘,3583
071976,call,辛耘,3583
071977,call,亞翔,6139
071978,call,佳必琪,6197
071979,call,聯茂,6213
071980,call,康舒,6282
071981,call,保瑞,6472
071982,call,力智,6719
071983,call,永擎,7711
071984,call,泰金寶-DR,9105
071988,call,華新,1605
071989,call,華新,1605
071990,call,聯電,2303
071991,call,台積電,2330
071992,call,台積電,2330
071993,call,燿華,2367
071994,call,漢唐,2404
071995,call,揚博,2493
071996,call,長榮航,2618
071997,call,凱基金,2883
071998,call,辛耘,3583
071999,call,祥碩,5269
072000,call,亞翔,6139
072001,call,南茂,8150
072004,call,聯電,2303
072005,call,聯電,2303
072006,call,智邦,2345
072007,call,興勤,2428
072008,call,飛宏,2457
072009,call,強茂,2481
072010,call,辛耘,3583
072011,call,十銓,4967
072012,call,元大台灣50,0050
072013,call,南亞,1303
072014,call,南亞,1303
072015,call,華通,2313
072016,call,燿華,2367
072017,call,燿華,2367
072018,call,燿華,2367
072019,call,凌陽,2401
072020,call,漢唐,2404
072021,call,漢唐,2404
072022,call,南亞科,2408
072023,call,揚博,2493
072024,call,揚博,2493
072025,call,聯陽,3014
072026,call,聯陽,3014
072027,call,聯陽,3014
072028,call,玉晶光,3406
072029,call,玉晶光,3406
072030,call,辛耘,3583
072031,call,辛耘,3583
072032,call,辛耘,3583
072033,call,辛耘,3583
072034,call,日月光投控,3711
072035,call,和碩,4938
072036,call,亞翔,6139
072037,call,騰輝電子-KY,6672
072038,call,洋基工程,6691
072039,call,永擎,7711
072040,call,華邦電,2344
072041,call,漢唐,2404
072042,call,南亞科,2408
072043,call,京元電子,2449
072044,call,富鼎,8261
072045,call,元大台灣50,0050
072049,call,南亞,1303
072050,call,華夏,1305
072051,call,三芳,1307
072052,call,台達化,1309
072053,call,亞力,1514
072054,call,堤維西,1522
072055,call,中砂,1560
072056,call,華榮,1608
072057,call,合機,1618
072058,call,裕隆,2201
072059,call,華邦電,2344
072060,call,漢唐,2404
072061,call,興勤,2428
072062,call,超豐,2441
072063,call,飛宏,2457
072064,call,飛宏,2457
072065,call,可成,2474
072066,call,鉅祥,2476
072067,call,瑞軒,2489
072068,call,揚博,2493
072069,call,普安,2495
072070,call,華航,2610
072071,call,漢翔,2634
072072,call,聯詠,3034
072073,call,聯詠,3034
072074,call,健鼎,3044
072075,call,耀登,3138
072076,call,玉晶光,3406
072077,call,智伸科,4551
072078,call,和碩,4938
072079,call,亞翔,6139
072080,call,帆宣,6196
072081,call,盛群,6202
072082,call,聯茂,6213
072083,call,晶碩,6491
072084,call,騰輝電子-KY,6672
072085,call,洋基工程,6691
072086,call,泓德能源,6873
072087,call,兆聯實業,6944
072088,call,奕力-KY,6962
072089,call,永擎,7711
072090,call,泰金寶-DR,9105
072091,call,潤泰新,9945
072095,call,南亞,1303
072096,call,國喬,1312
072097,call,華邦電,2344
072098,call,華邦電,2344
072099,call,佳能,2374
072100,call,凌陽,2401
072101,call,友達,2409
072102,call,漢翔,2634
072103,call,亞翔,6139
072106,call,智邦,2345
072109,call,國喬,1312
072110,call,華邦電,2344
072111,call,南亞科,2408
072112,call,鉅祥,2476
072113,call,國泰金,2882
072114,call,國泰金,2882
072115,call,凱基金,2883
072116,call,凱基金,2883
072117,call,中興電,1513
072118,call,台新新光金,2887
072119,call,台新新光金,2887
072121,call,亞力,1514
072122,call,亞力,1514
072123,call,亞力,1514
072124,call,晶豪科,3006
072125,call,華城,1519
072126,call,奇鋐,3017
072127,call,玉晶光,3406
072128,call,鴻海,2317
072129,call,台積電,2330
072131,call,辛耘,3583
072132,call,晟銘電,3013
072133,call,智伸科,4551
072134,call,誠美材,4960
072135,call,天鈺,4961
072136,call,瑞儀,6176
072137,call,力智,6719
072138,call,華東,8110
072139,call,元大台灣50,0050
072141,call,南亞,1303
072142,call,南亞,1303
072143,call,華新,1605
072144,call,光寶科,2301
072145,call,南亞科,2408
072146,call,國泰金,2882
072147,call,中信金,2891
072148,call,健鼎,3044
072149,call,華擎,3515
072150,call,辛耘,3583
072151,call,大銀微系統,4576
072152,call,富鼎,8261
072153,call,富鼎,8261
072155,call,華新,1605
072156,call,大亞,1609
072157,call,聯電,2303
072158,call,鴻海,2317
072159,call,台積電,2330
072160,call,台積電,2330
072161,call,台積電,2330
072162,call,台積電,2330
072163,call,台積電,2330
072164,call,台積電,2330
072165,call,華碩,2357
072166,call,漢唐,2404
072167,call,漢唐,2404
072168,call,南亞科,2408
072169,call,南亞科,2408
072170,call,友達,2409
072171,call,興勤,2428
072172,call,瑞軒,2489
072173,call,智伸科,4551
072174,call,祥碩,5269
072175,call,盛群,6202
072176,call,旭隼,6409
072177,call,南茂,8150
072179,call,華紙,1905
072180,call,國泰金,2882
072181,call,文曄,3036
072182,call,文曄,3036
072183,call,智伸科,4551
072184,call,華碩,2357
072185,call,毅嘉,2402
072186,call,漢唐,2404
072187,call,南亞科,2408
072188,call,南亞科,2408
072189,call,鉅祥,2476
072190,call,亞翔,6139
072191,call,今國光,6209
072192,call,旭隼,6409
072193,call,美時,1795
072194,call,鴻海,2317
072195,call,智邦,2345
072196,call,微星,2377
072197,call,群光,2385
072198,call,南亞科,2408
072199,call,京元電子,2449
072200,call,瑞軒,2489
072201,call,凱基金,2883
072202,call,晟銘電,3013
072203,call,玉晶光,3406
072204,call,玉晶光,3406
072205,call,智伸科,4551
072206,call,立積,4968
072207,call,眾達-KY,4977
072208,call,豐藝,6189
072209,call,豐藝,6189
072210,call,今國光,6209
072211,call,今國光,6209
072212,call,GIS-KY,6456
072213,call,緯穎,6669
072214,call,富世達,6805
072215,call,富世達,6805
072216,call,富世達,6805
072217,call,福懋科,8131
072223,call,南亞,1303
072224,call,華新,1605
072225,call,聯電,2303
072226,call,鴻海,2317
072227,call,台積電,2330
072228,call,華邦電,2344
072229,call,華邦電,2344
072230,call,華邦電,2344
072231,call,漢唐,2404
072232,call,亞光,3019
072233,call,健鼎,3044
072234,call,玉晶光,3406
072235,call,日月光投控,3711
072236,call,亞翔,6139
072237,call,AES-KY,6781
072238,call,至上,8112
072243,call,華邦電,2344
072244,call,華碩,2357
072245,call,富邦金,2881
072246,call,國泰金,2882
072247,call,台新新光金,2887
072248,call,亞光,3019
072250,call,元大台灣50,0050
072251,call,台積電,2330
072252,call,敬鵬,2355
072253,call,英業達,2356
072254,call,華碩,2357
072255,call,友達,2409
072256,call,富邦金,2881
072257,call,凱基金,2883
072258,call,亞光,3019
072259,call,台化,1326
072260,call,華城,1519
072261,call,華邦電,2344
072262,call,鴻準,2354
072263,call,瑞昱,2379
072264,call,威盛,2388
072265,call,威盛,2388
072266,call,南亞科,2408
072267,call,友達,2409
072268,call,建準,2421
072269,call,興勤,2428
072270,call,美律,2439
072271,call,可成,2474
072272,call,兆赫,2485
072273,call,宏達電,2498
072274,call,華航,2610
072275,call,富邦金,2881
072276,call,國泰金,2882
072277,call,奇鋐,3017
072278,call,智原,3035
072279,call,健鼎,3044
072280,call,定穎投控,3715
072281,call,旭隼,6409
072282,call,富鼎,8261
072283,call,南亞,1303
072284,call,遠東新,1402
072286,call,華紙,1905
072287,call,楠梓電,2316
072288,call,南亞科,2408
072289,call,華航,2610
072290,call,華航,2610
072291,call,長榮航,2618
072292,call,凱基金,2883
072293,call,元大金,2885
072294,call,健鼎,3044
072295,call,皇昌,2543
072296,call,智伸科,4551
072297,call,台郡,6269
072298,call,矽創,8016
072299,call,明基材,8215
072300,call,富鼎,8261
072301,call,華邦電,2344
072302,call,華邦電,2344
072303,call,華邦電,2344
072304,call,友達,2409
072305,call,新興,2605
072306,call,奇鋐,3017
072307,call,健鼎,3044
072308,call,今國光,6209
072309,call,勤誠,8210
072310,call,南亞,1303
072311,call,儒鴻,1476
072312,call,楠梓電,2316
072313,call,楠梓電,2316
072314,call,長榮,2603
072315,call,誠美材,4960
072316,call,AES-KY,6781
072317,call,AES-KY,6781
072318,call,富鼎,8261
072319,call,富鼎,8261
072324,call,南亞,1303
072325,call,台玻,1802
072326,call,華紙,1905
072327,call,光寶科,2301
072328,call,鴻海,2317
072329,call,華邦電,2344
07232U,put,元大台灣50,0050
072330,call,南亞科,2408
072331,call,友達,2409
072332,call,京元電子,2449
072333,call,富邦金,2881
072334,call,國泰金,2882
072335,call,晶豪科,3006
072337,call,台積電,2330
072338,call,健鼎,3044
072339,call,聯發科,2454
072340,call,緯創,3231
072341,call,玉晶光,3406
072342,call,皇昌,2543
072343,call,日月光投控,3711
072344,call,亞翔,6139
072345,call,豐藝,6189
072347,call,威強電,3022
072348,call,緯穎,6669
072349,call,富鼎,8261
072350,call,富鼎,8261
072353,call,南亞,1303
072354,call,華城,1519
072355,call,楠梓電,2316
072356,call,仁寶,2324
072357,call,仁寶,2324
072358,call,智邦,2345
072359,call,南亞科,2408
072360,call,建準,2421
072361,call,晶豪科,3006
072362,call,昇貿,3305
072363,call,新日興,3376
072364,call,旭隼,6409
072365,call,旭隼,6409
072366,call,群電,6412
072367,call,力智,6719
072368,call,力智,6719
072369,call,福懋科,8131
072371,call,南亞,1303
072372,call,鴻海,2317
072373,call,鴻海,2317
072374,call,瑞昱,2379
072375,call,威盛,2388
072376,call,聯發科,2454
072377,call,友達,2409
072378,call,華晶科,3059
072379,call,盛群,6202
072380,call,台郡,6269
072381,call,旭隼,6409
072384,call,台積電,2330
072386,call,技嘉,2376
072388,call,瑞昱,2379
072389,call,毅嘉,2402
072390,call,毅嘉,2402
072391,call,漢唐,2404
072392,call,漢唐,2404
072393,call,智原,3035
072394,call,健鼎,3044
072395,call,玉晶光,3406
072396,call,TPK-KY,3673
072397,call,亞翔,6139
072398,call,今國光,6209
072399,call,今國光,6209
072400,call,聯茂,6213
072401,call,富鼎,8261
072402,call,南亞,1303
072403,call,台積電,2330
072404,call,南亞科,2408
072405,call,京元電子,2449
072406,call,定穎投控,3715
072411,call,士電,1503
072412,call,亞德客-KY,1590
072413,call,華紙,1905
072414,call,鴻海,2317
072415,call,鴻海,2317
072416,call,華邦電,2344
072417,call,華邦電,2344
072418,call,華邦電,2344
072419,call,華邦電,2344
072420,call,所羅門,2359
072421,call,友達,2409
072422,call,強茂,2481
072423,call,奇鋐,3017
072424,call,智原,3035
072425,call,新日興,3376
072426,call,辛耘,3583
072427,call,TPK-KY,3673
072428,call,TPK-KY,3673
072429,call,日月光投控,3711
07242U,put,元大台灣50,0050
072430,call,智伸科,4551
072431,call,眾達-KY,4977
072432,call,聯茂,6213
072433,call,洋基工程,6691
072434,call,采鈺,6789
072435,call,致新,8081
072436,call,南茂,8150
072437,call,富鼎,8261
072439,call,南亞,1303
07243U,put,元大台灣50,0050
072440,call,中鋼,2002
072441,call,楠梓電,2316
072442,call,台積電,2330
072443,call,敬鵬,2355
072444,call,華碩,2357
072445,call,友達,2409
072446,call,華航,2610
072447,call,華晶科,3059
072448,call,聯茂,6213
072449,call,台虹,8039
072450,call,南茂,8150
072451,call,富鼎,8261
072452,call,南亞,1303
072453,call,信錦,1582
072454,call,華紙,1905
072455,call,聯電,2303
072456,call,楠梓電,2316
072457,call,華邦電,2344
072458,call,華邦電,2344
072459,call,菱生,2369
072460,call,技嘉,2376
072461,call,研華,2395
072462,call,凌陽,2401
072463,call,友達,2409
072464,call,仲琦,2419
072465,call,志聖,2467
072466,call,陽明,2609
072467,call,陽明,2609
072468,call,慧洋-KY,2637
072469,call,慧洋-KY,2637
072470,call,富邦金,2881
072471,call,永豐金,2890
072472,call,第一金,2892
072473,call,亞光,3019
072474,call,亞光,3019
072475,call,智伸科,4551
072476,call,jpp-KY,5284
072477,call,矽格,6257
072478,call,致新,8081
072479,call,南茂,8150
072480,call,富鼎,8261
072481,call,羅昇,8374
072482,call,台積電,2330
072483,call,瑞昱,2379
072484,call,南亞科,2408
072485,call,南亞科,2408
072486,call,南亞科,2408
072487,call,友達,2409
072488,call,亞光,3019
072489,call,台灣虎航,6757
07248U,put,台積電,2330
072490,call,富世達,6805
