date,ucode,call_val,put_val,call_vol
2025-06-04,0050,10.84,0.0,10674.0
2025-06-04,0052,1.51,0.0,1202.0
2025-06-04,0056,0.05,0.0,23.0
2025-06-04,1101,3.64,0.0,5083.0
2025-06-04,1102,0.02,0.0,200.0
2025-06-04,1210,0.02,0.0,21.0
2025-06-04,1215,0.01,0.0,152.0
2025-06-04,1301,1.63,0.77,1927.0
2025-06-04,1303,17.0,0.06,12699.0
2025-06-04,1304,0.86,0.0,824.0
2025-06-04,1305,0.14,0.0,89.0
2025-06-04,1307,0.32,0.01,781.0
2025-06-04,1308,0.32,0.0,489.0
2025-06-04,1312,0.84,0.0,848.0
2025-06-04,1313,0.79,0.0,349.0
2025-06-04,1319,3.35,0.13,2942.0
2025-06-04,1326,4.17,0.0,3283.0
2025-06-04,1402,0.39,0.0,297.0
2025-06-04,1409,2.97,0.0,2607.0
2025-06-04,1436,0.02,0.0,47.0
2025-06-04,1476,0.54,0.0,992.0
2025-06-04,1477,0.13,0.51,143.0
2025-06-04,1503,3.23,0.09,3502.0
2025-06-04,1504,0.64,0.0,978.0
2025-06-04,1513,3.43,0.05,4816.0
2025-06-04,1514,1.04,0.09,1282.0
2025-06-04,1519,4.43,0.89,4756.0
2025-06-04,1522,0.19,0.0,228.0
2025-06-04,1536,0.36,0.1,925.0
2025-06-04,1560,5.19,0.21,5902.0
2025-06-04,1563,0.11,0.0,36.0
2025-06-04,1582,1.66,0.0,3585.0
2025-06-04,1590,4.37,0.0,4121.0
2025-06-04,1597,2.88,0.16,1421.0
2025-06-04,1605,3.33,0.02,3660.0
2025-06-04,1608,0.52,0.0,901.0
2025-06-04,1609,0.09,0.02,134.0
2025-06-04,1612,0.13,0.0,31.0
2025-06-04,1618,0.18,0.0,252.0
2025-06-04,1623,0.73,0.0,456.0
2025-06-04,1708,0.82,0.0,1052.0
2025-06-04,1710,0.29,0.0,321.0
2025-06-04,1711,1.63,0.0,1159.0
2025-06-04,1714,1.88,0.0,1869.0
2025-06-04,1717,4.14,0.0,5673.0
2025-06-04,1718,2.42,0.0,1886.0
2025-06-04,1722,0.48,0.0,396.0
2025-06-04,1723,0.43,0.0,250.0
2025-06-04,1727,0.8,0.0,1023.0
2025-06-04,1736,0.0,0.16,0.0
2025-06-04,1773,0.28,0.0,584.0
2025-06-04,1795,4.3,0.0,3717.0
2025-06-04,1802,10.99,0.03,8808.0
2025-06-04,1809,0.15,0.0,93.0
2025-06-04,1903,0.05,0.0,92.0
2025-06-04,1905,0.63,0.0,430.0
2025-06-04,2002,1.38,0.38,2350.0
2025-06-04,2006,0.34,0.0,416.0
2025-06-04,2009,0.31,0.0,316.0
2025-06-04,2014,0.0,0.08,16.0
2025-06-04,2027,2.99,0.15,2196.0
2025-06-04,2034,0.05,0.0,68.0
2025-06-04,2049,10.91,0.56,9727.0
2025-06-04,2059,5.27,0.79,7086.0
2025-06-04,2072,0.06,0.0,20.0
2025-06-04,2103,1.35,0.0,3959.0
2025-06-04,2104,0.06,0.0,69.0
2025-06-04,2105,0.76,0.0,815.0
2025-06-04,2108,0.03,0.0,30.0
2025-06-04,2201,0.01,0.0,10.0
2025-06-04,2204,0.0,0.06,0.0
2025-06-04,2228,0.02,0.0,45.0
2025-06-04,2231,0.75,0.0,1007.0
2025-06-04,2233,0.62,0.01,907.0
2025-06-04,2236,0.63,0.0,572.0
2025-06-04,2301,14.5,0.01,14706.0
2025-06-04,2302,0.23,0.0,314.0
2025-06-04,2303,11.22,2.24,11652.0
2025-06-04,2305,0.05,0.0,23.0
2025-06-04,2308,6.73,0.51,4635.0
2025-06-04,2312,2.41,0.0,2081.0
2025-06-04,2313,20.07,0.18,18332.0
2025-06-04,2316,3.73,0.0,3296.0
2025-06-04,2317,20.44,5.21,28471.0
2025-06-04,2323,1.27,0.0,1025.0
2025-06-04,2324,6.29,0.13,5053.0
2025-06-04,2327,9.26,0.0,7231.0
2025-06-04,2328,0.68,0.16,582.0
2025-06-04,2329,1.89,0.04,2901.0
2025-06-04,2330,67.27,11.22,78615.0
2025-06-04,2331,0.38,0.0,158.0
2025-06-04,2332,0.11,0.18,262.0
2025-06-04,2337,9.29,0.37,5571.0
2025-06-04,2338,0.2,0.0,520.0
2025-06-04,2340,0.38,0.0,490.0
2025-06-04,2342,0.1,0.0,132.0
2025-06-04,2344,26.57,0.51,25740.0
2025-06-04,2345,14.53,0.88,13463.0
