date,ucode,call_val,put_val,call_vol
2025-11-03,0050,9.75,0.74,6932.0
2025-11-03,0052,0.03,0.0,40.0
2025-11-03,1101,2.64,0.42,5177.0
2025-11-03,1102,0.11,0.0,329.0
2025-11-03,1210,0.1,0.0,473.0
2025-11-03,1215,0.76,0.0,1225.0
2025-11-03,1216,1.55,0.0,1500.0
2025-11-03,1301,7.65,0.18,5852.0
2025-11-03,1303,18.34,0.06,15208.0
2025-11-03,1304,0.22,0.0,288.0
2025-11-03,1305,0.3,0.0,327.0
2025-11-03,1307,0.08,0.0,81.0
2025-11-03,1308,1.32,0.0,878.0
2025-11-03,1312,1.01,0.0,2771.0
2025-11-03,1313,0.25,0.0,482.0
2025-11-03,1319,0.7,0.0,1930.0
2025-11-03,1326,3.18,0.04,3018.0
2025-11-03,1342,0.02,0.0,27.0
2025-11-03,1402,0.06,0.0,222.0
2025-11-03,1409,0.16,0.0,405.0
2025-11-03,1419,1.11,0.0,851.0
2025-11-03,1464,0.01,0.0,26.0
2025-11-03,1476,0.73,0.0,597.0
2025-11-03,1477,0.46,0.01,425.0
2025-11-03,1503,24.78,0.03,21350.0
2025-11-03,1504,16.38,2.06,15767.0
2025-11-03,1513,13.63,0.02,19492.0
2025-11-03,1514,5.19,0.0,8542.0
2025-11-03,1519,72.51,1.28,41571.0
2025-11-03,1522,0.12,0.0,79.0
2025-11-03,1532,0.02,0.0,35.0
2025-11-03,1536,0.42,0.0,1198.0
2025-11-03,1560,5.64,0.05,6673.0
2025-11-03,1582,0.01,0.0,18.0
2025-11-03,1590,0.39,0.0,387.0
2025-11-03,1597,0.87,0.0,633.0
2025-11-03,1605,7.49,0.66,5533.0
2025-11-03,1608,6.07,0.0,3293.0
2025-11-03,1609,13.22,0.0,10068.0
2025-11-03,1612,0.66,0.0,404.0
2025-11-03,1616,0.37,0.0,510.0
2025-11-03,1618,0.1,0.0,81.0
2025-11-03,1708,0.6,0.0,394.0
2025-11-03,1710,0.13,0.0,156.0
2025-11-03,1711,0.47,0.0,949.0
2025-11-03,1714,0.18,0.0,1954.0
2025-11-03,1717,1.97,0.0,2314.0
2025-11-03,1718,1.34,0.0,826.0
2025-11-03,1723,0.23,0.0,214.0
2025-11-03,1736,0.12,0.03,165.0
2025-11-03,1773,0.24,0.0,224.0
2025-11-03,1786,0.08,0.0,114.0
2025-11-03,1795,14.79,0.04,11105.0
2025-11-03,1802,19.6,0.41,14695.0
2025-11-03,1903,0.01,0.0,15.0
2025-11-03,2002,0.48,0.0,566.0
2025-11-03,2009,1.35,0.02,1697.0
2025-11-03,2014,0.31,0.0,630.0
2025-11-03,2027,1.38,0.01,2936.0
2025-11-03,2031,0.55,0.0,819.0
2025-11-03,2034,0.22,0.03,416.0
2025-11-03,2049,13.7,0.11,16609.0
2025-11-03,2059,30.42,1.46,16096.0
2025-11-03,2101,0.11,0.0,138.0
2025-11-03,2105,0.06,0.0,63.0
2025-11-03,2108,0.01,0.0,7.0
2025-11-03,2204,0.04,0.0,50.0
2025-11-03,2228,0.24,0.0,651.0
2025-11-03,2231,2.42,0.02,3285.0
2025-11-03,2233,2.37,0.0,3275.0
2025-11-03,2301,34.35,0.26,30196.0
2025-11-03,2303,25.8,0.01,22131.0
2025-11-03,2305,0.01,0.0,6.0
2025-11-03,2308,46.9,3.91,27605.0
2025-11-03,2312,14.06,0.0,9582.0
2025-11-03,2313,18.42,0.02,12471.0
2025-11-03,2316,8.94,0.54,9175.0
2025-11-03,2317,147.81,3.39,64362.0
2025-11-03,2323,0.06,0.0,54.0
2025-11-03,2324,6.65,0.03,6078.0
2025-11-03,2327,30.0,0.1,28169.0
2025-11-03,2328,2.12,0.01,1507.0
2025-11-03,2329,9.99,0.01,8460.0
2025-11-03,2330,73.79,12.71,43450.0
2025-11-03,2331,0.1,0.0,133.0
2025-11-03,2332,0.22,0.0,495.0
2025-11-03,2337,27.92,1.75,17296.0
2025-11-03,2338,0.08,0.0,62.0
2025-11-03,2340,0.1,0.0,74.0
2025-11-03,2344,61.29,1.57,22898.0
2025-11-03,2345,72.48,0.79,56267.0
2025-11-03,2347,0.04,0.0,209.0
2025-11-03,2348,0.08,0.0,207.0
2025-11-03,2351,1.81,0.0,1716.0
2025-11-03,2352,0.06,0.0,59.0
2025-11-03,2353,1.59,0.0,1153.0
2025-11-03,2354,3.67,0.07,3789.0
2025-11-03,2355,1.23,0.0,471.0
2025-11-03,2356,5.65,0.02,4326.0
2025-11-03,2357,6.67,0.08,7179.0
2025-11-03,2359,6.12,0.0,9981.0
2025-11-03,2360,22.52,0.05,9083.0
2025-11-03,2363,4.31,0.19,4781.0
2025-11-03,2365,0.01,0.0,14.0
2025-11-03,2367,2.88,0.0,3897.0
